iv,dv,subNum
0,0,53
1,1,53
1,1,53
1,0,53
1,1,53
0,1,53
1,1,53
0,1,53
1,1,53
0,1,53
1,1,53
0,1,53
0,0,53
0,1,53
0,1,53
0,1,53
1,1,53
1,0,53
0,1,53
1,0,53
1,1,53
1,1,53
1,1,53
0,1,53
1,0,53
1,1,53
0,1,53
0,1,53
1,1,53
0,1,53
1,1,53
1,1,53
0,0,53
0,1,53
0,1,53
0,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
0,0,53
1,1,53
1,0,53
1,1,53
0,1,53
1,1,53
0,1,53
1,1,53
1,1,53
0,1,53
1,1,53
0,1,53
0,1,53
0,1,53
1,1,53
1,1,53
0,1,53
0,0,53
0,1,53
0,1,53
0,1,53
1,1,53
0,0,53
1,1,53
0,1,53
0,0,53
0,1,53
1,1,53
1,1,53
1,0,53
0,1,53
0,1,53
0,1,53
1,1,53
1,1,53
0,1,53
0,1,53
1,1,53
0,1,53
0,0,53
1,0,53
0,1,53
1,1,53
1,1,53
0,1,53
0,1,53
1,1,53
1,1,53
0,1,53
0,0,53
1,1,53
1,1,53
0,1,53
1,1,53
0,1,53
0,1,53
1,0,53
0,1,53
1,1,53
0,1,53
0,1,53
1,1,53
1,1,53
1,0,53
1,1,53
0,1,53
1,1,53
0,1,53
0,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
0,0,53
0,1,53
1,1,53
0,1,53
0,1,53
0,1,53
1,1,53
1,0,53
0,1,53
1,1,53
1,0,53
0,0,53
0,1,53
1,1,53
0,1,53
1,1,53
1,0,53
0,0,53
0,0,53
0,1,53
0,1,53
1,1,53
0,0,53
0,0,53
1,0,53
0,0,53
0,0,53
1,0,53
1,1,53
1,1,53
0,1,53
1,1,53
0,1,53
0,1,53
1,1,53
0,1,53
1,0,53
1,0,53
1,1,53
1,1,53
0,0,53
1,0,53
1,0,53
