iv,dv,subNum
1,1,34
0,1,34
1,1,34
0,1,34
0,1,34
0,1,34
1,1,34
0,1,34
1,1,34
0,1,34
1,1,34
0,1,34
1,1,34
1,0,34
0,0,34
1,1,34
0,1,34
1,1,34
0,1,34
1,1,34
1,1,34
0,1,34
1,1,34
1,1,34
0,1,34
1,0,34
0,0,34
1,1,34
1,1,34
1,1,34
0,1,34
1,1,34
0,1,34
0,1,34
1,0,34
1,1,34
1,1,34
1,1,34
1,1,34
0,1,34
0,1,34
0,1,34
0,1,34
0,1,34
1,1,34
0,1,34
0,1,34
0,1,34
0,1,34
1,1,34
1,1,34
0,1,34
0,1,34
1,1,34
0,1,34
1,1,34
1,1,34
0,1,34
1,1,34
1,1,34
1,1,34
1,1,34
0,1,34
0,1,34
1,1,34
0,1,34
1,1,34
1,1,34
1,1,34
1,1,34
0,1,34
1,1,34
1,1,34
0,1,34
1,1,34
0,1,34
1,1,34
1,0,34
1,1,34
0,1,34
0,1,34
1,1,34
0,1,34
1,1,34
0,1,34
0,1,34
1,1,34
1,1,34
1,1,34
0,1,34
1,1,34
1,0,34
0,0,34
1,1,34
0,1,34
0,1,34
1,1,34
1,1,34
0,1,34
0,1,34
1,1,34
1,1,34
0,1,34
0,1,34
1,1,34
0,1,34
1,1,34
1,1,34
1,1,34
1,1,34
0,1,34
1,1,34
1,1,34
0,1,34
0,1,34
0,1,34
0,1,34
0,1,34
1,1,34
0,1,34
0,1,34
0,1,34
0,1,34
1,1,34
1,1,34
0,1,34
0,1,34
0,1,34
1,0,34
1,1,34
0,1,34
1,1,34
1,1,34
0,1,34
1,1,34
0,1,34
1,1,34
0,1,34
0,0,34
1,1,34
1,1,34
1,1,34
1,0,34
0,1,34
1,1,34
1,1,34
1,1,34
1,1,34
0,1,34
1,1,34
1,1,34
0,0,34
1,1,34
1,0,34
0,1,34
0,1,34
0,1,34
1,1,34
0,1,34
0,1,34
1,1,34
1,1,34
0,1,34
1,1,34
0,1,34
0,1,34
0,1,34
0,1,34
0,1,34
1,1,34
0,1,34
1,1,34
