iv,dv,subNum
1,0,75
0,0,75
0,1,75
0,0,75
1,1,75
0,1,75
1,1,75
0,1,75
1,1,75
0,1,75
1,1,75
0,1,75
1,0,75
0,0,75
0,1,75
1,1,75
0,1,75
1,1,75
1,0,75
0,1,75
0,0,75
1,0,75
1,0,75
0,1,75
0,1,75
0,1,75
1,1,75
1,1,75
0,0,75
1,0,75
1,1,75
1,0,75
0,0,75
1,0,75
1,1,75
0,1,75
1,1,75
0,1,75
1,1,75
1,1,75
1,1,75
1,0,75
1,0,75
1,0,75
1,0,75
0,0,75
0,0,75
0,0,75
0,0,75
0,0,75
1,0,75
1,0,75
0,0,75
0,0,75
1,0,75
1,1,75
1,1,75
1,1,75
0,1,75
0,1,75
0,0,75
1,0,75
0,0,75
0,0,75
1,1,75
1,0,75
0,0,75
1,0,75
1,0,75
1,0,75
0,0,75
0,0,75
1,0,75
0,0,75
1,0,75
1,0,75
1,0,75
1,0,75
0,0,75
1,0,75
1,1,75
0,0,75
0,0,75
1,0,75
0,0,75
1,0,75
0,0,75
1,0,75
0,1,75
0,0,75
1,1,75
1,0,75
0,0,75
0,0,75
0,0,75
1,0,75
1,0,75
1,0,75
0,1,75
1,1,75
1,0,75
0,0,75
0,0,75
1,0,75
1,1,75
0,1,75
0,0,75
1,0,75
1,0,75
0,0,75
0,0,75
1,1,75
0,1,75
0,1,75
1,0,75
1,0,75
1,0,75
1,1,75
0,0,75
1,0,75
1,0,75
0,0,75
0,0,75
0,0,75
0,0,75
0,0,75
1,1,75
0,1,75
0,0,75
0,1,75
0,0,75
0,0,75
1,0,75
0,0,75
1,0,75
0,0,75
0,0,75
0,0,75
0,0,75
0,1,75
0,0,75
0,0,75
1,0,75
1,0,75
0,0,75
1,0,75
1,0,75
0,0,75
0,0,75
1,1,75
0,0,75
1,0,75
0,0,75
1,0,75
0,0,75
1,0,75
1,1,75
1,0,75
0,0,75
0,1,75
0,0,75
1,0,75
0,0,75
1,0,75
1,0,75
1,0,75
0,0,75
1,0,75
1,0,75
1,0,75
0,0,75
1,1,75
0,1,75
1,1,75
0,0,75
0,1,75
1,1,75
1,0,75
1,0,75
0,0,75
1,0,75
0,0,75
0,0,75
0,0,75
0,0,75
