iv,dv,subNum
0,1,73
1,1,73
1,1,73
1,0,73
1,1,73
0,0,73
0,1,73
1,0,73
1,1,73
1,1,73
1,1,73
0,1,73
1,0,73
1,1,73
0,1,73
0,1,73
1,0,73
1,0,73
0,1,73
0,0,73
0,0,73
1,0,73
1,0,73
0,1,73
0,0,73
1,1,73
1,1,73
0,0,73
1,1,73
0,0,73
0,1,73
0,0,73
0,0,73
1,1,73
0,0,73
1,0,73
1,0,73
1,1,73
0,1,73
0,0,73
0,1,73
0,1,73
1,0,73
0,0,73
0,1,73
0,1,73
0,0,73
0,1,73
1,1,73
1,0,73
1,0,73
0,0,73
0,0,73
1,0,73
0,0,73
1,1,73
0,0,73
0,0,73
0,1,73
1,0,73
1,0,73
1,0,73
0,0,73
1,0,73
0,0,73
0,0,73
1,1,73
0,0,73
1,1,73
0,1,73
1,0,73
0,0,73
1,1,73
1,0,73
0,0,73
1,0,73
1,0,73
1,0,73
1,0,73
1,0,73
1,0,73
1,0,73
1,1,73
0,0,73
0,0,73
0,0,73
1,0,73
0,0,73
1,1,73
1,0,73
0,1,73
0,0,73
0,0,73
0,0,73
0,0,73
1,0,73
0,0,73
1,1,73
1,0,73
1,0,73
0,0,73
0,0,73
0,0,73
1,0,73
1,1,73
0,1,73
1,1,73
1,1,73
0,0,73
0,0,73
0,0,73
0,0,73
0,1,73
0,1,73
1,0,73
1,0,73
0,0,73
0,1,73
0,0,73
1,0,73
0,0,73
0,0,73
1,1,73
0,1,73
1,0,73
0,1,73
1,0,73
1,0,73
1,0,73
1,0,73
1,0,73
1,0,73
1,0,73
0,0,73
1,0,73
0,0,73
0,0,73
1,0,73
1,0,73
0,0,73
0,0,73
1,0,73
0,0,73
0,0,73
0,0,73
1,0,73
1,0,73
1,1,73
0,1,73
1,0,73
0,1,73
1,0,73
0,0,73
1,0,73
0,0,73
1,0,73
0,0,73
1,0,73
1,0,73
0,0,73
0,0,73
1,0,73
1,0,73
0,0,73
