iv,dv,subNum
0,0,31
1,0,31
0,0,31
1,0,31
0,1,31
0,1,31
1,1,31
0,0,31
0,0,31
0,0,31
0,1,31
1,0,31
1,0,31
0,0,31
0,1,31
1,1,31
0,1,31
1,0,31
1,1,31
0,1,31
1,1,31
1,0,31
1,0,31
0,0,31
1,0,31
1,1,31
0,0,31
0,1,31
0,0,31
1,1,31
0,1,31
1,1,31
0,0,31
0,0,31
0,1,31
0,1,31
1,1,31
1,1,31
1,1,31
1,1,31
0,1,31
0,0,31
1,0,31
1,1,31
1,0,31
1,1,31
0,1,31
0,0,31
1,1,31
1,0,31
0,1,31
1,1,31
1,1,31
0,0,31
1,0,31
0,1,31
0,1,31
0,1,31
0,1,31
1,0,31
1,1,31
1,0,31
0,0,31
0,0,31
0,1,31
0,0,31
0,1,31
1,0,31
0,0,31
1,0,31
0,1,31
0,0,31
0,1,31
1,0,31
0,1,31
1,1,31
0,0,31
1,1,31
1,1,31
0,1,31
0,1,31
1,1,31
0,1,31
0,0,31
1,0,31
1,1,31
1,1,31
1,1,31
1,1,31
0,1,31
1,1,31
1,1,31
0,1,31
1,1,31
0,1,31
0,1,31
1,0,31
0,1,31
0,1,31
1,1,31
1,0,31
0,1,31
1,0,31
1,0,31
1,0,31
0,1,31
1,1,31
1,1,31
1,0,31
1,0,31
0,0,31
0,1,31
1,1,31
0,0,31
0,1,31
1,0,31
0,0,31
1,1,31
0,0,31
1,0,31
0,1,31
1,1,31
1,0,31
0,0,31
0,1,31
0,1,31
1,0,31
0,0,31
1,0,31
1,1,31
1,0,31
0,0,31
0,1,31
0,0,31
0,0,31
1,0,31
0,0,31
0,0,31
1,0,31
0,0,31
0,0,31
1,0,31
1,0,31
1,1,31
1,1,31
0,1,31
1,0,31
1,1,31
0,0,31
0,0,31
0,0,31
1,0,31
0,1,31
1,0,31
1,0,31
1,1,31
1,0,31
1,0,31
0,0,31
1,0,31
1,0,31
0,0,31
