iv,dv,subNum
1,0,45
0,0,45
0,0,45
1,1,45
1,0,45
1,0,45
1,1,45
0,0,45
1,0,45
0,0,45
0,0,45
1,0,45
0,0,45
1,0,45
1,1,45
1,1,45
1,1,45
0,1,45
0,1,45
0,1,45
0,1,45
0,1,45
1,0,45
1,0,45
0,0,45
0,1,45
1,1,45
1,1,45
0,1,45
1,1,45
0,1,45
0,1,45
1,1,45
1,1,45
0,1,45
1,1,45
1,1,45
1,1,45
1,1,45
0,1,45
1,1,45
0,0,45
1,1,45
1,0,45
0,0,45
1,0,45
0,0,45
1,0,45
0,0,45
1,0,45
1,0,45
0,0,45
0,0,45
1,1,45
1,0,45
1,1,45
0,1,45
1,1,45
1,0,45
0,0,45
1,0,45
0,1,45
0,1,45
0,1,45
0,0,45
0,0,45
1,1,45
1,1,45
1,1,45
1,1,45
0,0,45
1,1,45
0,1,45
1,1,45
1,1,45
0,1,45
0,0,45
0,0,45
0,1,45
1,1,45
0,1,45
0,1,45
1,1,45
1,1,45
0,1,45
0,1,45
0,1,45
0,1,45
0,1,45
0,1,45
1,1,45
0,1,45
1,1,45
1,1,45
0,0,45
1,1,45
0,1,45
1,1,45
0,0,45
1,1,45
0,1,45
0,1,45
1,0,45
1,1,45
1,1,45
0,1,45
1,0,45
0,1,45
0,1,45
0,1,45
1,1,45
1,1,45
1,1,45
1,1,45
0,1,45
1,1,45
1,1,45
0,0,45
1,0,45
1,0,45
0,0,45
0,0,45
0,1,45
0,1,45
1,1,45
0,1,45
1,1,45
1,1,45
1,1,45
1,1,45
0,0,45
0,1,45
0,0,45
0,1,45
1,0,45
0,0,45
0,0,45
1,0,45
