iv,dv,subNum
1,0,55
0,0,55
0,0,55
0,0,55
1,0,55
0,0,55
1,0,55
1,0,55
1,0,55
1,0,55
1,0,55
0,0,55
1,0,55
0,0,55
1,0,55
0,0,55
1,0,55
1,0,55
1,0,55
0,0,55
0,0,55
1,0,55
1,0,55
1,0,55
0,0,55
0,0,55
0,0,55
1,0,55
1,0,55
1,0,55
1,0,55
0,0,55
0,0,55
0,0,55
0,0,55
0,0,55
1,0,55
1,0,55
0,0,55
0,0,55
0,0,55
1,0,55
1,0,55
0,0,55
0,0,55
1,0,55
0,0,55
1,0,55
1,1,55
1,0,55
1,1,55
1,1,55
0,0,55
1,0,55
1,0,55
1,0,55
0,0,55
1,0,55
1,0,55
0,0,55
1,0,55
0,1,55
1,1,55
1,0,55
0,1,55
0,0,55
0,0,55
1,1,55
1,0,55
0,0,55
1,0,55
0,1,55
0,0,55
1,0,55
1,0,55
1,0,55
0,1,55
1,1,55
1,0,55
0,0,55
1,0,55
0,0,55
1,0,55
1,0,55
0,0,55
0,0,55
1,0,55
1,0,55
0,0,55
0,0,55
1,0,55
0,0,55
1,0,55
1,0,55
1,0,55
0,0,55
1,1,55
0,0,55
1,0,55
1,0,55
0,0,55
0,0,55
0,0,55
0,0,55
0,1,55
1,1,55
0,0,55
0,0,55
0,0,55
0,0,55
1,1,55
0,0,55
0,1,55
0,1,55
0,1,55
0,0,55
0,0,55
1,0,55
1,1,55
0,1,55
1,1,55
1,1,55
0,0,55
1,1,55
1,0,55
0,0,55
1,1,55
0,0,55
0,0,55
1,0,55
1,0,55
0,0,55
1,0,55
0,1,55
0,0,55
1,0,55
1,0,55
1,0,55
1,1,55
1,0,55
0,0,55
1,0,55
1,0,55
0,0,55
0,0,55
0,1,55
1,1,55
0,0,55
0,1,55
1,1,55
1,1,55
1,0,55
0,1,55
1,1,55
0,0,55
0,0,55
0,0,55
1,0,55
0,0,55
0,0,55
1,0,55
