iv,dv,subNum
1,1,36
1,1,36
0,1,36
1,1,36
0,1,36
1,1,36
0,0,36
0,0,36
0,0,36
0,0,36
1,1,36
1,0,36
0,0,36
0,0,36
1,1,36
1,0,36
1,1,36
1,0,36
0,0,36
1,0,36
0,0,36
1,1,36
1,1,36
0,0,36
1,1,36
1,1,36
0,0,36
0,0,36
1,1,36
1,0,36
1,1,36
0,1,36
1,1,36
0,0,36
1,1,36
1,1,36
0,1,36
1,1,36
0,1,36
0,1,36
0,1,36
0,1,36
1,1,36
1,1,36
0,0,36
0,1,36
1,0,36
0,0,36
0,1,36
0,0,36
0,1,36
0,0,36
0,0,36
1,1,36
1,1,36
1,0,36
0,1,36
0,1,36
1,1,36
1,1,36
0,1,36
0,1,36
1,1,36
0,1,36
0,0,36
1,0,36
1,1,36
1,1,36
0,1,36
1,1,36
1,1,36
0,0,36
1,1,36
0,1,36
0,0,36
0,1,36
0,1,36
1,0,36
0,1,36
1,1,36
0,1,36
0,1,36
1,1,36
1,1,36
0,1,36
1,1,36
1,1,36
0,1,36
0,1,36
1,1,36
1,1,36
1,1,36
1,1,36
1,1,36
0,0,36
1,1,36
0,1,36
0,1,36
1,0,36
0,1,36
1,1,36
1,0,36
1,0,36
0,0,36
1,1,36
1,1,36
1,0,36
0,0,36
0,0,36
0,1,36
1,0,36
0,1,36
1,0,36
0,0,36
0,0,36
1,0,36
1,0,36
1,1,36
1,1,36
0,1,36
1,1,36
0,1,36
0,1,36
0,1,36
1,1,36
0,1,36
1,0,36
1,0,36
1,1,36
1,0,36
0,0,36
1,0,36
1,0,36
0,0,36
