iv,dv,subNum
1,0,14
1,1,14
0,1,14
0,1,14
0,1,14
1,1,14
1,1,14
0,1,14
0,1,14
1,1,14
0,1,14
1,1,14
0,1,14
0,1,14
0,1,14
1,1,14
1,1,14
0,1,14
0,1,14
1,1,14
1,0,14
0,1,14
1,1,14
0,0,14
0,0,14
1,1,14
0,1,14
0,0,14
0,1,14
1,1,14
1,1,14
1,1,14
1,0,14
1,1,14
0,1,14
0,0,14
1,1,14
1,1,14
0,1,14
1,1,14
0,1,14
0,1,14
0,1,14
1,1,14
0,1,14
1,1,14
0,1,14
0,1,14
0,1,14
1,1,14
1,1,14
1,0,14
1,1,14
0,0,14
1,1,14
0,0,14
1,1,14
1,1,14
0,1,14
0,1,14
1,0,14
1,1,14
0,1,14
1,1,14
1,0,14
1,1,14
1,1,14
0,1,14
0,0,14
1,0,14
1,0,14
1,1,14
0,0,14
0,0,14
1,0,14
0,0,14
1,1,14
0,1,14
1,1,14
0,1,14
1,1,14
1,1,14
0,1,14
0,1,14
1,1,14
0,1,14
1,0,14
0,1,14
0,1,14
0,1,14
0,1,14
0,1,14
1,1,14
1,1,14
1,1,14
1,0,14
1,0,14
0,0,14
1,1,14
1,1,14
1,1,14
0,0,14
1,1,14
0,0,14
0,1,14
0,1,14
1,0,14
0,1,14
0,1,14
1,1,14
0,1,14
1,1,14
1,1,14
0,1,14
0,1,14
0,1,14
1,1,14
1,1,14
1,0,14
0,0,14
0,1,14
0,1,14
0,1,14
1,1,14
1,0,14
0,1,14
1,1,14
0,1,14
0,1,14
0,1,14
0,1,14
0,1,14
1,1,14
0,1,14
1,1,14
1,1,14
0,1,14
0,1,14
1,1,14
1,1,14
1,1,14
0,1,14
0,1,14
0,1,14
0,1,14
0,0,14
1,1,14
0,1,14
1,0,14
0,0,14
1,0,14
1,0,14
0,0,14
0,1,14
0,1,14
0,0,14
1,1,14
1,1,14
1,0,14
