iv,dv,subNum
0,0,62
0,1,62
1,0,62
0,0,62
0,0,62
0,0,62
0,1,62
0,1,62
0,0,62
0,1,62
0,1,62
1,1,62
1,1,62
1,0,62
1,1,62
0,1,62
1,1,62
1,1,62
0,1,62
1,1,62
1,1,62
1,1,62
0,1,62
1,0,62
1,1,62
1,1,62
1,1,62
0,1,62
1,0,62
0,1,62
0,0,62
0,1,62
0,1,62
0,0,62
0,1,62
1,1,62
1,0,62
0,1,62
0,1,62
1,0,62
1,1,62
1,1,62
0,1,62
0,1,62
0,0,62
0,1,62
0,0,62
0,1,62
0,1,62
1,1,62
0,1,62
1,1,62
1,1,62
0,1,62
1,1,62
0,0,62
0,1,62
0,0,62
1,1,62
1,1,62
1,1,62
0,1,62
1,1,62
0,1,62
1,1,62
1,1,62
0,1,62
0,1,62
0,1,62
0,1,62
1,1,62
1,0,62
1,0,62
0,1,62
1,1,62
1,1,62
0,1,62
1,1,62
0,1,62
0,1,62
0,1,62
0,1,62
0,1,62
1,0,62
1,1,62
0,1,62
1,0,62
0,0,62
0,0,62
1,1,62
1,1,62
1,1,62
0,0,62
0,1,62
0,1,62
0,1,62
1,1,62
1,1,62
0,1,62
1,1,62
1,1,62
1,1,62
1,1,62
0,1,62
0,1,62
0,1,62
1,1,62
1,1,62
1,1,62
1,1,62
1,1,62
1,1,62
0,1,62
1,1,62
0,1,62
0,1,62
1,1,62
0,1,62
1,0,62
0,1,62
1,1,62
1,1,62
1,1,62
0,1,62
0,1,62
1,1,62
0,1,62
1,1,62
0,1,62
1,1,62
1,1,62
0,1,62
1,1,62
0,1,62
0,1,62
0,1,62
0,1,62
1,1,62
1,1,62
1,1,62
1,1,62
0,1,62
1,1,62
1,1,62
