iv,dv,subNum
0,0,66
0,0,66
1,0,66
0,0,66
0,0,66
0,0,66
1,1,66
1,0,66
1,1,66
1,0,66
1,0,66
0,1,66
1,0,66
0,0,66
0,0,66
0,0,66
1,0,66
0,1,66
1,0,66
1,1,66
0,0,66
0,0,66
1,1,66
1,1,66
0,0,66
0,0,66
0,1,66
1,0,66
0,0,66
0,0,66
0,0,66
0,0,66
0,0,66
1,1,66
0,0,66
1,1,66
0,0,66
1,1,66
1,0,66
1,1,66
1,1,66
1,1,66
0,0,66
0,1,66
1,1,66
0,1,66
1,0,66
1,1,66
1,1,66
0,0,66
1,1,66
0,1,66
0,0,66
0,1,66
1,1,66
1,1,66
0,0,66
1,1,66
0,0,66
1,1,66
1,0,66
1,0,66
1,0,66
1,1,66
1,1,66
0,1,66
1,1,66
1,1,66
0,1,66
1,0,66
1,1,66
1,1,66
1,1,66
1,1,66
1,1,66
1,1,66
1,0,66
1,0,66
0,0,66
0,0,66
0,1,66
1,1,66
0,1,66
1,1,66
1,1,66
1,1,66
1,1,66
1,1,66
0,0,66
1,1,66
1,1,66
0,1,66
0,0,66
0,0,66
0,0,66
1,0,66
1,1,66
0,1,66
1,1,66
0,1,66
0,1,66
0,1,66
0,1,66
1,1,66
0,1,66
1,1,66
0,1,66
0,1,66
0,1,66
1,1,66
0,1,66
1,0,66
0,0,66
1,1,66
0,1,66
0,0,66
0,0,66
1,1,66
0,1,66
0,0,66
1,1,66
1,1,66
1,1,66
1,0,66
0,1,66
0,0,66
0,1,66
0,0,66
0,1,66
1,1,66
0,1,66
0,1,66
1,1,66
0,0,66
1,1,66
1,1,66
0,1,66
0,1,66
1,1,66
