iv,dv,subNum
1,0,39
1,0,39
0,0,39
0,0,39
0,0,39
0,0,39
0,0,39
0,0,39
0,0,39
1,1,39
1,1,39
1,1,39
0,1,39
1,1,39
0,1,39
1,1,39
1,1,39
1,1,39
0,1,39
0,1,39
1,1,39
0,0,39
0,0,39
0,1,39
0,1,39
1,1,39
0,1,39
1,0,39
1,1,39
0,1,39
1,1,39
1,1,39
0,1,39
0,1,39
1,0,39
1,0,39
0,1,39
1,1,39
0,1,39
0,1,39
1,0,39
1,0,39
1,1,39
1,1,39
1,0,39
0,0,39
1,1,39
0,0,39
1,1,39
0,1,39
1,0,39
1,1,39
1,1,39
0,0,39
0,1,39
1,1,39
1,1,39
1,1,39
0,1,39
1,0,39
1,1,39
1,1,39
0,1,39
1,1,39
1,1,39
0,0,39
1,1,39
0,1,39
1,1,39
1,1,39
0,0,39
1,1,39
0,1,39
0,1,39
0,0,39
0,0,39
0,1,39
0,0,39
1,1,39
1,1,39
1,1,39
1,1,39
1,1,39
0,1,39
0,1,39
0,1,39
0,1,39
1,1,39
1,1,39
0,0,39
0,0,39
1,1,39
1,0,39
0,0,39
1,1,39
0,1,39
0,1,39
0,1,39
0,0,39
1,0,39
0,0,39
0,1,39
1,1,39
1,1,39
1,1,39
0,1,39
1,0,39
1,0,39
1,0,39
1,1,39
1,1,39
