iv,dv,subNum
0,0,33
1,1,33
0,1,33
1,1,33
1,1,33
0,1,33
1,1,33
0,1,33
1,1,33
0,1,33
1,1,33
0,1,33
0,0,33
0,0,33
0,0,33
0,0,33
0,1,33
1,0,33
1,0,33
0,1,33
0,0,33
1,1,33
0,1,33
1,0,33
0,0,33
0,0,33
1,1,33
0,0,33
1,0,33
0,0,33
1,0,33
0,1,33
1,0,33
0,1,33
1,0,33
1,1,33
0,0,33
0,1,33
0,0,33
0,0,33
1,1,33
1,0,33
1,1,33
1,0,33
1,1,33
0,0,33
1,1,33
1,0,33
0,1,33
0,0,33
1,1,33
0,0,33
1,0,33
1,1,33
0,0,33
1,0,33
0,1,33
0,0,33
1,0,33
0,1,33
0,0,33
0,1,33
0,0,33
1,0,33
0,0,33
0,0,33
1,0,33
0,0,33
1,0,33
0,1,33
1,0,33
1,1,33
1,0,33
0,1,33
0,1,33
1,1,33
0,1,33
1,1,33
1,1,33
0,0,33
0,1,33
1,0,33
0,0,33
0,0,33
1,0,33
0,1,33
1,0,33
1,0,33
0,0,33
0,1,33
1,0,33
1,1,33
0,0,33
0,0,33
1,0,33
1,1,33
0,1,33
1,1,33
0,0,33
0,1,33
1,1,33
0,1,33
1,0,33
0,1,33
0,1,33
1,1,33
1,0,33
1,1,33
0,1,33
1,0,33
1,1,33
0,0,33
1,0,33
0,1,33
1,1,33
1,0,33
1,0,33
1,0,33
1,0,33
1,0,33
0,0,33
0,0,33
1,1,33
0,0,33
0,1,33
0,0,33
0,0,33
1,0,33
0,1,33
1,1,33
1,1,33
0,0,33
0,0,33
0,0,33
1,0,33
1,1,33
1,0,33
0,0,33
0,0,33
0,0,33
0,0,33
1,1,33
0,0,33
0,0,33
1,0,33
0,1,33
0,0,33
1,0,33
1,0,33
1,0,33
1,0,33
0,0,33
1,1,33
0,1,33
0,0,33
0,1,33
1,1,33
0,1,33
1,0,33
1,0,33
1,1,33
1,1,33
0,1,33
1,0,33
1,0,33
0,0,33
