iv,dv,subNum
1,0,77
0,0,77
0,1,77
0,0,77
0,1,77
1,0,77
1,0,77
1,0,77
0,1,77
0,0,77
0,0,77
0,0,77
1,1,77
0,0,77
1,0,77
0,0,77
1,1,77
0,0,77
0,1,77
1,1,77
1,0,77
0,0,77
0,1,77
0,1,77
0,1,77
0,1,77
1,1,77
0,1,77
1,0,77
0,0,77
0,0,77
1,1,77
1,1,77
1,0,77
1,0,77
1,1,77
0,1,77
0,1,77
1,1,77
0,0,77
1,1,77
0,1,77
1,0,77
1,0,77
1,1,77
0,1,77
0,1,77
0,1,77
1,1,77
0,0,77
0,1,77
1,1,77
1,0,77
1,1,77
0,1,77
1,1,77
0,1,77
1,1,77
0,0,77
1,1,77
1,1,77
0,0,77
0,0,77
0,1,77
1,1,77
1,1,77
0,1,77
1,1,77
1,1,77
0,1,77
1,1,77
0,1,77
0,1,77
1,1,77
1,0,77
0,0,77
1,0,77
0,1,77
1,0,77
0,0,77
0,0,77
1,0,77
1,0,77
0,1,77
0,1,77
1,0,77
0,0,77
1,0,77
1,0,77
0,0,77
1,1,77
0,0,77
1,1,77
1,0,77
1,0,77
0,0,77
0,0,77
1,0,77
1,1,77
1,1,77
0,1,77
0,1,77
0,0,77
0,0,77
1,0,77
0,0,77
1,0,77
1,1,77
1,1,77
0,0,77
0,1,77
0,1,77
1,0,77
0,0,77
0,1,77
0,1,77
1,0,77
1,1,77
0,1,77
0,1,77
1,0,77
0,1,77
1,1,77
0,1,77
0,1,77
0,1,77
1,1,77
0,0,77
1,0,77
0,1,77
1,0,77
0,0,77
1,1,77
0,1,77
0,1,77
1,1,77
0,0,77
1,0,77
0,0,77
1,1,77
0,1,77
1,1,77
1,1,77
0,1,77
0,1,77
0,1,77
0,0,77
1,0,77
1,0,77
0,0,77
0,1,77
1,1,77
0,1,77
1,1,77
1,0,77
0,1,77
0,1,77
1,0,77
1,0,77
0,0,77
0,0,77
0,0,77
1,0,77
1,1,77
1,1,77
1,1,77
0,0,77
1,1,77
1,0,77
1,0,77
1,1,77
0,0,77
0,1,77
0,1,77
1,1,77
1,1,77
0,1,77
1,1,77
1,1,77
1,0,77
0,1,77
0,0,77
0,1,77
