iv,dv,subNum
0,1,56
1,1,56
0,1,56
1,1,56
1,1,56
0,0,56
0,1,56
1,1,56
0,1,56
1,1,56
0,1,56
0,0,56
0,0,56
0,1,56
1,1,56
0,0,56
0,1,56
0,1,56
0,1,56
1,1,56
1,1,56
1,1,56
1,0,56
1,0,56
0,1,56
0,0,56
0,1,56
1,0,56
1,1,56
0,1,56
1,1,56
0,1,56
0,1,56
1,1,56
0,1,56
1,1,56
0,1,56
0,0,56
1,1,56
0,1,56
1,1,56
1,1,56
0,1,56
1,1,56
1,1,56
0,1,56
1,1,56
1,1,56
0,1,56
0,1,56
1,1,56
1,1,56
0,1,56
1,1,56
1,1,56
0,1,56
1,1,56
1,1,56
0,1,56
0,1,56
0,0,56
0,1,56
1,0,56
0,0,56
0,0,56
1,0,56
1,0,56
1,0,56
1,1,56
0,0,56
1,0,56
0,1,56
1,1,56
1,1,56
1,1,56
0,1,56
0,0,56
0,1,56
1,1,56
1,1,56
1,1,56
0,0,56
1,1,56
0,0,56
1,1,56
1,1,56
1,1,56
1,0,56
0,1,56
0,0,56
1,1,56
1,1,56
1,1,56
0,1,56
0,0,56
1,0,56
1,1,56
1,0,56
1,0,56
0,0,56
0,1,56
1,0,56
0,0,56
0,0,56
0,1,56
0,1,56
0,1,56
0,1,56
0,0,56
0,1,56
1,1,56
0,0,56
1,1,56
0,0,56
1,1,56
0,1,56
0,1,56
0,1,56
1,0,56
0,0,56
0,0,56
0,1,56
0,1,56
0,1,56
0,1,56
0,0,56
0,1,56
1,0,56
0,0,56
1,1,56
1,0,56
0,1,56
1,1,56
1,0,56
1,0,56
0,0,56
1,0,56
1,1,56
0,1,56
0,1,56
1,0,56
1,1,56
1,1,56
0,0,56
1,1,56
0,1,56
0,1,56
1,1,56
0,1,56
1,1,56
1,1,56
0,1,56
1,1,56
0,0,56
0,0,56
1,0,56
1,0,56
