iv,dv,subNum
1,0,44
0,0,44
0,0,44
0,0,44
0,0,44
1,0,44
1,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
1,0,44
0,0,44
0,0,44
1,0,44
0,0,44
1,0,44
1,0,44
1,0,44
1,0,44
1,0,44
0,1,44
0,0,44
0,0,44
1,1,44
1,0,44
0,0,44
1,0,44
1,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
1,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
1,0,44
1,0,44
1,0,44
0,0,44
1,0,44
1,0,44
1,0,44
0,1,44
1,0,44
0,0,44
1,1,44
0,0,44
0,0,44
0,0,44
0,0,44
1,0,44
0,0,44
0,0,44
0,0,44
0,0,44
1,0,44
0,0,44
1,0,44
0,0,44
0,1,44
0,0,44
0,0,44
1,0,44
1,1,44
1,0,44
0,0,44
1,1,44
0,1,44
1,0,44
0,0,44
0,0,44
1,0,44
0,0,44
1,0,44
0,0,44
1,0,44
1,0,44
1,0,44
1,1,44
1,0,44
0,0,44
1,0,44
1,0,44
0,0,44
0,0,44
0,0,44
0,0,44
0,0,44
0,0,44
0,0,44
1,0,44
0,0,44
0,0,44
1,0,44
