iv,dv,subNum
1,1,30
0,1,30
1,1,30
1,1,30
0,1,30
1,0,30
0,1,30
1,1,30
0,1,30
1,1,30
0,1,30
0,0,30
0,1,30
0,0,30
1,0,30
1,0,30
0,0,30
0,1,30
1,1,30
1,0,30
1,1,30
1,1,30
1,0,30
1,1,30
0,0,30
1,0,30
1,1,30
0,1,30
0,1,30
0,1,30
1,1,30
0,1,30
1,1,30
1,1,30
0,0,30
0,1,30
0,0,30
0,1,30
0,1,30
1,1,30
1,1,30
1,1,30
1,1,30
0,0,30
0,0,30
1,0,30
1,1,30
0,1,30
0,1,30
1,1,30
1,1,30
1,1,30
0,1,30
1,1,30
0,1,30
0,1,30
0,1,30
0,1,30
1,1,30
0,1,30
0,1,30
0,1,30
0,0,30
0,0,30
0,1,30
1,1,30
0,1,30
0,1,30
0,1,30
0,1,30
0,0,30
1,0,30
1,1,30
1,1,30
0,1,30
1,1,30
1,1,30
0,1,30
1,1,30
1,1,30
0,1,30
0,1,30
0,1,30
1,0,30
0,1,30
1,1,30
0,1,30
1,1,30
0,1,30
1,1,30
1,1,30
0,0,30
1,1,30
0,1,30
0,1,30
0,1,30
1,0,30
0,1,30
0,1,30
0,0,30
1,1,30
1,1,30
0,0,30
0,1,30
1,0,30
0,0,30
1,0,30
1,0,30
1,1,30
1,1,30
0,1,30
1,1,30
0,1,30
0,1,30
1,1,30
0,1,30
1,0,30
1,1,30
1,1,30
0,0,30
1,0,30
1,0,30
0,0,30
