iv,dv,subNum
0,0,35
1,1,35
1,0,35
0,1,35
1,1,35
1,1,35
0,0,35
1,0,35
0,1,35
1,1,35
1,1,35
1,1,35
0,1,35
0,0,35
1,0,35
1,1,35
0,1,35
0,1,35
0,0,35
0,1,35
1,1,35
1,1,35
1,1,35
0,1,35
1,1,35
0,1,35
0,0,35
0,1,35
0,1,35
0,0,35
1,1,35
1,1,35
0,0,35
0,0,35
0,0,35
0,1,35
1,1,35
0,0,35
1,1,35
0,1,35
0,1,35
1,1,35
0,1,35
1,0,35
1,0,35
1,1,35
1,0,35
0,1,35
0,1,35
0,1,35
0,1,35
1,1,35
0,0,35
1,1,35
0,1,35
0,1,35
1,1,35
1,1,35
1,0,35
1,0,35
0,0,35
1,1,35
1,1,35
0,1,35
0,1,35
0,0,35
0,0,35
1,0,35
0,1,35
1,1,35
0,0,35
1,1,35
1,1,35
0,0,35
1,1,35
0,0,35
1,1,35
1,1,35
1,1,35
1,0,35
0,0,35
0,1,35
0,1,35
0,0,35
0,1,35
0,0,35
0,0,35
1,1,35
0,0,35
0,1,35
1,1,35
0,1,35
0,0,35
0,0,35
1,1,35
1,0,35
0,1,35
0,0,35
1,1,35
1,1,35
1,0,35
0,0,35
1,1,35
1,1,35
0,0,35
0,0,35
1,1,35
1,1,35
1,1,35
0,1,35
0,0,35
1,1,35
1,0,35
1,1,35
1,1,35
0,1,35
1,1,35
0,0,35
1,1,35
1,1,35
1,1,35
1,1,35
0,0,35
1,1,35
1,0,35
1,1,35
0,0,35
0,0,35
1,1,35
1,0,35
1,0,35
0,0,35
0,1,35
0,1,35
0,0,35
1,0,35
0,0,35
0,0,35
0,0,35
0,1,35
1,1,35
1,1,35
0,1,35
0,1,35
0,0,35
1,0,35
0,1,35
1,1,35
0,0,35
0,1,35
1,1,35
1,0,35
0,0,35
1,1,35
0,0,35
0,0,35
1,0,35
1,1,35
1,1,35
1,0,35
0,1,35
0,0,35
1,0,35
0,1,35
0,1,35
1,1,35
1,0,35
0,0,35
1,1,35
1,0,35
