iv,dv,subNum
1,0,71
1,0,71
0,1,71
0,1,71
0,1,71
0,1,71
0,1,71
1,1,71
1,0,71
1,0,71
1,1,71
1,1,71
1,1,71
1,0,71
1,1,71
0,0,71
1,1,71
1,1,71
0,1,71
0,1,71
1,1,71
1,1,71
0,0,71
0,1,71
1,1,71
1,1,71
0,1,71
0,1,71
0,1,71
0,1,71
1,1,71
1,1,71
0,1,71
0,0,71
1,1,71
0,1,71
1,1,71
0,1,71
1,1,71
1,1,71
0,1,71
0,0,71
0,1,71
0,1,71
1,1,71
1,1,71
0,0,71
0,0,71
1,0,71
1,1,71
1,1,71
1,0,71
1,0,71
0,1,71
0,1,71
0,1,71
0,1,71
0,1,71
1,1,71
1,1,71
0,0,71
1,1,71
0,1,71
0,1,71
0,1,71
0,1,71
1,1,71
1,1,71
0,1,71
1,0,71
1,0,71
0,1,71
1,1,71
0,0,71
0,1,71
0,1,71
0,1,71
1,1,71
0,0,71
1,0,71
1,1,71
0,0,71
1,1,71
1,0,71
0,1,71
1,1,71
0,0,71
0,1,71
0,1,71
1,1,71
1,0,71
1,1,71
1,1,71
0,1,71
1,1,71
0,0,71
0,0,71
0,0,71
0,1,71
1,0,71
1,0,71
1,1,71
0,1,71
0,1,71
1,1,71
0,1,71
0,1,71
1,1,71
0,1,71
0,0,71
1,0,71
1,0,71
0,0,71
0,1,71
1,1,71
0,1,71
0,1,71
0,1,71
1,1,71
0,1,71
1,1,71
0,1,71
0,1,71
1,1,71
1,1,71
1,1,71
1,0,71
0,0,71
0,1,71
1,0,71
0,1,71
0,1,71
0,1,71
1,1,71
1,1,71
0,0,71
0,1,71
1,1,71
0,1,71
0,1,71
0,1,71
1,1,71
0,1,71
1,1,71
0,0,71
1,1,71
1,1,71
1,0,71
0,1,71
1,1,71
1,0,71
1,1,71
1,1,71
0,1,71
1,1,71
0,1,71
1,0,71
1,1,71
1,1,71
0,1,71
1,0,71
0,1,71
1,1,71
0,0,71
