iv,dv,subNum
0,1,78
1,1,78
0,1,78
0,1,78
0,1,78
1,1,78
1,1,78
0,1,78
1,0,78
1,1,78
1,0,78
0,0,78
1,0,78
1,1,78
0,1,78
1,1,78
0,0,78
0,1,78
1,1,78
1,1,78
0,1,78
1,1,78
0,1,78
1,0,78
0,1,78
0,1,78
1,0,78
1,1,78
1,0,78
1,1,78
0,1,78
0,1,78
1,0,78
1,1,78
1,1,78
1,0,78
1,1,78
0,1,78
0,1,78
0,1,78
0,1,78
0,1,78
1,0,78
1,1,78
0,1,78
0,0,78
0,1,78
1,1,78
1,1,78
0,1,78
0,1,78
0,1,78
1,1,78
0,1,78
1,0,78
0,0,78
0,0,78
1,1,78
1,1,78
1,1,78
0,0,78
1,1,78
1,0,78
0,1,78
1,1,78
1,0,78
1,1,78
0,1,78
0,0,78
0,1,78
0,1,78
0,1,78
1,0,78
0,1,78
1,1,78
1,0,78
0,0,78
1,1,78
0,1,78
0,1,78
1,1,78
0,1,78
0,1,78
1,1,78
0,1,78
1,1,78
0,1,78
1,0,78
1,0,78
0,0,78
0,0,78
1,1,78
1,0,78
0,1,78
0,0,78
0,0,78
1,0,78
0,0,78
0,1,78
0,0,78
0,0,78
1,0,78
0,1,78
0,1,78
0,1,78
1,0,78
0,1,78
1,1,78
0,0,78
1,1,78
0,1,78
1,0,78
0,0,78
1,1,78
0,0,78
1,0,78
0,0,78
1,0,78
0,1,78
0,0,78
1,0,78
1,0,78
1,0,78
1,1,78
0,1,78
1,1,78
1,1,78
0,0,78
1,0,78
1,0,78
0,0,78
0,0,78
0,1,78
0,0,78
0,1,78
1,1,78
1,1,78
0,1,78
1,1,78
0,0,78
0,0,78
0,0,78
0,1,78
1,0,78
0,0,78
0,0,78
1,0,78
