iv,dv,subNum
0,0,61
0,0,61
0,0,61
0,0,61
0,0,61
1,0,61
1,0,61
0,0,61
0,0,61
1,1,61
1,0,61
1,0,61
0,0,61
0,0,61
1,0,61
0,1,61
0,0,61
0,0,61
0,0,61
0,0,61
0,1,61
1,0,61
0,0,61
1,0,61
1,0,61
0,0,61
1,1,61
0,0,61
0,1,61
1,1,61
0,1,61
1,0,61
0,0,61
0,0,61
1,0,61
0,0,61
0,1,61
0,0,61
0,0,61
0,1,61
1,1,61
1,0,61
0,0,61
0,0,61
0,0,61
0,0,61
1,0,61
1,0,61
0,1,61
1,1,61
0,0,61
1,1,61
0,0,61
1,0,61
0,0,61
1,0,61
0,0,61
1,1,61
1,0,61
1,1,61
1,0,61
0,0,61
0,1,61
1,1,61
0,1,61
1,1,61
1,0,61
1,0,61
0,0,61
0,1,61
0,0,61
1,1,61
1,1,61
0,0,61
0,0,61
0,0,61
1,0,61
0,0,61
1,0,61
1,0,61
0,0,61
1,0,61
1,0,61
1,0,61
0,0,61
1,0,61
1,0,61
0,0,61
