iv,dv,subNum
0,1,76
1,1,76
1,1,76
0,1,76
1,0,76
0,1,76
0,0,76
0,1,76
0,1,76
1,1,76
1,1,76
0,1,76
1,0,76
0,1,76
1,1,76
0,1,76
1,1,76
1,1,76
1,1,76
0,1,76
0,1,76
0,0,76
0,0,76
0,1,76
1,0,76
1,1,76
1,0,76
0,1,76
0,1,76
1,1,76
1,1,76
0,1,76
0,1,76
1,1,76
0,0,76
1,1,76
0,1,76
0,1,76
0,1,76
0,1,76
0,1,76
0,1,76
1,1,76
1,0,76
1,0,76
1,0,76
1,1,76
1,1,76
1,1,76
1,1,76
1,0,76
0,1,76
0,0,76
0,1,76
1,1,76
0,1,76
0,1,76
1,1,76
0,1,76
0,1,76
1,0,76
0,1,76
1,1,76
1,1,76
0,1,76
0,1,76
0,0,76
0,1,76
1,1,76
0,1,76
0,1,76
1,0,76
0,1,76
0,1,76
1,1,76
1,1,76
0,1,76
1,0,76
0,1,76
0,1,76
1,1,76
0,1,76
0,0,76
1,1,76
0,0,76
1,1,76
0,1,76
0,0,76
0,1,76
1,1,76
0,1,76
1,1,76
1,1,76
0,1,76
1,1,76
1,1,76
0,1,76
1,0,76
1,1,76
1,1,76
1,0,76
1,0,76
1,1,76
0,0,76
1,1,76
1,1,76
1,0,76
1,1,76
1,1,76
0,1,76
0,1,76
1,1,76
1,1,76
1,1,76
1,0,76
0,0,76
0,0,76
0,1,76
0,0,76
1,0,76
0,1,76
1,1,76
1,1,76
1,1,76
1,0,76
0,1,76
0,1,76
1,1,76
1,1,76
0,1,76
1,1,76
0,1,76
0,1,76
1,1,76
0,1,76
1,0,76
0,1,76
0,1,76
0,1,76
1,1,76
1,1,76
1,1,76
1,1,76
0,1,76
0,1,76
0,1,76
0,1,76
0,1,76
0,1,76
1,1,76
1,1,76
1,1,76
0,1,76
0,0,76
0,1,76
1,1,76
1,0,76
0,1,76
0,0,76
0,0,76
1,1,76
1,1,76
1,0,76
0,0,76
0,0,76
0,1,76
1,1,76
1,1,76
0,0,76
0,1,76
1,1,76
0,1,76
1,1,76
1,1,76
1,1,76
0,1,76
0,1,76
1,0,76
1,1,76
0,1,76
1,1,76
0,0,76
0,1,76
0,0,76
1,0,76
0,0,76
0,0,76
1,0,76
1,1,76
0,1,76
0,0,76
0,1,76
1,1,76
0,1,76
1,1,76
1,1,76
1,1,76
1,1,76
