iv,dv,subNum
1,0,37
0,0,37
1,0,37
0,0,37
0,0,37
1,1,37
1,0,37
1,1,37
1,0,37
1,0,37
0,1,37
0,0,37
0,0,37
0,0,37
1,1,37
0,0,37
0,0,37
0,0,37
1,0,37
0,0,37
0,0,37
1,1,37
1,0,37
1,0,37
1,1,37
1,1,37
1,0,37
0,0,37
0,0,37
1,0,37
1,0,37
1,0,37
0,0,37
0,0,37
0,0,37
0,0,37
0,0,37
1,0,37
0,1,37
0,0,37
0,1,37
1,0,37
1,1,37
0,0,37
0,1,37
1,0,37
0,0,37
0,1,37
0,0,37
1,0,37
1,1,37
0,0,37
0,1,37
1,0,37
0,1,37
1,1,37
0,0,37
0,0,37
1,0,37
0,0,37
1,0,37
1,1,37
0,0,37
0,0,37
0,0,37
1,0,37
0,0,37
1,0,37
0,1,37
0,0,37
0,0,37
0,1,37
0,1,37
1,0,37
0,0,37
1,1,37
0,0,37
1,0,37
1,0,37
1,1,37
1,1,37
1,0,37
1,0,37
0,0,37
1,0,37
1,0,37
0,0,37
1,1,37
1,0,37
0,0,37
0,0,37
1,0,37
0,0,37
1,0,37
0,0,37
0,1,37
0,0,37
1,0,37
1,0,37
0,1,37
1,0,37
1,0,37
0,0,37
1,1,37
1,1,37
1,1,37
0,0,37
1,0,37
1,1,37
1,1,37
1,0,37
1,1,37
1,0,37
1,0,37
1,0,37
1,1,37
1,0,37
0,0,37
0,0,37
0,1,37
0,0,37
0,1,37
0,0,37
0,0,37
0,0,37
1,0,37
0,1,37
0,0,37
0,0,37
0,1,37
0,0,37
1,0,37
1,1,37
1,0,37
1,0,37
1,0,37
0,1,37
0,0,37
1,1,37
1,1,37
1,0,37
1,1,37
0,0,37
0,0,37
0,0,37
1,1,37
1,0,37
