iv,dv,subNum
1,1,46
0,0,46
1,0,46
1,0,46
1,1,46
0,1,46
0,0,46
1,1,46
0,1,46
1,1,46
0,0,46
0,1,46
1,1,46
1,1,46
0,1,46
0,0,46
1,1,46
0,1,46
1,0,46
0,0,46
1,1,46
0,1,46
1,1,46
1,1,46
1,1,46
1,0,46
1,1,46
1,1,46
1,1,46
1,1,46
0,1,46
0,1,46
0,1,46
0,1,46
1,0,46
1,0,46
0,1,46
0,0,46
0,0,46
0,1,46
1,1,46
0,1,46
0,1,46
1,1,46
0,0,46
0,1,46
1,1,46
1,0,46
0,1,46
1,1,46
1,1,46
0,0,46
1,1,46
1,0,46
1,0,46
0,0,46
1,0,46
1,1,46
0,1,46
1,0,46
1,1,46
1,0,46
0,0,46
0,0,46
1,1,46
0,0,46
1,1,46
0,0,46
1,1,46
1,1,46
1,1,46
0,1,46
1,1,46
1,0,46
0,0,46
1,1,46
0,1,46
0,1,46
1,1,46
1,1,46
0,1,46
0,1,46
1,1,46
1,1,46
0,1,46
1,1,46
0,1,46
1,1,46
1,1,46
1,1,46
0,0,46
1,1,46
0,0,46
1,1,46
1,1,46
0,1,46
0,0,46
0,0,46
0,0,46
0,1,46
1,1,46
0,0,46
0,0,46
1,1,46
1,1,46
0,1,46
0,1,46
0,0,46
0,1,46
0,0,46
0,1,46
1,0,46
1,1,46
0,1,46
1,1,46
1,1,46
0,1,46
1,0,46
0,1,46
1,0,46
0,1,46
1,1,46
0,0,46
0,0,46
1,0,46
0,1,46
1,0,46
0,1,46
0,1,46
0,0,46
1,0,46
1,0,46
1,0,46
0,1,46
1,1,46
1,1,46
0,0,46
1,1,46
1,0,46
0,0,46
0,0,46
0,1,46
1,1,46
0,1,46
0,1,46
1,1,46
1,1,46
0,0,46
1,1,46
0,0,46
0,0,46
0,0,46
0,0,46
0,1,46
1,0,46
0,0,46
0,0,46
1,0,46
