iv,dv,subNum
1,0,54
1,1,54
0,0,54
1,1,54
0,1,54
1,1,54
0,1,54
1,1,54
1,1,54
0,1,54
1,0,54
1,1,54
1,1,54
0,0,54
0,0,54
1,1,54
0,1,54
0,1,54
0,1,54
0,1,54
0,0,54
1,1,54
0,0,54
1,0,54
0,1,54
0,1,54
0,0,54
1,0,54
1,0,54
0,0,54
1,1,54
0,0,54
1,0,54
0,0,54
0,0,54
0,1,54
1,1,54
1,1,54
1,1,54
0,1,54
0,0,54
0,0,54
0,0,54
1,1,54
1,1,54
1,1,54
0,0,54
1,0,54
0,0,54
0,0,54
0,0,54
1,1,54
0,1,54
0,1,54
0,0,54
1,0,54
0,1,54
1,1,54
1,1,54
1,1,54
1,1,54
0,1,54
1,1,54
1,1,54
1,1,54
1,0,54
0,1,54
1,1,54
1,1,54
0,1,54
1,1,54
1,1,54
0,1,54
1,1,54
1,0,54
0,0,54
0,1,54
0,0,54
1,1,54
1,1,54
0,0,54
1,0,54
0,1,54
1,1,54
0,0,54
0,0,54
0,0,54
1,1,54
0,1,54
1,1,54
1,1,54
1,1,54
1,1,54
0,1,54
1,1,54
1,1,54
0,1,54
0,0,54
1,1,54
1,1,54
1,1,54
0,0,54
0,0,54
0,1,54
1,0,54
1,1,54
1,1,54
1,0,54
0,1,54
1,1,54
1,1,54
1,0,54
0,0,54
0,0,54
0,1,54
1,1,54
0,1,54
0,1,54
1,0,54
0,0,54
1,0,54
1,0,54
0,0,54
0,0,54
0,0,54
1,1,54
0,1,54
0,1,54
0,1,54
1,1,54
1,0,54
1,1,54
0,0,54
1,1,54
1,1,54
1,0,54
1,1,54
0,0,54
1,0,54
1,0,54
1,0,54
0,1,54
1,1,54
1,1,54
0,0,54
0,1,54
1,1,54
0,1,54
0,1,54
1,1,54
0,0,54
1,1,54
0,1,54
0,0,54
1,1,54
0,1,54
1,1,54
0,1,54
1,1,54
0,0,54
1,1,54
0,1,54
1,1,54
0,1,54
0,1,54
1,0,54
1,1,54
0,1,54
1,1,54
0,1,54
0,1,54
0,0,54
0,1,54
1,1,54
0,1,54
0,1,54
