iv,dv,subNum
0,1,72
0,1,72
1,1,72
0,1,72
0,1,72
0,0,72
1,1,72
1,1,72
1,1,72
0,1,72
0,0,72
1,1,72
1,1,72
1,1,72
0,1,72
0,1,72
1,1,72
1,1,72
1,0,72
1,1,72
0,1,72
0,1,72
0,1,72
0,1,72
1,0,72
1,1,72
0,0,72
0,1,72
0,1,72
1,1,72
1,0,72
1,1,72
0,1,72
1,1,72
0,1,72
1,1,72
1,1,72
0,1,72
0,1,72
1,0,72
0,1,72
0,1,72
1,1,72
1,0,72
1,1,72
0,1,72
1,0,72
1,1,72
0,1,72
1,1,72
1,1,72
1,0,72
0,1,72
0,1,72
0,1,72
1,1,72
1,1,72
0,1,72
0,1,72
1,1,72
1,1,72
0,0,72
0,1,72
0,1,72
0,1,72
0,1,72
0,1,72
0,1,72
0,1,72
0,1,72
0,1,72
1,1,72
0,0,72
0,1,72
1,0,72
1,1,72
0,1,72
1,1,72
0,1,72
0,1,72
1,1,72
1,0,72
0,1,72
1,1,72
0,0,72
0,1,72
1,1,72
0,0,72
0,0,72
0,1,72
0,1,72
1,1,72
1,1,72
1,1,72
1,1,72
0,1,72
0,1,72
0,1,72
1,1,72
1,1,72
1,1,72
1,1,72
0,1,72
1,1,72
1,1,72
0,1,72
1,1,72
1,1,72
1,1,72
0,0,72
1,1,72
0,1,72
0,1,72
0,1,72
0,1,72
0,0,72
1,1,72
0,1,72
0,1,72
0,1,72
0,0,72
0,1,72
1,1,72
1,1,72
1,1,72
1,0,72
1,1,72
0,0,72
0,1,72
1,1,72
1,0,72
0,1,72
1,1,72
1,1,72
1,1,72
0,1,72
1,1,72
1,1,72
0,1,72
1,0,72
1,0,72
1,1,72
1,1,72
1,1,72
1,0,72
0,1,72
0,1,72
0,1,72
1,1,72
0,1,72
1,0,72
1,1,72
1,1,72
1,1,72
1,1,72
0,0,72
1,1,72
0,1,72
1,0,72
0,1,72
0,1,72
0,1,72
0,0,72
0,1,72
0,1,72
0,1,72
1,1,72
1,1,72
1,1,72
0,1,72
0,0,72
1,1,72
0,1,72
0,1,72
0,1,72
1,0,72
1,1,72
0,1,72
0,1,72
0,1,72
0,1,72
1,1,72
0,1,72
1,1,72
1,0,72
0,1,72
1,1,72
1,1,72
0,1,72
0,0,72
1,1,72
1,1,72
0,1,72
1,1,72
1,1,72
