iv,dv,subNum
0,1,38
1,1,38
0,1,38
1,0,38
1,1,38
1,0,38
1,1,38
1,1,38
0,1,38
1,1,38
1,1,38
0,1,38
1,1,38
0,0,38
0,1,38
1,1,38
1,1,38
0,1,38
1,1,38
1,1,38
0,1,38
1,0,38
0,1,38
1,1,38
0,1,38
1,1,38
1,1,38
1,1,38
1,1,38
0,1,38
1,1,38
1,1,38
1,1,38
1,1,38
0,1,38
0,1,38
0,1,38
0,1,38
0,1,38
1,1,38
0,1,38
0,1,38
0,1,38
0,1,38
1,1,38
1,1,38
1,1,38
0,1,38
0,1,38
1,1,38
0,1,38
1,1,38
1,1,38
1,1,38
1,0,38
0,1,38
0,1,38
1,1,38
0,1,38
1,1,38
1,1,38
1,1,38
1,1,38
1,1,38
1,1,38
0,1,38
1,1,38
1,1,38
1,0,38
1,1,38
0,1,38
0,1,38
1,1,38
0,1,38
0,1,38
1,1,38
1,1,38
0,1,38
1,0,38
0,0,38
1,1,38
0,1,38
0,1,38
1,1,38
0,1,38
1,1,38
0,1,38
1,1,38
0,1,38
1,1,38
1,1,38
0,1,38
0,1,38
1,1,38
0,1,38
0,1,38
1,1,38
0,0,38
1,1,38
0,1,38
0,1,38
0,1,38
0,1,38
0,1,38
0,1,38
1,1,38
0,1,38
1,1,38
1,1,38
0,1,38
0,0,38
0,0,38
1,1,38
1,1,38
1,0,38
0,1,38
0,1,38
1,1,38
1,1,38
1,1,38
1,1,38
0,0,38
1,1,38
1,0,38
0,0,38
0,1,38
0,0,38
1,1,38
0,1,38
1,1,38
1,1,38
0,0,38
1,1,38
0,0,38
0,1,38
1,0,38
1,0,38
