iv,dv,subNum
1,0,65
0,0,65
0,0,65
0,1,65
1,0,65
0,1,65
1,1,65
0,0,65
1,1,65
0,1,65
1,1,65
0,1,65
1,1,65
1,1,65
0,0,65
1,0,65
1,0,65
0,1,65
0,1,65
1,1,65
1,1,65
0,1,65
1,1,65
1,1,65
1,1,65
0,0,65
1,1,65
1,1,65
1,1,65
1,1,65
1,1,65
0,1,65
1,0,65
0,0,65
0,0,65
1,1,65
1,1,65
0,1,65
0,1,65
0,1,65
0,1,65
1,1,65
0,1,65
1,1,65
1,0,65
0,0,65
1,0,65
1,1,65
0,0,65
1,0,65
1,1,65
0,1,65
0,1,65
1,1,65
0,1,65
1,1,65
1,1,65
1,0,65
0,1,65
1,1,65
0,1,65
0,1,65
1,0,65
1,1,65
0,1,65
0,1,65
1,1,65
0,1,65
0,1,65
1,1,65
0,1,65
0,1,65
1,1,65
1,1,65
1,1,65
1,1,65
0,1,65
0,0,65
1,1,65
0,1,65
0,1,65
0,1,65
0,1,65
0,1,65
0,1,65
0,1,65
0,1,65
0,0,65
0,1,65
1,0,65
1,1,65
0,1,65
1,1,65
1,1,65
0,1,65
0,1,65
1,1,65
0,0,65
1,1,65
0,0,65
1,1,65
0,1,65
1,0,65
1,1,65
1,1,65
0,1,65
0,1,65
1,1,65
1,0,65
1,0,65
1,0,65
1,1,65
1,0,65
0,0,65
0,1,65
1,1,65
0,1,65
1,1,65
1,1,65
1,1,65
0,1,65
1,1,65
