iv,dv,subNum
1,0,79
1,0,79
0,0,79
0,0,79
0,0,79
0,0,79
0,0,79
1,0,79
0,0,79
1,0,79
0,0,79
0,0,79
0,0,79
1,0,79
0,1,79
1,1,79
1,1,79
1,1,79
1,0,79
1,1,79
1,0,79
0,0,79
0,1,79
0,1,79
0,0,79
0,0,79
0,1,79
0,0,79
1,0,79
0,0,79
0,0,79
0,0,79
1,1,79
1,1,79
0,0,79
0,1,79
0,1,79
1,1,79
0,0,79
1,1,79
1,0,79
0,0,79
0,0,79
1,1,79
1,1,79
0,0,79
1,1,79
0,1,79
0,1,79
0,0,79
0,1,79
1,1,79
1,1,79
0,1,79
1,1,79
0,0,79
1,1,79
1,1,79
1,1,79
1,1,79
0,1,79
1,1,79
1,0,79
1,1,79
0,1,79
1,1,79
1,1,79
1,1,79
1,0,79
0,1,79
1,1,79
1,0,79
0,1,79
1,1,79
1,1,79
1,0,79
1,1,79
1,0,79
1,1,79
1,1,79
0,1,79
0,0,79
0,1,79
0,1,79
1,1,79
0,1,79
0,1,79
0,1,79
0,1,79
0,1,79
0,0,79
0,0,79
0,1,79
1,0,79
0,0,79
1,1,79
0,1,79
1,0,79
0,1,79
1,1,79
1,0,79
1,1,79
1,1,79
0,0,79
1,0,79
1,0,79
1,0,79
0,1,79
1,0,79
0,1,79
1,0,79
0,0,79
1,0,79
0,1,79
0,0,79
0,1,79
1,0,79
0,0,79
0,0,79
1,0,79
1,0,79
0,0,79
1,0,79
0,1,79
0,0,79
1,1,79
0,1,79
1,0,79
1,0,79
0,0,79
1,0,79
0,0,79
0,1,79
0,0,79
0,1,79
1,1,79
1,1,79
1,0,79
0,0,79
1,1,79
1,1,79
0,1,79
1,0,79
1,1,79
1,0,79
0,0,79
1,1,79
0,0,79
1,0,79
1,0,79
0,1,79
1,1,79
0,0,79
1,0,79
0,0,79
1,1,79
0,1,79
0,1,79
0,1,79
1,1,79
0,1,79
0,1,79
0,0,79
1,1,79
0,0,79
0,0,79
1,0,79
0,1,79
1,1,79
1,0,79
1,1,79
1,1,79
0,1,79
1,1,79
1,1,79
0,0,79
1,0,79
1,0,79
1,0,79
1,0,79
0,0,79
0,0,79
0,0,79
1,0,79
0,0,79
1,0,79
0,1,79
0,0,79
