iv,dv,subNum
0,1,59
1,1,59
1,1,59
1,0,59
0,0,59
0,0,59
0,1,59
0,0,59
1,0,59
0,0,59
0,0,59
1,1,59
0,1,59
1,1,59
1,0,59
1,1,59
1,0,59
1,1,59
0,1,59
0,0,59
1,0,59
0,0,59
0,1,59
0,1,59
1,1,59
0,1,59
0,1,59
1,0,59
1,1,59
1,1,59
1,0,59
1,1,59
0,1,59
0,1,59
0,1,59
1,1,59
0,1,59
1,0,59
1,0,59
0,1,59
0,1,59
1,0,59
1,1,59
1,1,59
0,1,59
0,0,59
1,1,59
0,0,59
1,1,59
0,0,59
0,1,59
0,1,59
0,0,59
0,0,59
1,1,59
0,1,59
0,1,59
0,1,59
1,1,59
0,0,59
0,0,59
0,1,59
1,1,59
0,1,59
1,1,59
1,1,59
0,0,59
1,0,59
1,1,59
0,0,59
1,1,59
0,1,59
0,1,59
1,0,59
1,1,59
1,0,59
1,1,59
1,0,59
1,0,59
1,0,59
0,1,59
1,0,59
0,0,59
0,0,59
0,0,59
1,1,59
0,1,59
0,0,59
0,0,59
1,0,59
0,1,59
1,1,59
1,0,59
1,0,59
1,1,59
1,0,59
1,1,59
1,1,59
1,0,59
1,1,59
0,0,59
1,1,59
0,0,59
1,1,59
1,0,59
1,1,59
0,0,59
0,0,59
0,1,59
0,0,59
0,0,59
1,0,59
0,0,59
0,0,59
0,0,59
1,0,59
0,0,59
1,1,59
1,1,59
0,1,59
1,1,59
0,1,59
0,0,59
0,1,59
1,1,59
1,1,59
0,0,59
0,1,59
0,0,59
0,1,59
1,0,59
0,1,59
0,0,59
1,0,59
0,1,59
1,1,59
1,0,59
1,1,59
0,1,59
1,0,59
1,1,59
