iv,dv,subNum
1,0,67
1,1,67
0,1,67
1,1,67
0,0,67
1,1,67
0,1,67
0,0,67
1,1,67
1,0,67
1,1,67
1,0,67
1,0,67
1,1,67
0,0,67
0,0,67
1,0,67
1,1,67
0,1,67
1,1,67
0,0,67
0,1,67
1,1,67
1,1,67
0,1,67
1,0,67
0,0,67
0,0,67
1,1,67
0,0,67
1,1,67
1,1,67
1,1,67
1,0,67
0,1,67
0,0,67
1,0,67
1,1,67
1,1,67
1,1,67
1,1,67
0,1,67
0,1,67
0,1,67
0,1,67
0,1,67
1,0,67
1,1,67
0,1,67
0,1,67
0,0,67
0,1,67
1,1,67
1,1,67
0,0,67
0,1,67
1,1,67
0,1,67
0,1,67
1,1,67
1,1,67
0,1,67
1,1,67
1,1,67
1,1,67
1,1,67
0,1,67
0,0,67
1,1,67
1,0,67
1,0,67
1,1,67
1,1,67
0,0,67
1,0,67
1,1,67
0,0,67
1,0,67
0,0,67
1,1,67
1,0,67
1,1,67
0,1,67
0,1,67
1,1,67
1,1,67
1,1,67
0,1,67
0,1,67
1,1,67
1,1,67
1,1,67
0,1,67
1,1,67
1,0,67
0,0,67
1,1,67
0,1,67
0,1,67
1,0,67
1,1,67
0,1,67
0,1,67
1,0,67
0,1,67
0,1,67
1,1,67
0,1,67
1,1,67
1,1,67
1,1,67
0,0,67
1,1,67
0,1,67
1,1,67
1,1,67
0,1,67
0,1,67
0,0,67
0,0,67
0,1,67
0,1,67
0,1,67
0,1,67
1,1,67
1,1,67
0,1,67
0,1,67
0,1,67
0,0,67
0,1,67
1,0,67
1,1,67
0,1,67
1,1,67
1,1,67
1,1,67
0,1,67
1,0,67
1,1,67
0,1,67
0,0,67
1,0,67
1,1,67
1,1,67
0,1,67
1,0,67
0,1,67
0,0,67
1,0,67
1,0,67
1,1,67
0,0,67
1,1,67
1,1,67
0,0,67
1,0,67
0,0,67
0,0,67
0,1,67
0,1,67
1,1,67
0,1,67
1,1,67
1,1,67
1,1,67
1,1,67
0,0,67
0,0,67
0,1,67
1,0,67
0,0,67
0,0,67
1,0,67
