sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
302 1 LeftLarger PercIAPrac Prime_4N Target_1N DCgHEKd LgfAEiJ Congruent left error Normal 767.8009
302 2 LeftLarger PercIAPrac Prime_9N Target_1N DlihJAH AFBHhjd Incongruent right error Normal 515.8385
302 3 LeftLarger PercIAPrac Prime_9A Target_9N jDIkabG aBmkHiC Congruent left correct Normal 667.2715
302 4 LeftLarger PercIAPrac Prime_1A Target_4N JEfCmed EDFgJKH Congruent right correct Normal 204.1798
302 5 LeftLarger PercIAPrac Prime_1N Target_6N LfeBlmg DMchFbg Incongruent left error Normal 391.6069
302 6 LeftLarger PercIAPrac Prime_9N Target_9N MFhdfGC BcHbMID Congruent left correct Normal 248.2562
302 7 LeftLarger PercIAPrac Prime_9A Target_6A FihLJcK DmhielA Congruent left correct Normal 291.8016
302 8 LeftLarger PercIAPrac Prime_9N Target_6A idKacMg KMjCBim Congruent left correct Normal 283.696
302 9 LeftLarger PercIAPrac Prime_4N Target_1A mhDFfLd AIfFBKC Congruent right correct Normal 202.4986
302 10 LeftLarger PercIAPrac Prime_9N Target_4A hLkClbf MjHFGDE Incongruent right error Normal 211.1612
302 11 LeftLarger PercIAPrac Prime_9A Target_1N mAckEDb geEFcIM Incongruent right error Normal 102.3241
302 12 LeftLarger PercIAPrac Prime_4A Target_6N gcDkCKa KmIafce Incongruent right correct Early 50.17472
302 13 LeftLarger PercIAPrac Prime_1A Target_1A lcjAEhf HfbCKld Congruent left error Early 95.77471
302 14 LeftLarger PercIAPrac Prime_6A Target_4A KLfImla gCKiIbm Incongruent left correct Normal 323.5568
302 15 LeftLarger PercIAPrac Prime_1A Target_4A jiDglMK gDkJihe Congruent right correct Normal 108.3495
302 16 LeftLarger PercIAPrac Prime_1N Target_6A EglGamk eCKdmbj Incongruent right correct Normal 355.8343
302 17 LeftLarger PercIAExp1 Prime_1N Target_1A ebKlGHj hIjHiaA Congruent left error Normal 398.1609
302 18 LeftLarger PercIAExp1 Prime_6N Target_4A iEhbaMK lBKdjFk Incongruent right error Normal 3490.508
302 19 LeftLarger PercIAExp1 Prime_9N Target_6A jKeBGLH hHGblam Congruent right error Normal 403.2947
302 20 LeftLarger PercIAExp1 Prime_4N Target_9A ckgBhLe ICgimKc Incongruent left error Normal 394.4771
302 21 LeftLarger PercIAExp1 Prime_6A Target_9N LdMBaEi mjMgKIJ Congruent left correct Normal 152.2477
302 22 LeftLarger PercIAExp1 Prime_1A Target_6A DIjKhkB KEDGlke Incongruent left error Normal 140.7087
302 23 LeftLarger PercIAExp1 Prime_9A Target_4N fGcbCIJ CIefhcM Incongruent left correct Normal 338.7284
302 24 LeftLarger PercIAExp1 Prime_6N Target_4N IGLhjlF GIFCmHA Incongruent right error Normal 221.753
302 25 LeftLarger PercIAExp1 Prime_4A Target_9A bcMHAad gMcfEdH Incongruent left error Normal 150.6559
302 26 LeftLarger PercIAExp1 Prime_4A Target_4N bhdALEl EiKlmge Congruent left error Normal 171.4214
302 27 LeftLarger PercIAExp1 Prime_6N Target_1N dDAGCJb CfgceBI Incongruent right error Normal 283.5525
302 28 LeftLarger PercIAExp1 Prime_4A Target_4A FihAcBg madFLIi Congruent right correct Normal 262.5834
302 29 LeftLarger PercIAExp1 Prime_4N Target_6A eCMABHL kFfGLbd Incongruent right correct Early 58.6379
302 30 LeftLarger PercIAExp1 Prime_9A Target_6A mfBIkjD dehlEMf Congruent right error Normal 188.9633
302 31 LeftLarger PercIAExp1 Prime_1A Target_4N eBjHbDl ElJdMgH Congruent right correct Normal 220.0776
302 32 LeftLarger PercIAExp1 Prime_9N Target_9N EeKaBMb lHhMJmG Congruent left correct Normal 125.7725
302 33 LeftLarger PercIAExp1 Prime_4N Target_9N hgdIGeK jikchaf Incongruent right correct Normal 3167.738
302 34 LeftLarger PercIAExp1 Prime_1A Target_9A fmJjgMA BmAgDGh Incongruent right correct Normal 440.5305
302 35 LeftLarger PercIAExp1 Prime_6A Target_1A eLBCKdD meCcJid Incongruent right error Normal 758.0319
302 36 LeftLarger PercIAExp1 Prime_1N Target_6N MAEiFDJ EdJIFaM Incongruent left error Normal 222.4851
302 37 LeftLarger PercIAExp1 Prime_6N Target_1A kHMFLGB CLMiBHI Incongruent left correct Normal 178.0502
302 38 LeftLarger PercIAExp1 Prime_9A Target_6N BMbKFlf gFGcEkd Congruent left correct Normal 695.809
302 39 LeftLarger PercIAExp1 Prime_1N Target_9N cAFgkle MiLAImF Incongruent left error Normal 504.3624
302 40 LeftLarger PercIAExp1 Prime_9A Target_9N kDflieC MjCLGKF Congruent right error Normal 694.834
302 41 LeftLarger PercIAExp1 Prime_1N Target_1N EKmljIg AkeLbKH Congruent right correct Normal 342.6884
302 42 LeftLarger PercIAExp1 Prime_6N Target_9N FLJKGfC KcdjbDl Congruent right error Normal 180.8208
302 43 LeftLarger PercIAExp1 Prime_4A Target_1A aHGmLCB IEekLMG Congruent right correct Early 98.21041
302 44 LeftLarger PercIAExp1 Prime_6A Target_1N JeIiHKb LGEHFKg Incongruent right error Normal 101.3906
302 45 LeftLarger PercIAExp1 Prime_9N Target_6N keDBcij bkBgHJF Congruent right error Normal 3589.384
302 46 LeftLarger PercIAExp1 Prime_1A Target_1N JjKhBcL FjdMBIA Congruent left error Normal 485.6672
302 47 LeftLarger PercIAExp1 Prime_6N Target_6N EbmGBec HmfcDGM Congruent right error Normal 403.709
302 48 LeftLarger PercIAExp1 Prime_4N Target_6N kbjhIaC bMhdlkj Incongruent right correct Normal 486.866
302 49 LeftLarger PercIAExp1 Prime_9A Target_1N gCeDkLI mdjCKak Incongruent right error Normal 311.4059
302 50 LeftLarger PercIAExp1 Prime_1N Target_6A lGkFdMc dKADIji Incongruent right correct Normal 185.8257
302 51 LeftLarger PercIAExp1 Prime_9N Target_9A DJmkeFg jIJLdlF Congruent left correct Normal 332.1203
302 52 LeftLarger PercIAExp1 Prime_6A Target_6A giAjBbI iLjJDlC Congruent left correct Normal 437.8957
302 53 LeftLarger PercIAExp1 Prime_1N Target_4N ABIGgbE HfmiaeG Congruent left error Normal 356.3213
302 54 LeftLarger PercIAExp1 Prime_4A Target_6N KMjbfkH jkmecfg Incongruent left error Normal 112.0822
302 55 LeftLarger PercIAExp1 Prime_1A Target_6N JbgEBAi iIdjelK Incongruent left error Normal 693.8962
302 56 LeftLarger PercIAExp1 Prime_9N Target_4N kMdGIhK dMicega Incongruent right error Normal 373.4186
302 57 LeftLarger PercIAExp1 Prime_1A Target_1A LaBchgm IGDCLgM Congruent right correct Normal 303.9658
302 58 LeftLarger PercIAExp1 Prime_4A Target_6A eEcHmgd kcEiKFB Incongruent right correct Normal 195.1196
302 59 LeftLarger PercIAExp1 Prime_9A Target_4A DAMFICj cAHJejC Incongruent right error Normal 333.8483
302 60 LeftLarger PercIAExp1 Prime_9N Target_1A mlbIhMc feJhbEk Incongruent right error Normal 1124.175
302 61 LeftLarger PercIAExp1 Prime_6A Target_4N FJdBhDI lHAiCfb Incongruent right error Normal 639.3345
302 62 LeftLarger PercIAExp1 Prime_1A Target_9N gjdlDJb gCFDLGm Incongruent right correct Normal 684.6706
302 63 LeftLarger PercIAExp1 Prime_9N Target_1N aHgdheB defiKFC Incongruent right error Normal 511.3317
302 64 LeftLarger PercIAExp1 Prime_9N Target_4A FBDmadc IfFMEhe Incongruent right error Normal 687.7621
302 65 LeftLarger PercIAExp1 Prime_6N Target_6A HeAkgiD IHKGfjm Congruent left correct Normal 429.8162
302 66 LeftLarger PercIAExp1 Prime_9A Target_1A gfGhjKd jFJBHdg Incongruent left correct Normal 675.582
302 67 LeftLarger PercIAExp1 Prime_6A Target_9A BmhHMbD dGiJmKj Congruent left correct Normal 316.4992
302 68 LeftLarger PercIAExp1 Prime_6A Target_6N FjhLfeB FBAcbhk Congruent left correct Normal 450.6257
302 69 LeftLarger PercIAExp1 Prime_4A Target_9N GLFlEde hmFCHMB Incongruent left error Normal 377.0921
302 70 LeftLarger PercIAExp1 Prime_1A Target_4A aCMiFEj gMAFcGa Congruent right correct Normal 448.3956
302 71 LeftLarger PercIAExp1 Prime_4A Target_1N lbEBdJj bdCAIBK Congruent right correct Normal 195.673
302 72 LeftLarger PercIAExp1 Prime_6A Target_4A ClcGeAB dFieLDm Incongruent right error Normal 110.8448
302 73 LeftLarger PercIAExp1 Prime_1N Target_4A JlbIBFG kHJAIBi Congruent right correct Early 82.49892
302 74 LeftLarger PercIAExp1 Prime_4N Target_4A cAFDMgj HLdhKGD Congruent right correct Normal 281.2776
302 75 LeftLarger PercIAExp1 Prime_4N Target_1A IMEgaDd akDIicA Congruent right correct Normal 400.5277
