sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
801 1 LeftLarger PercIAPrac Prime_9N Target_9A EBfMGDh DclIKmh Congruent left correct Normal 1070.505
801 2 LeftLarger PercIAPrac Prime_6N Target_9A EMGmAjF FJhHCBi Congruent left correct Normal 985.8233
801 3 LeftLarger PercIAPrac Prime_4A Target_6A GIEJBCM AiaBEJc Incongruent right correct Normal 891.6788
801 4 LeftLarger PercIAPrac Prime_4A Target_1A KFCLeGc JkelcbL Congruent right correct Normal 1000.837
801 5 LeftLarger PercIAPrac Prime_6A Target_6N cIMJCFl dabiCcF Congruent right error Normal 808.3702
801 6 LeftLarger PercIAPrac Prime_4A Target_4N hiAFdkI fHAblkJ Congruent left error Normal 1197.445
801 7 LeftLarger PercIAPrac Prime_6N Target_1N FdljELf ElgIdfF Incongruent left correct Normal 1357.278
801 8 LeftLarger PercIAPrac Prime_1N Target_6A EAiIbLB kLhafci Incongruent right correct Normal 1007.427
801 9 LeftLarger PercIAPrac Prime_4N Target_9A FKGMkmH BcfGmkM Incongruent right correct Normal 1887.59
801 10 LeftLarger PercIAPrac Prime_4N Target_9N DlcHECk kCfmJcK Incongruent left error Normal 777.3037
801 11 LeftLarger PercIAPrac Prime_6N Target_1A kADgleB CKkHBDj Incongruent right error Normal 1220.347
801 12 LeftLarger PercIAPrac Prime_4N Target_1A cjmHfhL IJbKgCB Congruent right correct Normal 918.4086
801 13 LeftLarger PercIAPrac Prime_9A Target_9A BGJdLlM cjIklhd Congruent right error Normal 1116.936
801 14 LeftLarger PercIAPrac Prime_1N Target_4N kADmhfe CJiHEja Congruent left error Normal 1193.744
801 15 LeftLarger PercIAPrac Prime_6N Target_6N cgdmbaB kjghEMG Congruent right error Normal 1043.069
801 16 LeftLarger PercIAPrac Prime_9A Target_9N IjfLlcd BDMGAkH Congruent right error Normal 710.9776
801 17 LeftLarger PercIAExp1 Prime_4A Target_9A KhIBgMf MfjmbAJ Incongruent right correct Normal 974.7851
801 18 LeftLarger PercIAExp1 Prime_9N Target_4N hcJIEFa iBHfbaK Incongruent left correct Normal 952.4822
801 19 LeftLarger PercIAExp1 Prime_6N Target_9N IlCFfdK bDmEjdM Congruent right error Normal 1286.088
801 20 LeftLarger PercIAExp1 Prime_9N Target_1N EkfGJjM jIiaJMH Incongruent left correct Normal 887.9531
801 21 LeftLarger PercIAExp1 Prime_4N Target_9A IgLJHEk KHehAjC Incongruent right correct Normal 1042.609
801 22 LeftLarger PercIAExp1 Prime_1A Target_6N cKfiGIJ kCDdFeb Incongruent left error Normal 1196.298
801 23 LeftLarger PercIAExp1 Prime_4N Target_4A ELfaICh FdDLGIE Congruent left error Normal 1562.484
801 24 LeftLarger PercIAExp1 Prime_4A Target_6A DLHAcEa lEhCkfA Incongruent right correct Normal 719.7969
801 25 LeftLarger PercIAExp1 Prime_4A Target_6N jbMiLaA GBDlHAm Incongruent right correct Normal 1202.109
801 26 LeftLarger PercIAExp1 Prime_9A Target_1N fjlMDmA DEKCiJL Incongruent left correct Normal 1104.74
801 27 LeftLarger PercIAExp1 Prime_6N Target_6N kcKaGFi giIGaLH Congruent left correct Normal 954.756
801 28 LeftLarger PercIAExp1 Prime_4A Target_1N dmchMID cFbkHDl Congruent right correct Normal 914.0691
801 29 LeftLarger PercIAExp1 Prime_9A Target_9A DBgjMma jlAhIHi Congruent left correct Normal 1235.201
801 30 LeftLarger PercIAExp1 Prime_6A Target_6A jJDMKhe eaHjKDd Congruent right error Normal 1102.842
801 31 LeftLarger PercIAExp1 Prime_9N Target_9N BAhFaMi KmclaCD Congruent left correct Normal 1503.387
801 32 LeftLarger PercIAExp1 Prime_4A Target_4A dbaeIBc lBKLdIE Congruent left error Normal 708.9362
801 33 LeftLarger PercIAExp1 Prime_9A Target_4N cFeJaBD GkcCFhj Incongruent left correct Normal 1458.335
801 34 LeftLarger PercIAExp1 Prime_4A Target_4N gDldCLe ahEcDbg Congruent right correct Normal 952.1883
801 35 LeftLarger PercIAExp1 Prime_6A Target_4A hILEFfj FjHbmhK Incongruent left correct Normal 805.1421
801 36 LeftLarger PercIAExp1 Prime_1A Target_4N fDmHahA hfFDJHb Congruent right correct Normal 1033.42
801 37 LeftLarger PercIAExp1 Prime_9N Target_6A dmJlFeg DiMHhBK Congruent left correct Normal 920.3641
801 38 LeftLarger PercIAExp1 Prime_6A Target_1A HkEfiJG DlecIKM Incongruent left correct Normal 1631.883
801 39 LeftLarger PercIAExp1 Prime_9A Target_6N MkABiIm HcbEeLh Congruent left correct Normal 1227.956
801 40 LeftLarger PercIAExp1 Prime_6N Target_1A CeKAIBb JfCMdgI Incongruent left correct Normal 2217.988
801 41 LeftLarger PercIAExp1 Prime_6A Target_4N kDKBfCH BihgGJA Incongruent left correct Normal 870.2131
801 42 LeftLarger PercIAExp1 Prime_1N Target_6N lmdMjHE jCgFmDH Incongruent right correct Normal 850.7808
801 43 LeftLarger PercIAExp1 Prime_9N Target_1A LJGlHfa iKbMBIG Incongruent left correct Normal 1163.492
801 44 LeftLarger PercIAExp1 Prime_1N Target_1N bhFBCHf klJIjgc Congruent left error Normal 950.6354
801 45 LeftLarger PercIAExp1 Prime_1A Target_4A bCMFKAE lEdJkaK Congruent right correct Normal 647.9135
801 46 LeftLarger PercIAExp1 Prime_6N Target_6A bgLKfCc hIcGAlK Congruent left correct Normal 1090.467
801 47 LeftLarger PercIAExp1 Prime_6A Target_6N MEDmjHi HjFlIkL Congruent left correct Normal 954.0053
801 48 LeftLarger PercIAExp1 Prime_6A Target_9A KhfcFJm dgIKCiA Congruent left correct Normal 1148.39
801 49 LeftLarger PercIAExp1 Prime_1N Target_9N JebkCAf IkmHdGj Incongruent right correct Normal 560.2395
801 50 LeftLarger PercIAExp1 Prime_9N Target_4A iglGaDE dbkHADB Incongruent left correct Normal 1134.406
801 51 LeftLarger PercIAExp1 Prime_1N Target_6A CLImiMd KjhaIMb Incongruent right correct Normal 867.4936
801 52 LeftLarger PercIAExp1 Prime_4N Target_9N LFgieMD agBkGld Incongruent left error Normal 1310.481
801 53 LeftLarger PercIAExp1 Prime_6N Target_4N fijCJEI fkaJDlh Incongruent left correct Normal 1307.063
801 54 LeftLarger PercIAExp1 Prime_6N Target_1N MDgleGi AMjhBeE Incongruent left correct Normal 1416.111
801 55 LeftLarger PercIAExp1 Prime_4N Target_4N DmdAjlc HElFmcf Congruent right correct Normal 1709.632
801 56 LeftLarger PercIAExp1 Prime_1A Target_6A cICJAjl LfbglkK Incongruent right correct Normal 1067.983
801 57 LeftLarger PercIAExp1 Prime_9N Target_9A daCcmiG JediDCj Congruent left correct Normal 743.6779
801 58 LeftLarger PercIAExp1 Prime_9A Target_6A FdKCcHi MlhmkbA Congruent left correct Normal 826.0898
801 59 LeftLarger PercIAExp1 Prime_4N Target_1N mlcbEfF lIBKCjE Congruent right correct Normal 958.0238
801 60 LeftLarger PercIAExp1 Prime_1A Target_9N cJmhGBj kGlbBIF Incongruent right correct Normal 1192.974
801 61 LeftLarger PercIAExp1 Prime_1A Target_9A idMGmjA gAJKhDf Incongruent right correct Normal 864.448
801 62 LeftLarger PercIAExp1 Prime_6A Target_1N mEhFJDe bmBEdkK Incongruent left correct Normal 851.6155
801 63 LeftLarger PercIAExp1 Prime_4A Target_9N JEKAIac BgJDebi Incongruent right correct Normal 725.0853
801 64 LeftLarger PercIAExp1 Prime_1A Target_1N GlIJmdL IcEAfbB Congruent right correct Normal 1093.266
801 65 LeftLarger PercIAExp1 Prime_1N Target_4N aKGcJEi LjEkDAd Congruent left error Normal 922.167
801 66 LeftLarger PercIAExp1 Prime_6N Target_4A jghJkiC eIfDkgi Incongruent left correct Normal 720.9868
801 67 LeftLarger PercIAExp1 Prime_4N Target_6A CilAfhg FCamELb Incongruent right correct Normal 1013.034
801 68 LeftLarger PercIAExp1 Prime_1N Target_1A MgKDkaJ IefMdHB Congruent left error Normal 1222.072
