sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
111 1 LeftLarger PercIAPrac Prime_1N Target_9A JkDgLHb dABIifM Incongruent left error Normal 820.4572
111 2 LeftLarger PercIAPrac Prime_4N Target_4A BEFelAg edljFmb Congruent left error Normal 590.256
111 3 LeftLarger PercIAPrac Prime_6N Target_6A idcCEkg AMIechL Congruent left correct Normal 529.283
111 4 LeftLarger PercIAPrac Prime_1N Target_1N kFHJmgd cHjhgld Congruent right correct Normal 725.4477
111 5 LeftLarger PercIAPrac Prime_1N Target_1A CLMaDhl dMjahmE Congruent right correct Normal 914.1342
111 6 LeftLarger PercIAPrac Prime_9N Target_6N mAGgIJb CAKGIkh Congruent left correct Normal 1019.63
111 7 LeftLarger PercIAPrac Prime_1A Target_6A aLBgMlb gcMHhFj Incongruent left error Normal 1211.054
111 8 LeftLarger PercIAPrac Prime_6N Target_1A JLiEFkC fBCEimc Incongruent right error Normal 793.0968
111 9 LeftLarger PercIAPrac Prime_6N Target_4A gBdDfhl CFMDfLJ Incongruent right error Normal 880.7088
111 10 LeftLarger PercIAPrac Prime_4N Target_1A FjIlemB fCMJaIL Congruent left error Normal 968.8929
111 11 LeftLarger PercIAPrac Prime_1A Target_9A EMABIfl fLEidce Incongruent right correct Normal 1180.288
111 12 LeftLarger PercIAPrac Prime_6A Target_4N GiedgJC hFmlEdK Incongruent right error Normal 737.9576
111 13 LeftLarger PercIAPrac Prime_9N Target_4A GlJAdDK FiKIdDc Incongruent right error Normal 713.8896
111 14 LeftLarger PercIAPrac Prime_9A Target_1A JDFBglC cJdfeMK Incongruent left correct Normal 398.0724
111 15 LeftLarger PercIAPrac Prime_1N Target_4N beFlCBA kJcfdab Congruent right correct Normal 774.0976
111 16 LeftLarger PercIAPrac Prime_9A Target_9A BAiLfgh mJDibGH Congruent right error Normal 679.1539
111 17 LeftLarger PercIAExp1 Prime_1A Target_9N mLAckMh iJAEaLI Incongruent right correct Normal 641.608
111 18 LeftLarger PercIAExp1 Prime_4N Target_9N LHaJKmb HCGEahd Incongruent left error Normal 915.7116
111 19 LeftLarger PercIAExp1 Prime_9N Target_1A FajbdIg LejBcFl Incongruent right error Normal 798.0078
111 20 LeftLarger PercIAExp1 Prime_4A Target_1N LGBMfIa DLBMdlc Congruent left error Normal 653.8607
111 21 LeftLarger PercIAExp1 Prime_4N Target_6N AIGKEML jIFAfbM Incongruent left error Normal 770.2134
111 22 LeftLarger PercIAExp1 Prime_1N Target_4A cbEledK gIbiBfD Congruent left error Normal 229.392
111 23 LeftLarger PercIAExp1 Prime_4A Target_9N AbdKJjm eFCILKf Incongruent right correct Normal 269.9431
111 24 LeftLarger PercIAExp1 Prime_9N Target_4N BkcjKif aDkMBbK Incongruent right error Normal 319.1315
111 25 LeftLarger PercIAExp1 Prime_1N Target_9N dDjkcai IFldjga Incongruent left error Normal 301.5389
111 26 LeftLarger PercIAExp1 Prime_1N Target_6N mfGhLDi jcLgBGA Incongruent left error Normal 451.0693
111 27 LeftLarger PercIAExp1 Prime_9A Target_9N JCBFbgj jMdLcgl Congruent right error Normal 312.2205
111 28 LeftLarger PercIAExp1 Prime_1A Target_6N JjELlIm LijdekM Incongruent right correct Normal 470.9684
111 29 LeftLarger PercIAExp1 Prime_6N Target_9N kjBMEmd JEHhClI Congruent left correct Normal 346.9209
111 30 LeftLarger PercIAExp1 Prime_9N Target_4A jbiHCDJ BdmAkJD Incongruent right error Normal 248.4301
111 31 LeftLarger PercIAExp1 Prime_1A Target_6A lBbkeDG AcmDgJh Incongruent left error Normal 248.6891
111 32 LeftLarger PercIAExp1 Prime_6A Target_4A mlGLHib HJifDjM Incongruent left correct Normal 232.033
111 33 LeftLarger PercIAExp1 Prime_1N Target_4N eAcJEif EAefbgD Congruent right correct Normal 207.4607
111 34 LeftLarger PercIAExp1 Prime_9N Target_9A BhKmGLc cKfgkhM Congruent left correct Normal 404.2173
111 35 LeftLarger PercIAExp1 Prime_9N Target_6A GcbFALe bcAkgfa Congruent right error Normal 757.6393
111 36 LeftLarger PercIAExp1 Prime_4A Target_4N IikgjdC Bimbdch Congruent left error Normal 544.4834
111 37 LeftLarger PercIAExp1 Prime_1N Target_1N kiBIeAG bKkfGLF Congruent right correct Normal 406.2193
111 38 LeftLarger PercIAExp1 Prime_1A Target_4A MEGFekB EICbmHe Congruent left error Normal 400.2713
111 39 LeftLarger PercIAExp1 Prime_6A Target_1N GjLHbIa CBclIea Incongruent left correct Normal 376.3182
111 40 LeftLarger PercIAExp1 Prime_9A Target_6A mIMBjki bEmJBDF Congruent left correct Normal 406.4665
111 41 LeftLarger PercIAExp1 Prime_9A Target_4N LBlCDAH JgikEKC Incongruent right error Normal 345.7601
111 42 LeftLarger PercIAExp1 Prime_4A Target_6A DHLkham GHLedEa Incongruent left error Normal 195.168
111 43 LeftLarger PercIAExp1 Prime_6N Target_6N KHgDAlj gjAHKGD Congruent right error Normal 404.69
111 44 LeftLarger PercIAExp1 Prime_6A Target_1A jeFEGLd CALlJMf Incongruent left correct Normal 431.6857
111 45 LeftLarger PercIAExp1 Prime_4N Target_9A gBflKFi ldkbJeC Incongruent right correct Normal 318.8847
111 46 LeftLarger PercIAExp1 Prime_4N Target_6A bFJcMCi ChcAEHJ Incongruent left error Normal 287.0312
111 47 LeftLarger PercIAExp1 Prime_6N Target_4A alkjfcG DCJKEMG Incongruent right error Normal 340.9997
111 48 LeftLarger PercIAExp1 Prime_1A Target_1N DhEIiGK iCHmceM Congruent left error Normal 430.646
111 49 LeftLarger PercIAExp1 Prime_4A Target_1A fkHjbBg eKijCMl Congruent left error Normal 294.0524
111 50 LeftLarger PercIAExp1 Prime_9A Target_1N DbcfJlL MFCjGhd Incongruent left correct Normal 526.2246
111 51 LeftLarger PercIAExp1 Prime_6N Target_4N kFMIdKj aIhldFH Incongruent right error Normal 467.6452
111 52 LeftLarger PercIAExp1 Prime_6N Target_1N CBDfHFI HIlmfLb Incongruent right error Normal 560.8053
111 53 LeftLarger PercIAExp1 Prime_1N Target_1A FlCmBHG fDBAlEb Congruent left error Normal 275.3087
111 54 LeftLarger PercIAExp1 Prime_6A Target_9N KimFgfI fhalGjJ Congruent right error Normal 721.8835
111 55 LeftLarger PercIAExp1 Prime_6A Target_4N bkDCeIK bMfDFEJ Incongruent left correct Normal 362.0828
111 56 LeftLarger PercIAExp1 Prime_9N Target_1N ILAikmc KhLlicI Incongruent right error Normal 378.1106
111 57 LeftLarger PercIAExp1 Prime_4N Target_4A ChMiKaL hgdjAEi Congruent left error Normal 436.9652
111 58 LeftLarger PercIAExp1 Prime_6A Target_6A mDiACJc BacfKil Congruent left correct Normal 416.7904
111 59 LeftLarger PercIAExp1 Prime_4N Target_1N IcgaBjD GDmhaeK Congruent right correct Normal 236.714
111 60 LeftLarger PercIAExp1 Prime_9N Target_9N bIiaJDC JafCbjA Congruent left correct Normal 269.992
111 61 LeftLarger PercIAExp1 Prime_9A Target_4A lDCmBcI LmCEaKI Incongruent right error Normal 300.1609
111 62 LeftLarger PercIAExp1 Prime_4A Target_4A ImJcEKb mLDaBfg Congruent right correct Normal 312.6174
111 63 LeftLarger PercIAExp1 Prime_1N Target_6A bimCJGd JHDCaKm Incongruent left error Normal 310.8206
111 64 LeftLarger PercIAExp1 Prime_6A Target_6N AaCJchf BaELIfA Congruent left correct Normal 320.1562
111 65 LeftLarger PercIAExp1 Prime_6N Target_6A gKaAfeH fIajbKG Congruent left correct Normal 354.7
111 66 LeftLarger PercIAExp1 Prime_1A Target_1A bKJGLfi aCJFIDe Congruent left error Normal 521.9629
111 67 LeftLarger PercIAExp1 Prime_6N Target_1A gLbkADi cgLjhmk Incongruent right error Normal 299.8874
111 68 LeftLarger PercIAExp1 Prime_4A Target_9A AdgamHC AeJICfc Incongruent right correct Normal 267.5296
111 69 LeftLarger PercIAExp1 Prime_4A Target_6N jIMJFKG djBJlfK Incongruent right correct Normal 221.3377
111 70 LeftLarger PercIAExp1 Prime_9A Target_6N GJdDfcb JLKMfHj Congruent right error Normal 457.1041
111 71 LeftLarger PercIAExp1 Prime_4N Target_4N eJHCklF iEMDKCA Congruent left error Normal 270.2769
111 72 LeftLarger PercIAExp1 Prime_6A Target_9A mHdcElG cIfDedF Congruent left correct Normal 238.6923
111 73 LeftLarger PercIAExp1 Prime_1A Target_9A JIcibmA JEFlDKh Incongruent right correct Normal 176.6021
111 74 LeftLarger PercIAExp1 Prime_6N Target_9A HkleBfh hfDabMB Congruent left correct Normal 285.0299
111 75 LeftLarger PercIAExp1 Prime_9N Target_6N LIBJeMH khaFjCd Congruent right error Normal 310.1832
111 76 LeftLarger PercIAExp1 Prime_9A Target_9A bmCGgKf iBeGLjb Congruent left correct Normal 156.6991
111 77 LeftLarger PercIAExp1 Prime_1A Target_4N gKhFmfc dJcbfFM Congruent right correct Normal 109.6318
111 78 LeftLarger PercIAExp1 Prime_1N Target_9A HMFfbAJ jBDACad Incongruent left error Normal 138.0821
111 79 LeftLarger PercIAExp1 Prime_9A Target_1A MEkFhCg gLEjFcA Incongruent right error Early 72.59318
111 80 LeftLarger PercIAExp1 Prime_4N Target_1A IHjCkdK elIaEBJ Congruent left error Normal 122.1261
111 81 LeftSmaller PercIBPrac Prime_9N Target_6N febIGdJ JgGkACB Congruent left error Normal 518.1779
111 82 LeftSmaller PercIBPrac Prime_4A Target_1N GimhEKA mMFEdAK Congruent right error Normal 415.4758
111 83 LeftSmaller PercIBPrac Prime_4N Target_1N HlabEFk cHaIikF Congruent left correct Normal 294.0036
111 84 LeftSmaller PercIBPrac Prime_4N Target_9A IgJCefH kcKfJhG Incongruent left correct Normal 248.9231
111 85 LeftSmaller PercIBPrac Prime_9N Target_9N LiDmbEA cLeHdiB Congruent right correct Normal 202.4826
