sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
701 1 LeftSmaller PercCAPrac Prime_6A Target_1A MHDKlGL lFeBLbD Incongruent left error Normal 802.73
701 2 LeftSmaller PercCAPrac Prime_6N Target_4A eaFLHIj IgkEBAG Incongruent left error Normal 461.1174
701 3 LeftSmaller PercCAPrac Prime_4A Target_6N jKdafMl MhdlEKa Incongruent left error Normal 690.766
701 4 LeftSmaller PercCAPrac Prime_6A Target_6A gAFmhfd KMfkhgb Congruent left correct Normal 408.5596
701 5 LeftSmaller PercCAPrac Prime_9N Target_9N JkGgeKH iGafHAM Congruent right error Normal 483.1151
701 6 LeftSmaller PercCAPrac Prime_4N Target_4A DHdFAMa icglKHf Congruent left correct Normal 605.3958
701 7 LeftSmaller PercCAPrac Prime_6A Target_9N bIjGdck KADiECm Congruent right error Normal 683.0358
701 8 LeftSmaller PercCAPrac Prime_9A Target_4A CJaLfBk LhiHgjM Incongruent left error Normal 487.6163
701 9 LeftSmaller PercCAPrac Prime_9N Target_4A GlIkEjD bjKmMJG Incongruent left error Normal 418.0396
701 10 LeftSmaller PercCAPrac Prime_6N Target_9A aiEhCMF gkCdAGF Congruent right error Normal 562.3857
701 11 LeftSmaller PercCAPrac Prime_4N Target_1A FgmhbLk fgALDJF Congruent left correct Normal 626.8186
701 12 LeftSmaller PercCAPrac Prime_1N Target_1A fEBliMI gcDCfAK Congruent left correct Normal 385.2704
701 13 LeftSmaller PercCAPrac Prime_4A Target_1N iKIdBec icjLKhe Congruent left correct Normal 516.6923
701 14 LeftSmaller PercCAPrac Prime_1N Target_9A HihbGcd FeJbCgj Incongruent right correct Normal 655.162
701 15 LeftSmaller PercCAPrac Prime_9N Target_1N LfDiKlc ckGAilf Incongruent left error Normal 764.872
701 16 LeftSmaller PercCAPrac Prime_1N Target_4A miCKacE HDgGeEd Congruent right error Normal 665.3022
701 17 LeftSmaller PercCAExp1 Prime_4A Target_4A dkeGJmD hCDaLJe Congruent left correct Normal 473.506
701 18 LeftSmaller PercCAExp1 Prime_1A Target_4N AGCiLaH IDhekLf Congruent left correct Normal 423.4225
701 19 LeftSmaller PercCAExp1 Prime_1N Target_4N bGfmdAL AlJdgbL Congruent left correct Normal 397.5894
701 20 LeftSmaller PercCAExp1 Prime_6A Target_4A GIhlfBF GdHkFjA Incongruent left error Normal 411.9718
701 21 LeftSmaller PercCAExp1 Prime_4A Target_1N BHbkElF mfedHMj Congruent right error Normal 588.6286
701 22 LeftSmaller PercCAExp1 Prime_4N Target_6A ahCBjfI GiDkAcI Incongruent left error Normal 450.0615
701 23 LeftSmaller PercCAExp1 Prime_6N Target_4N hLdiKkG CIeAFJm Incongruent left error Normal 395.2487
701 24 LeftSmaller PercCAExp1 Prime_4A Target_9A hMFLaJD ClAGdem Incongruent right correct Normal 572.1634
701 25 LeftSmaller PercCAExp1 Prime_4A Target_6N DHkelmF bjCEaJM Incongruent left error Normal 379.2987
701 26 LeftSmaller PercCAExp1 Prime_4N Target_9A haCKFmj LhkfaDA Incongruent left error Normal 370.0214
701 27 LeftSmaller PercCAExp1 Prime_6A Target_6N KEMchiB AKhlMji Congruent left correct Normal 456.1496
701 28 LeftSmaller PercCAExp1 Prime_6A Target_1A diIBJja MhegjGH Incongruent left error Normal 403.4469
701 29 LeftSmaller PercCAExp1 Prime_9N Target_1N khimACH LFmAEBc Incongruent left error Normal 351.0978
701 30 LeftSmaller PercCAExp1 Prime_6N Target_6A eCJAKjF aMeBLIl Congruent right error Normal 376.1151
701 31 LeftSmaller PercCAExp1 Prime_9N Target_6A ilcajAe ejdAmfC Congruent right error Normal 506.5566
701 32 LeftSmaller PercCAExp1 Prime_1A Target_9N mAKLfJM kgJhGjB Incongruent right correct Normal 382.7109
701 33 LeftSmaller PercCAExp1 Prime_1A Target_1N AlgeafM AcBFaDj Congruent right error Normal 303.4869
701 34 LeftSmaller PercCAExp1 Prime_9N Target_4A aghJKjC fIcKmaB Incongruent right correct Normal 295.0358
701 35 LeftSmaller PercCAExp1 Prime_6N Target_4A IkCacGM LHkbaFM Incongruent right correct Normal 271.4485
701 36 LeftSmaller PercCAExp1 Prime_4A Target_6A AEiDJeL lMjFHhd Incongruent right correct Normal 340.9309
701 37 LeftSmaller PercCAExp1 Prime_6N Target_9N eFgDHIB IdAieLg Congruent right error Normal 145.2214
701 38 LeftSmaller PercCAExp1 Prime_1A Target_4A dcHDabh ceAkJBi Congruent right error Normal 465.8015
701 39 LeftSmaller PercCAExp1 Prime_9A Target_9N CjEkcmd FeAklKM Congruent left correct Normal 432.0971
701 40 LeftSmaller PercCAExp1 Prime_4A Target_1A hDMHBKm CaFhmMf Congruent right error Normal 418.7579
701 41 LeftSmaller PercCAExp1 Prime_1A Target_6A IJDihMH GEahkCJ Incongruent right correct Normal 559.9203
701 42 LeftSmaller PercCAExp1 Prime_9A Target_1N jHJEadl ifKEgFe Incongruent right correct Normal 392.7266
701 43 LeftSmaller PercCAExp1 Prime_6N Target_1A kBdmbfF LFGEibI Incongruent left error Early 44.00575
701 44 LeftSmaller PercCAExp1 Prime_4N Target_1A eiIMKhC acFIMdC Congruent left correct Normal 509.3603
701 45 LeftSmaller PercCAExp1 Prime_6A Target_1N FjdHJke JmfiLKF Incongruent left error Normal 511.3407
701 46 LeftSmaller PercCAExp1 Prime_6A Target_4N CIDdkaE fdbJGIj Incongruent left error Normal 444.3545
701 47 LeftSmaller PercCAExp1 Prime_1A Target_1A eCcdiIE BiaEeLd Congruent left correct Normal 367.3984
701 48 LeftSmaller PercCAExp1 Prime_1N Target_4A fdiHGCh ejBKFMh Congruent right error Normal 242.3377
701 49 LeftSmaller PercCAExp1 Prime_6A Target_9A fKckegC mAGleCd Congruent right error Normal 238.1887
701 50 LeftSmaller PercCAExp1 Prime_9A Target_6A FiBbJLK hJKMgDL Congruent right error Normal 118.3865
701 51 LeftSmaller PercCAExp1 Prime_6N Target_1N lMghCaB AgeFLdH Incongruent right correct Normal 3716.874
701 52 LeftSmaller PercCAExp1 Prime_9N Target_9N HLgBjkf DlfIGch Congruent left correct Normal 539.8367
701 53 LeftSmaller PercCAExp1 Prime_4N Target_1N kGagEBe JlKCeAj Congruent left correct Normal 363.067
701 54 LeftSmaller PercCAExp1 Prime_1A Target_6N kaGjeIL EKGkBbg Incongruent left error Normal 383.6089
701 55 LeftSmaller PercCAExp1 Prime_4A Target_4N MjiKfBL LmglKEB Congruent left correct Normal 328.3623
701 56 LeftSmaller PercCAExp1 Prime_1N Target_9A AiGLglC FcLheDH Incongruent right correct Normal 439.9136
701 57 LeftSmaller PercCAExp1 Prime_1A Target_9A GaCdKfA eCfFajB Incongruent right correct Normal 347.342
