sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
602 1 LeftLarger PercCAPrac Prime_6N Target_9N AlfgcKG dEhjKFL Congruent right correct Normal 1322.92
602 2 LeftLarger PercCAPrac Prime_9A Target_6A BfHcAbj mBKlEDa Congruent left error Normal 291.9877
602 3 LeftLarger PercCAPrac Prime_6A Target_1N BMmChbE mgCAkEM Incongruent right error Normal 114.8481
602 4 LeftLarger PercCAPrac Prime_9N Target_9N cAhDaJM LhafHmA Congruent right correct Early 23.05
602 5 LeftLarger PercCAPrac Prime_1A Target_4N liCIfbg ALmFJCi Congruent left error Early 2.920089
602 6 LeftLarger PercCAPrac Prime_4N Target_9N AaJfedh flAMhBa Incongruent right error Normal 118.5361
602 7 LeftLarger PercCAPrac Prime_4N Target_1A LdbCHgB kJhHBKa Congruent right correct Normal 193.8818
602 8 LeftLarger PercCAPrac Prime_9A Target_4N BaEHjJD kDGJgjf Incongruent left correct Normal 228.077
602 9 LeftLarger PercCAPrac Prime_9N Target_4A cdhbaDI egKmDBH Incongruent right error Normal 737.3695
602 10 LeftLarger PercCAPrac Prime_9A Target_1A GIEFKec gafMbFC Incongruent left correct Normal 1211.104
602 11 LeftLarger PercCAPrac Prime_6A Target_4N eGfMhjc eFCkEdL Incongruent left correct Normal 961.4494
602 12 LeftLarger PercCAPrac Prime_1N Target_9N hFAdCeg lGDbcgH Incongruent left correct Normal 1185.439
602 13 LeftLarger PercCAPrac Prime_1A Target_1A CALghKm abiImMk Congruent right correct Normal 754.778
602 14 LeftLarger PercCAPrac Prime_9A Target_6N JeHlAcB DgbBCcm Congruent right correct Normal 672.6032
602 15 LeftLarger PercCAPrac Prime_6A Target_6A ijgFmKB CiABfGj Congruent right correct Normal 724.4134
602 16 LeftLarger PercCAPrac Prime_6N Target_4N lbJmcid HJmdeAl Incongruent left correct Normal 850.1241
602 17 LeftLarger PercCAExp1 Prime_9A Target_6A ilLBdDj mFcDlfJ Congruent right correct Normal 808.7522
602 18 LeftLarger PercCAExp1 Prime_4A Target_6N kcECLAG JBbIhgd Incongruent left correct Normal 502.4643
602 19 LeftLarger PercCAExp1 Prime_1A Target_1A dlEakfB JaiblDA Congruent right correct Normal 692.0469
602 20 LeftLarger PercCAExp1 Prime_6N Target_6A bBCJcgf eEKhJCa Congruent right correct Normal 727.2992
602 21 LeftLarger PercCAExp1 Prime_1N Target_1N MGKDmgd kbiBfeh Congruent left error Normal 988.8354
602 22 LeftLarger PercCAExp1 Prime_4A Target_6A HjJAfaC KeEjikB Incongruent right error Early 40.81635
602 23 LeftLarger PercCAExp1 Prime_1A Target_9N HKfcDGM blgHdaK Incongruent left correct Normal 302.034
602 24 LeftLarger PercCAExp1 Prime_4N Target_4N fALGCBF mkHjKdJ Congruent right correct Early 2.788817
602 25 LeftLarger PercCAExp1 Prime_6A Target_9N MbAjaLE iJmMfgD Congruent right correct Early 3.021321
602 26 LeftLarger PercCAExp1 Prime_9A Target_9A iHdKamc JDGachB Congruent left error Early 2.972461
602 27 LeftLarger PercCAExp1 Prime_9A Target_4A jBmagEc ajkgCfJ Incongruent right error Early 2.879454
602 28 LeftLarger PercCAExp1 Prime_6N Target_4N EJGcHba KbBHMaf Incongruent left correct Early 2.931399
602 29 LeftLarger PercCAExp1 Prime_1A Target_6N HMJlcbC IjFldLf Incongruent right error Early 2.84267
602 30 LeftLarger PercCAExp1 Prime_1N Target_9A IlMGmfF lhkKMJH Incongruent left correct Normal 2912.381
602 31 LeftLarger PercCAExp1 Prime_6A Target_1N kEfaHBC facligE Incongruent right error Normal 283.8667
602 32 LeftLarger PercCAExp1 Prime_4N Target_4A dHhMgKF LjbCBeA Congruent right correct Early 2.869806
602 33 LeftLarger PercCAExp1 Prime_4N Target_6A KLHchJj fFcEGiB Incongruent left correct Normal 2033.291
602 34 LeftLarger PercCAExp1 Prime_9A Target_1A HDdBAle CMLEDKG Incongruent right error Normal 119.6327
602 35 LeftLarger PercCAExp1 Prime_4A Target_1A JDjGBIC kJfLIHF Congruent left error Normal 286.2998
602 36 LeftLarger PercCAExp1 Prime_4A Target_1N chdJfje BMIFCGm Congruent right correct Normal 108.2144
602 37 LeftLarger PercCAExp1 Prime_1N Target_9N EACjDFi hGCdDHf Incongruent left correct Normal 216.4894
602 38 LeftLarger PercCAExp1 Prime_1A Target_9A MjGdlDb ieIhJBH Incongruent left correct Normal 926.8836
602 39 LeftLarger PercCAExp1 Prime_4A Target_9A iMmjkdD gdFMHfi Incongruent right error Normal 171.5574
602 40 LeftLarger PercCAExp1 Prime_6N Target_4A HhKjimM IjCMiAJ Incongruent right error Early 36.68825
602 41 LeftLarger PercCAExp1 Prime_9A Target_4N IALeCBc lKgLCdM Incongruent left correct Normal 1955.112
602 42 LeftLarger PercCAExp1 Prime_9A Target_6N eCDFLfE bIBeMJl Congruent right correct Normal 115.3401
602 43 LeftLarger PercCAExp1 Prime_1N Target_6N GFgBHMJ afhGjlE Incongruent right error Early 2.94442
602 44 LeftLarger PercCAExp1 Prime_4N Target_1N begJAHi KACGIfL Congruent left error Early 14.82288
602 45 LeftLarger PercCAExp1 Prime_9N Target_6A MbBLFmH hAHeaJF Congruent right correct Early 2.890337
602 46 LeftLarger PercCAExp1 Prime_9N Target_4A MIkCeEf efcBIkG Incongruent right error Early 2.926315
602 47 LeftLarger PercCAExp1 Prime_9N Target_9N bjDJIFf BjFiCGk Congruent left error Early 2.984487
602 48 LeftLarger PercCAExp1 Prime_4N Target_9N dKGjmFg dgeKkiL Incongruent right error Normal 1701.117
602 49 LeftLarger PercCAExp1 Prime_9N Target_9A bFhHaGA JkBGAHK Congruent left error Early 83.98281
602 50 LeftLarger PercCAExp1 Prime_6N Target_9N jgmIcAM LeHbgij Congruent right correct Normal 298.2769
602 51 LeftLarger PercCAExp1 Prime_4A Target_4N bELIgDj DaMjgmJ Congruent left error Early 10.89044
602 52 LeftLarger PercCAExp1 Prime_1A Target_6A jMBmHiK jcbiCAF Incongruent right error Early 2.940809
602 53 LeftLarger PercCAExp1 Prime_6A Target_4N ACDEKBd EflKLDb Incongruent left correct Early 2.931925
602 54 LeftLarger PercCAExp1 Prime_6A Target_6A IHiLKEh GBdLJgE Congruent right correct Normal 204.1519
602 55 LeftLarger PercCAExp1 Prime_6N Target_1N MiKglAF HAhEdLB Incongruent left correct Normal 150.6938
602 56 LeftLarger PercCAExp1 Prime_1N Target_6A kJiadcg laJjhBe Incongruent right error Early 3.073882
602 57 LeftLarger PercCAExp1 Prime_6N Target_6N AgmJkMe EGmlCbJ Congruent left error Early 10.85109
602 58 LeftLarger PercCAExp1 Prime_1A Target_4A kElHBbh GmeIKDf Congruent left error Normal 2105.38
602 59 LeftLarger PercCAExp1 Prime_6A Target_4A aKdcgGm mIailKb Incongruent right error Normal 113.3713
602 60 LeftLarger PercCAExp1 Prime_1A Target_1N dFDjiJl MIbAmCj Congruent left error Normal 239.6044
602 61 LeftLarger PercCAExp1 Prime_9A Target_1N DHmadkg ceIiMAd Incongruent right error Early 41.71572
602 62 LeftLarger PercCAExp1 Prime_1N Target_1A AHIaehJ BHaLidE Congruent right correct Normal 180.8393
602 63 LeftLarger PercCAExp1 Prime_4N Target_1A mhBDeIb lHhAcam Congruent right correct Normal 158.2609
602 64 LeftLarger PercCAExp1 Prime_6A Target_6N AgCJMel kHDBLbf Congruent right correct Normal 501.5259
602 65 LeftLarger PercCAExp1 Prime_6N Target_9A iMLlfKe fmGagkc Congruent left error Normal 822.5676
602 66 LeftLarger PercCAExp1 Prime_4N Target_9A bmcCfdD gHBeGbf Incongruent right error Normal 650.7409
602 67 LeftLarger PercCAExp1 Prime_6N Target_1A LDCaMJi IFlMaJm Incongruent right error Normal 1010.123
602 68 LeftLarger PercCAExp1 Prime_1N Target_4A FbClIgc hKjmMGH Congruent left error Normal 607.0919
602 69 LeftLarger PercCAExp1 Prime_9A Target_9N afmeCjl cHDldiC Congruent right correct Normal 1032.002
602 70 LeftLarger PercCAExp1 Prime_9N Target_6N dBAkaGI GjBDHFa Congruent right correct Normal 917.8987
602 71 LeftLarger PercCAExp1 Prime_9N Target_1A mIDBdcl ijHKacI Incongruent left correct Normal 1927.93
602 72 LeftLarger PercCAExp1 Prime_6A Target_9A HhIEKai LfgdHGK Congruent right correct Normal 366.0633
602 73 LeftLarger PercCAExp1 Prime_9N Target_4N LDbaHeK bDAMFkf Incongruent left correct Normal 1073.415
602 74 LeftLarger PercCAExp1 Prime_1A Target_4N BJEgILD DgIKGkF Congruent right correct Normal 2028.246
602 75 LeftLarger PercCAExp1 Prime_6A Target_1A JjMaFEk CkLMIBi Incongruent left correct Normal 699.8211
602 76 LeftLarger PercCAExp1 Prime_4A Target_4A JeDmbMg kMFEJcf Congruent left error Normal 868.8645
602 77 LeftLarger PercCAExp1 Prime_4A Target_9N jBDJIfg iedHlEh Incongruent right error Normal 1811.388
602 78 LeftLarger PercCAExp1 Prime_4N Target_6N DHjeaMB FjGgJIL Incongruent left correct Normal 1018.664
602 79 LeftLarger PercCAExp1 Prime_9N Target_1N ablJLId FGJCIKB Incongruent left correct Normal 1142.141
602 80 LeftLarger PercCAExp1 Prime_1N Target_4N kbcfJMK LFDCAMB Congruent left error Normal 975.4545
602 81 LeftSmaller PercCBPrac Prime_4A Target_6N KaGCdFj dckeELA Incongruent right correct Normal 1139.316
602 82 LeftSmaller PercCBPrac Prime_4N Target_4N kcMFfAe bclChkI Congruent right error Normal 618.8283
602 83 LeftSmaller PercCBPrac Prime_1N Target_1A CeLcjfM mBbCDeg Congruent right error Normal 1514.511
602 84 LeftSmaller PercCBPrac Prime_4A Target_1A kKjgbCA HmdbCBa Congruent left correct Normal 886.6324
602 85 LeftSmaller PercCBPrac Prime_9N Target_4A FbIfiLE ceKClMf Incongruent right correct Normal 756.6206
602 86 LeftSmaller PercCBPrac Prime_4A Target_4N EFGbdHi HikgaLC Congruent right error Normal 3143.893
602 87 LeftSmaller PercCBPrac Prime_6A Target_9A LEjlMcC emAFgkl Congruent left correct Normal 837.12
602 88 LeftSmaller PercCBPrac Prime_4A Target_6A JbldKGc CKhBkFf Incongruent right correct Normal 515.9405
602 89 LeftSmaller PercCBPrac Prime_1N Target_9A kfAidIc AkHDcaI Incongruent left error Normal 641.8317
602 90 LeftSmaller PercCBPrac Prime_4A Target_4A aFIJcHb BeDlHfh Congruent right error Normal 576.4867
602 91 LeftSmaller PercCBPrac Prime_4A Target_9A midGkeh lGMFIJD Incongruent right correct Normal 720.3069
602 92 LeftSmaller PercCBPrac Prime_4N Target_9A JHmKljL HgmEACh Incongruent left error Early 45.74313
602 93 LeftSmaller PercCBPrac Prime_9A Target_6A gChEMHB fmKhbGg Congruent right error Early 81.37927
602 94 LeftSmaller PercCBPrac Prime_1A Target_6A ldjfFbk mifHCMa Incongruent left error Early 3.051253
602 95 LeftSmaller PercCBPrac Prime_6N Target_4N cgdBGLe CcJaEAG Incongruent right correct Early 2.906113
602 96 LeftSmaller PercCBPrac Prime_1A Target_4A BeMkElC HMFahiA Congruent left correct Normal 2107.835
602 97 LeftSmaller PercCBExp1 Prime_6A Target_9N dHiEkga AJDgmcG Congruent left correct Early 7.328354
602 98 LeftSmaller PercCBExp1 Prime_9A Target_6A KdMfHkF BaGDcAf Congruent right error Normal 2310.732
602 99 LeftSmaller PercCBExp1 Prime_1N Target_9A feGCMik dGgaFkA Incongruent left error Early 2.915334
602 100 LeftSmaller PercCBExp1 Prime_9A Target_1A CEGFcLi MJLBFCI Incongruent right correct Normal 621.9934
602 101 LeftSmaller PercCBExp1 Prime_6N Target_9A Jkcbald FHflbAc Congruent left correct Normal 674.7733
602 102 LeftSmaller PercCBExp1 Prime_6N Target_4A McjkDFi jaLcfeG Incongruent right correct Normal 422.7752
602 103 LeftSmaller PercCBExp1 Prime_9A Target_4N GlgjLFe HhGBJkD Incongruent left error Early 2.917712
602 104 LeftSmaller PercCBExp1 Prime_1N Target_4A FbdGlkc lDJjbLE Congruent left correct Early 2.851175
602 105 LeftSmaller PercCBExp1 Prime_1N Target_9N HckGMEf IHGijLF Incongruent right correct Early 2.879693
602 106 LeftSmaller PercCBExp1 Prime_1A Target_4A kEDjJFC fGaJiIM Congruent right error Early 2.917095
602 107 LeftSmaller PercCBExp1 Prime_6A Target_1A KJMmbik MAbeDkH Incongruent left error Early 2.861251
602 108 LeftSmaller PercCBExp1 Prime_1N Target_6A dJFIkgE ELAIBGe Incongruent right correct Normal 1892.024
602 109 LeftSmaller PercCBExp1 Prime_1A Target_6A fDKibHG CfFhJlI Incongruent right correct Early 2.973505
