sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
111 1 LeftLarger PercCAPrac Prime_1N Target_6A kMjeJHC iBfJGKj Incongruent right error Normal 347.9049
111 2 LeftLarger PercCAPrac Prime_1A Target_4A lkDaAbG LgJajFh Congruent right correct Normal 358.5471
111 3 LeftLarger PercCAPrac Prime_4N Target_4A mKiAgec LImKfiA Congruent left error Normal 396.2241
111 4 LeftLarger PercCAPrac Prime_6N Target_1A LhCKDfc JliLfEI Incongruent left correct Normal 186.5303
111 5 LeftLarger PercCAPrac Prime_6N Target_9N HgfClEK BHbhlak Congruent left error Normal 409.2326
111 6 LeftLarger PercCAPrac Prime_9N Target_6A JmcMgLE FdigaCf Congruent right correct Normal 196.3451
111 7 LeftLarger PercCAPrac Prime_9A Target_9N khBHljG AhbkEfa Congruent left error Normal 193.5187
111 8 LeftLarger PercCAPrac Prime_1N Target_6N EBcmhDe LbHAfgj Incongruent right error Normal 272.4814
111 9 LeftLarger PercCAPrac Prime_9A Target_4N gkalmGE aMEBHDf Incongruent left correct Normal 227.9556
111 10 LeftLarger PercCAPrac Prime_1A Target_9N MIEKBfh IHdGFEM Incongruent right error Normal 202.5976
111 11 LeftLarger PercCAPrac Prime_1A Target_9A BefLFCa dJceGBF Incongruent left correct Normal 366.0118
111 12 LeftLarger PercCAPrac Prime_6N Target_6A fBEAhCc CGAfDak Congruent right correct Normal 419.3045
111 13 LeftLarger PercCAPrac Prime_4N Target_1N bCEHBcF alFeMmB Congruent left error Normal 223.4846
111 14 LeftLarger PercCAPrac Prime_4A Target_4A eEdFmci bfMlCDk Congruent left error Normal 368.0085
111 15 LeftLarger PercCAPrac Prime_6N Target_4N gcGHikJ HIBfEDh Incongruent right error Normal 272.3736
111 16 LeftLarger PercCAPrac Prime_9A Target_4A ekHBMjL aDBeFCk Incongruent left correct Normal 212.9593
111 17 LeftLarger PercCAExp1 Prime_1N Target_9N icmhDMF mJMieDG Incongruent right error Normal 483.7418
111 18 LeftLarger PercCAExp1 Prime_4A Target_9N EhidFjC GglbLKA Incongruent left correct Normal 164.3804
111 19 LeftLarger PercCAExp1 Prime_9A Target_6A EaLkhKA MhBcglG Congruent right correct Normal 194.3944
111 20 LeftLarger PercCAExp1 Prime_4N Target_4A bCBkgim IBlbmdK Congruent right correct Normal 326.6721
111 21 LeftLarger PercCAExp1 Prime_4A Target_9A FBlgJiH dELacgI Incongruent right error Normal 175.3779
111 22 LeftLarger PercCAExp1 Prime_1A Target_6N CGjMAbc cfBMbiF Incongruent left correct Early 44.09155
111 23 LeftLarger PercCAExp1 Prime_9N Target_9N bkjaLed DbecImF Congruent right correct Early 75.52371
111 24 LeftLarger PercCAExp1 Prime_9N Target_6A GgFjdeE hlEGDae Congruent left error Normal 103.3655
111 25 LeftLarger PercCAExp1 Prime_1N Target_1N feiBcbM KFdlJmD Congruent right correct Early 52.54258
111 26 LeftLarger PercCAExp1 Prime_1A Target_4N JKiHDac jeKhidF Congruent left error Early 55.92589
111 27 LeftLarger PercCAExp1 Prime_9N Target_9A LGKaDhe LcGICMh Congruent left error Normal 174.5586
111 28 LeftLarger PercCAExp1 Prime_6A Target_6A fAkIlBG EchljkK Congruent right correct Normal 352.6287
111 29 LeftLarger PercCAExp1 Prime_1N Target_1A hilmFMd BeAlmgc Congruent left error Normal 239.3004
111 30 LeftLarger PercCAExp1 Prime_6A Target_1A hicDFGL LaCIGcB Incongruent right error Normal 188.4343
111 31 LeftLarger PercCAExp1 Prime_9A Target_1A fAbLCad DMdacbF Incongruent left correct Early 74.97772
111 32 LeftLarger PercCAExp1 Prime_6N Target_1N Ljfelmk BIMflJd Incongruent right error Normal 104.0153
111 33 LeftLarger PercCAExp1 Prime_1N Target_9A bjHMfFl emJKIiL Incongruent left correct Early 80.05954
111 34 LeftLarger PercCAExp1 Prime_6A Target_4A mIdEADc mCaDgKk Incongruent right error Normal 103.4592
111 35 LeftLarger PercCAExp1 Prime_4N Target_4N gjEKFeL dGlhHBF Congruent right correct Normal 126.8161
111 36 LeftLarger PercCAExp1 Prime_4A Target_1N KbMceLI FKCMalI Congruent left error Normal 236.5277
111 37 LeftLarger PercCAExp1 Prime_9A Target_4A eGcaCAK edDKLag Incongruent right error Normal 202.4455
111 38 LeftLarger PercCAExp1 Prime_6N Target_6N kjfaFHi IjEHaKJ Congruent left error Normal 147.3453
