experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item1_shape,item2_shape,item3_shape,item4_shape,item1_line,item2_line,item3_line,item4_line
2b,4,100268,1,1,1,19,F,NA,constant,heterogeneous,4,absent,1.96996903419495,1,vertical,vertical,1,2,red,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,4,6,horizontal,vertical,vertical,vertical
2b,4,100268,1,2,2,19,F,NA,constant,heterogeneous,4,present,0.913086175918579,1,horizontal,horizontal,1,5,red,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,4,3,vertical,horizontal,horizontal,horizontal
2b,4,100268,1,3,3,19,F,NA,constant,heterogeneous,4,absent,NaN,0,horizontal,none,0,5,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5,0,4,vertical,horizontal,vertical,horizontal
2b,4,100268,1,4,4,19,F,NA,constant,heterogeneous,4,absent,0.847628831863403,0,vertical,horizontal,1,2,red,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,4,6,horizontal,horizontal,vertical,horizontal
2b,4,100268,1,5,5,19,F,NA,constant,heterogeneous,4,absent,1.8930811882019,1,horizontal,horizontal,1,8,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,6,3,4,horizontal,horizontal,horizontal,horizontal
2b,4,100268,1,6,6,19,F,NA,constant,heterogeneous,4,absent,0.811317920684814,0,vertical,horizontal,1,5,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,6,4,vertical,horizontal,horizontal,vertical
2b,4,100268,1,7,7,19,F,NA,constant,heterogeneous,4,present,1.41207814216614,1,vertical,vertical,1,8,red,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,5,6,vertical,vertical,horizontal,vertical
2b,4,100268,1,8,8,19,F,NA,constant,heterogeneous,4,present,1.60449504852295,1,horizontal,horizontal,1,3,red,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,6,5,4,vertical,vertical,horizontal,horizontal
2b,4,100268,1,9,9,19,F,NA,constant,heterogeneous,4,absent,1.19272208213806,1,vertical,vertical,1,3,red,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0,3,6,vertical,horizontal,vertical,vertical
2b,4,100268,1,10,10,19,F,NA,constant,heterogeneous,4,absent,1.43275499343872,1,horizontal,horizontal,1,2,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,0,4,vertical,vertical,vertical,horizontal
2b,4,100268,1,11,11,19,F,NA,constant,heterogeneous,4,absent,1.74164700508118,1,horizontal,horizontal,1,5,red,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4,6,0,vertical,horizontal,horizontal,vertical
2b,4,100268,1,12,12,19,F,NA,constant,heterogeneous,4,absent,1.10885691642761,1,vertical,vertical,1,3,red,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,3,6,horizontal,vertical,vertical,horizontal
2b,4,100268,1,13,13,19,F,NA,constant,heterogeneous,4,present,NaN,0,horizontal,none,0,2,red,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,3,6,horizontal,vertical,vertical,vertical
2b,4,100268,1,14,14,19,F,NA,constant,heterogeneous,4,present,0.723665952682495,1,horizontal,horizontal,1,5,red,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,0,4,5,horizontal,vertical,horizontal,vertical
2b,4,100268,1,15,15,19,F,NA,constant,heterogeneous,4,present,1.10658502578735,1,horizontal,horizontal,1,8,red,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,5,4,horizontal,horizontal,vertical,horizontal
2b,4,100268,1,16,16,19,F,NA,constant,heterogeneous,4,absent,1.74076294898987,0,horizontal,vertical,1,3,red,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,5,0,horizontal,horizontal,horizontal,vertical
2b,4,100268,1,17,17,19,F,NA,constant,heterogeneous,4,absent,1.82806301116943,0,vertical,horizontal,1,2,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,0,5,4,horizontal,horizontal,vertical,vertical
2b,4,100268,1,18,18,19,F,NA,constant,heterogeneous,4,absent,1.22458696365356,1,horizontal,horizontal,1,2,red,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0,3,6,horizontal,horizontal,vertical,horizontal
2b,4,100268,1,19,19,19,F,NA,constant,heterogeneous,4,present,0.893416166305542,1,horizontal,horizontal,1,2,red,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,4,6,horizontal,horizontal,horizontal,vertical
2b,4,100268,1,20,20,19,F,NA,constant,heterogeneous,4,present,1.14762401580811,1,vertical,vertical,1,3,red,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,0,6,4,horizontal,horizontal,vertical,vertical
2b,4,100268,1,21,21,19,F,NA,constant,heterogeneous,4,present,0.786748886108398,1,vertical,vertical,1,2,red,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,3,4,vertical,vertical,horizontal,vertical
2b,4,100268,1,22,22,19,F,NA,constant,heterogeneous,4,present,1.85081100463867,1,vertical,vertical,1,5,red,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,0,3,vertical,horizontal,horizontal,vertical
2b,4,100268,1,23,23,19,F,NA,constant,heterogeneous,4,absent,1.34423303604126,1,vertical,vertical,1,8,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3,0,4,horizontal,horizontal,horizontal,vertical
2b,4,100268,1,24,24,19,F,NA,constant,heterogeneous,4,present,0.919340133666992,0,vertical,horizontal,1,3,red,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4,5,0,vertical,vertical,vertical,vertical
2b,4,100268,1,25,25,19,F,NA,constant,heterogeneous,4,absent,0.989901065826416,1,horizontal,horizontal,1,2,red,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3,5,4,horizontal,horizontal,horizontal,horizontal
