experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item1_shape,item2_shape,item3_shape,item4_shape,item1_line,item2_line,item3_line,item4_line
2b,11,100356,1,1,1,20,M,NA,constant,heterogeneous,4,absent,0.701874017715454,0,vertical,horizontal,1,2,green,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,4,6,horizontal,horizontal,vertical,vertical
2b,11,100356,1,2,2,20,M,NA,constant,heterogeneous,4,absent,NaN,0,horizontal,none,0,2,green,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,6,0,4,horizontal,vertical,vertical,horizontal
2b,11,100356,1,3,3,20,M,NA,constant,heterogeneous,4,present,0.824193954467773,0,horizontal,vertical,1,2,green,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4,3,0,horizontal,horizontal,vertical,vertical
2b,11,100356,1,4,4,20,M,NA,constant,heterogeneous,4,absent,0.516814947128296,1,horizontal,horizontal,1,5,green,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6,3,0,horizontal,horizontal,horizontal,vertical
2b,11,100356,1,5,5,20,M,NA,constant,heterogeneous,4,present,1.507563829422,0,horizontal,vertical,1,3,green,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,4,5,horizontal,horizontal,horizontal,vertical
2b,11,100356,1,6,6,20,M,NA,constant,heterogeneous,4,present,1.92573499679565,1,horizontal,horizontal,1,2,green,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4,5,0,vertical,horizontal,vertical,vertical
2b,11,100356,1,7,7,20,M,NA,constant,heterogeneous,4,absent,1.09274983406067,1,vertical,vertical,1,3,green,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4,0,5,vertical,vertical,vertical,horizontal
2b,11,100356,1,8,8,20,M,NA,constant,heterogeneous,4,present,1.45904922485352,1,horizontal,horizontal,1,8,green,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0,6,5,horizontal,horizontal,vertical,horizontal
2b,11,100356,1,9,9,20,M,NA,constant,heterogeneous,4,present,1.13230586051941,1,vertical,vertical,1,8,green,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6,5,0,vertical,horizontal,horizontal,vertical
2b,11,100356,1,10,10,20,M,NA,constant,heterogeneous,4,absent,1.455570936203,1,vertical,vertical,1,8,green,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,6,0,vertical,vertical,horizontal,horizontal
2b,11,100356,1,11,11,20,M,NA,constant,heterogeneous,4,absent,1.57262015342712,1,vertical,vertical,1,5,green,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0,3,5,vertical,horizontal,vertical,vertical
2b,11,100356,1,12,12,20,M,NA,constant,heterogeneous,4,absent,1.05206203460693,1,horizontal,horizontal,1,5,green,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,3,0,horizontal,vertical,horizontal,horizontal
2b,11,100356,1,13,13,20,M,NA,constant,heterogeneous,4,absent,1.3132050037384,1,horizontal,horizontal,1,3,green,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,3,4,horizontal,horizontal,horizontal,horizontal
2b,11,100356,1,14,14,20,M,NA,constant,heterogeneous,4,present,NaN,0,vertical,none,0,2,green,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3,4,0,vertical,vertical,vertical,vertical
2b,11,100356,1,15,15,20,M,NA,constant,heterogeneous,4,present,1.41610193252563,1,horizontal,horizontal,1,3,green,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4,0,6,vertical,horizontal,horizontal,vertical
2b,11,100356,1,16,16,20,M,NA,constant,heterogeneous,4,present,1.05680418014526,0,horizontal,vertical,1,2,green,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,6,0,horizontal,vertical,horizontal,vertical
2b,11,100356,1,17,17,20,M,NA,constant,heterogeneous,4,present,1.36582398414612,1,vertical,vertical,1,5,green,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,0,6,vertical,horizontal,vertical,vertical
2b,11,100356,1,18,18,20,M,NA,constant,heterogeneous,4,absent,1.30991697311401,1,horizontal,horizontal,1,8,green,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4,0,5,horizontal,horizontal,vertical,vertical
2b,11,100356,1,19,19,20,M,NA,constant,heterogeneous,4,present,1.88029718399048,1,vertical,vertical,1,5,green,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,4,0,horizontal,horizontal,vertical,vertical
2b,11,100356,1,20,20,20,M,NA,constant,heterogeneous,4,absent,1.87791991233826,1,horizontal,horizontal,1,2,green,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4,0,3,vertical,horizontal,horizontal,horizontal
2b,11,100356,1,21,21,20,M,NA,constant,heterogeneous,4,present,1.42767810821533,1,horizontal,horizontal,1,5,green,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,3,6,horizontal,horizontal,horizontal,horizontal
2b,11,100356,1,22,22,20,M,NA,constant,heterogeneous,4,present,1.57657694816589,1,vertical,vertical,1,2,green,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,0,4,horizontal,horizontal,vertical,vertical
2b,11,100356,1,23,23,20,M,NA,constant,heterogeneous,4,absent,1.41244411468506,1,horizontal,horizontal,1,3,green,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5,3,4,vertical,horizontal,horizontal,horizontal
2b,11,100356,1,24,24,20,M,NA,constant,heterogeneous,4,present,0.716828107833862,1,horizontal,horizontal,1,5,green,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,6,4,vertical,vertical,horizontal,horizontal
2b,11,100356,1,25,25,20,M,NA,constant,heterogeneous,4,absent,1.17163300514221,1,vertical,vertical,1,3,green,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,6,0,vertical,vertical,horizontal,horizontal
2b,11,100356,1,26,26,20,M,NA,constant,heterogeneous,4,present,1.98722791671753,1,vertical,vertical,1,3,green,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,0,6,vertical,horizontal,vertical,vertical
2b,11,100356,1,27,27,20,M,NA,constant,heterogeneous,4,absent,NaN,0,vertical,none,0,5,green,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,5,0,vertical,vertical,vertical,vertical
2b,11,100356,1,28,28,20,M,NA,constant,heterogeneous,4,absent,NaN,0,vertical,none,0,2,green,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3,4,5,horizontal,vertical,vertical,horizontal
2b,11,100356,1,29,29,20,M,NA,constant,heterogeneous,4,present,1.50786209106445,1,vertical,vertical,1,3,green,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4,0,3,horizontal,vertical,vertical,vertical
2b,11,100356,1,30,30,20,M,NA,constant,heterogeneous,4,present,0.82242488861084,1,vertical,vertical,1,2,green,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,3,4,vertical,vertical,vertical,vertical
2b,11,100356,1,31,31,20,M,NA,constant,heterogeneous,4,absent,1.37122988700867,1,vertical,vertical,1,2,green,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,6,5,vertical,vertical,horizontal,vertical
2b,11,100356,1,32,32,20,M,NA,constant,heterogeneous,4,absent,1.33081483840942,1,horizontal,horizontal,1,2,green,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,5,0,horizontal,vertical,vertical,horizontal
2b,11,100356,2,1,33,20,M,NA,constant,heterogeneous,4,absent,1.10610914230347,1,horizontal,horizontal,1,2,green,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,0,4,3,vertical,horizontal,horizontal,vertical
