Subject,Include,ID,Image,RT,Drop_Slow_and_Fast,Exceeds_Ss_Mean_Plus_3SD,Exceeds_Item_Mean_Plus_3SD,RT_With_Exclusions,Frequency,Relatedness,Frequency_Code,Relatedness_Code,,,,NOTE: THIS TABLE INCLUDES ONLY THE TRIALS THAT WERE INCLUDED IN THE FINAL DATA ANALYSIS
31,1,55,MOUNTAIN,1101,1101,1101,1101,1101,HF,Unrelated,1,0,,,,
31,1,56,RAIN,397,397,397,397,397,HF,Unrelated,1,0,,,,
31,1,57,SHOE,544,544,544,544,544,HF,Unrelated,1,0,,,,
31,1,58,SUN,632,632,632,632,632,HF,Unrelated,1,0,,,,
31,1,59,TABLE,746,746,746,746,746,HF,Unrelated,1,0,,,,
31,1,60,TRAIN,728,728,728,728,728,HF,Unrelated,1,0,,,,
32,1,41,AIRPLANE,684,684,684,684,684,HF,Unrelated,1,0,,,,
32,1,42,BED,436,436,436,436,436,HF,Unrelated,1,0,,,,
32,1,43,BOTTLE,492,492,492,492,492,HF,Unrelated,1,0,,,,
32,1,44,BREAD,681,681,681,681,681,HF,Unrelated,1,0,,,,
32,1,45,CAR,736,736,736,736,736,HF,Unrelated,1,0,,,,
32,1,46,CHURCH,560,560,560,560,560,HF,Unrelated,1,0,,,,
32,1,47,DOG,557,557,557,557,557,HF,Unrelated,1,0,,,,
32,1,48,EYE,351,351,351,351,351,HF,Unrelated,1,0,,,,
32,1,49,FISH,571,571,571,571,571,HF,Unrelated,1,0,,,,
32,1,50,HAND,499,499,499,499,499,HF,Unrelated,1,0,,,,
32,1,51,HEART,344,344,344,344,344,HF,Unrelated,1,0,,,,
32,1,52,HORSE,562,562,562,562,562,HF,Unrelated,1,0,,,,
32,1,53,LEG,564,564,564,564,564,HF,Unrelated,1,0,,,,
32,1,54,LIPS,561,561,561,561,561,HF,Unrelated,1,0,,,,
32,1,55,MOUNTAIN,616,616,616,616,616,HF,Unrelated,1,0,,,,
32,1,56,RAIN,669,669,669,669,669,HF,Unrelated,1,0,,,,
32,1,57,SHOE,469,469,469,469,469,HF,Unrelated,1,0,,,,
32,1,58,SUN,402,402,402,402,402,HF,Unrelated,1,0,,,,
32,1,59,TABLE,556,556,556,556,556,HF,Unrelated,1,0,,,,
32,1,60,TRAIN,500,500,500,500,500,HF,Unrelated,1,0,,,,
33,1,41,AIRPLANE,555,555,555,555,555,HF,Unrelated,1,0,,,,
33,1,42,BED,848,848,848,848,848,HF,Unrelated,1,0,,,,
33,1,43,BOTTLE,1017,1017,1017,1017,1017,HF,Unrelated,1,0,,,,
33,1,44,BREAD,612,612,612,612,612,HF,Unrelated,1,0,,,,
33,1,45,CAR,843,843,843,843,843,HF,Unrelated,1,0,,,,
33,1,46,CHURCH,753,753,753,753,753,HF,Unrelated,1,0,,,,
33,1,47,DOG,688,688,688,688,688,HF,Unrelated,1,0,,,,
33,1,48,EYE,802,802,802,802,802,HF,Unrelated,1,0,,,,
33,1,49,FISH,855,855,855,855,855,HF,Unrelated,1,0,,,,
33,1,50,HAND,910,910,910,910,910,HF,Unrelated,1,0,,,,
33,1,51,HEART,747,747,747,747,747,HF,Unrelated,1,0,,,,
33,1,52,HORSE,914,914,914,914,914,HF,Unrelated,1,0,,,,
33,1,53,LEG,841,841,841,841,841,HF,Unrelated,1,0,,,,
33,1,54,LIPS,758,758,758,758,758,HF,Unrelated,1,0,,,,
33,1,55,MOUNTAIN,829,829,829,829,829,HF,Unrelated,1,0,,,,
33,1,56,RAIN,876,876,876,876,876,HF,Unrelated,1,0,,,,
33,1,57,SHOE,543,543,543,543,543,HF,Unrelated,1,0,,,,
33,1,58,SUN,1292,1292,1292,1292,1292,HF,Unrelated,1,0,,,,
33,1,59,TABLE,1372,1372,1372,1372,1372,HF,Unrelated,1,0,,,,
33,1,60,TRAIN,431,431,431,431,431,HF,Unrelated,1,0,,,,
34,1,41,AIRPLANE,807,807,807,807,807,HF,Unrelated,1,0,,,,
34,1,42,BED,849,849,849,849,849,HF,Unrelated,1,0,,,,
34,1,43,BOTTLE,922,922,922,922,922,HF,Unrelated,1,0,,,,
34,1,44,BREAD,636,636,636,636,636,HF,Unrelated,1,0,,,,
34,1,45,CAR,571,571,571,571,571,HF,Unrelated,1,0,,,,
34,1,46,CHURCH,611,611,611,611,611,HF,Unrelated,1,0,,,,
34,1,47,DOG,593,593,593,593,593,HF,Unrelated,1,0,,,,
34,1,48,EYE,798,798,798,798,798,HF,Unrelated,1,0,,,,
34,1,49,FISH,975,975,975,975,975,HF,Unrelated,1,0,,,,
34,1,50,HAND,709,709,709,709,709,HF,Unrelated,1,0,,,,
34,1,51,HEART,971,971,971,971,971,HF,Unrelated,1,0,,,,
34,1,52,HORSE,677,677,677,677,677,HF,Unrelated,1,0,,,,
34,1,53,LEG,826,826,826,826,826,HF,Unrelated,1,0,,,,
34,1,54,LIPS,687,687,687,687,687,HF,Unrelated,1,0,,,,
34,1,55,MOUNTAIN,777,777,777,777,777,HF,Unrelated,1,0,,,,
34,1,56,RAIN,480,480,480,480,480,HF,Unrelated,1,0,,,,
34,1,57,SHOE,444,444,444,444,444,HF,Unrelated,1,0,,,,
34,1,58,SUN,585,585,585,585,585,HF,Unrelated,1,0,,,,
34,1,59,TABLE,1352,1352,1263.268892,1352,1352,HF,Unrelated,1,0,,,,
34,1,60,TRAIN,613,613,613,613,613,HF,Unrelated,1,0,,,,
35,1,41,AIRPLANE,949,949,949,949,949,HF,Unrelated,1,0,,,,
35,1,42,BED,986,986,986,986,986,HF,Unrelated,1,0,,,,
35,1,43,BOTTLE,843,843,843,843,843,HF,Unrelated,1,0,,,,
35,1,44,BREAD,861,861,861,861,861,HF,Unrelated,1,0,,,,
35,1,45,CAR,689,689,689,689,689,HF,Unrelated,1,0,,,,
35,1,46,CHURCH,624,624,624,624,624,HF,Unrelated,1,0,,,,
35,1,47,DOG,649,649,649,649,649,HF,Unrelated,1,0,,,,
35,1,48,EYE,891,891,891,891,891,HF,Unrelated,1,0,,,,
35,1,49,FISH,1214,1214,1214,1214,1214,HF,Unrelated,1,0,,,,
35,1,50,HAND,542,542,542,542,542,HF,Unrelated,1,0,,,,
35,1,51,HEART,508,508,508,508,508,HF,Unrelated,1,0,,,,
35,1,52,HORSE,546,546,546,546,546,HF,Unrelated,1,0,,,,
35,1,53,LEG,701,701,701,701,701,HF,Unrelated,1,0,,,,
35,1,54,LIPS,759,759,759,759,759,HF,Unrelated,1,0,,,,
35,1,55,MOUNTAIN,670,670,670,670,670,HF,Unrelated,1,0,,,,
35,1,56,RAIN,1243,1243,1243,1243,1243,HF,Unrelated,1,0,,,,
35,1,57,SHOE,716,716,716,716,716,HF,Unrelated,1,0,,,,
35,1,58,SUN,133,,,,,HF,Unrelated,1,0,,,,
35,1,59,TABLE,675,675,675,675,675,HF,Unrelated,1,0,,,,
35,1,60,TRAIN,536,536,536,536,536,HF,Unrelated,1,0,,,,
36,1,41,AIRPLANE,735,735,735,735,735,HF,Unrelated,1,0,,,,
36,1,42,BED,959,959,959,959,959,HF,Unrelated,1,0,,,,
36,1,43,BOTTLE,951,951,951,951,951,HF,Unrelated,1,0,,,,
36,1,44,BREAD,643,643,643,643,643,HF,Unrelated,1,0,,,,
36,1,45,CAR,747,747,747,747,747,HF,Unrelated,1,0,,,,
36,1,46,CHURCH,819,819,819,819,819,HF,Unrelated,1,0,,,,
36,1,47,DOG,1319,1319,1319,1319,1319,HF,Unrelated,1,0,,,,
36,1,48,EYE,719,719,719,719,719,HF,Unrelated,1,0,,,,
36,1,49,FISH,632,632,632,632,632,HF,Unrelated,1,0,,,,
36,1,50,HAND,550,550,550,550,550,HF,Unrelated,1,0,,,,
36,1,51,HEART,848,848,848,848,848,HF,Unrelated,1,0,,,,
36,1,52,HORSE,678,678,678,678,678,HF,Unrelated,1,0,,,,
36,1,53,LEG,616,616,616,616,616,HF,Unrelated,1,0,,,,
36,1,54,LIPS,766,766,766,766,766,HF,Unrelated,1,0,,,,
36,1,55,MOUNTAIN,771,771,771,771,771,HF,Unrelated,1,0,,,,
36,1,56,RAIN,762,762,762,762,762,HF,Unrelated,1,0,,,,
36,1,57,SHOE,646,646,646,646,646,HF,Unrelated,1,0,,,,
36,1,58,SUN,734,734,734,734,734,HF,Unrelated,1,0,,,,
36,1,59,TABLE,1534,1534,1346.759362,1534,1534,HF,Unrelated,1,0,,,,
36,1,60,TRAIN,1394,1394,1346.759362,1394,1394,HF,Unrelated,1,0,,,,
37,1,41,AIRPLANE,577,577,577,577,577,HF,Unrelated,1,0,,,,
37,1,42,BED,64,,,,,HF,Unrelated,1,0,,,,
37,1,43,BOTTLE,855,855,855,855,855,HF,Unrelated,1,0,,,,
37,1,44,BREAD,455,455,455,455,455,HF,Unrelated,1,0,,,,
37,1,45,CAR,621,621,621,621,621,HF,Unrelated,1,0,,,,
37,1,46,CHURCH,484,484,484,484,484,HF,Unrelated,1,0,,,,
37,1,47,DOG,440,440,440,440,440,HF,Unrelated,1,0,,,,
37,1,48,EYE,507,507,507,507,507,HF,Unrelated,1,0,,,,
37,1,49,FISH,439,439,439,439,439,HF,Unrelated,1,0,,,,
37,1,50,HAND,522,522,522,522,522,HF,Unrelated,1,0,,,,
37,1,51,HEART,527,527,527,527,527,HF,Unrelated,1,0,,,,
37,1,52,HORSE,540,540,540,540,540,HF,Unrelated,1,0,,,,
37,1,53,LEG,527,527,527,527,527,HF,Unrelated,1,0,,,,
37,1,54,LIPS,567,567,567,567,567,HF,Unrelated,1,0,,,,
37,1,55,MOUNTAIN,637,637,637,637,637,HF,Unrelated,1,0,,,,
37,1,56,RAIN,664,664,664,664,664,HF,Unrelated,1,0,,,,
37,1,57,SHOE,526,526,526,526,526,HF,Unrelated,1,0,,,,
37,1,58,SUN,786,786,786,786,786,HF,Unrelated,1,0,,,,
37,1,59,TABLE,395,395,395,395,395,HF,Unrelated,1,0,,,,
37,1,60,TRAIN,755,755,755,755,755,HF,Unrelated,1,0,,,,
38,1,41,AIRPLANE,740,740,740,740,740,HF,Unrelated,1,0,,,,
38,1,42,BED,894,894,894,894,894,HF,Unrelated,1,0,,,,
38,1,43,BOTTLE,812,812,812,812,812,HF,Unrelated,1,0,,,,
38,1,44,BREAD,1192,1192,1192,1192,1192,HF,Unrelated,1,0,,,,
38,1,45,CAR,515,515,515,515,515,HF,Unrelated,1,0,,,,
38,1,46,CHURCH,833,833,833,833,833,HF,Unrelated,1,0,,,,
38,1,47,DOG,681,681,681,681,681,HF,Unrelated,1,0,,,,
38,1,48,EYE,816,816,816,816,816,HF,Unrelated,1,0,,,,
38,1,49,FISH,536,536,536,536,536,HF,Unrelated,1,0,,,,
38,1,50,HAND,757,757,757,757,757,HF,Unrelated,1,0,,,,
38,1,51,HEART,350,350,350,350,350,HF,Unrelated,1,0,,,,
38,1,52,HORSE,545,545,545,545,545,HF,Unrelated,1,0,,,,
38,1,53,LEG,674,674,674,674,674,HF,Unrelated,1,0,,,,
38,1,54,LIPS,689,689,689,689,689,HF,Unrelated,1,0,,,,
38,1,55,MOUNTAIN,707,707,707,707,707,HF,Unrelated,1,0,,,,
38,1,56,RAIN,543,543,543,543,543,HF,Unrelated,1,0,,,,
38,1,57,SHOE,566,566,566,566,566,HF,Unrelated,1,0,,,,
38,1,58,SUN,438,438,438,438,438,HF,Unrelated,1,0,,,,
38,1,59,TABLE,611,611,611,611,611,HF,Unrelated,1,0,,,,
38,1,60,TRAIN,1069,1069,1069,1069,1069,HF,Unrelated,1,0,,,,
39,1,41,AIRPLANE,1240,1240,1240,1240,1240,HF,Unrelated,1,0,,,,
39,1,42,BED,1501,1501,1501,1501,1501,HF,Unrelated,1,0,,,,
39,1,43,BOTTLE,1282,1282,1282,1282,1282,HF,Unrelated,1,0,,,,
39,1,44,BREAD,1500,1500,1500,1500,1500,HF,Unrelated,1,0,,,,
39,1,45,CAR,1440,1440,1440,1440,1440,HF,Unrelated,1,0,,,,
39,1,46,CHURCH,2108,2108,2108,2108,2108,HF,Unrelated,1,0,,,,
39,1,47,DOG,939,939,939,939,939,HF,Unrelated,1,0,,,,
39,1,48,EYE,1070,1070,1070,1070,1070,HF,Unrelated,1,0,,,,
39,1,49,FISH,1222,1222,1222,1222,1222,HF,Unrelated,1,0,,,,
39,1,50,HAND,655,655,655,655,655,HF,Unrelated,1,0,,,,
39,1,51,HEART,1055,1055,1055,1055,1055,HF,Unrelated,1,0,,,,
39,1,52,HORSE,1025,1025,1025,1025,1025,HF,Unrelated,1,0,,,,
39,1,53,LEG,1151,1151,1151,1151,1151,HF,Unrelated,1,0,,,,
39,1,54,LIPS,1040,1040,1040,1040,1040,HF,Unrelated,1,0,,,,
39,1,55,MOUNTAIN,1044,1044,1044,1044,1044,HF,Unrelated,1,0,,,,
39,1,56,RAIN,925,925,925,925,925,HF,Unrelated,1,0,,,,
39,1,57,SHOE,1079,1079,1079,1079,1079,HF,Unrelated,1,0,,,,
39,1,58,SUN,1153,1153,1153,1153,1153,HF,Unrelated,1,0,,,,
39,1,59,TABLE,985,985,985,985,985,HF,Unrelated,1,0,,,,
39,1,60,TRAIN,971,971,971,971,971,HF,Unrelated,1,0,,,,
40,1,41,AIRPLANE,856,856,856,856,856,HF,Unrelated,1,0,,,,
40,1,42,BED,989,989,989,989,989,HF,Unrelated,1,0,,,,
40,1,43,BOTTLE,675,675,675,675,675,HF,Unrelated,1,0,,,,
40,1,44,BREAD,891,891,891,891,891,HF,Unrelated,1,0,,,,
40,1,45,CAR,427,427,427,427,427,HF,Unrelated,1,0,,,,
40,1,46,CHURCH,864,864,864,864,864,HF,Unrelated,1,0,,,,
40,1,47,DOG,567,567,567,567,567,HF,Unrelated,1,0,,,,
40,1,48,EYE,581,581,581,581,581,HF,Unrelated,1,0,,,,
40,1,49,FISH,339,339,339,339,339,HF,Unrelated,1,0,,,,
40,1,50,HAND,459,459,459,459,459,HF,Unrelated,1,0,,,,
40,1,51,HEART,582,582,582,582,582,HF,Unrelated,1,0,,,,
40,1,52,HORSE,1318,1318,1318,1318,1318,HF,Unrelated,1,0,,,,
40,1,53,LEG,966,966,966,966,966,HF,Unrelated,1,0,,,,
40,1,54,LIPS,630,630,630,630,630,HF,Unrelated,1,0,,,,
40,1,55,MOUNTAIN,616,616,616,616,616,HF,Unrelated,1,0,,,,
40,1,56,RAIN,600,600,600,600,600,HF,Unrelated,1,0,,,,
40,1,57,SHOE,682,682,682,682,682,HF,Unrelated,1,0,,,,
40,1,58,SUN,537,537,537,537,537,HF,Unrelated,1,0,,,,
40,1,59,TABLE,595,595,595,595,595,HF,Unrelated,1,0,,,,
40,1,60,TRAIN,677,677,677,677,677,HF,Unrelated,1,0,,,,
41,1,41,AIRPLANE,623,623,623,623,623,HF,Unrelated,1,0,,,,
41,1,42,BED,1149,1149,1149,1149,1149,HF,Unrelated,1,0,,,,
41,1,43,BOTTLE,584,584,584,584,584,HF,Unrelated,1,0,,,,
41,1,44,BREAD,677,677,677,677,677,HF,Unrelated,1,0,,,,
41,1,45,CAR,706,706,706,706,706,HF,Unrelated,1,0,,,,
41,1,46,CHURCH,693,693,693,693,693,HF,Unrelated,1,0,,,,
41,1,47,DOG,595,595,595,595,595,HF,Unrelated,1,0,,,,
41,1,48,EYE,582,582,582,582,582,HF,Unrelated,1,0,,,,
41,1,49,FISH,660,660,660,660,660,HF,Unrelated,1,0,,,,
41,1,50,HAND,1474,1474,1474,1474,1474,HF,Unrelated,1,0,,,,
41,1,51,HEART,513,513,513,513,513,HF,Unrelated,1,0,,,,
41,1,52,HORSE,958,958,958,958,958,HF,Unrelated,1,0,,,,
41,1,53,LEG,1323,1323,1323,1323,1323,HF,Unrelated,1,0,,,,
41,1,54,LIPS,835,835,835,835,835,HF,Unrelated,1,0,,,,
41,1,55,MOUNTAIN,644,644,644,644,644,HF,Unrelated,1,0,,,,
41,1,56,RAIN,769,769,769,769,769,HF,Unrelated,1,0,,,,
41,1,57,SHOE,699,699,699,699,699,HF,Unrelated,1,0,,,,
41,1,58,SUN,1197,1197,1197,1197,1197,HF,Unrelated,1,0,,,,
41,1,59,TABLE,660,660,660,660,660,HF,Unrelated,1,0,,,,
41,1,60,TRAIN,698,698,698,698,698,HF,Unrelated,1,0,,,,
42,1,41,AIRPLANE,550,550,550,550,550,HF,Unrelated,1,0,,,,
42,1,42,BED,699,699,699,699,699,HF,Unrelated,1,0,,,,
42,1,43,BOTTLE,528,528,528,528,528,HF,Unrelated,1,0,,,,
42,1,44,BREAD,724,724,724,724,724,HF,Unrelated,1,0,,,,
42,1,45,CAR,359,359,359,359,359,HF,Unrelated,1,0,,,,
42,1,46,CHURCH,418,418,418,418,418,HF,Unrelated,1,0,,,,
42,1,47,DOG,408,408,408,408,408,HF,Unrelated,1,0,,,,
42,1,48,EYE,453,453,453,453,453,HF,Unrelated,1,0,,,,
42,1,49,FISH,425,425,425,425,425,HF,Unrelated,1,0,,,,
42,1,50,HAND,545,545,545,545,545,HF,Unrelated,1,0,,,,
42,1,51,HEART,603,603,603,603,603,HF,Unrelated,1,0,,,,
42,1,52,HORSE,607,607,607,607,607,HF,Unrelated,1,0,,,,
42,1,53,LEG,464,464,464,464,464,HF,Unrelated,1,0,,,,
42,1,54,LIPS,543,543,543,543,543,HF,Unrelated,1,0,,,,
42,1,55,MOUNTAIN,428,428,428,428,428,HF,Unrelated,1,0,,,,
42,1,56,RAIN,605,605,605,605,605,HF,Unrelated,1,0,,,,
42,1,57,SHOE,381,381,381,381,381,HF,Unrelated,1,0,,,,
42,1,58,SUN,412,412,412,412,412,HF,Unrelated,1,0,,,,
42,1,59,TABLE,431,431,431,431,431,HF,Unrelated,1,0,,,,
42,1,60,TRAIN,355,355,355,355,355,HF,Unrelated,1,0,,,,
43,1,41,AIRPLANE,805,805,805,805,805,HF,Unrelated,1,0,,,,
43,1,42,BED,598,598,598,598,598,HF,Unrelated,1,0,,,,
43,1,43,BOTTLE,924,924,924,924,924,HF,Unrelated,1,0,,,,
43,1,44,BREAD,790,790,790,790,790,HF,Unrelated,1,0,,,,
43,1,45,CAR,512,512,512,512,512,HF,Unrelated,1,0,,,,
43,1,46,CHURCH,516,516,516,516,516,HF,Unrelated,1,0,,,,
43,1,47,DOG,1027,1027,1027,1027,1027,HF,Unrelated,1,0,,,,
43,1,48,EYE,735,735,735,735,735,HF,Unrelated,1,0,,,,
43,1,49,FISH,641,641,641,641,641,HF,Unrelated,1,0,,,,
43,1,50,HAND,688,688,688,688,688,HF,Unrelated,1,0,,,,
43,1,51,HEART,459,459,459,459,459,HF,Unrelated,1,0,,,,
43,1,52,HORSE,995,995,995,995,995,HF,Unrelated,1,0,,,,
43,1,53,LEG,636,636,636,636,636,HF,Unrelated,1,0,,,,
43,1,54,LIPS,679,679,679,679,679,HF,Unrelated,1,0,,,,
43,1,55,MOUNTAIN,553,553,553,553,553,HF,Unrelated,1,0,,,,
43,1,56,RAIN,643,643,643,643,643,HF,Unrelated,1,0,,,,
43,1,57,SHOE,778,778,778,778,778,HF,Unrelated,1,0,,,,
43,1,58,SUN,588,588,588,588,588,HF,Unrelated,1,0,,,,
43,1,59,TABLE,810,810,810,810,810,HF,Unrelated,1,0,,,,
43,1,60,TRAIN,896,896,896,896,896,HF,Unrelated,1,0,,,,
44,1,41,AIRPLANE,654,654,654,654,654,HF,Unrelated,1,0,,,,
44,1,42,BED,770,770,770,770,770,HF,Unrelated,1,0,,,,
44,1,43,BOTTLE,710,710,710,710,710,HF,Unrelated,1,0,,,,
44,1,44,BREAD,613,613,613,613,613,HF,Unrelated,1,0,,,,
44,1,45,CAR,794,794,794,794,794,HF,Unrelated,1,0,,,,
44,1,46,CHURCH,744,744,744,744,744,HF,Unrelated,1,0,,,,
44,1,47,DOG,596,596,596,596,596,HF,Unrelated,1,0,,,,
44,1,48,EYE,883,883,883,883,883,HF,Unrelated,1,0,,,,
44,1,49,FISH,786,786,786,786,786,HF,Unrelated,1,0,,,,
44,1,50,HAND,840,840,840,840,840,HF,Unrelated,1,0,,,,
44,1,51,HEART,881,881,881,881,881,HF,Unrelated,1,0,,,,
44,1,52,HORSE,698,698,698,698,698,HF,Unrelated,1,0,,,,
44,1,53,LEG,831,831,831,831,831,HF,Unrelated,1,0,,,,
44,1,54,LIPS,549,549,549,549,549,HF,Unrelated,1,0,,,,
44,1,55,MOUNTAIN,984,984,984,984,984,HF,Unrelated,1,0,,,,
44,1,56,RAIN,639,639,639,639,639,HF,Unrelated,1,0,,,,
44,1,57,SHOE,564,564,564,564,564,HF,Unrelated,1,0,,,,
44,1,58,SUN,540,540,540,540,540,HF,Unrelated,1,0,,,,
44,1,59,TABLE,629,629,629,629,629,HF,Unrelated,1,0,,,,
44,1,60,TRAIN,932,932,932,932,932,HF,Unrelated,1,0,,,,
45,1,41,AIRPLANE,471,471,471,471,471,HF,Unrelated,1,0,,,,
45,1,42,BED,511,511,511,511,511,HF,Unrelated,1,0,,,,
45,1,43,BOTTLE,591,591,591,591,591,HF,Unrelated,1,0,,,,
45,1,44,BREAD,494,494,494,494,494,HF,Unrelated,1,0,,,,
45,1,45,CAR,415,415,415,415,415,HF,Unrelated,1,0,,,,
45,1,46,CHURCH,199,,,,,HF,Unrelated,1,0,,,,
45,1,47,DOG,490,490,490,490,490,HF,Unrelated,1,0,,,,
45,1,48,EYE,1059,1059,1059,1059,1059,HF,Unrelated,1,0,,,,
45,1,49,FISH,852,852,852,852,852,HF,Unrelated,1,0,,,,
45,1,50,HAND,382,382,382,382,382,HF,Unrelated,1,0,,,,
45,1,51,HEART,469,469,469,469,469,HF,Unrelated,1,0,,,,
45,1,52,HORSE,886,886,886,886,886,HF,Unrelated,1,0,,,,
45,1,53,LEG,1,,,,,HF,Unrelated,1,0,,,,
45,1,54,LIPS,528,528,528,528,528,HF,Unrelated,1,0,,,,
45,1,55,MOUNTAIN,565,565,565,565,565,HF,Unrelated,1,0,,,,
45,1,56,RAIN,513,513,513,513,513,HF,Unrelated,1,0,,,,
45,1,57,SHOE,331,331,331,331,331,HF,Unrelated,1,0,,,,
45,1,58,SUN,509,509,509,509,509,HF,Unrelated,1,0,,,,
45,1,59,TABLE,595,595,595,595,595,HF,Unrelated,1,0,,,,
45,1,60,TRAIN,736,736,736,736,736,HF,Unrelated,1,0,,,,
46,1,41,AIRPLANE,552,552,552,552,552,HF,Unrelated,1,0,,,,
46,1,42,BED,620,620,620,620,620,HF,Unrelated,1,0,,,,
46,1,43,BOTTLE,264,,,,,HF,Unrelated,1,0,,,,
46,1,44,BREAD,764,764,764,764,764,HF,Unrelated,1,0,,,,
46,1,45,CAR,525,525,525,525,525,HF,Unrelated,1,0,,,,
46,1,46,CHURCH,612,612,612,612,612,HF,Unrelated,1,0,,,,
46,1,47,DOG,690,690,690,690,690,HF,Unrelated,1,0,,,,
46,1,48,EYE,602,602,602,602,602,HF,Unrelated,1,0,,,,
46,1,49,FISH,283,,,,,HF,Unrelated,1,0,,,,
46,1,50,HAND,655,655,655,655,655,HF,Unrelated,1,0,,,,
46,1,51,HEART,671,671,671,671,671,HF,Unrelated,1,0,,,,
46,1,52,HORSE,163,,,,,HF,Unrelated,1,0,,,,
46,1,53,LEG,508,508,508,508,508,HF,Unrelated,1,0,,,,
46,1,54,LIPS,550,550,550,550,550,HF,Unrelated,1,0,,,,
46,1,55,MOUNTAIN,612,612,612,612,612,HF,Unrelated,1,0,,,,
46,1,56,RAIN,739,739,739,739,739,HF,Unrelated,1,0,,,,
46,1,57,SHOE,549,549,549,549,549,HF,Unrelated,1,0,,,,
46,1,58,SUN,568,568,568,568,568,HF,Unrelated,1,0,,,,
46,1,59,TABLE,666,666,666,666,666,HF,Unrelated,1,0,,,,
46,1,60,TRAIN,521,521,521,521,521,HF,Unrelated,1,0,,,,
47,1,41,AIRPLANE,1134,1134,1134,1134,1134,HF,Unrelated,1,0,,,,
47,1,42,BED,862,862,862,862,862,HF,Unrelated,1,0,,,,
47,1,43,BOTTLE,741,741,741,741,741,HF,Unrelated,1,0,,,,
47,1,44,BREAD,646,646,646,646,646,HF,Unrelated,1,0,,,,
47,1,45,CAR,603,603,603,603,603,HF,Unrelated,1,0,,,,
47,1,46,CHURCH,947,947,947,947,947,HF,Unrelated,1,0,,,,
47,1,47,DOG,1071,1071,1071,1071,1071,HF,Unrelated,1,0,,,,
47,1,48,EYE,775,775,775,775,775,HF,Unrelated,1,0,,,,
47,1,49,FISH,780,780,780,780,780,HF,Unrelated,1,0,,,,
47,1,50,HAND,927,927,927,927,927,HF,Unrelated,1,0,,,,
47,1,51,HEART,1336,1336,1336,1336,1336,HF,Unrelated,1,0,,,,
47,1,52,HORSE,642,642,642,642,642,HF,Unrelated,1,0,,,,
47,1,53,LEG,1351,1351,1351,1351,1351,HF,Unrelated,1,0,,,,
47,1,54,LIPS,869,869,869,869,869,HF,Unrelated,1,0,,,,
47,1,55,MOUNTAIN,1006,1006,1006,1006,1006,HF,Unrelated,1,0,,,,
47,1,56,RAIN,693,693,693,693,693,HF,Unrelated,1,0,,,,
47,1,57,SHOE,501,501,501,501,501,HF,Unrelated,1,0,,,,
47,1,58,SUN,652,652,652,652,652,HF,Unrelated,1,0,,,,
47,1,59,TABLE,669,669,669,669,669,HF,Unrelated,1,0,,,,
47,1,60,TRAIN,625,625,625,625,625,HF,Unrelated,1,0,,,,
48,1,41,AIRPLANE,682,682,682,682,682,HF,Unrelated,1,0,,,,
48,1,42,BED,1141,1141,1141,1141,1141,HF,Unrelated,1,0,,,,
48,1,43,BOTTLE,587,587,587,587,587,HF,Unrelated,1,0,,,,
48,1,44,BREAD,430,430,430,430,430,HF,Unrelated,1,0,,,,
48,1,45,CAR,632,632,632,632,632,HF,Unrelated,1,0,,,,
48,1,46,CHURCH,256,,,,,HF,Unrelated,1,0,,,,
48,1,47,DOG,666,666,666,666,666,HF,Unrelated,1,0,,,,
48,1,48,EYE,554,554,554,554,554,HF,Unrelated,1,0,,,,
48,1,49,FISH,782,782,782,782,782,HF,Unrelated,1,0,,,,
48,1,50,HAND,378,378,378,378,378,HF,Unrelated,1,0,,,,
48,1,51,HEART,697,697,697,697,697,HF,Unrelated,1,0,,,,
48,1,52,HORSE,1100,1100,1100,1100,1100,HF,Unrelated,1,0,,,,
48,1,53,LEG,720,720,720,720,720,HF,Unrelated,1,0,,,,
48,1,54,LIPS,743,743,743,743,743,HF,Unrelated,1,0,,,,
48,1,55,MOUNTAIN,1097,1097,1097,1097,1097,HF,Unrelated,1,0,,,,
48,1,56,RAIN,857,857,857,857,857,HF,Unrelated,1,0,,,,
48,1,57,SHOE,520,520,520,520,520,HF,Unrelated,1,0,,,,
48,1,58,SUN,387,387,387,387,387,HF,Unrelated,1,0,,,,
48,1,59,TABLE,682,682,682,682,682,HF,Unrelated,1,0,,,,
48,1,60,TRAIN,919,919,919,919,919,HF,Unrelated,1,0,,,,
49,1,41,AIRPLANE,839,839,839,839,839,HF,Unrelated,1,0,,,,
49,1,42,BED,635,635,635,635,635,HF,Unrelated,1,0,,,,
49,1,43,BOTTLE,626,626,626,626,626,HF,Unrelated,1,0,,,,
49,1,44,BREAD,723,723,723,723,723,HF,Unrelated,1,0,,,,
49,1,45,CAR,656,656,656,656,656,HF,Unrelated,1,0,,,,
49,1,46,CHURCH,667,667,667,667,667,HF,Unrelated,1,0,,,,
49,1,47,DOG,1722,1722,1276.976782,1722,1722,HF,Unrelated,1,0,,,,
49,1,48,EYE,642,642,642,642,642,HF,Unrelated,1,0,,,,
49,1,49,FISH,451,451,451,451,451,HF,Unrelated,1,0,,,,
49,1,50,HAND,862,862,862,862,862,HF,Unrelated,1,0,,,,
49,1,51,HEART,592,592,592,592,592,HF,Unrelated,1,0,,,,
49,1,52,HORSE,720,720,720,720,720,HF,Unrelated,1,0,,,,
