na 15 46 incong rel 1 1 2 b 8 b 1 1109.0 0 520.4
na 15 47 cong rel 1 1 8 j 8 j 1 1237.5 0 391.8
na 15 48 incong unrel 1 1 8 j 4 k 0 725.4 0 208.5
na 15 49 cong unrel 1 1 2 b 2 k 1 820.4 1 330.2
na 15 50 cong rel 1 1 2 b 2 b 1 875.4 0 217.7
na 15 51 cong unrel 1 1 6 k 6 b 0 682.8 0 163.2
na 15 52 cong rel 1 1 4 m 4 m 1 1180.7 0 163.9
na 15 53 cong unrel 1 1 6 j 6 m 0 683.2 0 223.2
na 15 54 incong unrel 1 1 4 b 8 k 0 518.7 0 182.7
na 15 55 cong rel 1 1 4 j 4 j 1 907.7 0 245.1
na 15 56 incong rel 1 1 8 m 4 m 0 1244.5 1 532.0
na 15 57 incong unrel 1 1 8 k 6 b 0 1361.7 0 211.4
na 15 58 cong unrel 1 1 2 b 2 k 0 1907.8 1 237.5
na 15 59 incong unrel 1 1 6 m 4 j 0 1495.7 0 707.8
na 15 60 incong rel 1 1 8 j 2 j 1 1204.8 0 281.8
na 15 61 incong unrel 1 1 6 m 8 b 0 1808.3 1 201.3
na 15 62 cong rel 1 1 4 k 4 k 0 1046.3 0 669.3
na 15 63 incong rel 1 1 8 b 2 b 1 735.0 0 235.2
na 15 64 incong unrel 1 1 6 m 2 k 0 736.4 0 218.0
na 15 65 cong unrel 1 1 8 b 8 m 0 801.6 0 201.4
na 15 66 incong rel 1 1 4 j 6 j 1 1453.7 1 540.1
na 15 67 incong unrel 1 1 4 b 6 k 0 612.0 0 221.5
na 15 68 cong rel 1 1 6 m 6 m 0 1108.1 1 983.6
na 15 69 incong rel 1 1 4 m 8 m 1 784.0 0 326.2
na 15 70 incong rel 1 1 6 b 8 b 1 1305.0 1 226.8
na 15 71 incong unrel 1 1 4 k 2 b 0 748.4 0 227.9
na 15 72 cong unrel 1 1 6 b 6 k 1 1046.0 1 1191.6
na 15 73 cong rel 1 1 6 m 6 m 1 680.5 1 187.0
na 15 74 cong unrel 1 1 8 k 8 m 0 667.1 0 209.3
na 15 75 incong rel 1 1 2 m 6 m 1 1271.0 0 222.9
na 15 76 cong unrel 1 1 8 b 8 k 0 2702.2 1 165.4
na 15 77 incong unrel 1 1 8 m 2 j 0 897.7 0 632.5
na 15 78 incong rel 1 1 4 b 8 b 0 697.9 0 235.3
na 15 79 incong unrel 1 1 8 k 6 b 0 989.3 1 639.2
na 15 80 cong rel 1 1 4 b 4 b 1 767.4 0 256.5
na 15 81 cong rel 1 1 2 j 2 j 1 1334.8 1 185.7
na 15 82 incong rel 1 1 2 m 6 m 0 872.8 1 190.1
na 15 83 cong rel 1 1 2 j 2 j 1 440.1 1 177.7
na 15 84 incong unrel 1 1 6 j 2 k 0 1093.6 0 189.6
na 15 85 incong unrel 1 1 6 m 4 j 0 806.3 0 167.9
na 15 86 incong unrel 1 1 8 m 2 b 0 540.0 0 259.5
na 15 87 incong unrel 1 1 2 j 6 b 0 1463.2 0 297.1
na 15 88 cong unrel 1 1 2 m 2 b 0 1280.2 1 171.8
na 15 89 cong unrel 1 1 2 k 2 b 0 1034.2 1 157.2
na 15 90 incong unrel 1 1 4 j 2 k 0 704.9 0 317.0
na 15 91 incong rel 1 1 2 k 8 k 1 1263.9 0 197.1
na 15 92 incong unrel 1 1 2 j 8 k 1 2894.5 1 172.5
na 15 93 incong rel 1 1 4 k 2 k 0 811.2 1 171.2
na 15 94 incong unrel 1 1 8 m 4 j 0 654.7 0 174.8
na 15 95 incong unrel 1 1 6 b 8 k 1 1186.2 0 161.1
na 15 96 cong rel 1 1 8 k 8 k 1 1215.5 1 195.0
na 15 1 cong rel 1 0 2 m 2 m 1 1228.2 1 120.2
na 15 2 cong unrel 1 0 4 k 4 m 0 906.6 1 199.3
na 15 3 cong rel 1 0 6 m 6 m 1 796.1 1 159.2
na 15 4 incong rel 1 0 2 j 4 j 1 680.4 1 132.1
na 15 5 incong rel 1 0 8 b 6 b 1 1141.9 0 177.5
na 15 6 cong unrel 1 0 6 b 6 k 1 1009.2 1 511.5
na 15 7 incong rel 1 0 2 j 6 j 1 902.1 1 298.7
na 15 8 incong rel 1 0 6 k 4 k 1 953.3 0 194.3
na 15 9 cong rel 1 0 2 j 2 j 1 1022.6 1 165.9
na 15 10 incong unrel 1 0 2 k 8 b 0 663.7 0 510.6
na 15 11 cong rel 1 0 6 b 6 b 1 1124.1 1 136.9
na 15 12 incong unrel 1 0 2 k 4 m 0 731.9 0 785.4
na 15 13 cong unrel 1 0 4 m 4 k 0 598.5 0 161.1
na 15 14 cong unrel 1 0 8 m 8 j 0 505.2 0 124.7
na 15 15 incong rel 1 0 4 m 6 m 1 802.1 1 189.8
na 15 16 cong unrel 1 0 4 m 4 j 0 547.0 1 505.0
na 15 17 cong rel 1 0 6 m 6 m 1 643.9 1 177.1
na 15 18 incong unrel 1 0 4 j 8 k 0 734.7 0 383.2
na 15 19 cong rel 1 0 6 k 6 k 1 449.1 1 156.5
na 15 20 cong unrel 1 0 4 j 4 b 0 571.5 0 397.0
na 15 21 incong rel 1 0 6 k 8 k 1 377.0 1 153.4
na 15 22 incong unrel 1 0 8 k 4 j 0 549.6 0 121.1
na 15 23 incong rel 1 0 2 j 8 j 1 992.7 0 187.8
na 15 24 incong rel 1 0 4 b 6 b 0 853.1 0 162.6
na 15 25 incong rel 1 0 2 b 4 b 1 595.5 0 151.7
na 15 26 incong unrel 1 0 8 k 2 j 0 641.8 0 179.9
na 15 27 incong unrel 1 0 4 j 6 m 0 661.5 0 132.6
na 15 28 incong rel 1 0 2 b 6 b 1 856.6 0 200.2
na 15 29 incong unrel 1 0 2 b 8 k 0 907.8 0 194.6
na 15 30 incong unrel 1 0 6 k 2 m 1 1310.6 1 810.7
na 15 31 incong unrel 1 0 8 m 6 b 0 849.6 1 194.5
na 15 32 incong unrel 1 0 2 j 6 m 0 1930.4 1 148.5
na 15 33 incong unrel 1 0 4 b 8 j 0 623.4 0 170.2
na 15 34 incong rel 1 0 4 j 8 j 1 861.9 1 132.4
na 15 35 cong unrel 1 0 8 j 8 m 0 1626.4 1 156.1
na 15 36 incong unrel 1 0 2 b 4 m 0 461.6 0 137.7
na 15 37 cong unrel 1 0 6 k 6 b 1 850.9 0 172.8
na 15 38 incong unrel 1 0 8 b 6 j 0 680.1 1 155.7
na 15 39 incong unrel 1 0 6 b 4 m 0 1250.0 0 132.1
na 15 40 incong rel 1 0 4 k 2 k 1 1087.0 1 137.0
na 15 41 cong rel 1 0 4 b 4 b 0 936.1 0 707.0
na 15 42 incong rel 1 0 8 k 6 k 1 875.1 1 194.5
na 15 43 cong unrel 1 0 2 k 2 b 0 791.1 1 179.5
na 15 44 cong rel 1 0 2 b 2 b 0 639.5 0 580.6
na 15 45 cong rel 1 0 8 b 8 b 1 583.9 1 185.4
na 15 46 cong rel 1 0 8 m 8 m 1 682.7 1 217.8
na 15 47 cong unrel 1 0 8 m 8 k 0 927.8 1 248.7
na 15 48 cong rel 1 0 2 m 2 m 1 592.9 1 168.7
na 15 1 cong rel 1 0 4 k 4 k 1 690.1 1 153.5
na 15 2 incong rel 1 0 8 k 6 k 1 1039.7 0 194.1
na 15 3 incong rel 1 0 4 b 2 b 1 533.5 1 158.0
na 15 4 incong rel 1 0 8 m 6 m 1 666.7 1 163.4
na 15 5 cong unrel 1 0 8 m 8 j 0 587.0 0 241.8
na 15 6 incong rel 1 0 8 k 2 k 1 518.2 0 251.6
na 15 7 cong rel 1 0 2 m 2 m 1 411.6 1 139.1
na 15 8 incong unrel 1 0 4 k 2 m 0 818.1 0 707.0
na 15 9 incong rel 1 0 6 k 2 k 1 807.6 0 148.6
na 15 10 incong unrel 1 0 4 b 6 k 0 1154.9 0 131.8
na 15 11 cong unrel 1 0 6 j 6 m 0 1757.6 1 226.1
na 15 12 incong unrel 1 0 8 j 2 m 0 833.8 0 306.5
na 15 13 incong unrel 1 0 8 b 4 k 0 867.8 1 282.3
na 15 14 incong rel 1 0 6 j 4 j 0 1323.8 1 171.0
na 15 15 cong rel 1 0 8 m 8 m 1 611.9 1 273.0
na 15 16 incong unrel 1 0 4 k 6 m 0 561.3 0 276.0
na 15 17 cong rel 1 0 2 b 2 b 1 470.9 1 132.3
na 15 18 incong unrel 1 0 2 j 8 k 0 1423.1 1 149.1
na 15 19 cong unrel 1 0 8 k 8 m 0 499.6 0 138.9
na 15 20 cong unrel 1 0 4 b 4 j 0 617.0 0 143.7
na 15 21 cong rel 1 0 8 j 8 j 1 1144.1 0 179.8
na 15 22 cong rel 1 0 2 m 2 m 1 427.4 1 139.1
na 15 23 incong rel 1 0 2 j 4 j 0 1176.0 1 151.3
na 15 24 incong rel 1 0 4 b 8 b 1 824.3 1 136.8
na 15 25 cong unrel 1 0 6 m 6 k 1 1291.2 0 1009.2
na 15 26 cong unrel 1 0 2 m 2 j 0 1090.7 1 218.7
na 15 27 incong unrel 1 0 6 k 4 b 0 2663.9 1 148.8
na 15 28 cong unrel 1 0 4 m 4 k 0 685.0 1 149.8
na 15 29 cong rel 1 0 8 j 8 j 1 1368.1 1 345.4
na 15 30 cong unrel 1 0 4 b 4 j 0 518.5 1 208.7
na 15 31 cong unrel 1 0 2 k 2 b 0 778.4 1 203.8
na 15 32 incong rel 1 0 4 k 6 k 0 731.1 0 419.5
na 15 33 cong unrel 1 0 2 m 2 j 0 862.9 1 242.0
na 15 34 cong rel 1 0 8 m 8 m 1 756.0 1 201.4
na 15 35 incong unrel 1 0 6 m 2 k 0 508.9 1 180.7
na 15 36 incong rel 1 0 8 b 4 b 0 1178.8 0 154.8
na 15 37 cong unrel 1 0 2 k 2 b 0 1146.0 1 149.6
na 15 38 incong unrel 1 0 2 b 6 m 0 865.9 0 153.6
na 15 39 cong rel 1 0 6 m 6 m 1 986.7 1 136.5
na 15 40 cong unrel 1 0 8 m 8 b 0 621.6 1 179.6
na 15 41 incong unrel 1 0 6 k 2 b 0 547.2 0 138.9
na 15 42 incong rel 1 0 2 m 6 m 1 784.3 1 134.1
na 15 43 cong unrel 1 0 4 b 4 k 0 769.3 0 134.9
na 15 44 cong unrel 1 0 2 k 2 j 1 687.3 1 129.7
na 15 45 cong unrel 1 0 6 b 6 j 0 432.1 1 181.1
na 15 46 cong rel 1 0 6 k 6 k 1 598.5 1 139.3
na 15 47 cong unrel 1 0 4 m 4 b 0 470.7 0 140.0
na 15 48 cong unrel 1 0 8 b 8 k 0 780.9 0 124.9
