"","idv","iv","dv","exp"
"22961","206","cong",792,"Noel et al._2020_AV"
"22962","206","cong",624.3,"Noel et al._2020_A"
"22970","206","cong",874.7,"Noel et al._2020_A"
"22971","206","cong",537,"Noel et al._2020_AV"
"22976","206","cong",596.9,"Noel et al._2020_AV"
"22979","206","cong",494.8,"Noel et al._2020_A"
"22980","206","incong",1342.2,"Noel et al._2020_V"
"22983","206","cong",1192.4,"Noel et al._2020_A"
"22988","206","cong",629.1,"Noel et al._2020_A"
"22997","206","cong",774.3,"Noel et al._2020_V"
"23000","206","cong",1104.9,"Noel et al._2020_A"
"23002","206","cong",1330.1,"Noel et al._2020_A"
"23004","206","cong",1022.4,"Noel et al._2020_A"
"23007","206","cong",764.8,"Noel et al._2020_A"
"23012","206","incong",601.8,"Noel et al._2020_AV"
"23015","206","cong",542.9,"Noel et al._2020_A"
"23016","206","cong",661.1,"Noel et al._2020_V"
"23019","206","cong",677.9,"Noel et al._2020_V"
"23026","206","cong",1120.7,"Noel et al._2020_A"
"23027","206","cong",539.6,"Noel et al._2020_V"
"23029","206","incong",570,"Noel et al._2020_A"
"23033","206","cong",530.4,"Noel et al._2020_V"
"23034","206","incong",637.4,"Noel et al._2020_A"
"23040","206","cong",541.3,"Noel et al._2020_V"
"23043","206","cong",701.3,"Noel et al._2020_AV"
"23045","206","incong",819.7,"Noel et al._2020_V"
"23048","206","cong",888.9,"Noel et al._2020_AV"
"23050","206","cong",765.8,"Noel et al._2020_A"
"23051","206","cong",658.3,"Noel et al._2020_V"
"23066","206","cong",620.8,"Noel et al._2020_A"
"23067","206","cong",711.6,"Noel et al._2020_A"
"23068","206","cong",546.3,"Noel et al._2020_AV"
"23071","206","cong",849.6,"Noel et al._2020_V"
"23078","206","cong",621.3,"Noel et al._2020_V"
"23079","206","cong",610.5,"Noel et al._2020_V"
"23085","206","cong",946.7,"Noel et al._2020_V"
"23087","206","incong",1059.3,"Noel et al._2020_AV"
"23088","206","incong",598.9,"Noel et al._2020_AV"
"23090","206","cong",649.1,"Noel et al._2020_A"
"23091","206","incong",776,"Noel et al._2020_A"
"23092","206","cong",592,"Noel et al._2020_A"
"23094","206","incong",469.6,"Noel et al._2020_A"
"23101","206","cong",598.1,"Noel et al._2020_A"
"23103","206","cong",594.4,"Noel et al._2020_V"
"23106","206","cong",643.4,"Noel et al._2020_V"
"23107","206","incong",542.5,"Noel et al._2020_V"
"23109","206","cong",1044.6,"Noel et al._2020_A"
"23111","206","cong",675.3,"Noel et al._2020_A"
"23114","206","cong",643.5,"Noel et al._2020_AV"
"23117","206","cong",1054.3,"Noel et al._2020_AV"
"23118","206","cong",596.2,"Noel et al._2020_A"
"23120","206","cong",783.8,"Noel et al._2020_V"
"23121","206","cong",642.4,"Noel et al._2020_A"
"23124","206","cong",782.2,"Noel et al._2020_A"
"23127","206","cong",595.6,"Noel et al._2020_AV"
"23129","206","cong",650.2,"Noel et al._2020_A"
"23130","206","cong",804.7,"Noel et al._2020_V"
"23131","206","incong",492.5,"Noel et al._2020_V"
"23134","206","cong",626.8,"Noel et al._2020_V"
"23135","206","cong",502.1,"Noel et al._2020_A"
"23136","206","cong",479.3,"Noel et al._2020_A"
"23137","206","cong",487.5,"Noel et al._2020_AV"
"23138","206","cong",463.8,"Noel et al._2020_V"
"23141","206","incong",563.4,"Noel et al._2020_A"
"23143","206","cong",597.1,"Noel et al._2020_AV"
"23144","206","cong",484.5,"Noel et al._2020_V"
"23146","206","cong",527.8,"Noel et al._2020_V"
"23147","206","incong",482.4,"Noel et al._2020_V"
"23150","206","cong",1234.5,"Noel et al._2020_V"
"23156","206","cong",811,"Noel et al._2020_V"
"23157","206","cong",574,"Noel et al._2020_V"
"23158","206","cong",526.7,"Noel et al._2020_V"
"23159","206","cong",479.6,"Noel et al._2020_V"
"23162","206","cong",838.7,"Noel et al._2020_V"
"23165","206","cong",742.9,"Noel et al._2020_V"
"23166","206","incong",1293,"Noel et al._2020_V"
"23167","206","cong",573.4,"Noel et al._2020_A"
"23169","206","cong",486.3,"Noel et al._2020_AV"
"23171","206","cong",501.2,"Noel et al._2020_V"
"23172","206","incong",617.6,"Noel et al._2020_V"
"23173","206","cong",681.3,"Noel et al._2020_V"
"23179","206","cong",544.3,"Noel et al._2020_A"
"23180","206","incong",455.5,"Noel et al._2020_A"
"23189","206","cong",578,"Noel et al._2020_A"
"23194","206","cong",538.5,"Noel et al._2020_A"
"23202","206","cong",857.3,"Noel et al._2020_V"
"23203","206","cong",507,"Noel et al._2020_A"
"23219","206","incong",574.8,"Noel et al._2020_A"
"23220","206","incong",449.5,"Noel et al._2020_A"
"23224","206","cong",668.1,"Noel et al._2020_A"
"23228","206","incong",591.1,"Noel et al._2020_V"
"23229","206","incong",530.4,"Noel et al._2020_V"
"23230","206","cong",471.4,"Noel et al._2020_V"
"23231","206","cong",572.5,"Noel et al._2020_V"
"23232","206","cong",625.1,"Noel et al._2020_V"
"23236","206","cong",660.3,"Noel et al._2020_A"
"23237","206","cong",516.9,"Noel et al._2020_AV"
"23240","206","cong",501.3,"Noel et al._2020_A"
"23241","206","cong",530.7,"Noel et al._2020_V"
"23245","206","cong",555.2,"Noel et al._2020_AV"
"23247","206","cong",477.6,"Noel et al._2020_V"
"23250","206","cong",958.4,"Noel et al._2020_V"
"23251","206","cong",586.1,"Noel et al._2020_V"
"23255","206","cong",451.4,"Noel et al._2020_V"
"23257","206","cong",653.9,"Noel et al._2020_AV"
"23259","206","cong",635.1,"Noel et al._2020_V"
"23264","206","cong",559.1,"Noel et al._2020_V"
"23265","206","incong",477.2,"Noel et al._2020_V"
"23267","206","cong",559.6,"Noel et al._2020_A"
"23273","206","cong",1019.6,"Noel et al._2020_V"
"23275","206","cong",643.9,"Noel et al._2020_A"
"23283","206","cong",513.4,"Noel et al._2020_V"
"23293","206","cong",579.8,"Noel et al._2020_A"
"23297","206","incong",545.1,"Noel et al._2020_A"
"23304","206","cong",586.1,"Noel et al._2020_AV"
"23305","206","cong",654.7,"Noel et al._2020_A"
"23307","206","cong",720.3,"Noel et al._2020_V"
"23312","206","incong",590,"Noel et al._2020_AV"
"23314","206","cong",777.9,"Noel et al._2020_AV"
"23315","206","cong",599.9,"Noel et al._2020_V"
"23316","206","cong",549.2,"Noel et al._2020_V"
"23318","206","incong",531.2,"Noel et al._2020_V"
"23323","206","incong",538,"Noel et al._2020_A"
"23324","206","cong",554.2,"Noel et al._2020_AV"
"23325","206","cong",569.8,"Noel et al._2020_V"
"23326","206","cong",491.8,"Noel et al._2020_V"
"23327","206","cong",519.6,"Noel et al._2020_A"
"23329","206","cong",876.9,"Noel et al._2020_V"
"23330","206","cong",626.1,"Noel et al._2020_A"
"23331","206","incong",517.7,"Noel et al._2020_AV"
"23336","206","cong",499.8,"Noel et al._2020_A"
"23337","206","cong",526.1,"Noel et al._2020_A"
"23338","206","cong",509,"Noel et al._2020_V"
"23344","206","incong",524.8,"Noel et al._2020_A"
"23346","206","cong",562.3,"Noel et al._2020_V"
"23348","206","cong",554.3,"Noel et al._2020_A"
"23358","206","cong",676.3,"Noel et al._2020_V"
"23360","206","incong",515.8,"Noel et al._2020_A"
"23363","206","cong",609.7,"Noel et al._2020_A"
"23364","206","cong",678.7,"Noel et al._2020_A"
"23365","206","cong",488.8,"Noel et al._2020_V"
"23371","206","cong",450.2,"Noel et al._2020_A"
"23373","206","cong",582,"Noel et al._2020_V"
"23380","206","cong",534.7,"Noel et al._2020_AV"
"23392","206","cong",482.5,"Noel et al._2020_AV"
"23396","206","cong",448.4,"Noel et al._2020_V"
"23401","206","cong",629.9,"Noel et al._2020_V"
"23405","206","incong",466.7,"Noel et al._2020_V"
"23406","206","cong",575.4,"Noel et al._2020_A"
"23408","206","cong",648.2,"Noel et al._2020_A"
"23412","206","cong",641.8,"Noel et al._2020_A"
"23415","206","cong",690.8,"Noel et al._2020_V"
"23417","206","cong",452,"Noel et al._2020_V"
"23420","206","cong",707.5,"Noel et al._2020_A"
"23422","206","cong",562.9,"Noel et al._2020_V"
"23424","206","cong",502.9,"Noel et al._2020_AV"
"23426","206","cong",553.9,"Noel et al._2020_A"
"23432","206","incong",520.4,"Noel et al._2020_A"
"23433","206","cong",440.8,"Noel et al._2020_A"
"23435","206","cong",501.9,"Noel et al._2020_V"
"23436","206","cong",529.1,"Noel et al._2020_AV"
"23440","206","cong",501.9,"Noel et al._2020_V"
"23442","206","incong",474.6,"Noel et al._2020_V"
"23445","206","cong",558.2,"Noel et al._2020_V"
"23446","206","incong",601.8,"Noel et al._2020_A"
"23448","206","cong",447.9,"Noel et al._2020_V"
"23453","206","cong",474.7,"Noel et al._2020_AV"
"23455","206","cong",535.9,"Noel et al._2020_V"
"23461","206","cong",514.6,"Noel et al._2020_A"
"23467","206","cong",434.9,"Noel et al._2020_A"
"23468","206","cong",488.3,"Noel et al._2020_A"
"23471","206","cong",469.6,"Noel et al._2020_V"
"23473","206","cong",1112.4,"Noel et al._2020_V"
"23490","206","cong",715.1,"Noel et al._2020_A"
"23498","206","cong",562.9,"Noel et al._2020_A"
"23500","206","cong",638.4,"Noel et al._2020_A"
"23501","206","cong",543.7,"Noel et al._2020_V"
"23503","206","cong",519,"Noel et al._2020_AV"
"23504","206","cong",593.5,"Noel et al._2020_A"
"23525","206","cong",564.9,"Noel et al._2020_V"
"23534","206","incong",743.5,"Noel et al._2020_A"
"23546","206","cong",593.9,"Noel et al._2020_A"
"23558","206","cong",637.4,"Noel et al._2020_A"
"23559","206","cong",533.1,"Noel et al._2020_A"
"23564","206","cong",763.2,"Noel et al._2020_A"
"23569","206","cong",634.7,"Noel et al._2020_V"
"23570","206","incong",618.3,"Noel et al._2020_V"
"23571","206","cong",479.6,"Noel et al._2020_A"
"23572","206","cong",499.5,"Noel et al._2020_A"
"23574","206","cong",462.1,"Noel et al._2020_A"
"23579","206","cong",668.4,"Noel et al._2020_V"
"23587","206","cong",614.4,"Noel et al._2020_A"
"23597","206","cong",574.7,"Noel et al._2020_A"
"23599","206","cong",672.5,"Noel et al._2020_V"
"23600","206","cong",856.7,"Noel et al._2020_V"
"23611","206","cong",548.3,"Noel et al._2020_V"
"23614","206","cong",621.4,"Noel et al._2020_A"
"23617","206","cong",600.7,"Noel et al._2020_AV"
"23618","206","cong",1121.9,"Noel et al._2020_A"
"23620","206","cong",531.1,"Noel et al._2020_V"
"23622","206","cong",595.8,"Noel et al._2020_A"
"23634","206","cong",743.6,"Noel et al._2020_AV"
"23643","206","incong",510.9,"Noel et al._2020_V"
"23648","206","cong",756.5,"Noel et al._2020_V"
"23649","206","cong",520.4,"Noel et al._2020_V"
"23652","206","cong",1032.6,"Noel et al._2020_AV"
"23658","206","incong",541.7,"Noel et al._2020_A"
"23661","206","cong",544.1,"Noel et al._2020_V"
"23665","206","cong",548.6,"Noel et al._2020_A"
"23667","206","incong",659.6,"Noel et al._2020_V"
"23675","206","cong",459.2,"Noel et al._2020_A"
"23680","206","cong",652.2,"Noel et al._2020_AV"
"23682","206","cong",714,"Noel et al._2020_AV"
"23685","206","cong",632.2,"Noel et al._2020_A"
"23689","206","cong",928.8,"Noel et al._2020_V"
"23695","206","cong",1394.5,"Noel et al._2020_AV"
"23696","206","cong",1047.5,"Noel et al._2020_V"
"23706","206","cong",712.2,"Noel et al._2020_A"
"23710","206","cong",843.3,"Noel et al._2020_V"
"23712","206","cong",587.2,"Noel et al._2020_V"
"23713","206","cong",559.7,"Noel et al._2020_A"
"23714","206","cong",541.7,"Noel et al._2020_V"
"23715","206","cong",594,"Noel et al._2020_V"
"23724","206","incong",549.3,"Noel et al._2020_A"
"23726","206","cong",511.9,"Noel et al._2020_V"
"23728","206","cong",622.8,"Noel et al._2020_A"
"23730","206","cong",539.1,"Noel et al._2020_A"
"23731","206","cong",753.2,"Noel et al._2020_V"
"23732","206","cong",540.3,"Noel et al._2020_V"
"23733","206","incong",647.2,"Noel et al._2020_V"
"23734","206","cong",664.2,"Noel et al._2020_A"
"23735","206","cong",587.7,"Noel et al._2020_A"
"23736","206","cong",690.3,"Noel et al._2020_V"
"23742","206","incong",613.6,"Noel et al._2020_A"
"23746","206","cong",445,"Noel et al._2020_AV"
"23753","206","incong",674.5,"Noel et al._2020_V"
"23754","206","incong",558.4,"Noel et al._2020_V"
"23756","206","incong",658,"Noel et al._2020_V"
"23759","206","cong",610.5,"Noel et al._2020_A"
"23760","206","cong",458,"Noel et al._2020_A"
"23765","206","cong",698.2,"Noel et al._2020_V"
"23790","206","cong",448.9,"Noel et al._2020_A"
"23791","206","incong",751.8,"Noel et al._2020_V"
"23796","206","incong",727.6,"Noel et al._2020_V"
"23798","206","incong",598.5,"Noel et al._2020_V"
"23812","206","cong",737.1,"Noel et al._2020_V"
"23813","206","cong",589.5,"Noel et al._2020_V"
"23828","206","cong",461.8,"Noel et al._2020_V"
"23831","206","cong",712.5,"Noel et al._2020_A"
"23832","206","cong",676.5,"Noel et al._2020_V"
"23895","206","cong",620.8,"Noel et al._2020_V"
"23921","206","cong",431.8,"Noel et al._2020_V"
"23955","206","incong",631,"Noel et al._2020_V"
"23956","206","cong",522.3,"Noel et al._2020_V"
"23981","206","cong",464.7,"Noel et al._2020_A"
"24013","206","cong",702.6,"Noel et al._2020_AV"
"24016","206","cong",491.5,"Noel et al._2020_V"
"24023","206","cong",421.7,"Noel et al._2020_V"
"24031","206","incong",671.9,"Noel et al._2020_V"
"24036","206","cong",519.8,"Noel et al._2020_A"
"24051","206","cong",628.5,"Noel et al._2020_V"
"24054","206","cong",460,"Noel et al._2020_V"
"24055","206","cong",582.4,"Noel et al._2020_V"
"24059","206","cong",463.4,"Noel et al._2020_V"
"24061","206","cong",606.2,"Noel et al._2020_V"
"24072","206","cong",504.4,"Noel et al._2020_V"
"24082","206","cong",543.7,"Noel et al._2020_V"
"24083","206","cong",533.8,"Noel et al._2020_A"
"24099","206","cong",637.5,"Noel et al._2020_V"
"24108","206","cong",612.5,"Noel et al._2020_V"
"24121","206","cong",715.3,"Noel et al._2020_V"
"24133","206","cong",641,"Noel et al._2020_V"
"24140","206","cong",418.4,"Noel et al._2020_A"
"24146","206","cong",455.9,"Noel et al._2020_V"
"24210","206","incong",639.3,"Noel et al._2020_V"
"24225","206","cong",1368.6,"Noel et al._2020_V"
"24227","206","cong",602.2,"Noel et al._2020_V"
"24230","206","cong",531.7,"Noel et al._2020_V"
"24237","206","cong",506.4,"Noel et al._2020_V"
"24241","206","incong",793,"Noel et al._2020_AV"
"24245","206","incong",555.2,"Noel et al._2020_V"
"24249","206","cong",429.6,"Noel et al._2020_A"
"24250","206","cong",1213.6,"Noel et al._2020_A"
"24259","206","cong",489.3,"Noel et al._2020_V"
"24261","206","incong",411.8,"Noel et al._2020_A"
"24264","206","cong",570.2,"Noel et al._2020_A"
"24303","206","cong",761,"Noel et al._2020_V"
"24329","206","cong",476.6,"Noel et al._2020_V"
"24331","206","cong",561,"Noel et al._2020_V"
"24341","206","incong",470.4,"Noel et al._2020_A"
"24348","206","cong",528.6,"Noel et al._2020_A"
"24362","206","cong",490,"Noel et al._2020_A"
"24386","206","cong",529.6,"Noel et al._2020_V"
"24394","206","incong",418.9,"Noel et al._2020_A"
"24399","206","cong",436,"Noel et al._2020_A"
"24407","206","cong",1181,"Noel et al._2020_A"
"24414","206","cong",642.2,"Noel et al._2020_A"
"24439","206","cong",741.2,"Noel et al._2020_A"
"24441","206","cong",625.5,"Noel et al._2020_V"
"24453","206","cong",509.5,"Noel et al._2020_A"
"24460","206","cong",609.6,"Noel et al._2020_A"
"24462","206","incong",511.3,"Noel et al._2020_A"
"24465","206","cong",401.4,"Noel et al._2020_A"
"24474","206","cong",525.5,"Noel et al._2020_A"
"24493","206","cong",515.4,"Noel et al._2020_V"
"24494","206","cong",523.9,"Noel et al._2020_A"
"24496","206","cong",540.3,"Noel et al._2020_A"
"24499","206","cong",588.7,"Noel et al._2020_AV"
"24500","206","incong",499.7,"Noel et al._2020_A"
"24508","206","incong",496.9,"Noel et al._2020_V"
"24509","206","cong",536.8,"Noel et al._2020_A"
"24510","206","cong",505.4,"Noel et al._2020_V"
"24518","206","cong",524,"Noel et al._2020_A"
"24522","206","cong",539.4,"Noel et al._2020_V"
"24528","206","cong",532,"Noel et al._2020_A"
"24531","206","cong",519.1,"Noel et al._2020_A"
"24535","206","incong",634.8,"Noel et al._2020_AV"
"24538","206","cong",461.4,"Noel et al._2020_A"
"24540","206","cong",548,"Noel et al._2020_V"
"24546","206","cong",462.5,"Noel et al._2020_V"
"24553","206","cong",599.7,"Noel et al._2020_V"
"24554","206","incong",538.2,"Noel et al._2020_A"
"24559","206","cong",567.8,"Noel et al._2020_A"
"24560","206","cong",635.8,"Noel et al._2020_A"
"24562","206","cong",469.3,"Noel et al._2020_A"
"24565","206","incong",569.8,"Noel et al._2020_A"
"24572","206","incong",507.6,"Noel et al._2020_V"
"24582","206","cong",642.9,"Noel et al._2020_V"
"24598","206","cong",638.7,"Noel et al._2020_A"
"24604","206","cong",572.3,"Noel et al._2020_A"
"24606","206","cong",502.3,"Noel et al._2020_AV"
"24608","206","cong",1159.6,"Noel et al._2020_A"
"24618","206","cong",536.5,"Noel et al._2020_A"
"24625","206","incong",752.5,"Noel et al._2020_V"
"24627","206","cong",665,"Noel et al._2020_V"
"24634","206","cong",502.5,"Noel et al._2020_A"
"24640","206","cong",467.6,"Noel et al._2020_A"
"24642","206","incong",1176.4,"Noel et al._2020_V"
"24652","206","cong",572.6,"Noel et al._2020_V"
"24655","206","cong",760.8,"Noel et al._2020_V"
"24657","206","cong",524,"Noel et al._2020_V"
"24660","206","cong",769.6,"Noel et al._2020_AV"
"24664","206","cong",610.2,"Noel et al._2020_A"
"24672","206","cong",766.2,"Noel et al._2020_A"
"24673","206","cong",425.6,"Noel et al._2020_AV"
"24675","206","incong",476.5,"Noel et al._2020_A"
"24677","206","cong",480.8,"Noel et al._2020_A"
"24683","206","cong",531.5,"Noel et al._2020_V"
"24691","206","cong",894.9,"Noel et al._2020_A"
"24693","206","cong",510.6,"Noel et al._2020_A"
"24697","206","cong",636.4,"Noel et al._2020_AV"
"24700","206","cong",1181.9,"Noel et al._2020_A"
"24706","206","cong",619.2,"Noel et al._2020_V"
"24708","206","cong",487.4,"Noel et al._2020_A"
"24711","206","cong",444.2,"Noel et al._2020_V"
"24713","206","cong",673,"Noel et al._2020_V"
"24721","206","cong",790.1,"Noel et al._2020_A"
"24737","206","cong",468.6,"Noel et al._2020_V"
"24739","206","cong",441.3,"Noel et al._2020_A"
"24760","206","cong",514.2,"Noel et al._2020_A"
"24762","206","incong",524.4,"Noel et al._2020_A"
"24766","206","cong",501.6,"Noel et al._2020_A"
"24785","206","cong",484.2,"Noel et al._2020_AV"
"24787","206","cong",586.6,"Noel et al._2020_A"
"24788","206","incong",643.1,"Noel et al._2020_AV"
"24789","206","incong",492,"Noel et al._2020_A"
"24793","206","cong",586.5,"Noel et al._2020_A"
"24819","206","cong",1077.5,"Noel et al._2020_AV"
"24820","206","cong",628.8,"Noel et al._2020_A"
"24823","206","cong",538.7,"Noel et al._2020_A"
"24828","206","incong",1412.4,"Noel et al._2020_V"
"24831","206","cong",506.5,"Noel et al._2020_V"
"24833","206","cong",511.8,"Noel et al._2020_AV"
"24837","206","cong",585,"Noel et al._2020_A"
"24840","206","cong",451.2,"Noel et al._2020_A"
"24844","206","cong",553.7,"Noel et al._2020_A"
"24851","206","incong",532.2,"Noel et al._2020_AV"
"24853","206","cong",550.9,"Noel et al._2020_A"
"24859","206","incong",491.6,"Noel et al._2020_A"
"24860","206","cong",509.6,"Noel et al._2020_A"
"24861","206","cong",504.8,"Noel et al._2020_A"
"24862","206","cong",469,"Noel et al._2020_A"
"24869","206","cong",701.5,"Noel et al._2020_A"
"24874","206","cong",566.2,"Noel et al._2020_A"
"24878","206","cong",611,"Noel et al._2020_V"
"24883","206","cong",459.7,"Noel et al._2020_V"
"24889","206","cong",579.4,"Noel et al._2020_A"
"24893","206","cong",737.4,"Noel et al._2020_AV"
"24897","206","cong",413.3,"Noel et al._2020_V"
"24902","206","incong",563.8,"Noel et al._2020_V"
"24903","206","cong",471.3,"Noel et al._2020_A"
"24908","206","cong",519.3,"Noel et al._2020_A"
"24909","206","incong",441,"Noel et al._2020_V"
"24910","206","incong",493.1,"Noel et al._2020_A"
"24912","206","cong",499.5,"Noel et al._2020_V"
"24916","206","incong",573.4,"Noel et al._2020_V"
"24921","206","cong",502.5,"Noel et al._2020_A"
"24927","206","cong",885.6,"Noel et al._2020_V"
"24939","206","cong",788,"Noel et al._2020_A"
"24950","206","cong",455.2,"Noel et al._2020_V"
"24952","206","incong",512.4,"Noel et al._2020_V"
"24953","206","cong",555.9,"Noel et al._2020_A"
"24956","206","cong",463.4,"Noel et al._2020_A"
"24967","206","cong",465,"Noel et al._2020_V"
"24976","206","cong",1136.9,"Noel et al._2020_A"
"24999","206","cong",459.2,"Noel et al._2020_A"
"25003","206","cong",663.8,"Noel et al._2020_AV"
"25017","206","cong",578.7,"Noel et al._2020_A"
"25035","206","incong",521.5,"Noel et al._2020_A"
"25046","206","cong",452.7,"Noel et al._2020_A"
"25051","206","cong",589,"Noel et al._2020_A"
"25055","206","cong",540,"Noel et al._2020_V"
"25066","206","incong",533.5,"Noel et al._2020_A"
"25069","206","incong",738.9,"Noel et al._2020_A"
"25072","206","cong",747,"Noel et al._2020_AV"
"25077","206","cong",602.1,"Noel et al._2020_V"
"25079","206","cong",473.4,"Noel et al._2020_A"
"25081","206","incong",484.2,"Noel et al._2020_V"
"25085","206","incong",451.5,"Noel et al._2020_A"
"25105","206","cong",584.8,"Noel et al._2020_A"
"25108","206","cong",417.5,"Noel et al._2020_A"
"25110","206","cong",516.2,"Noel et al._2020_A"
"25111","206","cong",467.4,"Noel et al._2020_A"
"25116","206","cong",1321.4,"Noel et al._2020_V"
"25123","206","cong",447.1,"Noel et al._2020_V"
"25133","206","cong",578.6,"Noel et al._2020_A"
"25136","206","cong",530.5,"Noel et al._2020_A"
"25151","206","cong",842.4,"Noel et al._2020_A"
"25158","206","incong",1116.9,"Noel et al._2020_A"
"25164","206","cong",468.9,"Noel et al._2020_A"
"25166","206","cong",488.1,"Noel et al._2020_A"
"25170","206","cong",428.9,"Noel et al._2020_A"
"25173","206","incong",458.3,"Noel et al._2020_A"
"25178","206","incong",498.7,"Noel et al._2020_V"
"25183","206","cong",628.4,"Noel et al._2020_A"
"25185","206","cong",465,"Noel et al._2020_AV"
"25186","206","cong",463.6,"Noel et al._2020_V"
"25187","206","cong",466.2,"Noel et al._2020_A"
"25190","206","incong",442.9,"Noel et al._2020_A"
"25194","206","cong",567.9,"Noel et al._2020_V"
"25195","206","cong",482,"Noel et al._2020_A"
"25207","206","incong",577,"Noel et al._2020_A"
"25210","206","cong",588.5,"Noel et al._2020_A"
"25213","206","incong",505.2,"Noel et al._2020_V"
"25215","206","cong",472.1,"Noel et al._2020_A"
"25216","206","incong",463.3,"Noel et al._2020_A"
"25218","206","cong",469.3,"Noel et al._2020_A"
"25221","206","cong",572.4,"Noel et al._2020_AV"
"25225","206","incong",466.7,"Noel et al._2020_A"
"25227","206","cong",573.7,"Noel et al._2020_A"
"25237","206","cong",607.8,"Noel et al._2020_A"
"25244","206","cong",551.6,"Noel et al._2020_A"
"25248","206","cong",538,"Noel et al._2020_AV"
"25250","206","cong",473.4,"Noel et al._2020_V"
"25252","206","cong",454.2,"Noel et al._2020_A"
"25255","206","cong",528.3,"Noel et al._2020_AV"
"25261","206","cong",484.3,"Noel et al._2020_V"
"25268","206","cong",494.2,"Noel et al._2020_A"
"25270","206","cong",531.8,"Noel et al._2020_A"
"25271","206","cong",420.3,"Noel et al._2020_A"
"25273","206","cong",418.6,"Noel et al._2020_AV"
"25278","206","cong",748.9,"Noel et al._2020_A"
"25282","206","cong",497.9,"Noel et al._2020_A"
"25283","206","cong",514.5,"Noel et al._2020_AV"
"25286","206","cong",483.3,"Noel et al._2020_AV"
"25288","206","cong",439.2,"Noel et al._2020_A"
"25290","206","cong",539.5,"Noel et al._2020_A"
"25292","206","cong",451.7,"Noel et al._2020_V"
"25293","206","incong",491.2,"Noel et al._2020_V"
"25296","206","cong",430.4,"Noel et al._2020_V"
"25300","206","cong",481.5,"Noel et al._2020_A"
"25308","206","cong",409.1,"Noel et al._2020_A"
"25317","206","cong",478,"Noel et al._2020_V"
"25318","206","cong",451.6,"Noel et al._2020_AV"
"25323","206","cong",448.1,"Noel et al._2020_A"
"25330","206","cong",498.3,"Noel et al._2020_A"
"25331","206","cong",460.9,"Noel et al._2020_A"
"25353","206","cong",408.7,"Noel et al._2020_A"
"25359","206","cong",475.2,"Noel et al._2020_V"
"25361","206","cong",538.5,"Noel et al._2020_A"
"25366","206","cong",457.4,"Noel et al._2020_A"
"25368","206","incong",449.4,"Noel et al._2020_A"
"25369","206","incong",409.1,"Noel et al._2020_A"
"25374","206","cong",493,"Noel et al._2020_A"
"25378","206","cong",469.7,"Noel et al._2020_A"
"25381","206","incong",530.6,"Noel et al._2020_V"
"25383","206","cong",554.9,"Noel et al._2020_V"
"25388","206","cong",454.8,"Noel et al._2020_A"
"25399","206","cong",551.9,"Noel et al._2020_A"
"25403","206","cong",475.2,"Noel et al._2020_A"
"25409","206","cong",415.7,"Noel et al._2020_A"
"25410","206","cong",398.6,"Noel et al._2020_A"
"25411","206","cong",444.3,"Noel et al._2020_A"
"25413","206","cong",398.7,"Noel et al._2020_V"
"25417","206","cong",925,"Noel et al._2020_A"
"25427","206","cong",672.8,"Noel et al._2020_V"
"25438","206","cong",640.5,"Noel et al._2020_V"
"25446","206","cong",500.6,"Noel et al._2020_A"
"25450","206","incong",647.8,"Noel et al._2020_A"
"25452","206","cong",470.6,"Noel et al._2020_A"
"25464","206","cong",451.2,"Noel et al._2020_A"
"25473","206","incong",471.6,"Noel et al._2020_A"
"25475","206","cong",439.5,"Noel et al._2020_A"
"25498","206","cong",461.2,"Noel et al._2020_V"
"25500","206","cong",439.7,"Noel et al._2020_A"
"25508","206","cong",462.3,"Noel et al._2020_V"
"25512","206","cong",592.7,"Noel et al._2020_A"
"25515","206","cong",404.9,"Noel et al._2020_AV"
"25518","206","incong",493.1,"Noel et al._2020_V"
"25527","206","cong",884.5,"Noel et al._2020_V"
"25531","206","incong",524.6,"Noel et al._2020_A"
"25533","206","cong",434.5,"Noel et al._2020_V"
"25534","206","cong",422.5,"Noel et al._2020_V"
"25536","206","cong",458,"Noel et al._2020_V"
"25537","206","cong",510.3,"Noel et al._2020_V"
"25544","206","incong",430.5,"Noel et al._2020_A"
"25545","206","cong",685.7,"Noel et al._2020_A"
"25553","206","cong",465.5,"Noel et al._2020_A"
"25558","206","cong",576.2,"Noel et al._2020_AV"
"25559","206","cong",506.9,"Noel et al._2020_A"
"25560","206","cong",405.6,"Noel et al._2020_A"
"25561","206","incong",647.4,"Noel et al._2020_A"
"25580","206","cong",443.5,"Noel et al._2020_A"
"25587","206","cong",651.7,"Noel et al._2020_V"
"25590","206","cong",499.9,"Noel et al._2020_V"
"25599","206","cong",452.1,"Noel et al._2020_V"
"25601","206","cong",436,"Noel et al._2020_A"
"25602","206","incong",460.9,"Noel et al._2020_V"
"25605","206","cong",437.8,"Noel et al._2020_V"
"25606","206","cong",497,"Noel et al._2020_V"
"25607","206","incong",462,"Noel et al._2020_V"
"25609","206","cong",445.5,"Noel et al._2020_AV"
"25616","206","cong",645.6,"Noel et al._2020_A"
"25618","206","incong",437.3,"Noel et al._2020_AV"
"25620","206","cong",430.6,"Noel et al._2020_A"
"25624","206","incong",534.7,"Noel et al._2020_AV"
"25628","206","cong",454.8,"Noel et al._2020_A"
"25649","206","cong",674.3,"Noel et al._2020_A"
