"Subject" "TrialNr" "Arrow" "ArrowTask.CRESP" "ArrowTask.RESP" "ArrowTask.ACC" "ArrowTask.RT" "Target" "Distractor" "Task" "TypeOfRelation" "Relatedness" "Word" "WordColor" "Picture" "PictureColor" "VoiceTask.RT" "WordError" "SpeechError" "IncorrectTrigger" "AnyError"
17 116 "right" 2 2 1 369 "molen" "fabriek" "pic" "semantic" "related" "fabriek" "red" "molen_green.bmp" "green" 997.3 0 0 0 0
17 117 "right" 2 2 1 262 "potlood" "vulpen" "pic" "semantic" "related" "vulpen" "red" "potlood_green.bmp" "green" 1624.3 0 0 0 0
17 118 "left" 1 1 1 484 "tafel" "taco" "pic" "phonological" "related" "taco" "red" "tafel_green.bmp" "green" 963.3 0 0 0 0
17 119 "left" 1 1 1 126 "appel" "sandaal" "pic" "semantic" "unrelated" "sandaal" "red" "appel_green.bmp" "green" 1194.3 0 0 0 0
17 120 "left" 1 1 1 510 "toren" "circus" "pic" "phonological" "unrelated" "circus" "red" "toren_green.bmp" "green" 1128.3 0 0 0 0
17 121 "left" 1 1 1 698 "tafel" "zebra" "word" "phonological" "unrelated" "tafel" "green" "zebra_red.bmp" "red" 1139.3 0 0 0 0
17 122 "left" 1 1 1 688 "pistool" "molen" "word" "semantic" "unrelated" "pistool" "green" "molen_red.bmp" "red" 1012.3 0 0 0 0
17 123 "right" 2 2 1 681 "wapen" "bezem" "word" "phonological" "unrelated" "wapen" "green" "bezem_red.bmp" "red" 1049.3 0 0 0 0
17 124 "left" 1 1 1 329 "fabriek" "molen" "word" "semantic" "related" "fabriek" "green" "molen_red.bmp" "red" 848.3 0 0 0 0
17 125 "left" 1 1 1 343 "appel" "sandaal" "word" "semantic" "unrelated" "appel" "green" "sandaal_red.bmp" "red" 1080.3 0 0 0 0
17 126 "right" 2 2 1 654 "konijn" "schildpad" "pic" "semantic" "related" "schildpad" "red" "konijn_green.bmp" "green" 1109.3 0 0 0 0
17 127 "right" 2 2 1 428 "zegel" "zebra" "pic" "phonological" "related" "zebra" "red" "zegel_green.bmp" "green" 1113.3 0 0 0 0
17 128 "right" 2 2 1 532 "kabel" "kano" "word" "phonological" "related" "kabel" "green" "kano_red.bmp" "red" 1067.3 0 0 0 0
17 129 "right" 2 2 1 423 "rugby" "koning" "word" "phonological" "unrelated" "rugby" "green" "koning_red.bmp" "red" 1270.3 0 0 0 0
17 130 "right" 2 2 1 436 "auto" "vliegtuig" "pic" "semantic" "related" "vliegtuig" "red" "auto_green.bmp" "green" 897.3 0 0 0 0
17 131 "left" 1 1 1 550 "kogel" "koning" "pic" "phonological" "related" "koning" "red" "kogel_green.bmp" "green" 1990.3 0 0 0 0
17 132 "left" 1 1 1 472 "zwemvlies" "banaan" "pic" "semantic" "unrelated" "banaan" "red" "zwemvlies_green.bmp" "green" 922.3 0 0 0 0
17 133 "right" 2 2 1 274 "pistool" "kanon" "pic" "semantic" "related" "kanon" "red" "pistool_green.bmp" "green" 1290.3 0 0 0 0
17 134 "left" 1 1 1 476 "zwemvlies" "banaan" "word" "semantic" "unrelated" "zwemvlies" "green" "banaan_red.bmp" "red" 1128.3 0 0 0 0
17 135 "left" 1 1 1 270 "circus" "cirkel" "word" "phonological" "related" "circus" "green" "cirkel_red.bmp" "red" 1015.3 0 0 0 0
17 136 "left" 1 1 1 339 "koning" "rugby" "pic" "phonological" "unrelated" "rugby" "red" "koning_green.bmp" "green" 854.3 0 0 0 0
17 137 "left" 1 1 1 452 "auto" "konijn" "pic" "semantic" "unrelated" "konijn" "red" "auto_green.bmp" "green" 1021.3 0 0 0 0
17 138 "left" 1 1 1 342 "zebra" "tafel" "pic" "phonological" "unrelated" "tafel" "red" "zebra_green.bmp" "green" 1074.3 0 0 0 0
17 139 "right" 2 2 1 373 "cello" "trompet" "pic" "semantic" "related" "trompet" "red" "cello_green.bmp" "green" 1007.3 0 0 0 0
17 140 "left" 1 1 1 573 "sandaal" "zwemvlies" "pic" "semantic" "related" "zwemvlies" "red" "sandaal_green.bmp" "green" 1220.3 0 0 0 0
17 141 "right" 2 2 1 383 "taco" "tafel" "pic" "phonological" "related" "tafel" "red" "taco_green.bmp" "green" 995.3 0 0 0 0
17 142 "left" 1 1 1 276 "totem" "cirkel" "pic" "phonological" "unrelated" "cirkel" "red" "totem_green.bmp" "green" 943.3 0 0 0 0
17 143 "left" 1 1 1 271 "appel" "banaan" "pic" "semantic" "related" "banaan" "red" "appel_green.bmp" "green" 1091.3 0 0 0 0
17 144 "right" 2 2 1 249 "vliegtuig" "schildpad" "pic" "semantic" "unrelated" "schildpad" "red" "vliegtuig_green.bmp" "green" 1305.3 0 0 0 0
17 145 "right" 2 2 1 652 "rugby" "rugzak" "word" "phonological" "related" "rugby" "green" "rugzak_red.bmp" "red" 869.3 0 0 0 0
17 146 "right" 2 2 1 642 "bezem" "beker" "word" "phonological" "related" "bezem" "green" "beker_red.bmp" "red" 827.3 0 0 0 0
17 147 "right" 2 2 1 451 "kogel" "koning" "word" "phonological" "related" "kogel" "green" "koning_red.bmp" "red" 835.3 0 0 0 0
17 148 "left" 1 1 1 360 "zegel" "taco" "word" "phonological" "unrelated" "zegel" "green" "taco_red.bmp" "red" 872.3 0 0 0 0
17 149 "right" 2 2 1 1109 "rugzak" "rugby" "pic" "phonological" "related" "rugby" "red" "rugzak_green.bmp" "green" 1524.3 0 0 0 0
17 150 "left" 1 1 1 719 "bureau" "beitel" "pic" "semantic" "unrelated" "beitel" "red" "bureau_green.bmp" "green" 1141.3 0 0 0 0
17 151 "right" 2 2 1 745 "lelie" "lepel" "word" "phonological" "related" "lelie" "green" "lepel_red.bmp" "red" 667.3 0 0 0 0
17 152 "right" 2 2 1 428 "banaan" "zwemvlies" "pic" "semantic" "unrelated" "zwemvlies" "red" "banaan_green.bmp" "green" 1450.3 0 0 0 0
17 153 "left" 1 1 1 448 "kanon" "fabriek" "word" "semantic" "unrelated" "kanon" "green" "fabriek_red.bmp" "red" 936.3 0 0 0 0
17 154 "left" 1 1 1 546 "hamer" "zetel" "pic" "semantic" "unrelated" "zetel" "red" "hamer_green.bmp" "green" 1655.3 0 0 0 0
17 155 "left" 1 1 1 838 "vulpen" "potlood" "word" "semantic" "related" "vulpen" "green" "potlood_red.bmp" "red" 940.3 0 0 0 0
17 156 "left" 1 1 1 451 "tafel" "taco" "word" "phonological" "related" "tafel" "green" "taco_red.bmp" "red" 1122.3 0 0 0 0
17 157 "left" 1 1 1 749 "waaier" "wapen" "pic" "phonological" "related" "wapen" "red" "waaier_green.bmp" "green" 1373.3 0 0 0 0
17 158 "right" 2 2 1 551 "koning" "kogel" "word" "phonological" "related" "koning" "green" "kogel_red.bmp" "red" 750.3 0 0 0 0
17 159 "left" 1 1 1 416 "vulpen" "trompet" "pic" "semantic" "unrelated" "trompet" "red" "vulpen_green.bmp" "green" 1161.3 0 0 0 0
17 160 "right" 2 2 1 502 "zebra" "zegel" "pic" "phonological" "related" "zegel" "red" "zebra_green.bmp" "green" 1105.3 0 0 0 0
18 1 "left" 1 1 1 511 "appel" "banaan" "pic" "semantic" "related" "banaan" "red" "appel_green.bmp" "green" 1533.3 0 0 0 0
18 2 "right" 2 2 1 512 "konijn" "schildpad" "word" "semantic" "related" "konijn" "green" "schildpad_red.bmp" "red" 1077.3 0 0 0 0
18 3 "right" 2 2 1 517 "sandaal" "zwemvlies" "pic" "semantic" "related" "zwemvlies" "red" "sandaal_green.bmp" "green" 1169.3 0 0 0 0
18 4 "left" 1 1 1 270 "zetel" "hamer" "word" "semantic" "unrelated" "zetel" "green" "hamer_red.bmp" "red" 921.3 0 0 0 0
18 5 "left" 1 1 1 314 "lepel" "lelie" "word" "phonological" "related" "lepel" "green" "lelie_red.bmp" "red" 1023.3 0 0 0 0
18 6 "left" 1 1 1 302 "vulpen" "potlood" "word" "semantic" "related" "vulpen" "green" "potlood_red.bmp" "red" 887.3 0 0 0 0
18 7 "right" 2 2 1 476 "kano" "kabel" "word" "phonological" "related" "kano" "green" "kabel_red.bmp" "red" 803.3 0 0 0 0
18 8 "right" 2 2 1 469 "bezem" "beker" "word" "phonological" "related" "bezem" "green" "beker_red.bmp" "red" 765.3 0 0 0 0
18 9 "left" 1 1 1 779 "sandaal" "appel" "pic" "semantic" "unrelated" "appel" "red" "sandaal_green.bmp" "green" 984.3 0 1 0 1
18 10 "left" 1 1 1 321 "kabel" "kano" "word" "phonological" "related" "kabel" "green" "kano_red.bmp" "red" 919.3 0 0 0 0
18 11 "left" 1 1 1 219 "kanon" "fabriek" "pic" "semantic" "unrelated" "fabriek" "red" "kanon_green.bmp" "green" 933.3 0 0 0 0
18 12 "right" 2 2 1 357 "schildpad" "konijn" "pic" "semantic" "related" "konijn" "red" "schildpad_green.bmp" "green" 1099.3 0 0 0 0
18 13 "right" 2 2 1 189 "appel" "banaan" "word" "semantic" "related" "appel" "green" "banaan_red.bmp" "red" 742.3 0 0 0 0
18 14 "left" 1 1 1 234 "auto" "konijn" "pic" "semantic" "unrelated" "konijn" "red" "auto_green.bmp" "green" 976.3 0 0 0 0
18 15 "left" 1 1 1 264 "sandaal" "zwemvlies" "word" "semantic" "related" "sandaal" "green" "zwemvlies_red.bmp" "red" 764.3 0 0 0 0
18 16 "right" 2 2 1 265 "cello" "potlood" "word" "semantic" "unrelated" "cello" "green" "potlood_red.bmp" "red" 885.3 0 0 0 0
18 17 "left" 1 1 1 299 "bezem" "wapen" "word" "phonological" "unrelated" "bezem" "green" "wapen_red.bmp" "red" 776.3 0 0 0 0
18 18 "left" 1 1 1 150 "kano" "kabel" "pic" "phonological" "related" "kabel" "red" "kano_green.bmp" "green" 871.3 0 0 0 0
18 19 "right" 2 2 1 517 "totem" "toren" "pic" "phonological" "related" "toren" "red" "totem_green.bmp" "green" 823.3 0 0 0 0
18 20 "right" 2 2 1 268 "kanon" "pistool" "word" "semantic" "related" "kanon" "green" "pistool_red.bmp" "red" 813.3 0 0 0 0
18 21 "left" 1 1 1 177 "beker" "bezem" "word" "phonological" "related" "beker" "green" "bezem_red.bmp" "red" 703.3 0 0 0 0
18 22 "left" 1 1 1 125 "bureau" "zetel" "pic" "semantic" "related" "zetel" "red" "bureau_green.bmp" "green" 1057.3 0 0 0 0
18 23 "right" 2 2 1 181 "kanon" "fabriek" "word" "semantic" "unrelated" "kanon" "green" "fabriek_red.bmp" "red" 662.3 0 0 0 0
18 24 "right" 2 2 1 148 "vulpen" "trompet" "word" "semantic" "unrelated" "vulpen" "green" "trompet_red.bmp" "red" 740.3 0 0 0 0
18 25 "left" 1 1 1 105 "koning" "kogel" "word" "phonological" "related" "koning" "green" "kogel_red.bmp" "red" 726.3 0 0 0 0
18 26 "left" 1 1 1 262 "lelie" "kabel" "word" "phonological" "unrelated" "lelie" "green" "kabel_red.bmp" "red" 864.3 0 0 0 0
18 27 "right" 2 2 1 137 "zebra" "tafel" "pic" "phonological" "unrelated" "tafel" "red" "zebra_green.bmp" "green" 1014.3 0 0 0 0
18 28 "left" 1 1 1 14 "potlood" "vulpen" "pic" "semantic" "related" "vulpen" "red" "potlood_green.bmp" "green" 1413.3 0 0 0 0
18 29 "right" 2 2 1 115 "molen" "fabriek" "word" "semantic" "related" "molen" "green" "fabriek_red.bmp" "red" 799.3 0 0 0 0
18 30 "right" 2 2 1 239 "lelie" "lepel" "word" "phonological" "related" "lelie" "green" "lepel_red.bmp" "red" 745.3 0 0 0 0
18 31 "right" 2 2 1 199 "hamer" "zetel" "pic" "semantic" "unrelated" "zetel" "red" "hamer_green.bmp" "green" 1124.3 0 0 0 0
18 32 "left" 1 1 1 624 "auto" "vliegtuig" "word" "semantic" "related" "auto" "green" "vliegtuig_red.bmp" "red" 910.3 0 0 0 0
18 33 "left" 1 1 1 73 "taco" "tafel" "word" "phonological" "related" "taco" "green" "tafel_red.bmp" "red" 778.3 0 0 0 0
18 34 "right" 2 2 1 115 "potlood" "vulpen" "word" "semantic" "related" "potlood" "green" "vulpen_red.bmp" "red" 745.3 0 0 0 0
18 35 "right" 2 2 1 390 "konijn" "auto" "word" "semantic" "unrelated" "konijn" "green" "auto_red.bmp" "red" 834.3 0 0 0 0
18 36 "right" 2 2 1 409 "molen" "pistool" "word" "semantic" "unrelated" "molen" "green" "pistool_red.bmp" "red" 817.3 0 0 0 0
18 37 "right" 2 2 1 199 "zegel" "taco" "pic" "phonological" "unrelated" "taco" "red" "zegel_green.bmp" "green" 924.3 0 0 0 0
18 38 "right" 2 2 1 169 "totem" "toren" "word" "phonological" "related" "totem" "green" "toren_red.bmp" "red" 848.3 0 0 0 0
18 39 "left" 1 1 1 381 "kabel" "lelie" "word" "phonological" "unrelated" "kabel" "green" "lelie_red.bmp" "red" 770.3 0 0 0 0
18 40 "left" 1 1 1 188 "waaier" "beker" "word" "phonological" "unrelated" "waaier" "green" "beker_red.bmp" "red" 643.3 0 0 0 0
18 41 "left" 1 1 1 323 "rugzak" "kogel" "pic" "phonological" "unrelated" "kogel" "red" "rugzak_green.bmp" "green" 1214.3 0 0 0 0
18 42 "right" 2 2 1 140 "koning" "rugby" "word" "phonological" "unrelated" "koning" "green" "rugby_red.bmp" "red" 841.3 0 0 0 0
18 43 "right" 2 2 1 260 "tafel" "taco" "word" "phonological" "related" "tafel" "green" "taco_red.bmp" "red" 941.3 0 0 0 0
18 44 "right" 2 2 1 202 "sandaal" "appel" "word" "semantic" "unrelated" "sandaal" "green" "appel_red.bmp" "red" 788.3 0 0 0 0
18 45 "right" 2 2 1 213 "bureau" "beitel" "pic" "semantic" "unrelated" "beitel" "red" "bureau_green.bmp" "green" 1533.3 0 0 0 0
18 46 "right" 2 2 1 61 "taco" "zegel" "pic" "phonological" "unrelated" "zegel" "red" "taco_green.bmp" "green" 906.3 0 0 0 0
18 47 "right" 2 2 1 214 "rugby" "rugzak" "pic" "phonological" "related" "rugzak" "red" "rugby_green.bmp" "green" 1065.3 0 0 0 0
18 48 "left" 1 1 1 108 "beker" "bezem" "pic" "phonological" "related" "bezem" "red" "beker_green.bmp" "green" 1076.3 0 0 0 0
18 49 "left" 1 1 1 179 "zetel" "hamer" "pic" "semantic" "unrelated" "hamer" "red" "zetel_green.bmp" "green" 1095.3 0 0 0 0
18 50 "left" 1 1 1 678 "cello" "trompet" "word" "semantic" "related" "cello" "green" "trompet_red.bmp" "red" 849.3 0 0 0 0
18 51 "right" 2 2 1 247 "appel" "sandaal" "word" "semantic" "unrelated" "appel" "green" "sandaal_red.bmp" "red" 978.3 0 0 0 0
18 52 "right" 2 2 1 75 "zegel" "zebra" "word" "phonological" "related" "zegel" "green" "zebra_red.bmp" "red" 1147.3 0 0 0 0
18 53 "right" 2 2 1 168 "kabel" "kano" "pic" "phonological" "related" "kano" "red" "kabel_green.bmp" "green" 883.3 0 0 0 0
18 54 "right" 2 2 1 86 "totem" "cirkel" "word" "phonological" "unrelated" "totem" "green" "cirkel_red.bmp" "red" 873.3 0 0 0 0
18 55 "right" 2 2 1 150 "molen" "fabriek" "pic" "semantic" "related" "fabriek" "red" "molen_green.bmp" "green" 1015.3 0 0 0 0
18 56 "right" 2 2 1 235 "wapen" "waaier" "word" "phonological" "related" "wapen" "green" "waaier_red.bmp" "red" 838.3 0 0 0 0
18 57 "left" 1 1 1 108 "bureau" "beitel" "word" "semantic" "unrelated" "bureau" "green" "beitel_red.bmp" "red" 795.3 0 0 0 0
18 58 "left" 1 1 1 127 "taco" "tafel" "pic" "phonological" "related" "tafel" "red" "taco_green.bmp" "green" 757.3 0 0 0 0
18 59 "left" 1 1 1 88 "pistool" "kanon" "pic" "semantic" "related" "kanon" "red" "pistool_green.bmp" "green" 1660.3 0 0 0 0
18 60 "right" 2 2 1 106 "toren" "circus" "word" "phonological" "unrelated" "toren" "green" "circus_red.bmp" "red" 988.3 0 0 0 0
18 61 "left" 1 1 1 131 "zwemvlies" "sandaal" "pic" "semantic" "related" "sandaal" "red" "zwemvlies_green.bmp" "green" 1132.3 0 0 0 0
18 62 "right" 2 2 1 280 "waaier" "wapen" "word" "phonological" "related" "waaier" "green" "wapen_red.bmp" "red" 759.3 0 0 0 0
18 63 "left" 1 1 1 255 "zwemvlies" "banaan" "word" "semantic" "unrelated" "zwemvlies" "green" "banaan_red.bmp" "red" 804.3 0 0 0 0
18 64 "left" 1 1 1 2215 "cirkel" "totem" "pic" "phonological" "unrelated" "totem" "red" "cirkel_green.bmp" "green" 1002.3 0 0 0 0
18 65 "left" 1 1 1 194 "rugzak" "kogel" "word" "phonological" "unrelated" "rugzak" "green" "kogel_red.bmp" "red" 759.3 0 0 0 0
18 66 "right" 2 2 1 177 "rugby" "koning" "pic" "phonological" "unrelated" "koning" "red" "rugby_green.bmp" "green" 850.3 0 0 0 0
18 67 "right" 2 2 1 183 "lepel" "kano" "word" "phonological" "unrelated" "lepel" "green" "kano_red.bmp" "red" 909.3 0 0 0 0
18 68 "right" 2 2 1 354 "bureau" "zetel" "word" "semantic" "related" "bureau" "green" "zetel_red.bmp" "red" 1086.3 0 0 0 0
18 69 "right" 2 2 1 484 "lelie" "kabel" "pic" "phonological" "unrelated" "kabel" "red" "lelie_green.bmp" "green" 842.3 0 0 0 0
18 70 "right" 2 2 1 170 "rugby" "rugzak" "word" "phonological" "related" "rugby" "green" "rugzak_red.bmp" "red" 917.3 0 0 0 0
18 71 "left" 1 1 1 302 "vliegtuig" "auto" "word" "semantic" "related" "vliegtuig" "green" "auto_red.bmp" "red" 949.3 0 0 0 0
18 72 "right" 2 2 1 280 "cirkel" "circus" "pic" "phonological" "related" "circus" "red" "cirkel_green.bmp" "green" 955.3 0 0 0 0
18 73 "right" 2 2 1 68 "vliegtuig" "auto" "pic" "semantic" "related" "auto" "red" "vliegtuig_green.bmp" "green" 1213.3 0 0 0 0
18 74 "right" 2 2 1 25 "pistool" "molen" "word" "semantic" "unrelated" "pistool" "green" "molen_red.bmp" "red" 1113.3 0 0 0 0
18 75 "right" 2 2 1 306 "beker" "waaier" "pic" "phonological" "unrelated" "waaier" "red" "beker_green.bmp" "green" 837.3 0 0 0 0
18 76 "left" 1 1 1 247 "toren" "totem" "word" "phonological" "related" "toren" "green" "totem_red.bmp" "red" 726.3 0 0 0 0
18 77 "right" 2 2 1 249 "trompet" "cello" "pic" "semantic" "related" "cello" "red" "trompet_green.bmp" "green" 2022.3 0 0 0 0
18 78 "right" 2 2 1 217 "wapen" "bezem" "pic" "phonological" "unrelated" "bezem" "red" "wapen_green.bmp" "green" 1056.3 0 0 0 0
18 79 "left" 1 1 1 94 "pistool" "kanon" "word" "semantic" "related" "pistool" "green" "kanon_red.bmp" "red" 859.3 0 0 0 0
18 80 "right" 2 2 1 948 "appel" "sandaal" "pic" "semantic" "unrelated" "sandaal" "red" "appel_green.bmp" "green" 1154.3 0 0 0 0
18 81 "left" 1 1 1 188 "vulpen" "trompet" "pic" "semantic" "unrelated" "trompet" "red" "vulpen_green.bmp" "green" 1124.3 0 0 0 0
18 82 "right" 2 2 1 233 "vliegtuig" "schildpad" "word" "semantic" "unrelated" "vliegtuig" "green" "schildpad_red.bmp" "red" 1363.3 0 0 0 0
18 83 "right" 2 2 1 128 "hamer" "beitel" "pic" "semantic" "related" "beitel" "red" "hamer_green.bmp" "green" 1904.3 0 0 0 0
18 84 "right" 2 2 1 252 "kanon" "pistool" "pic" "semantic" "related" "pistool" "red" "kanon_green.bmp" "green" 1058.3 0 0 0 0
18 85 "right" 2 2 1 262 "banaan" "zwemvlies" "word" "semantic" "unrelated" "banaan" "green" "zwemvlies_red.bmp" "red" 861.3 0 0 0 0
18 86 "left" 1 1 1 64 "zegel" "taco" "word" "phonological" "unrelated" "zegel" "green" "taco_red.bmp" "red" 928.3 0 0 0 0
18 87 "left" 1 1 1 167 "auto" "vliegtuig" "pic" "semantic" "related" "vliegtuig" "red" "auto_green.bmp" "green" 1623.3 0 0 0 0
18 88 "left" 1 1 1 160 "wapen" "waaier" "pic" "phonological" "related" "waaier" "red" "wapen_green.bmp" "green" 1451.3 0 0 0 0
18 89 "left" 1 1 1 130 "zetel" "bureau" "pic" "semantic" "related" "bureau" "red" "zetel_green.bmp" "green" 1101.3 0 0 0 0
18 90 "right" 2 2 1 469 "kabel" "lelie" "pic" "phonological" "unrelated" "lelie" "red" "kabel_green.bmp" "green" 1033.3 0 0 0 0
18 91 "left" 1 1 1 239 "pistool" "molen" "pic" "semantic" "unrelated" "molen" "red" "pistool_green.bmp" "green" 1663.3 0 0 0 0
18 92 "left" 1 1 1 184 "tafel" "zebra" "word" "phonological" "unrelated" "tafel" "green" "zebra_red.bmp" "red" 822.3 0 0 0 0
18 93 "left" 1 1 1 217 "beker" "waaier" "word" "phonological" "unrelated" "beker" "green" "waaier_red.bmp" "red" 764.3 0 0 0 0
18 94 "left" 1 1 1 554 "zegel" "zebra" "pic" "phonological" "related" "zebra" "red" "zegel_green.bmp" "green" 913.3 0 0 0 0
18 95 "left" 1 1 1 352 "cello" "potlood" "pic" "semantic" "unrelated" "potlood" "red" "cello_green.bmp" "green" 1060.3 0 0 0 0
18 96 "left" 1 1 1 304 "circus" "toren" "pic" "phonological" "unrelated" "toren" "red" "circus_green.bmp" "green" 1019.3 0 0 0 0
18 97 "right" 2 2 1 377 "waaier" "beker" "pic" "phonological" "unrelated" "beker" "red" "waaier_green.bmp" "green" 997.3 0 0 0 0
18 98 "right" 2 2 1 527 "lepel" "lelie" "pic" "phonological" "related" "lelie" "red" "lepel_green.bmp" "green" 1120.3 0 0 0 0
18 99 "left" 1 1 1 341 "kogel" "koning" "pic" "phonological" "related" "koning" "red" "kogel_green.bmp" "green" 865.3 0 0 0 0
18 100 "right" 2 2 1 300 "beitel" "bureau" "word" "semantic" "unrelated" "beitel" "green" "bureau_red.bmp" "red" 723.3 0 0 0 0
18 101 "right" 2 2 1 132 "vulpen" "potlood" "pic" "semantic" "related" "potlood" "red" "vulpen_green.bmp" "green" 1002.3 0 0 0 0
18 102 "right" 2 2 1 355 "zebra" "zegel" "pic" "phonological" "related" "zegel" "red" "zebra_green.bmp" "green" 1030.3 0 0 0 0
18 103 "right" 2 2 1 191 "wapen" "bezem" "word" "phonological" "unrelated" "wapen" "green" "bezem_red.bmp" "red" 730.3 0 0 0 0
18 104 "left" 1 1 1 414 "cirkel" "totem" "word" "phonological" "unrelated" "cirkel" "green" "totem_red.bmp" "red" 792.3 0 0 0 0
18 105 "left" 1 1 1 389 "koning" "kogel" "pic" "phonological" "related" "kogel" "red" "koning_green.bmp" "green" 714.3 0 0 0 0
18 106 "left" 1 1 1 455 "totem" "cirkel" "pic" "phonological" "unrelated" "cirkel" "red" "totem_green.bmp" "green" 1559.3 0 0 0 0
18 107 "right" 2 2 1 407 "hamer" "beitel" "word" "semantic" "related" "hamer" "green" "beitel_red.bmp" "red" 774.3 0 0 0 0
18 108 "right" 2 2 1 358 "konijn" "schildpad" "pic" "semantic" "related" "schildpad" "red" "konijn_green.bmp" "green" 938.3 0 0 0 0
18 109 "right" 2 2 1 404 "kano" "lepel" "word" "phonological" "unrelated" "kano" "green" "lepel_red.bmp" "red" 703.3 0 0 0 0
18 110 "left" 1 1 1 349 "zebra" "zegel" "word" "phonological" "related" "zebra" "green" "zegel_red.bmp" "red" 742.3 0 0 0 0
18 111 "left" 1 1 1 541 "schildpad" "vliegtuig" "pic" "semantic" "unrelated" "vliegtuig" "red" "schildpad_green.bmp" "green" 1237.3 0 0 0 0
18 112 "right" 2 2 1 419 "beitel" "bureau" "pic" "semantic" "unrelated" "bureau" "red" "beitel_green.bmp" "green" 1021.3 0 0 0 0
18 113 "right" 2 2 1 394 "rugzak" "rugby" "pic" "phonological" "related" "rugby" "red" "rugzak_green.bmp" "green" 1098.3 0 0 0 0
18 114 "left" 1 1 1 340 "cello" "trompet" "pic" "semantic" "related" "trompet" "red" "cello_green.bmp" "green" 1001.3 0 0 0 0
18 115 "right" 2 2 1 263 "auto" "konijn" "word" "semantic" "unrelated" "auto" "green" "konijn_red.bmp" "red" 926.3 0 0 0 0
18 116 "left" 1 1 1 215 "lelie" "lepel" "pic" "phonological" "related" "lepel" "red" "lelie_green.bmp" "green" 844.3 0 0 0 0
18 117 "right" 2 2 1 530 "circus" "cirkel" "word" "phonological" "related" "circus" "green" "cirkel_red.bmp" "red" 886.3 0 0 0 0
18 118 "left" 1 1 1 325 "zetel" "bureau" "word" "semantic" "related" "zetel" "green" "bureau_red.bmp" "red" 756.3 0 0 0 0
18 119 "left" 1 1 1 349 "bezem" "wapen" "pic" "phonological" "unrelated" "wapen" "red" "bezem_green.bmp" "green" 1005.3 0 0 0 0
18 120 "left" 1 1 1 584 "toren" "circus" "pic" "phonological" "unrelated" "circus" "red" "toren_green.bmp" "green" 1121.3 0 0 0 0
18 121 "left" 1 1 1 61 "trompet" "vulpen" "pic" "semantic" "unrelated" "vulpen" "red" "trompet_green.bmp" "green" 1358.3 0 0 0 0
18 122 "left" 1 1 1 163 "fabriek" "kanon" "word" "semantic" "unrelated" "fabriek" "green" "kanon_red.bmp" "red" 1182.3 0 0 0 0
18 123 "left" 1 1 1 356 "zwemvlies" "sandaal" "word" "semantic" "related" "zwemvlies" "green" "sandaal_red.bmp" "red" 844.3 0 0 0 0
18 124 "right" 2 2 1 349 "cirkel" "circus" "word" "phonological" "related" "cirkel" "green" "circus_red.bmp" "red" 857.3 0 0 0 0
18 125 "left" 1 1 1 377 "bezem" "beker" "pic" "phonological" "related" "beker" "red" "bezem_green.bmp" "green" 882.3 0 0 0 0
18 126 "right" 2 2 1 371 "koning" "rugby" "pic" "phonological" "unrelated" "rugby" "red" "koning_green.bmp" "green" 689.3 0 0 0 0
18 127 "right" 2 2 1 501 "circus" "toren" "word" "phonological" "unrelated" "circus" "green" "toren_red.bmp" "red" 787.3 0 0 0 0
18 128 "right" 2 2 1 471 "potlood" "cello" "word" "semantic" "unrelated" "potlood" "green" "cello_red.bmp" "red" 878.3 0 0 0 0
18 129 "right" 2 2 1 681 "schildpad" "konijn" "word" "semantic" "related" "schildpad" "green" "konijn_red.bmp" "red" 777.3 0 0 0 0
18 130 "right" 2 2 1 343 "tafel" "zebra" "pic" "phonological" "unrelated" "zebra" "red" "tafel_green.bmp" "green" 950.3 0 0 0 0
18 131 "left" 1 1 1 638 "banaan" "zwemvlies" "pic" "semantic" "unrelated" "zwemvlies" "red" "banaan_green.bmp" "green" 883.3 0 0 0 0
18 132 "right" 2 2 1 332 "beitel" "hamer" "word" "semantic" "related" "beitel" "green" "hamer_red.bmp" "red" 848.3 0 0 0 0
18 133 "right" 2 2 1 332 "molen" "pistool" "pic" "semantic" "unrelated" "pistool" "red" "molen_green.bmp" "green" 840.3 0 0 0 0
18 134 "left" 1 1 1 292 "vliegtuig" "schildpad" "pic" "semantic" "unrelated" "schildpad" "red" "vliegtuig_green.bmp" "green" 1451.3 0 0 0 0
18 135 "left" 1 1 1 302 "banaan" "appel" "word" "semantic" "related" "banaan" "green" "appel_red.bmp" "red" 800.3 0 0 0 0
18 136 "right" 2 2 1 335 "trompet" "vulpen" "word" "semantic" "unrelated" "trompet" "green" "vulpen_red.bmp" "red" 813.3 0 0 0 0
18 137 "left" 1 1 1 747 "fabriek" "molen" "word" "semantic" "related" "fabriek" "green" "molen_red.bmp" "red" 675.3 0 0 0 0
18 138 "left" 1 1 1 308 "kogel" "rugzak" "pic" "phonological" "unrelated" "rugzak" "red" "kogel_green.bmp" "green" 877.3 0 0 0 0
18 139 "right" 2 2 1 478 "kano" "lepel" "pic" "phonological" "unrelated" "lepel" "red" "kano_green.bmp" "green" 818.3 0 0 0 0
18 140 "right" 2 2 1 276 "konijn" "auto" "pic" "semantic" "unrelated" "auto" "red" "konijn_green.bmp" "green" 685.3 0 0 0 0
