"Subject" "TrialNr" "Arrow" "ArrowTask.CRESP" "ArrowTask.RESP" "ArrowTask.ACC" "ArrowTask.RT" "Target" "Distractor" "Task" "TypeOfRelation" "Relatedness" "Word" "WordColor" "Picture" "PictureColor" "VoiceTask.RT" "WordError" "SpeechError" "IncorrectTrigger" "AnyError"
24 18 "left" 1 1 1 682 "hamer" "beitel" "word" "semantic" "related" "hamer" "green" "beitel_red.bmp" "red" 787.3 0 0 0 0
24 19 "left" 1 1 1 284 "cirkel" "totem" "pic" "phonological" "unrelated" "totem" "red" "cirkel_green.bmp" "green" 920.3 0 0 0 0
24 20 "right" 2 1 0 396 "tafel" "taco" "word" "phonological" "related" "tafel" "green" "taco_red.bmp" "red" 891.3 0 0 0 0
24 21 "right" 2 2 1 442 "rugby" "rugzak" "word" "phonological" "related" "rugby" "green" "rugzak_red.bmp" "red" 912.3 0 0 0 0
24 22 "left" 1 1 1 581 "tafel" "zebra" "word" "phonological" "unrelated" "tafel" "green" "zebra_red.bmp" "red" 778.3 0 0 0 0
24 23 "right" 2 2 1 705 "rugzak" "kogel" "pic" "phonological" "unrelated" "kogel" "red" "rugzak_green.bmp" "green" 1078.3 0 0 0 0
24 24 "right" 2 2 1 463 "bureau" "beitel" "word" "semantic" "unrelated" "bureau" "green" "beitel_red.bmp" "red" 879.3 0 0 0 0
24 25 "left" 1 1 1 552 "molen" "pistool" "pic" "semantic" "unrelated" "pistool" "red" "molen_green.bmp" "green" 1272.3 0 0 0 0
24 26 "right" 2 2 1 610 "zwemvlies" "sandaal" "pic" "semantic" "related" "sandaal" "red" "zwemvlies_green.bmp" "green" 1095.3 0 0 0 0
24 27 "left" 1 1 1 436 "kanon" "fabriek" "word" "semantic" "unrelated" "kanon" "green" "fabriek_red.bmp" "red" 1240.3 0 0 0 0
24 28 "right" 2 2 1 463 "totem" "cirkel" "pic" "phonological" "unrelated" "cirkel" "red" "totem_green.bmp" "green" 994.3 0 0 0 0
24 29 "left" 1 1 1 584 "bezem" "beker" "pic" "phonological" "related" "beker" "red" "bezem_green.bmp" "green" 1116.3 0 0 0 0
24 30 "left" 1 1 1 533 "appel" "banaan" "word" "semantic" "related" "appel" "green" "banaan_red.bmp" "red" 770.3 0 0 0 0
24 31 "right" 2 2 1 468 "lelie" "kabel" "pic" "phonological" "unrelated" "kabel" "red" "lelie_green.bmp" "green" 1160.3 0 0 0 0
24 32 "left" 1 1 1 573 "rugzak" "kogel" "word" "phonological" "unrelated" "rugzak" "green" "kogel_red.bmp" "red" 758.3 0 0 0 0
24 33 "right" 2 2 1 343 "kano" "lepel" "word" "phonological" "unrelated" "kano" "green" "lepel_red.bmp" "red" 873.3 0 0 0 0
24 34 "right" 2 2 1 354 "pistool" "molen" "pic" "semantic" "unrelated" "molen" "red" "pistool_green.bmp" "green" 1254.3 0 0 0 0
24 35 "left" 1 1 1 646 "taco" "tafel" "pic" "phonological" "related" "tafel" "red" "taco_green.bmp" "green" 1040.3 0 0 0 0
24 36 "right" 2 2 1 508 "trompet" "vulpen" "pic" "semantic" "unrelated" "vulpen" "red" "trompet_green.bmp" "green" 1405.3 0 0 0 0
24 37 "right" 2 2 1 403 "cirkel" "circus" "word" "phonological" "related" "cirkel" "green" "circus_red.bmp" "red" 1007.3 0 0 0 0
24 38 "right" 2 2 1 728 "schildpad" "konijn" "pic" "semantic" "related" "konijn" "red" "schildpad_green.bmp" "green" 1164.3 0 0 0 0
24 39 "left" 1 1 1 610 "beitel" "hamer" "pic" "semantic" "related" "hamer" "red" "beitel_green.bmp" "green" 960.3 0 0 0 0
24 40 "left" 1 1 1 566 "zetel" "bureau" "pic" "semantic" "related" "bureau" "red" "zetel_green.bmp" "green" 1106.3 0 0 0 0
24 41 "left" 1 1 1 579 "appel" "sandaal" "word" "semantic" "unrelated" "appel" "green" "sandaal_red.bmp" "red" 948.3 0 0 0 0
24 42 "left" 1 1 1 794 "vulpen" "trompet" "word" "semantic" "unrelated" "vulpen" "green" "trompet_red.bmp" "red" 932.3 0 0 0 0
24 43 "left" 1 1 1 566 "beitel" "hamer" "word" "semantic" "related" "beitel" "green" "hamer_red.bmp" "red" 845.3 0 0 0 0
24 44 "left" 1 1 1 653 "molen" "fabriek" "pic" "semantic" "related" "fabriek" "red" "molen_green.bmp" "green" 1097.3 0 0 0 0
24 45 "left" 1 1 1 469 "bureau" "zetel" "word" "semantic" "related" "bureau" "green" "zetel_red.bmp" "red" 897.3 0 0 0 0
24 46 "left" 1 1 1 513 "kanon" "pistool" "pic" "semantic" "related" "pistool" "red" "kanon_green.bmp" "green" 1356.3 0 0 0 0
24 47 "left" 1 1 1 623 "zegel" "zebra" "word" "phonological" "related" "zegel" "green" "zebra_red.bmp" "red" 1040.3 0 0 0 0
24 48 "left" 1 1 1 588 "appel" "sandaal" "pic" "semantic" "unrelated" "sandaal" "red" "appel_green.bmp" "green" 1259.3 0 0 0 0
24 49 "left" 1 1 1 700 "kabel" "kano" "pic" "phonological" "related" "kano" "red" "kabel_green.bmp" "green" 982.3 0 0 0 0
24 50 "left" 1 1 1 474 "zetel" "hamer" "pic" "semantic" "unrelated" "hamer" "red" "zetel_green.bmp" "green" 1315.3 0 0 0 0
24 51 "left" 1 1 1 823 "cello" "potlood" "pic" "semantic" "unrelated" "potlood" "red" "cello_green.bmp" "green" 1213.3 0 0 0 0
24 52 "left" 1 1 1 626 "rugzak" "rugby" "word" "phonological" "related" "rugzak" "green" "rugby_red.bmp" "red" 1123.3 0 0 0 0
24 53 "right" 2 2 1 493 "lelie" "kabel" "word" "phonological" "unrelated" "lelie" "green" "kabel_red.bmp" "red" 870.3 0 0 0 0
24 54 "right" 2 2 1 258 "pistool" "kanon" "word" "semantic" "related" "pistool" "green" "kanon_red.bmp" "red" 1046.3 0 0 0 0
24 55 "left" 1 1 1 1494 "koning" "kogel" "word" "phonological" "related" "koning" "green" "kogel_red.bmp" "red" 1400.3 0 0 0 0
24 56 "right" 2 2 1 517 "auto" "vliegtuig" "pic" "semantic" "related" "vliegtuig" "red" "auto_green.bmp" "green" 1199.3 0 0 0 0
24 57 "right" 2 2 1 609 "kogel" "koning" "pic" "phonological" "related" "koning" "red" "kogel_green.bmp" "green" 1460.3 0 0 0 0
24 58 "left" 1 1 1 580 "molen" "fabriek" "word" "semantic" "related" "molen" "green" "fabriek_red.bmp" "red" 944.3 0 0 0 0
24 59 "right" 2 2 1 592 "vulpen" "trompet" "pic" "semantic" "unrelated" "trompet" "red" "vulpen_green.bmp" "green" 1070.3 0 0 0 0
24 60 "right" 2 2 1 572 "potlood" "cello" "word" "semantic" "unrelated" "potlood" "green" "cello_red.bmp" "red" 1111.3 0 0 0 0
24 61 "right" 2 2 1 801 "lepel" "kano" "word" "phonological" "unrelated" "lepel" "green" "kano_red.bmp" "red" 731.3 0 0 0 0
24 62 "left" 1 1 1 636 "pistool" "molen" "word" "semantic" "unrelated" "pistool" "green" "molen_red.bmp" "red" 865.3 0 0 0 0
24 63 "right" 2 2 1 710 "fabriek" "kanon" "pic" "semantic" "unrelated" "kanon" "red" "fabriek_green.bmp" "green" 1293.3 0 0 0 0
24 64 "right" 2 2 1 325 "cirkel" "circus" "pic" "phonological" "related" "circus" "red" "cirkel_green.bmp" "green" 1115.3 0 0 0 0
24 65 "right" 2 2 1 580 "beker" "waaier" "pic" "phonological" "unrelated" "waaier" "red" "beker_green.bmp" "green" 989.3 0 0 0 0
24 66 "left" 1 1 1 581 "kano" "kabel" "word" "phonological" "related" "kano" "green" "kabel_red.bmp" "red" 970.3 0 0 0 0
24 67 "right" 2 2 1 687 "waaier" "beker" "pic" "phonological" "unrelated" "beker" "red" "waaier_green.bmp" "green" 801.3 0 0 0 0
24 68 "right" 2 2 1 554 "tafel" "taco" "pic" "phonological" "related" "taco" "red" "tafel_green.bmp" "green" 1365.3 0 0 0 0
24 69 "left" 1 1 1 594 "zwemvlies" "sandaal" "word" "semantic" "related" "zwemvlies" "green" "sandaal_red.bmp" "red" 837.3 0 0 0 0
24 70 "left" 1 1 1 666 "vliegtuig" "schildpad" "pic" "semantic" "unrelated" "schildpad" "red" "vliegtuig_green.bmp" "green" 944.3 0 0 0 0
24 71 "left" 1 1 1 631 "kanon" "pistool" "word" "semantic" "related" "kanon" "green" "pistool_red.bmp" "red" 809.3 0 0 0 0
24 72 "right" 2 2 1 616 "konijn" "schildpad" "word" "semantic" "related" "konijn" "green" "schildpad_red.bmp" "red" 1418.3 0 0 0 0
24 73 "left" 1 1 1 472 "toren" "totem" "word" "phonological" "related" "toren" "green" "totem_red.bmp" "red" 815.3 0 0 0 0
24 74 "right" 2 2 1 624 "bureau" "beitel" "pic" "semantic" "unrelated" "beitel" "red" "bureau_green.bmp" "green" 1112.3 0 0 0 0
24 75 "left" 1 1 1 655 "bezem" "beker" "word" "phonological" "related" "bezem" "green" "beker_red.bmp" "red" 811.3 0 0 0 0
24 76 "right" 2 2 1 555 "hamer" "zetel" "pic" "semantic" "unrelated" "zetel" "red" "hamer_green.bmp" "green" 923.3 0 0 0 0
24 77 "left" 1 1 1 606 "waaier" "wapen" "word" "phonological" "related" "waaier" "green" "wapen_red.bmp" "red" 1060.3 0 0 0 0
24 78 "right" 2 2 1 424 "rugby" "rugzak" "pic" "phonological" "related" "rugzak" "red" "rugby_green.bmp" "green" 1046.3 0 0 0 0
24 79 "left" 1 1 1 600 "vliegtuig" "auto" "word" "semantic" "related" "vliegtuig" "green" "auto_red.bmp" "red" 994.3 0 0 0 0
24 80 "right" 2 2 1 413 "wapen" "bezem" "word" "phonological" "unrelated" "wapen" "green" "bezem_red.bmp" "red" 1007.3 0 0 0 0
24 81 "left" 1 1 1 394 "konijn" "schildpad" "pic" "semantic" "related" "schildpad" "red" "konijn_green.bmp" "green" 983.3 0 0 0 0
24 82 "left" 1 1 1 631 "beitel" "bureau" "word" "semantic" "unrelated" "beitel" "green" "bureau_red.bmp" "red" 901.3 0 0 0 0
24 83 "left" 1 1 1 651 "cello" "potlood" "word" "semantic" "unrelated" "cello" "green" "potlood_red.bmp" "red" 1177.3 0 0 0 0
24 84 "right" 2 2 1 464 "beker" "bezem" "word" "phonological" "related" "beker" "green" "bezem_red.bmp" "red" 1231.3 0 0 0 0
24 85 "left" 1 1 1 427 "totem" "toren" "word" "phonological" "related" "totem" "green" "toren_red.bmp" "red" 944.3 0 0 0 0
24 86 "left" 1 1 1 411 "sandaal" "appel" "pic" "semantic" "unrelated" "appel" "red" "sandaal_green.bmp" "green" 1116.3 0 0 0 0
24 87 "left" 1 1 1 431 "potlood" "cello" "pic" "semantic" "unrelated" "cello" "red" "potlood_green.bmp" "green" 1068.3 0 0 0 0
24 88 "right" 2 2 1 456 "beker" "bezem" "pic" "phonological" "related" "bezem" "red" "beker_green.bmp" "green" 931.3 0 0 0 0
24 89 "right" 2 2 1 538 "kabel" "lelie" "pic" "phonological" "unrelated" "lelie" "red" "kabel_green.bmp" "green" 976.3 0 0 0 0
24 90 "right" 2 2 1 620 "zebra" "zegel" "word" "phonological" "related" "zebra" "green" "zegel_red.bmp" "red" 1027.3 0 0 0 0
24 91 "left" 1 1 1 812 "zwemvlies" "banaan" "pic" "semantic" "unrelated" "banaan" "red" "zwemvlies_green.bmp" "green" 1139.3 0 0 0 0
24 92 "right" 2 2 1 612 "zebra" "tafel" "pic" "phonological" "unrelated" "tafel" "red" "zebra_green.bmp" "green" 1049.3 0 0 0 0
24 93 "right" 2 2 1 481 "schildpad" "konijn" "word" "semantic" "related" "schildpad" "green" "konijn_red.bmp" "red" 1097.3 0 0 0 0
24 94 "left" 1 1 1 441 "kogel" "rugzak" "pic" "phonological" "unrelated" "rugzak" "red" "kogel_green.bmp" "green" 987.3 0 0 0 0
24 95 "right" 2 2 1 732 "lelie" "lepel" "word" "phonological" "related" "lelie" "green" "lepel_red.bmp" "red" 850.3 0 0 0 0
24 96 "right" 2 2 1 730 "schildpad" "vliegtuig" "pic" "semantic" "unrelated" "vliegtuig" "red" "schildpad_green.bmp" "green" 967.3 0 0 0 0
24 97 "right" 2 2 1 576 "fabriek" "kanon" "word" "semantic" "unrelated" "fabriek" "green" "kanon_red.bmp" "red" 1008.3 0 0 0 0
24 98 "right" 2 2 1 353 "taco" "zegel" "pic" "phonological" "unrelated" "zegel" "red" "taco_green.bmp" "green" 923.3 0 0 0 0
24 99 "right" 2 2 1 328 "kano" "kabel" "pic" "phonological" "related" "kabel" "red" "kano_green.bmp" "green" 1048.3 0 0 0 0
24 100 "left" 1 1 1 481 "zebra" "tafel" "word" "phonological" "unrelated" "zebra" "green" "tafel_red.bmp" "red" 1178.3 1 0 0 1
24 101 "right" 2 2 1 439 "vulpen" "potlood" "word" "semantic" "related" "vulpen" "green" "potlood_red.bmp" "red" 837.3 0 0 0 0
24 102 "right" 2 2 1 438 "cello" "trompet" "pic" "semantic" "related" "trompet" "red" "cello_green.bmp" "green" 1288.3 0 0 0 0
24 103 "left" 1 1 1 687 "auto" "konijn" "pic" "semantic" "unrelated" "konijn" "red" "auto_green.bmp" "green" 1025.3 0 0 0 0
24 104 "left" 1 1 1 571 "kogel" "koning" "word" "phonological" "related" "kogel" "green" "koning_red.bmp" "red" 1042.3 0 0 0 0
24 105 "left" 1 1 1 473 "kano" "lepel" "pic" "phonological" "unrelated" "lepel" "red" "kano_green.bmp" "green" 1227.3 0 0 0 0
24 106 "left" 1 1 1 504 "banaan" "zwemvlies" "word" "semantic" "unrelated" "banaan" "green" "zwemvlies_red.bmp" "red" 1023.3 0 0 0 0
24 107 "left" 1 1 1 610 "trompet" "cello" "word" "semantic" "related" "trompet" "green" "cello_red.bmp" "red" 717.3 0 0 0 0
24 108 "right" 2 2 1 679 "hamer" "beitel" "pic" "semantic" "related" "beitel" "red" "hamer_green.bmp" "green" 1633.3 0 0 0 0
24 109 "left" 1 1 1 385 "lepel" "lelie" "word" "phonological" "related" "lepel" "green" "lelie_red.bmp" "red" 759.3 0 0 0 0
24 110 "left" 1 1 1 273 "wapen" "waaier" "pic" "phonological" "related" "waaier" "red" "wapen_green.bmp" "green" 1129.3 0 0 0 0
24 111 "left" 1 1 1 331 "vulpen" "potlood" "pic" "semantic" "related" "potlood" "red" "vulpen_green.bmp" "green" 1096.3 0 0 0 0
24 112 "right" 2 2 1 305 "waaier" "beker" "word" "phonological" "unrelated" "waaier" "green" "beker_red.bmp" "red" 917.3 0 0 0 0
24 113 "right" 2 2 1 334 "totem" "toren" "pic" "phonological" "related" "toren" "red" "totem_green.bmp" "green" 1243.3 0 0 0 0
24 114 "left" 1 1 1 394 "waaier" "wapen" "pic" "phonological" "related" "wapen" "red" "waaier_green.bmp" "green" 926.3 0 0 0 0
24 115 "right" 2 2 1 381 "potlood" "vulpen" "pic" "semantic" "related" "vulpen" "red" "potlood_green.bmp" "green" 1222.3 0 0 0 0
24 116 "right" 2 2 1 359 "circus" "cirkel" "word" "phonological" "related" "circus" "green" "cirkel_red.bmp" "red" 1245.3 0 0 0 0
24 117 "left" 1 1 1 444 "zegel" "taco" "word" "phonological" "unrelated" "zegel" "green" "taco_red.bmp" "red" 879.3 0 0 0 0
24 118 "left" 1 1 1 163 "pistool" "kanon" "pic" "semantic" "related" "kanon" "red" "pistool_green.bmp" "green" 1332.3 0 0 0 0
24 119 "left" 1 1 1 178 "appel" "banaan" "pic" "semantic" "related" "banaan" "red" "appel_green.bmp" "green" 1080.3 0 0 0 0
24 120 "right" 2 2 1 332 "toren" "circus" "word" "phonological" "unrelated" "toren" "green" "circus_red.bmp" "red" 946.3 0 0 0 0
24 121 "right" 2 2 1 497 "sandaal" "appel" "word" "semantic" "unrelated" "sandaal" "green" "appel_red.bmp" "red" 808.3 0 0 0 0
24 122 "left" 1 1 1 266 "vliegtuig" "auto" "pic" "semantic" "related" "auto" "red" "vliegtuig_green.bmp" "green" 1176.3 0 0 0 0
24 123 "left" 1 1 1 459 "fabriek" "molen" "pic" "semantic" "related" "molen" "red" "fabriek_green.bmp" "green" 1271.3 0 0 0 0
24 124 "left" 1 1 1 335 "banaan" "appel" "word" "semantic" "related" "banaan" "green" "appel_red.bmp" "red" 1053.3 0 0 0 0
24 125 "left" 1 1 1 264 "konijn" "auto" "word" "semantic" "unrelated" "konijn" "green" "auto_red.bmp" "red" 1001.3 0 0 0 0
24 126 "right" 2 2 1 184 "molen" "pistool" "word" "semantic" "unrelated" "molen" "green" "pistool_red.bmp" "red" 852.3 0 0 0 0
24 127 "left" 1 1 1 273 "taco" "zegel" "word" "phonological" "unrelated" "taco" "green" "zegel_red.bmp" "red" 1039.3 0 0 0 0
24 128 "left" 1 1 1 463 "banaan" "appel" "pic" "semantic" "related" "appel" "red" "banaan_green.bmp" "green" 1201.3 0 0 0 0
24 129 "left" 1 1 1 448 "bezem" "wapen" "pic" "phonological" "unrelated" "wapen" "red" "bezem_green.bmp" "green" 951.3 0 0 0 0
24 130 "left" 1 1 1 411 "rugby" "koning" "word" "phonological" "unrelated" "rugby" "green" "koning_red.bmp" "red" 777.3 0 0 0 0
24 131 "right" 2 2 1 488 "lelie" "lepel" "pic" "phonological" "related" "lepel" "red" "lelie_green.bmp" "green" 1124.3 0 0 0 0
24 132 "left" 1 1 1 485 "circus" "toren" "word" "phonological" "unrelated" "circus" "green" "toren_red.bmp" "red" 872.3 0 0 0 0
24 133 "left" 1 1 1 522 "trompet" "vulpen" "word" "semantic" "unrelated" "trompet" "green" "vulpen_red.bmp" "red" 883.3 0 0 0 0
24 134 "right" 2 2 1 335 "circus" "cirkel" "pic" "phonological" "related" "cirkel" "red" "circus_green.bmp" "green" 1738.3 0 0 0 0
24 135 "left" 1 1 1 513 "kogel" "rugzak" "word" "phonological" "unrelated" "kogel" "green" "rugzak_red.bmp" "red" 898.3 0 0 0 0
24 136 "right" 2 2 1 468 "totem" "cirkel" "word" "phonological" "unrelated" "totem" "green" "cirkel_red.bmp" "red" 973.3 0 0 0 0
24 137 "left" 1 1 1 288 "sandaal" "zwemvlies" "word" "semantic" "related" "sandaal" "green" "zwemvlies_red.bmp" "red" 982.3 0 0 0 0
24 138 "right" 2 2 1 362 "bezem" "wapen" "word" "phonological" "unrelated" "bezem" "green" "wapen_red.bmp" "red" 797.3 0 0 0 0
24 139 "left" 1 1 1 503 "toren" "totem" "pic" "phonological" "related" "totem" "red" "toren_green.bmp" "green" 1026.3 0 0 0 0
24 140 "left" 1 1 1 448 "potlood" "vulpen" "word" "semantic" "related" "potlood" "green" "vulpen_red.bmp" "red" 831.3 0 0 0 0
24 141 "right" 2 2 1 449 "zegel" "zebra" "pic" "phonological" "related" "zebra" "red" "zegel_green.bmp" "green" 980.3 0 0 0 0
24 142 "left" 1 1 1 516 "koning" "rugby" "pic" "phonological" "unrelated" "rugby" "red" "koning_green.bmp" "green" 929.3 0 0 0 0
24 143 "left" 1 1 1 437 "circus" "toren" "pic" "phonological" "unrelated" "toren" "red" "circus_green.bmp" "green" 1032.3 0 0 0 0
24 144 "left" 1 1 1 487 "konijn" "auto" "pic" "semantic" "unrelated" "auto" "red" "konijn_green.bmp" "green" 925.3 0 0 0 0
24 145 "right" 2 2 1 570 "zwemvlies" "banaan" "word" "semantic" "unrelated" "zwemvlies" "green" "banaan_red.bmp" "red" 888.3 0 0 0 0
24 146 "right" 2 2 1 522 "bureau" "zetel" "pic" "semantic" "related" "zetel" "red" "bureau_green.bmp" "green" 1016.3 0 0 0 0
24 147 "right" 2 2 1 679 "koning" "rugby" "word" "phonological" "unrelated" "koning" "green" "rugby_red.bmp" "red" 870.3 0 0 0 0
24 148 "left" 1 1 1 608 "kabel" "kano" "word" "phonological" "related" "kabel" "green" "kano_red.bmp" "red" 848.3 0 0 0 0
24 149 "right" 2 2 1 567 "auto" "vliegtuig" "word" "semantic" "related" "auto" "green" "vliegtuig_red.bmp" "red" 748.3 0 0 0 0
24 150 "right" 2 2 1 547 "fabriek" "molen" "word" "semantic" "related" "fabriek" "green" "molen_red.bmp" "red" 783.3 0 0 0 0
24 151 "right" 2 2 1 566 "wapen" "waaier" "word" "phonological" "related" "wapen" "green" "waaier_red.bmp" "red" 974.3 0 0 0 0
24 152 "right" 2 2 1 550 "hamer" "zetel" "word" "semantic" "unrelated" "hamer" "green" "zetel_red.bmp" "red" 844.3 0 0 0 0
24 153 "left" 1 1 1 469 "trompet" "cello" "pic" "semantic" "related" "cello" "red" "trompet_green.bmp" "green" 1406.3 0 0 0 0
24 154 "right" 2 2 1 579 "lepel" "kano" "pic" "phonological" "unrelated" "kano" "red" "lepel_green.bmp" "green" 883.3 0 0 0 0
24 155 "left" 1 1 1 466 "wapen" "bezem" "pic" "phonological" "unrelated" "bezem" "red" "wapen_green.bmp" "green" 947.3 0 0 0 0
24 156 "right" 2 2 1 444 "zetel" "hamer" "word" "semantic" "unrelated" "zetel" "green" "hamer_red.bmp" "red" 922.3 0 0 0 0
24 157 "left" 1 1 1 797 "beitel" "bureau" "pic" "semantic" "unrelated" "bureau" "red" "beitel_green.bmp" "green" 1049.3 0 0 0 0
24 158 "left" 1 1 1 407 "cello" "trompet" "word" "semantic" "related" "cello" "green" "trompet_red.bmp" "red" 897.3 0 0 0 0
24 159 "left" 1 1 1 340 "banaan" "zwemvlies" "pic" "semantic" "unrelated" "zwemvlies" "red" "banaan_green.bmp" "green" 924.3 0 0 0 0
24 160 "right" 2 2 1 449 "taco" "tafel" "word" "phonological" "related" "taco" "green" "tafel_red.bmp" "red" 870.3 0 0 0 0
25 1 "right" 2 1 0 2700 "fabriek" "kanon" "pic" "semantic" "unrelated" "kanon" "red" "fabriek_green.bmp" "green" 1605.3 0 1 0 1
25 2 "right" 2 1 0 1838 "kogel" "koning" "word" "phonological" "related" "kogel" "green" "koning_red.bmp" "red" 1317.3 0 1 0 1
25 3 "left" 1 1 1 827 "kabel" "kano" "pic" "phonological" "related" "kano" "red" "kabel_green.bmp" "green" 1251.3 0 0 0 0
25 4 "left" 1 1 1 634 "tafel" "zebra" "pic" "phonological" "unrelated" "zebra" "red" "tafel_green.bmp" "green" 1189.3 0 0 0 0
25 5 "left" 1 1 1 408 "bezem" "beker" "pic" "phonological" "related" "beker" "red" "bezem_green.bmp" "green" 697.3 0 0 0 0
25 6 "right" 2 2 1 274 "appel" "sandaal" "pic" "semantic" "unrelated" "sandaal" "red" "appel_green.bmp" "green" 904.3 0 0 0 0
25 7 "right" 2 2 1 535 "lepel" "lelie" "word" "phonological" "related" "lepel" "green" "lelie_red.bmp" "red" 1726.3 0 0 0 0
25 8 "right" 2 2 1 259 "zetel" "bureau" "word" "semantic" "related" "zetel" "green" "bureau_red.bmp" "red" 1049.3 0 0 0 0
25 9 "left" 1 1 1 319 "toren" "circus" "pic" "phonological" "unrelated" "circus" "red" "toren_green.bmp" "green" 1082.3 0 0 0 0
25 10 "right" 2 2 1 283 "bureau" "beitel" "word" "semantic" "unrelated" "bureau" "green" "beitel_red.bmp" "red" 1300.3 0 0 0 0
25 11 "left" 1 1 1 1784 "circus" "cirkel" "pic" "phonological" "related" "cirkel" "red" "circus_green.bmp" "green" 1455.3 0 0 0 0
25 12 "left" 1 1 1 193 "potlood" "vulpen" "word" "semantic" "related" "potlood" "green" "vulpen_red.bmp" "red" 1003.3 0 0 0 0
25 13 "right" 2 2 1 42 "vliegtuig" "auto" "word" "semantic" "related" "vliegtuig" "green" "auto_red.bmp" "red" 938.3 0 0 0 0
25 14 "right" 2 2 1 317 "kanon" "fabriek" "word" "semantic" "unrelated" "kanon" "green" "fabriek_red.bmp" "red" 987.3 0 0 0 0
25 15 "right" 2 2 1 424 "konijn" "schildpad" "pic" "semantic" "related" "schildpad" "red" "konijn_green.bmp" "green" 913.3 0 0 0 0
25 16 "right" 2 2 1 749 "potlood" "cello" "word" "semantic" "unrelated" "potlood" "green" "cello_red.bmp" "red" 862.3 0 0 0 0
25 17 "left" 1 1 1 383 "appel" "banaan" "pic" "semantic" "related" "banaan" "red" "appel_green.bmp" "green" 942.3 0 0 0 0
25 18 "right" 2 2 1 298 "zegel" "taco" "word" "phonological" "unrelated" "zegel" "green" "taco_red.bmp" "red" 851.3 0 0 0 0
25 19 "right" 2 2 1 257 "lelie" "lepel" "word" "phonological" "related" "lelie" "green" "lepel_red.bmp" "red" 808.3 0 0 0 0
25 20 "right" 2 2 1 259 "sandaal" "appel" "word" "semantic" "unrelated" "sandaal" "green" "appel_red.bmp" "red" 766.3 0 0 0 0
25 21 "left" 1 1 1 808 "kano" "kabel" "pic" "phonological" "related" "kabel" "red" "kano_green.bmp" "green" 1175.3 0 1 0 1
25 22 "left" 1 1 1 302 "koning" "kogel" "pic" "phonological" "related" "kogel" "red" "koning_green.bmp" "green" 1010.3 0 0 0 0
25 23 "right" 2 2 1 260 "beitel" "bureau" "pic" "semantic" "unrelated" "bureau" "red" "beitel_green.bmp" "green" 1230.3 0 0 0 0
25 24 "right" 2 2 1 248 "vliegtuig" "schildpad" "pic" "semantic" "unrelated" "schildpad" "red" "vliegtuig_green.bmp" "green" 1147.3 0 0 0 0
25 25 "right" 2 2 1 166 "tafel" "taco" "word" "phonological" "related" "tafel" "green" "taco_red.bmp" "red" 939.3 0 0 0 0
25 26 "left" 1 1 1 535 "sandaal" "appel" "pic" "semantic" "unrelated" "appel" "red" "sandaal_green.bmp" "green" 911.3 0 0 0 0
25 27 "right" 2 2 1 273 "kano" "lepel" "word" "phonological" "unrelated" "kano" "green" "lepel_red.bmp" "red" 681.3 0 0 0 0
25 28 "right" 2 2 1 207 "circus" "toren" "word" "phonological" "unrelated" "circus" "green" "toren_red.bmp" "red" 904.3 0 0 0 0
25 29 "right" 2 2 1 371 "trompet" "cello" "pic" "semantic" "related" "cello" "red" "trompet_green.bmp" "green" 1047.3 0 0 0 0
25 30 "left" 1 1 1 174 "fabriek" "molen" "pic" "semantic" "related" "molen" "red" "fabriek_green.bmp" "green" 934.3 0 0 0 0
25 31 "right" 2 2 1 152 "koning" "rugby" "word" "phonological" "unrelated" "koning" "green" "rugby_red.bmp" "red" 854.3 0 0 0 0
25 32 "right" 2 2 1 284 "kano" "kabel" "word" "phonological" "related" "kano" "green" "kabel_red.bmp" "red" 878.3 0 0 0 0
25 33 "left" 1 1 1 205 "hamer" "zetel" "pic" "semantic" "unrelated" "zetel" "red" "hamer_green.bmp" "green" 1006.3 0 0 0 0
25 34 "right" 2 2 1 595 "cirkel" "totem" "word" "phonological" "unrelated" "cirkel" "green" "totem_red.bmp" "red" 1113.3 0 0 0 0
25 35 "right" 2 2 1 361 "rugby" "koning" "word" "phonological" "unrelated" "rugby" "green" "koning_red.bmp" "red" 633.3 0 0 0 0
25 36 "left" 1 1 1 154 "lelie" "lepel" "pic" "phonological" "related" "lepel" "red" "lelie_green.bmp" "green" 1159.3 0 0 0 0
25 37 "right" 2 2 1 343 "bezem" "wapen" "word" "phonological" "unrelated" "bezem" "green" "wapen_red.bmp" "red" 785.3 0 0 0 0
25 38 "left" 1 1 1 68 "molen" "fabriek" "word" "semantic" "related" "molen" "green" "fabriek_red.bmp" "red" 725.3 0 0 0 0
25 39 "left" 1 1 1 140 "pistool" "kanon" "pic" "semantic" "related" "kanon" "red" "pistool_green.bmp" "green" 1041.3 0 0 0 0
25 40 "right" 2 2 1 250 "wapen" "bezem" "pic" "phonological" "unrelated" "bezem" "red" "wapen_green.bmp" "green" 838.3 0 0 0 0
25 41 "right" 2 2 1 197 "totem" "cirkel" "word" "phonological" "unrelated" "totem" "green" "cirkel_red.bmp" "red" 910.3 0 0 0 0
25 42 "left" 1 1 1 42 "schildpad" "konijn" "word" "semantic" "related" "schildpad" "green" "konijn_red.bmp" "red" 767.3 0 0 0 0
25 43 "left" 1 1 1 86 "beker" "waaier" "pic" "phonological" "unrelated" "waaier" "red" "beker_green.bmp" "green" 852.3 0 0 0 0
