idv,iv,dv,exp
2 DB,rel,2072.4,Faivre et al._2014_2_cong
2 DB,unrel,552.7,Faivre et al._2014_2_cong
2 DB,unrel,654.1,Faivre et al._2014_2_cong
2 DB,rel,1433.6,Faivre et al._2014_2_incong
2 DB,unrel,736.3,Faivre et al._2014_2_cong
2 DB,unrel,2031.1,Faivre et al._2014_2_incong
2 DB,rel,553.2,Faivre et al._2014_2_cong
2 DB,unrel,1452.5,Faivre et al._2014_2_incong
2 DB,rel,963.6,Faivre et al._2014_2_incong
2 DB,rel,714.5,Faivre et al._2014_2_cong
2 DB,unrel,1121.2,Faivre et al._2014_2_cong
2 DB,rel,745.7,Faivre et al._2014_2_incong
2 DB,rel,754.2,Faivre et al._2014_2_incong
2 DB,rel,1025.6,Faivre et al._2014_2_incong
2 DB,unrel,1100.8,Faivre et al._2014_2_incong
2 DB,unrel,2129.5,Faivre et al._2014_2_cong
2 DB,unrel,704.6,Faivre et al._2014_2_cong
2 DB,rel,643,Faivre et al._2014_2_incong
2 DB,rel,1752.9,Faivre et al._2014_2_incong
2 DB,rel,1909.2,Faivre et al._2014_2_cong
2 DB,unrel,628.5,Faivre et al._2014_2_cong
2 DB,unrel,610.9,Faivre et al._2014_2_incong
2 DB,unrel,633.8,Faivre et al._2014_2_incong
2 DB,unrel,683.4,Faivre et al._2014_2_cong
2 DB,rel,381.3,Faivre et al._2014_2_incong
2 DB,rel,398.6,Faivre et al._2014_2_incong
2 DB,unrel,534.4,Faivre et al._2014_2_incong
2 DB,rel,866.3,Faivre et al._2014_2_cong
2 DB,unrel,377.1,Faivre et al._2014_2_cong
2 DB,rel,453.4,Faivre et al._2014_2_incong
2 DB,unrel,937.6,Faivre et al._2014_2_cong
2 DB,rel,850.4,Faivre et al._2014_2_cong
2 DB,unrel,583.5,Faivre et al._2014_2_cong
2 DB,unrel,506.7,Faivre et al._2014_2_incong
2 DB,rel,668.2,Faivre et al._2014_2_incong
2 DB,rel,532.5,Faivre et al._2014_2_cong
2 DB,unrel,367.3,Faivre et al._2014_2_cong
2 DB,rel,452.8,Faivre et al._2014_2_incong
2 DB,rel,485.9,Faivre et al._2014_2_incong
2 DB,unrel,487.1,Faivre et al._2014_2_cong
2 DB,rel,514.8,Faivre et al._2014_2_cong
2 DB,rel,847.5,Faivre et al._2014_2_incong
2 DB,unrel,405.3,Faivre et al._2014_2_cong
2 DB,unrel,556.6,Faivre et al._2014_2_incong
2 DB,unrel,525.5,Faivre et al._2014_2_cong
2 DB,unrel,619.8,Faivre et al._2014_2_cong
2 DB,rel,424.9,Faivre et al._2014_2_cong
2 DB,rel,2220.1,Faivre et al._2014_2_incong
2 DB,rel,1291.9,Faivre et al._2014_2_incong
2 DB,unrel,702.9,Faivre et al._2014_2_cong
2 DB,rel,393,Faivre et al._2014_2_cong
2 DB,unrel,480.5,Faivre et al._2014_2_incong
2 DB,rel,439.2,Faivre et al._2014_2_incong
2 DB,rel,583.4,Faivre et al._2014_2_cong
2 DB,rel,436,Faivre et al._2014_2_cong
2 DB,rel,787.2,Faivre et al._2014_2_incong
2 DB,rel,424.6,Faivre et al._2014_2_cong
2 DB,rel,528,Faivre et al._2014_2_cong
2 DB,unrel,688,Faivre et al._2014_2_incong
2 DB,rel,532.3,Faivre et al._2014_2_cong
2 DB,unrel,696.3,Faivre et al._2014_2_cong
2 DB,unrel,499.1,Faivre et al._2014_2_cong
2 DB,rel,682.3,Faivre et al._2014_2_incong
2 DB,rel,354.7,Faivre et al._2014_2_cong
20 tw,unrel,1220.6,Faivre et al._2014_2_incong
20 tw,rel,504,Faivre et al._2014_2_incong
20 tw,rel,559.4,Faivre et al._2014_2_cong
20 tw,rel,552.8,Faivre et al._2014_2_incong
20 tw,unrel,717.6,Faivre et al._2014_2_cong
20 tw,unrel,657.2,Faivre et al._2014_2_incong
20 tw,rel,577,Faivre et al._2014_2_incong
20 tw,unrel,711.5,Faivre et al._2014_2_incong
20 tw,unrel,871,Faivre et al._2014_2_incong
20 tw,rel,994.4,Faivre et al._2014_2_incong
20 tw,unrel,579.1,Faivre et al._2014_2_incong
20 tw,unrel,1010.8,Faivre et al._2014_2_incong
20 tw,unrel,1041.6,Faivre et al._2014_2_incong
20 tw,rel,708.7,Faivre et al._2014_2_cong
20 tw,rel,843.4,Faivre et al._2014_2_incong
20 tw,unrel,783.3,Faivre et al._2014_2_cong
20 tw,rel,883.4,Faivre et al._2014_2_incong
20 tw,unrel,590.6,Faivre et al._2014_2_incong
20 tw,unrel,709.2,Faivre et al._2014_2_incong
20 tw,rel,623.5,Faivre et al._2014_2_cong
20 tw,rel,694.5,Faivre et al._2014_2_incong
20 tw,unrel,587.1,Faivre et al._2014_2_cong
20 tw,unrel,534.3,Faivre et al._2014_2_cong
20 tw,unrel,543.3,Faivre et al._2014_2_incong
20 tw,unrel,473,Faivre et al._2014_2_incong
20 tw,rel,668.3,Faivre et al._2014_2_incong
20 tw,unrel,852.5,Faivre et al._2014_2_incong
20 tw,unrel,419.7,Faivre et al._2014_2_cong
20 tw,unrel,490.1,Faivre et al._2014_2_incong
20 tw,unrel,669.6,Faivre et al._2014_2_incong
20 tw,rel,448.1,Faivre et al._2014_2_cong
20 tw,rel,514.5,Faivre et al._2014_2_incong
20 tw,unrel,364.7,Faivre et al._2014_2_cong
20 tw,rel,435.7,Faivre et al._2014_2_cong
20 tw,unrel,498.1,Faivre et al._2014_2_cong
20 tw,rel,458.1,Faivre et al._2014_2_cong
20 tw,rel,409.7,Faivre et al._2014_2_cong
20 tw,rel,509.8,Faivre et al._2014_2_cong
20 tw,unrel,512.5,Faivre et al._2014_2_incong
20 tw,rel,523.2,Faivre et al._2014_2_cong
20 tw,unrel,393,Faivre et al._2014_2_cong
20 tw,rel,563.8,Faivre et al._2014_2_incong
20 tw,rel,523.6,Faivre et al._2014_2_cong
20 tw,unrel,749.4,Faivre et al._2014_2_incong
20 tw,unrel,600.9,Faivre et al._2014_2_incong
20 tw,unrel,539.5,Faivre et al._2014_2_cong
20 tw,rel,561.2,Faivre et al._2014_2_cong
20 tw,rel,734.5,Faivre et al._2014_2_incong
20 tw,unrel,723,Faivre et al._2014_2_incong
20 tw,rel,882.5,Faivre et al._2014_2_incong
20 tw,unrel,617.7,Faivre et al._2014_2_incong
20 tw,rel,600.5,Faivre et al._2014_2_cong
20 tw,rel,488.8,Faivre et al._2014_2_incong
20 tw,rel,728.1,Faivre et al._2014_2_incong
20 tw,rel,516.7,Faivre et al._2014_2_cong
20 tw,unrel,561.2,Faivre et al._2014_2_incong
20 tw,unrel,787.9,Faivre et al._2014_2_incong
20 tw,unrel,644.7,Faivre et al._2014_2_cong
20 tw,rel,479.4,Faivre et al._2014_2_cong
20 tw,unrel,581.6,Faivre et al._2014_2_incong
20 tw,rel,718.3,Faivre et al._2014_2_cong
20 tw,rel,595.2,Faivre et al._2014_2_incong
20 tw,rel,608.7,Faivre et al._2014_2_cong
20 tw,unrel,613,Faivre et al._2014_2_cong
20 tw,rel,561.1,Faivre et al._2014_2_cong
20 tw,unrel,586.2,Faivre et al._2014_2_cong
20 tw,unrel,533.5,Faivre et al._2014_2_incong
20 tw,rel,455.7,Faivre et al._2014_2_incong
20 tw,rel,537.8,Faivre et al._2014_2_incong
20 tw,rel,435,Faivre et al._2014_2_cong
20 tw,unrel,799,Faivre et al._2014_2_incong
20 tw,rel,614.5,Faivre et al._2014_2_cong
20 tw,rel,546.9,Faivre et al._2014_2_incong
20 tw,unrel,708.5,Faivre et al._2014_2_incong
20 tw,unrel,697.1,Faivre et al._2014_2_incong
20 tw,rel,682.6,Faivre et al._2014_2_incong
20 tw,unrel,519.1,Faivre et al._2014_2_cong
20 tw,rel,1165.1,Faivre et al._2014_2_cong
20 tw,rel,663.7,Faivre et al._2014_2_incong
20 tw,unrel,431.2,Faivre et al._2014_2_cong
20 tw,rel,702.8,Faivre et al._2014_2_incong
20 tw,rel,882.5,Faivre et al._2014_2_incong
20 tw,unrel,927.2,Faivre et al._2014_2_cong
20 tw,unrel,504.6,Faivre et al._2014_2_cong
20 tw,unrel,549.9,Faivre et al._2014_2_incong
21 vs,unrel,569.1,Faivre et al._2014_2_cong
21 vs,unrel,1149.9,Faivre et al._2014_2_incong
21 vs,rel,684.2,Faivre et al._2014_2_incong
21 vs,rel,780.7,Faivre et al._2014_2_cong
21 vs,unrel,909.6,Faivre et al._2014_2_incong
21 vs,rel,2142.2,Faivre et al._2014_2_incong
21 vs,rel,586.6,Faivre et al._2014_2_incong
21 vs,rel,584.8,Faivre et al._2014_2_cong
21 vs,rel,1152,Faivre et al._2014_2_cong
21 vs,unrel,739,Faivre et al._2014_2_incong
21 vs,rel,664.3,Faivre et al._2014_2_incong
21 vs,unrel,529.3,Faivre et al._2014_2_cong
21 vs,rel,1167,Faivre et al._2014_2_cong
21 vs,rel,636.5,Faivre et al._2014_2_cong
21 vs,unrel,1670.8,Faivre et al._2014_2_incong
21 vs,rel,732.9,Faivre et al._2014_2_cong
21 vs,unrel,639.6,Faivre et al._2014_2_cong
21 vs,rel,773.2,Faivre et al._2014_2_cong
21 vs,rel,1390.6,Faivre et al._2014_2_incong
21 vs,rel,948.2,Faivre et al._2014_2_incong
21 vs,rel,629.2,Faivre et al._2014_2_cong
21 vs,rel,1462.9,Faivre et al._2014_2_incong
21 vs,unrel,690.1,Faivre et al._2014_2_cong
21 vs,unrel,569.3,Faivre et al._2014_2_incong
21 vs,unrel,1632.2,Faivre et al._2014_2_incong
21 vs,unrel,1358.8,Faivre et al._2014_2_incong
21 vs,unrel,544.4,Faivre et al._2014_2_cong
21 vs,rel,676.4,Faivre et al._2014_2_incong
21 vs,rel,457.1,Faivre et al._2014_2_incong
21 vs,unrel,2090,Faivre et al._2014_2_incong
21 vs,rel,734.5,Faivre et al._2014_2_cong
21 vs,unrel,662.5,Faivre et al._2014_2_cong
21 vs,unrel,667.6,Faivre et al._2014_2_cong
21 vs,unrel,950.4,Faivre et al._2014_2_cong
21 vs,rel,862.3,Faivre et al._2014_2_incong
21 vs,unrel,497.7,Faivre et al._2014_2_incong
21 vs,rel,923.6,Faivre et al._2014_2_cong
21 vs,unrel,719.8,Faivre et al._2014_2_cong
21 vs,rel,836.2,Faivre et al._2014_2_cong
21 vs,rel,862.9,Faivre et al._2014_2_incong
21 vs,rel,783.6,Faivre et al._2014_2_cong
21 vs,rel,578.8,Faivre et al._2014_2_cong
21 vs,unrel,1324.2,Faivre et al._2014_2_cong
21 vs,unrel,741.8,Faivre et al._2014_2_incong
21 vs,unrel,767.6,Faivre et al._2014_2_incong
21 vs,rel,1591.1,Faivre et al._2014_2_incong
21 vs,unrel,587.2,Faivre et al._2014_2_incong
21 vs,unrel,632.4,Faivre et al._2014_2_incong
21 vs,rel,734.9,Faivre et al._2014_2_cong
21 vs,unrel,579,Faivre et al._2014_2_incong
21 vs,rel,483.7,Faivre et al._2014_2_cong
21 vs,rel,996.9,Faivre et al._2014_2_incong
21 vs,unrel,551.8,Faivre et al._2014_2_cong
21 vs,unrel,399.3,Faivre et al._2014_2_incong
21 vs,unrel,799,Faivre et al._2014_2_cong
21 vs,rel,1500.2,Faivre et al._2014_2_incong
21 vs,rel,1204,Faivre et al._2014_2_cong
21 vs,unrel,496.1,Faivre et al._2014_2_incong
21 vs,rel,1262.8,Faivre et al._2014_2_incong
21 vs,unrel,1143.7,Faivre et al._2014_2_incong
21 vs,unrel,596.3,Faivre et al._2014_2_cong
21 vs,unrel,1212.4,Faivre et al._2014_2_incong
21 vs,rel,581.9,Faivre et al._2014_2_cong
21 vs,rel,997.6,Faivre et al._2014_2_incong
21 vs,rel,650.1,Faivre et al._2014_2_cong
21 vs,rel,572.6,Faivre et al._2014_2_incong
21 vs,rel,1036.2,Faivre et al._2014_2_incong
21 vs,rel,933.6,Faivre et al._2014_2_incong
21 vs,unrel,1087.3,Faivre et al._2014_2_incong
21 vs,rel,808.8,Faivre et al._2014_2_cong
21 vs,rel,445.8,Faivre et al._2014_2_incong
21 vs,unrel,617.4,Faivre et al._2014_2_cong
21 vs,rel,514.4,Faivre et al._2014_2_incong
21 vs,unrel,679.2,Faivre et al._2014_2_cong
21 vs,rel,638.4,Faivre et al._2014_2_incong
21 vs,unrel,617.1,Faivre et al._2014_2_cong
21 vs,rel,512.4,Faivre et al._2014_2_incong
21 vs,unrel,485.3,Faivre et al._2014_2_incong
21 vs,rel,896.7,Faivre et al._2014_2_cong
21 vs,unrel,787,Faivre et al._2014_2_incong
21 vs,unrel,517.7,Faivre et al._2014_2_cong
21 vs,rel,507.9,Faivre et al._2014_2_cong
21 vs,unrel,588.5,Faivre et al._2014_2_cong
21 vs,rel,617.5,Faivre et al._2014_2_cong
21 vs,rel,466.1,Faivre et al._2014_2_incong
21 vs,unrel,551.1,Faivre et al._2014_2_incong
22 ya,unrel,1772.6,Faivre et al._2014_2_cong
22 ya,unrel,2724.1,Faivre et al._2014_2_incong
22 ya,rel,1139.9,Faivre et al._2014_2_incong
22 ya,rel,1386.7,Faivre et al._2014_2_incong
22 ya,rel,1582.5,Faivre et al._2014_2_cong
22 ya,unrel,1460,Faivre et al._2014_2_cong
22 ya,unrel,1466.3,Faivre et al._2014_2_cong
22 ya,unrel,1071.2,Faivre et al._2014_2_cong
22 ya,unrel,1223.8,Faivre et al._2014_2_cong
22 ya,rel,1317.6,Faivre et al._2014_2_incong
22 ya,rel,790,Faivre et al._2014_2_cong
22 ya,unrel,2154.8,Faivre et al._2014_2_cong
22 ya,rel,1322.6,Faivre et al._2014_2_incong
22 ya,rel,2344.5,Faivre et al._2014_2_cong
22 ya,rel,2610.5,Faivre et al._2014_2_cong
22 ya,unrel,2366,Faivre et al._2014_2_incong
22 ya,unrel,2416.3,Faivre et al._2014_2_incong
22 ya,rel,2113.1,Faivre et al._2014_2_cong
22 ya,rel,2535.6,Faivre et al._2014_2_cong
22 ya,unrel,1138.7,Faivre et al._2014_2_cong
22 ya,unrel,2338.7,Faivre et al._2014_2_incong
22 ya,unrel,2227.2,Faivre et al._2014_2_cong
22 ya,rel,2716.5,Faivre et al._2014_2_incong
22 ya,unrel,1989.5,Faivre et al._2014_2_incong
22 ya,unrel,2043.4,Faivre et al._2014_2_incong
22 ya,unrel,2291.6,Faivre et al._2014_2_cong
22 ya,unrel,1272.5,Faivre et al._2014_2_cong
22 ya,rel,1031.5,Faivre et al._2014_2_incong
22 ya,rel,1039.8,Faivre et al._2014_2_incong
22 ya,unrel,678.9,Faivre et al._2014_2_incong
22 ya,unrel,1096.8,Faivre et al._2014_2_cong
22 ya,unrel,2350.3,Faivre et al._2014_2_cong
22 ya,rel,1735.3,Faivre et al._2014_2_incong
22 ya,rel,1094.5,Faivre et al._2014_2_cong
22 ya,unrel,1564.5,Faivre et al._2014_2_incong
22 ya,unrel,1445.4,Faivre et al._2014_2_cong
22 ya,rel,1106.4,Faivre et al._2014_2_cong
22 ya,rel,1102,Faivre et al._2014_2_cong
22 ya,rel,2429.7,Faivre et al._2014_2_cong
22 ya,unrel,2307.5,Faivre et al._2014_2_incong
22 ya,unrel,1241.7,Faivre et al._2014_2_incong
22 ya,unrel,2471.4,Faivre et al._2014_2_incong
22 ya,rel,691.5,Faivre et al._2014_2_incong
22 ya,unrel,1984.7,Faivre et al._2014_2_cong
22 ya,rel,1144.6,Faivre et al._2014_2_cong
22 ya,rel,854,Faivre et al._2014_2_cong
22 ya,unrel,1646.7,Faivre et al._2014_2_incong
22 ya,unrel,1574.3,Faivre et al._2014_2_cong
22 ya,rel,1788.2,Faivre et al._2014_2_incong
22 ya,rel,1729.2,Faivre et al._2014_2_cong
22 ya,rel,1097.3,Faivre et al._2014_2_cong
22 ya,rel,1305.9,Faivre et al._2014_2_incong
22 ya,unrel,851.8,Faivre et al._2014_2_incong
22 ya,unrel,818.1,Faivre et al._2014_2_incong
22 ya,rel,1290.3,Faivre et al._2014_2_incong
22 ya,unrel,975.9,Faivre et al._2014_2_cong
22 ya,rel,1231.4,Faivre et al._2014_2_cong
22 ya,unrel,1118.3,Faivre et al._2014_2_cong
22 ya,rel,2894.8,Faivre et al._2014_2_cong
22 ya,unrel,1002.1,Faivre et al._2014_2_cong
22 ya,rel,1785.6,Faivre et al._2014_2_incong
22 ya,rel,904.7,Faivre et al._2014_2_cong
22 ya,rel,1397.7,Faivre et al._2014_2_incong
22 ya,rel,1806,Faivre et al._2014_2_cong
22 ya,rel,1179.9,Faivre et al._2014_2_cong
22 ya,unrel,928.7,Faivre et al._2014_2_incong
22 ya,rel,1535.9,Faivre et al._2014_2_incong
22 ya,unrel,851.7,Faivre et al._2014_2_cong
22 ya,rel,865.4,Faivre et al._2014_2_incong
22 ya,rel,1582,Faivre et al._2014_2_incong
22 ya,rel,1338.9,Faivre et al._2014_2_cong
22 ya,rel,1124.3,Faivre et al._2014_2_cong
3 JL,rel,1627,Faivre et al._2014_2_cong
3 JL,rel,1097.2,Faivre et al._2014_2_incong
3 JL,rel,1162.3,Faivre et al._2014_2_incong
3 JL,rel,765.5,Faivre et al._2014_2_incong
3 JL,unrel,944.7,Faivre et al._2014_2_cong
3 JL,rel,1005.5,Faivre et al._2014_2_incong
3 JL,rel,931.2,Faivre et al._2014_2_cong
3 JL,rel,834.1,Faivre et al._2014_2_cong
3 JL,unrel,1669.5,Faivre et al._2014_2_cong
3 JL,rel,1289.1,Faivre et al._2014_2_cong
3 JL,rel,715.6,Faivre et al._2014_2_incong
3 JL,unrel,618.8,Faivre et al._2014_2_cong
3 JL,unrel,1007.7,Faivre et al._2014_2_incong
3 JL,unrel,789.7,Faivre et al._2014_2_cong
3 JL,rel,945.4,Faivre et al._2014_2_incong
3 JL,rel,1503.7,Faivre et al._2014_2_incong
3 JL,unrel,820.7,Faivre et al._2014_2_cong
3 JL,unrel,1070.4,Faivre et al._2014_2_incong
3 JL,rel,843.4,Faivre et al._2014_2_cong
3 JL,unrel,684.5,Faivre et al._2014_2_incong
3 JL,rel,824.7,Faivre et al._2014_2_incong
3 JL,unrel,898.3,Faivre et al._2014_2_cong
3 JL,unrel,1481.3,Faivre et al._2014_2_incong
3 JL,rel,1214,Faivre et al._2014_2_cong
3 JL,unrel,807.2,Faivre et al._2014_2_incong
3 JL,unrel,1608.3,Faivre et al._2014_2_cong
3 JL,unrel,751.5,Faivre et al._2014_2_incong
3 JL,rel,822.3,Faivre et al._2014_2_incong
3 JL,rel,1093.2,Faivre et al._2014_2_incong
3 JL,unrel,780.5,Faivre et al._2014_2_incong
3 JL,rel,1019.1,Faivre et al._2014_2_cong
3 JL,rel,1568.6,Faivre et al._2014_2_incong
3 JL,unrel,750.6,Faivre et al._2014_2_cong
3 JL,unrel,862.5,Faivre et al._2014_2_cong
3 JL,rel,684.7,Faivre et al._2014_2_incong
3 JL,unrel,1468.5,Faivre et al._2014_2_cong
3 JL,unrel,1941.7,Faivre et al._2014_2_incong
3 JL,unrel,792.5,Faivre et al._2014_2_incong
3 JL,rel,712.4,Faivre et al._2014_2_incong
3 JL,rel,925.1,Faivre et al._2014_2_cong
3 JL,rel,932.2,Faivre et al._2014_2_incong
3 JL,rel,2188.3,Faivre et al._2014_2_cong
3 JL,rel,1570.8,Faivre et al._2014_2_incong
3 JL,rel,1145,Faivre et al._2014_2_incong
3 JL,rel,1272.9,Faivre et al._2014_2_incong
3 JL,rel,1736.6,Faivre et al._2014_2_cong
3 JL,unrel,566.6,Faivre et al._2014_2_incong
3 JL,unrel,832.5,Faivre et al._2014_2_incong
3 JL,unrel,1356.2,Faivre et al._2014_2_cong
3 JL,unrel,1273.1,Faivre et al._2014_2_cong
3 JL,unrel,838.2,Faivre et al._2014_2_incong
3 JL,rel,1435.1,Faivre et al._2014_2_cong
3 JL,rel,1416.7,Faivre et al._2014_2_incong
3 JL,unrel,1479.9,Faivre et al._2014_2_incong
3 JL,rel,803.9,Faivre et al._2014_2_incong
3 JL,rel,1732.3,Faivre et al._2014_2_cong
3 JL,unrel,767.3,Faivre et al._2014_2_incong
3 JL,unrel,869.2,Faivre et al._2014_2_incong
3 JL,rel,1470.9,Faivre et al._2014_2_incong
3 JL,unrel,1208.2,Faivre et al._2014_2_incong
3 JL,unrel,1089.1,Faivre et al._2014_2_incong
3 JL,rel,904.3,Faivre et al._2014_2_incong
3 JL,rel,1964.5,Faivre et al._2014_2_cong
3 JL,rel,848.7,Faivre et al._2014_2_cong
3 JL,unrel,1106.5,Faivre et al._2014_2_incong
3 JL,rel,951.7,Faivre et al._2014_2_incong
3 JL,unrel,835.8,Faivre et al._2014_2_cong
3 JL,unrel,898.9,Faivre et al._2014_2_incong
3 JL,unrel,1579.3,Faivre et al._2014_2_incong
3 JL,unrel,1322.1,Faivre et al._2014_2_cong
3 JL,rel,2171.1,Faivre et al._2014_2_cong
3 JL,unrel,1597.1,Faivre et al._2014_2_incong
3 JL,rel,980,Faivre et al._2014_2_incong
3 JL,rel,915.7,Faivre et al._2014_2_cong
3 JL,rel,815.1,Faivre et al._2014_2_incong
3 JL,rel,570.9,Faivre et al._2014_2_incong
3 JL,rel,597.8,Faivre et al._2014_2_cong
3 JL,unrel,829.7,Faivre et al._2014_2_incong
3 JL,unrel,977.6,Faivre et al._2014_2_cong
3 JL,unrel,1105.4,Faivre et al._2014_2_incong
3 JL,unrel,1907.8,Faivre et al._2014_2_cong
3 JL,unrel,1835.3,Faivre et al._2014_2_cong
3 JL,rel,1226.6,Faivre et al._2014_2_incong
3 JL,unrel,2271.5,Faivre et al._2014_2_incong
3 JL,unrel,782.8,Faivre et al._2014_2_cong
3 JL,rel,2101.2,Faivre et al._2014_2_cong
4 MB,rel,461.7,Faivre et al._2014_2_incong
4 MB,unrel,476.2,Faivre et al._2014_2_cong
4 MB,unrel,598.5,Faivre et al._2014_2_cong
4 MB,unrel,584.3,Faivre et al._2014_2_cong
4 MB,unrel,431.1,Faivre et al._2014_2_cong
4 MB,rel,688.9,Faivre et al._2014_2_cong
4 MB,rel,411.8,Faivre et al._2014_2_cong
4 MB,rel,888.5,Faivre et al._2014_2_incong
4 MB,rel,651.1,Faivre et al._2014_2_cong
4 MB,rel,904.3,Faivre et al._2014_2_incong
4 MB,unrel,1187.1,Faivre et al._2014_2_incong
4 MB,unrel,566.6,Faivre et al._2014_2_cong
4 MB,unrel,705.6,Faivre et al._2014_2_incong
4 MB,rel,1031.6,Faivre et al._2014_2_incong
4 MB,unrel,550,Faivre et al._2014_2_cong
4 MB,unrel,837.7,Faivre et al._2014_2_cong
4 MB,rel,519.8,Faivre et al._2014_2_incong
4 MB,rel,454.7,Faivre et al._2014_2_cong
4 MB,rel,585.5,Faivre et al._2014_2_cong
4 MB,rel,526.3,Faivre et al._2014_2_cong
4 MB,unrel,644.9,Faivre et al._2014_2_incong
4 MB,rel,477.5,Faivre et al._2014_2_incong
4 MB,rel,463,Faivre et al._2014_2_incong
4 MB,unrel,500,Faivre et al._2014_2_incong
4 MB,rel,506.1,Faivre et al._2014_2_cong
4 MB,unrel,518.1,Faivre et al._2014_2_cong
4 MB,unrel,588.7,Faivre et al._2014_2_cong
4 MB,unrel,643.7,Faivre et al._2014_2_incong
4 MB,unrel,652.3,Faivre et al._2014_2_cong
4 MB,unrel,764.9,Faivre et al._2014_2_cong
4 MB,unrel,543.8,Faivre et al._2014_2_incong
4 MB,unrel,566.8,Faivre et al._2014_2_cong
4 MB,rel,529.4,Faivre et al._2014_2_cong
4 MB,unrel,452.1,Faivre et al._2014_2_cong
4 MB,unrel,479.2,Faivre et al._2014_2_incong
4 MB,unrel,426.2,Faivre et al._2014_2_cong
4 MB,unrel,399.4,Faivre et al._2014_2_incong
4 MB,rel,479.6,Faivre et al._2014_2_cong
4 MB,rel,535.5,Faivre et al._2014_2_cong
4 MB,unrel,458.2,Faivre et al._2014_2_incong
4 MB,rel,481.8,Faivre et al._2014_2_incong
4 MB,unrel,335.2,Faivre et al._2014_2_incong
4 MB,unrel,382.3,Faivre et al._2014_2_incong
4 MB,unrel,443,Faivre et al._2014_2_cong
4 MB,rel,557.4,Faivre et al._2014_2_incong
4 MB,rel,436.2,Faivre et al._2014_2_incong
4 MB,unrel,452.5,Faivre et al._2014_2_cong
4 MB,unrel,424.4,Faivre et al._2014_2_cong
4 MB,rel,471.1,Faivre et al._2014_2_incong
4 MB,rel,416.7,Faivre et al._2014_2_incong
4 MB,unrel,495.4,Faivre et al._2014_2_cong
4 MB,unrel,564.6,Faivre et al._2014_2_incong
4 MB,unrel,981.8,Faivre et al._2014_2_incong
4 MB,rel,710.7,Faivre et al._2014_2_cong
4 MB,unrel,368.2,Faivre et al._2014_2_incong
4 MB,rel,532,Faivre et al._2014_2_incong
4 MB,rel,427.2,Faivre et al._2014_2_incong
4 MB,unrel,849.5,Faivre et al._2014_2_cong
4 MB,rel,364.1,Faivre et al._2014_2_incong
4 MB,unrel,389.7,Faivre et al._2014_2_incong
4 MB,rel,596.6,Faivre et al._2014_2_cong
4 MB,rel,430.6,Faivre et al._2014_2_incong
4 MB,unrel,532.2,Faivre et al._2014_2_cong
4 MB,unrel,517.6,Faivre et al._2014_2_cong
4 MB,unrel,975,Faivre et al._2014_2_incong
4 MB,rel,635.8,Faivre et al._2014_2_cong
4 MB,unrel,567.2,Faivre et al._2014_2_cong
4 MB,rel,442.6,Faivre et al._2014_2_cong
4 MB,rel,517.8,Faivre et al._2014_2_incong
4 MB,rel,533.6,Faivre et al._2014_2_incong
4 MB,rel,356.2,Faivre et al._2014_2_incong
4 MB,rel,347,Faivre et al._2014_2_incong
4 MB,unrel,464.2,Faivre et al._2014_2_cong
4 MB,rel,350,Faivre et al._2014_2_incong
4 MB,rel,389.3,Faivre et al._2014_2_cong
4 MB,unrel,785,Faivre et al._2014_2_incong
4 MB,rel,444.9,Faivre et al._2014_2_cong
4 MB,unrel,501,Faivre et al._2014_2_cong
5 NJ,rel,2384.8,Faivre et al._2014_2_cong
5 NJ,unrel,1204.1,Faivre et al._2014_2_incong
5 NJ,unrel,905.1,Faivre et al._2014_2_cong
5 NJ,rel,1119.7,Faivre et al._2014_2_incong
5 NJ,rel,1189,Faivre et al._2014_2_incong
5 NJ,rel,744.3,Faivre et al._2014_2_incong
5 NJ,rel,1551.9,Faivre et al._2014_2_cong
5 NJ,unrel,1428.9,Faivre et al._2014_2_incong
5 NJ,unrel,1534.7,Faivre et al._2014_2_cong
5 NJ,rel,982.1,Faivre et al._2014_2_incong
5 NJ,rel,1192,Faivre et al._2014_2_cong
5 NJ,rel,2270.9,Faivre et al._2014_2_incong
5 NJ,unrel,1112,Faivre et al._2014_2_cong
5 NJ,unrel,1337.5,Faivre et al._2014_2_incong
5 NJ,unrel,940.6,Faivre et al._2014_2_incong
5 NJ,unrel,1683.8,Faivre et al._2014_2_incong
5 NJ,unrel,965.2,Faivre et al._2014_2_cong
5 NJ,unrel,717.4,Faivre et al._2014_2_incong
5 NJ,rel,1524.2,Faivre et al._2014_2_incong
5 NJ,rel,815.4,Faivre et al._2014_2_incong
5 NJ,rel,1155.7,Faivre et al._2014_2_cong
5 NJ,unrel,2728.4,Faivre et al._2014_2_cong
5 NJ,unrel,1062.8,Faivre et al._2014_2_incong
5 NJ,rel,637.2,Faivre et al._2014_2_cong
5 NJ,unrel,1594.4,Faivre et al._2014_2_incong
5 NJ,rel,801.2,Faivre et al._2014_2_incong
5 NJ,unrel,793.8,Faivre et al._2014_2_cong
5 NJ,unrel,988.2,Faivre et al._2014_2_incong
5 NJ,unrel,714.4,Faivre et al._2014_2_cong
5 NJ,rel,798.3,Faivre et al._2014_2_cong
5 NJ,rel,589.9,Faivre et al._2014_2_incong
5 NJ,rel,627.2,Faivre et al._2014_2_cong
5 NJ,rel,942,Faivre et al._2014_2_cong
5 NJ,unrel,580.1,Faivre et al._2014_2_cong
