idv,iv,dv,exp
5 NJ,rel,792.7,Faivre et al._2014_2_cong
5 NJ,rel,835.4,Faivre et al._2014_2_incong
5 NJ,unrel,1607.9,Faivre et al._2014_2_incong
5 NJ,unrel,1461.6,Faivre et al._2014_2_cong
5 NJ,rel,2249.9,Faivre et al._2014_2_incong
5 NJ,unrel,1638.7,Faivre et al._2014_2_incong
5 NJ,unrel,1074.9,Faivre et al._2014_2_incong
5 NJ,rel,643.7,Faivre et al._2014_2_cong
5 NJ,rel,567.8,Faivre et al._2014_2_cong
5 NJ,unrel,920.1,Faivre et al._2014_2_cong
5 NJ,unrel,1571.1,Faivre et al._2014_2_incong
5 NJ,unrel,1732.7,Faivre et al._2014_2_cong
5 NJ,rel,843,Faivre et al._2014_2_incong
5 NJ,unrel,740.5,Faivre et al._2014_2_incong
5 NJ,rel,1774.9,Faivre et al._2014_2_cong
5 NJ,rel,1355.5,Faivre et al._2014_2_incong
5 NJ,rel,616.3,Faivre et al._2014_2_cong
5 NJ,rel,1256.3,Faivre et al._2014_2_cong
5 NJ,rel,751,Faivre et al._2014_2_cong
5 NJ,rel,1618.4,Faivre et al._2014_2_incong
5 NJ,rel,1652.5,Faivre et al._2014_2_cong
5 NJ,rel,1470.2,Faivre et al._2014_2_incong
5 NJ,rel,729.2,Faivre et al._2014_2_cong
5 NJ,rel,1242.9,Faivre et al._2014_2_incong
5 NJ,rel,679.3,Faivre et al._2014_2_cong
5 NJ,unrel,712.1,Faivre et al._2014_2_cong
5 NJ,unrel,893.5,Faivre et al._2014_2_incong
5 NJ,unrel,839,Faivre et al._2014_2_cong
5 NJ,unrel,653.6,Faivre et al._2014_2_cong
5 NJ,rel,487.5,Faivre et al._2014_2_cong
5 NJ,rel,1371.3,Faivre et al._2014_2_incong
5 NJ,unrel,1053.9,Faivre et al._2014_2_cong
5 NJ,unrel,1131.5,Faivre et al._2014_2_incong
5 NJ,unrel,990.5,Faivre et al._2014_2_cong
5 NJ,unrel,617.9,Faivre et al._2014_2_cong
5 NJ,unrel,940.9,Faivre et al._2014_2_incong
5 NJ,rel,1972.7,Faivre et al._2014_2_incong
5 NJ,unrel,1079.2,Faivre et al._2014_2_incong
5 NJ,rel,1688.5,Faivre et al._2014_2_incong
5 NJ,rel,642.7,Faivre et al._2014_2_incong
5 NJ,rel,1556.2,Faivre et al._2014_2_cong
5 NJ,rel,1431.9,Faivre et al._2014_2_cong
5 NJ,rel,1219.5,Faivre et al._2014_2_incong
5 NJ,unrel,649,Faivre et al._2014_2_cong
5 NJ,unrel,620.3,Faivre et al._2014_2_cong
5 NJ,unrel,474.9,Faivre et al._2014_2_cong
5 NJ,rel,475.5,Faivre et al._2014_2_cong
5 NJ,rel,511.1,Faivre et al._2014_2_cong
5 NJ,unrel,664.7,Faivre et al._2014_2_incong
5 NJ,unrel,837.8,Faivre et al._2014_2_incong
6 af,rel,621.2,Faivre et al._2014_2_cong
6 af,unrel,711.5,Faivre et al._2014_2_incong
6 af,rel,1265.7,Faivre et al._2014_2_incong
6 af,rel,852.7,Faivre et al._2014_2_incong
6 af,rel,887.7,Faivre et al._2014_2_incong
6 af,unrel,614.2,Faivre et al._2014_2_incong
6 af,rel,896.2,Faivre et al._2014_2_cong
6 af,rel,896.7,Faivre et al._2014_2_incong
6 af,unrel,1590.4,Faivre et al._2014_2_cong
6 af,unrel,1162.3,Faivre et al._2014_2_incong
6 af,rel,621.9,Faivre et al._2014_2_cong
6 af,unrel,880.4,Faivre et al._2014_2_incong
6 af,rel,738.8,Faivre et al._2014_2_incong
6 af,unrel,1135.7,Faivre et al._2014_2_cong
6 af,rel,945.5,Faivre et al._2014_2_incong
6 af,unrel,780.2,Faivre et al._2014_2_cong
6 af,unrel,977.6,Faivre et al._2014_2_incong
6 af,rel,542,Faivre et al._2014_2_cong
6 af,unrel,1861.1,Faivre et al._2014_2_incong
6 af,rel,803.4,Faivre et al._2014_2_incong
6 af,unrel,671.8,Faivre et al._2014_2_cong
6 af,unrel,765.6,Faivre et al._2014_2_cong
6 af,rel,1039.2,Faivre et al._2014_2_cong
6 af,unrel,1020.4,Faivre et al._2014_2_incong
6 af,unrel,565.2,Faivre et al._2014_2_cong
6 af,rel,580.3,Faivre et al._2014_2_cong
6 af,unrel,901,Faivre et al._2014_2_cong
6 af,unrel,718.3,Faivre et al._2014_2_cong
6 af,rel,820.3,Faivre et al._2014_2_cong
6 af,unrel,459,Faivre et al._2014_2_cong
6 af,rel,1032.2,Faivre et al._2014_2_cong
6 af,unrel,977.9,Faivre et al._2014_2_incong
6 af,unrel,1059.7,Faivre et al._2014_2_cong
6 af,rel,1169.5,Faivre et al._2014_2_cong
6 af,unrel,1116.8,Faivre et al._2014_2_cong
6 af,rel,1102.7,Faivre et al._2014_2_cong
6 af,unrel,768.5,Faivre et al._2014_2_cong
6 af,unrel,1396,Faivre et al._2014_2_incong
6 af,rel,1077.4,Faivre et al._2014_2_incong
6 af,unrel,723.6,Faivre et al._2014_2_incong
6 af,rel,597.9,Faivre et al._2014_2_cong
6 af,unrel,716,Faivre et al._2014_2_incong
6 af,unrel,1306.6,Faivre et al._2014_2_incong
6 af,rel,1190.5,Faivre et al._2014_2_incong
6 af,rel,611.6,Faivre et al._2014_2_incong
6 af,unrel,661.6,Faivre et al._2014_2_cong
6 af,rel,731.1,Faivre et al._2014_2_cong
6 af,rel,2326.3,Faivre et al._2014_2_incong
6 af,unrel,1209.3,Faivre et al._2014_2_incong
6 af,unrel,1044.8,Faivre et al._2014_2_incong
6 af,rel,873.7,Faivre et al._2014_2_cong
6 af,rel,643.8,Faivre et al._2014_2_incong
6 af,rel,633.2,Faivre et al._2014_2_cong
6 af,rel,1324,Faivre et al._2014_2_incong
6 af,unrel,1163,Faivre et al._2014_2_incong
6 af,rel,1388.3,Faivre et al._2014_2_incong
6 af,unrel,2300.2,Faivre et al._2014_2_incong
6 af,unrel,654.7,Faivre et al._2014_2_incong
6 af,unrel,1327.1,Faivre et al._2014_2_cong
6 af,unrel,1131.5,Faivre et al._2014_2_cong
6 af,rel,3207.7,Faivre et al._2014_2_cong
6 af,rel,979.2,Faivre et al._2014_2_cong
6 af,rel,2223.1,Faivre et al._2014_2_cong
6 af,rel,937.5,Faivre et al._2014_2_incong
6 af,unrel,1242.2,Faivre et al._2014_2_cong
6 af,unrel,1326.7,Faivre et al._2014_2_incong
6 af,rel,1210,Faivre et al._2014_2_incong
6 af,unrel,1657.6,Faivre et al._2014_2_cong
6 af,rel,1071.1,Faivre et al._2014_2_incong
6 af,unrel,1942.6,Faivre et al._2014_2_incong
6 af,unrel,997.1,Faivre et al._2014_2_cong
6 af,rel,930.1,Faivre et al._2014_2_incong
6 af,rel,961.3,Faivre et al._2014_2_cong
6 af,unrel,617.8,Faivre et al._2014_2_incong
6 af,rel,665.6,Faivre et al._2014_2_cong
6 af,unrel,1067.6,Faivre et al._2014_2_cong
6 af,unrel,813.8,Faivre et al._2014_2_cong
6 af,rel,853.7,Faivre et al._2014_2_incong
6 af,rel,1522.7,Faivre et al._2014_2_cong
6 af,rel,963,Faivre et al._2014_2_incong
6 af,rel,1809.1,Faivre et al._2014_2_cong
6 af,unrel,682,Faivre et al._2014_2_cong
6 af,unrel,659.6,Faivre et al._2014_2_incong
6 af,unrel,1013,Faivre et al._2014_2_cong
7 as,rel,700.7,Faivre et al._2014_2_cong
7 as,unrel,763.9,Faivre et al._2014_2_cong
7 as,rel,1050,Faivre et al._2014_2_incong
7 as,unrel,991.4,Faivre et al._2014_2_incong
7 as,rel,844.3,Faivre et al._2014_2_cong
7 as,rel,793,Faivre et al._2014_2_incong
7 as,rel,1228.4,Faivre et al._2014_2_cong
7 as,rel,855,Faivre et al._2014_2_incong
7 as,unrel,966.3,Faivre et al._2014_2_incong
7 as,rel,1183,Faivre et al._2014_2_cong
7 as,unrel,848.7,Faivre et al._2014_2_incong
7 as,unrel,875.6,Faivre et al._2014_2_cong
7 as,rel,740,Faivre et al._2014_2_cong
7 as,rel,968.2,Faivre et al._2014_2_incong
7 as,unrel,669.6,Faivre et al._2014_2_incong
7 as,unrel,978.9,Faivre et al._2014_2_cong
7 as,unrel,1230.3,Faivre et al._2014_2_cong
7 as,unrel,1205.9,Faivre et al._2014_2_cong
7 as,rel,1020.3,Faivre et al._2014_2_incong
7 as,unrel,1598.9,Faivre et al._2014_2_incong
7 as,rel,734.4,Faivre et al._2014_2_cong
7 as,unrel,1359.6,Faivre et al._2014_2_incong
7 as,rel,827.4,Faivre et al._2014_2_cong
7 as,rel,570,Faivre et al._2014_2_cong
7 as,rel,765.1,Faivre et al._2014_2_cong
7 as,unrel,718.9,Faivre et al._2014_2_cong
7 as,rel,903.7,Faivre et al._2014_2_incong
7 as,rel,873.3,Faivre et al._2014_2_incong
7 as,unrel,1112.6,Faivre et al._2014_2_cong
7 as,unrel,898.2,Faivre et al._2014_2_cong
7 as,unrel,806.3,Faivre et al._2014_2_cong
7 as,rel,746.4,Faivre et al._2014_2_cong
7 as,unrel,685.5,Faivre et al._2014_2_incong
7 as,rel,740.6,Faivre et al._2014_2_cong
7 as,unrel,814.8,Faivre et al._2014_2_incong
7 as,unrel,624.9,Faivre et al._2014_2_cong
7 as,rel,644.4,Faivre et al._2014_2_cong
7 as,rel,686.1,Faivre et al._2014_2_incong
7 as,rel,621.8,Faivre et al._2014_2_cong
7 as,rel,676.1,Faivre et al._2014_2_cong
7 as,rel,759.9,Faivre et al._2014_2_incong
7 as,unrel,637.8,Faivre et al._2014_2_incong
7 as,rel,578.9,Faivre et al._2014_2_incong
7 as,unrel,1410.7,Faivre et al._2014_2_incong
7 as,unrel,629.3,Faivre et al._2014_2_cong
7 as,rel,782.6,Faivre et al._2014_2_incong
7 as,rel,584.2,Faivre et al._2014_2_incong
7 as,rel,697.8,Faivre et al._2014_2_incong
7 as,unrel,704.8,Faivre et al._2014_2_cong
7 as,rel,1793.9,Faivre et al._2014_2_incong
7 as,rel,669,Faivre et al._2014_2_cong
7 as,rel,1000.5,Faivre et al._2014_2_cong
7 as,unrel,697.4,Faivre et al._2014_2_cong
7 as,rel,625.1,Faivre et al._2014_2_cong
7 as,unrel,1189,Faivre et al._2014_2_incong
7 as,unrel,947.3,Faivre et al._2014_2_incong
7 as,unrel,1052.8,Faivre et al._2014_2_cong
7 as,unrel,805.9,Faivre et al._2014_2_cong
7 as,rel,571.5,Faivre et al._2014_2_incong
7 as,rel,767.3,Faivre et al._2014_2_incong
7 as,unrel,791.1,Faivre et al._2014_2_cong
7 as,rel,521.7,Faivre et al._2014_2_cong
7 as,unrel,725.2,Faivre et al._2014_2_incong
7 as,unrel,1927.5,Faivre et al._2014_2_incong
7 as,rel,743.3,Faivre et al._2014_2_cong
7 as,rel,630.5,Faivre et al._2014_2_cong
7 as,unrel,890.1,Faivre et al._2014_2_cong
7 as,rel,595.6,Faivre et al._2014_2_cong
7 as,unrel,840.3,Faivre et al._2014_2_incong
7 as,rel,935.7,Faivre et al._2014_2_incong
7 as,rel,691.6,Faivre et al._2014_2_cong
7 as,unrel,563.4,Faivre et al._2014_2_cong
7 as,rel,653.1,Faivre et al._2014_2_cong
7 as,unrel,770.7,Faivre et al._2014_2_cong
7 as,rel,618,Faivre et al._2014_2_incong
7 as,unrel,592.9,Faivre et al._2014_2_cong
7 as,rel,642.7,Faivre et al._2014_2_incong
7 as,rel,755.6,Faivre et al._2014_2_cong
7 as,unrel,666,Faivre et al._2014_2_cong
7 as,rel,639.9,Faivre et al._2014_2_incong
7 as,rel,611.4,Faivre et al._2014_2_cong
7 as,rel,1148.7,Faivre et al._2014_2_incong
7 as,rel,682.1,Faivre et al._2014_2_incong
8 cd,unrel,1315.7,Faivre et al._2014_2_cong
8 cd,rel,1684.8,Faivre et al._2014_2_cong
8 cd,unrel,1300.5,Faivre et al._2014_2_incong
8 cd,unrel,1401.6,Faivre et al._2014_2_cong
8 cd,rel,845.8,Faivre et al._2014_2_incong
8 cd,unrel,1408.2,Faivre et al._2014_2_incong
8 cd,unrel,999.5,Faivre et al._2014_2_incong
8 cd,rel,1401.8,Faivre et al._2014_2_cong
8 cd,unrel,1824.7,Faivre et al._2014_2_cong
8 cd,rel,1598.4,Faivre et al._2014_2_incong
8 cd,unrel,1493.8,Faivre et al._2014_2_cong
8 cd,rel,3107.8,Faivre et al._2014_2_cong
8 cd,unrel,782.1,Faivre et al._2014_2_cong
8 cd,rel,1417.9,Faivre et al._2014_2_incong
8 cd,rel,1282.5,Faivre et al._2014_2_incong
8 cd,unrel,1546.6,Faivre et al._2014_2_incong
8 cd,unrel,1259.4,Faivre et al._2014_2_cong
8 cd,unrel,1431.1,Faivre et al._2014_2_incong
8 cd,rel,1250.2,Faivre et al._2014_2_cong
8 cd,unrel,1995.4,Faivre et al._2014_2_incong
8 cd,unrel,3816.9,Faivre et al._2014_2_incong
8 cd,rel,2346.2,Faivre et al._2014_2_cong
8 cd,unrel,2030.9,Faivre et al._2014_2_cong
8 cd,rel,1485.8,Faivre et al._2014_2_cong
8 cd,unrel,1842.3,Faivre et al._2014_2_incong
8 cd,rel,761.2,Faivre et al._2014_2_cong
8 cd,rel,1019.8,Faivre et al._2014_2_incong
8 cd,rel,941.2,Faivre et al._2014_2_incong
8 cd,rel,1397.9,Faivre et al._2014_2_incong
8 cd,unrel,2032.2,Faivre et al._2014_2_cong
8 cd,rel,720.1,Faivre et al._2014_2_cong
8 cd,unrel,1339.8,Faivre et al._2014_2_cong
8 cd,rel,1144.6,Faivre et al._2014_2_incong
8 cd,rel,686.9,Faivre et al._2014_2_cong
8 cd,unrel,1668.4,Faivre et al._2014_2_incong
8 cd,rel,1276.6,Faivre et al._2014_2_incong
8 cd,unrel,892.4,Faivre et al._2014_2_incong
8 cd,rel,1551.1,Faivre et al._2014_2_cong
8 cd,unrel,2116.7,Faivre et al._2014_2_cong
8 cd,rel,541.9,Faivre et al._2014_2_cong
8 cd,unrel,1075.1,Faivre et al._2014_2_cong
8 cd,unrel,1796.4,Faivre et al._2014_2_incong
8 cd,unrel,1432.7,Faivre et al._2014_2_cong
8 cd,unrel,2979.9,Faivre et al._2014_2_incong
8 cd,rel,1083.2,Faivre et al._2014_2_cong
8 cd,unrel,836.8,Faivre et al._2014_2_incong
8 cd,rel,1305,Faivre et al._2014_2_cong
8 cd,unrel,2028.3,Faivre et al._2014_2_cong
8 cd,unrel,1163.5,Faivre et al._2014_2_incong
8 cd,unrel,1879,Faivre et al._2014_2_incong
8 cd,rel,1623,Faivre et al._2014_2_incong
8 cd,unrel,1492.9,Faivre et al._2014_2_cong
8 cd,unrel,1427.1,Faivre et al._2014_2_incong
8 cd,unrel,710.9,Faivre et al._2014_2_incong
8 cd,unrel,1171.5,Faivre et al._2014_2_incong
8 cd,unrel,1994.8,Faivre et al._2014_2_incong
8 cd,rel,849.4,Faivre et al._2014_2_incong
8 cd,unrel,816,Faivre et al._2014_2_cong
8 cd,unrel,704.1,Faivre et al._2014_2_cong
8 cd,rel,2158.3,Faivre et al._2014_2_cong
8 cd,unrel,1087,Faivre et al._2014_2_incong
8 cd,unrel,638.9,Faivre et al._2014_2_incong
8 cd,rel,1331.1,Faivre et al._2014_2_cong
8 cd,rel,575.6,Faivre et al._2014_2_cong
8 cd,rel,1755,Faivre et al._2014_2_cong
8 cd,unrel,1703.3,Faivre et al._2014_2_cong
8 cd,rel,1566,Faivre et al._2014_2_cong
8 cd,rel,1180.8,Faivre et al._2014_2_incong
8 cd,rel,1648.9,Faivre et al._2014_2_incong
8 cd,rel,819.1,Faivre et al._2014_2_incong
8 cd,unrel,1509.4,Faivre et al._2014_2_cong
8 cd,rel,1817.3,Faivre et al._2014_2_incong
8 cd,unrel,655.1,Faivre et al._2014_2_cong
8 cd,rel,935.2,Faivre et al._2014_2_incong
8 cd,unrel,1408.7,Faivre et al._2014_2_cong
8 cd,rel,893.8,Faivre et al._2014_2_incong
8 cd,rel,626.3,Faivre et al._2014_2_cong
8 cd,rel,1616.6,Faivre et al._2014_2_incong
8 cd,rel,735.2,Faivre et al._2014_2_incong
8 cd,rel,2879.6,Faivre et al._2014_2_incong
8 cd,rel,846.1,Faivre et al._2014_2_incong
8 cd,rel,2046.3,Faivre et al._2014_2_cong
8 cd,rel,1402.9,Faivre et al._2014_2_cong
8 cd,unrel,1381.9,Faivre et al._2014_2_cong
9 dc,unrel,486.1,Faivre et al._2014_2_incong
9 dc,unrel,369.3,Faivre et al._2014_2_cong
9 dc,rel,386.9,Faivre et al._2014_2_cong
9 dc,unrel,350.3,Faivre et al._2014_2_incong
9 dc,rel,870.9,Faivre et al._2014_2_cong
9 dc,rel,593.8,Faivre et al._2014_2_cong
9 dc,unrel,362.5,Faivre et al._2014_2_incong
9 dc,rel,532.5,Faivre et al._2014_2_incong
9 dc,unrel,391.5,Faivre et al._2014_2_incong
9 dc,rel,355.4,Faivre et al._2014_2_incong
9 dc,unrel,482.4,Faivre et al._2014_2_cong
9 dc,rel,527.2,Faivre et al._2014_2_incong
9 dc,rel,494.8,Faivre et al._2014_2_cong
9 dc,rel,367,Faivre et al._2014_2_incong
9 dc,unrel,483.9,Faivre et al._2014_2_incong
9 dc,unrel,665.9,Faivre et al._2014_2_incong
9 dc,rel,1989,Faivre et al._2014_2_incong
9 dc,rel,369.6,Faivre et al._2014_2_cong
9 dc,rel,388.9,Faivre et al._2014_2_incong
9 dc,rel,613.9,Faivre et al._2014_2_cong
9 dc,unrel,914.6,Faivre et al._2014_2_incong
9 dc,rel,377.5,Faivre et al._2014_2_incong
9 dc,rel,345.7,Faivre et al._2014_2_incong
9 dc,unrel,438.6,Faivre et al._2014_2_cong
9 dc,rel,335.9,Faivre et al._2014_2_cong
9 dc,unrel,343.1,Faivre et al._2014_2_incong
9 dc,rel,421.4,Faivre et al._2014_2_incong
9 dc,unrel,315.6,Faivre et al._2014_2_incong
9 dc,unrel,391.3,Faivre et al._2014_2_incong
9 dc,rel,1039.1,Faivre et al._2014_2_incong
9 dc,rel,391,Faivre et al._2014_2_cong
9 dc,unrel,332.1,Faivre et al._2014_2_cong
9 dc,rel,544.6,Faivre et al._2014_2_incong
9 dc,unrel,375.1,Faivre et al._2014_2_cong
9 dc,unrel,561.1,Faivre et al._2014_2_cong
9 dc,unrel,470.4,Faivre et al._2014_2_cong
9 dc,rel,378.8,Faivre et al._2014_2_cong
9 dc,unrel,534.5,Faivre et al._2014_2_incong
9 dc,rel,749.9,Faivre et al._2014_2_incong
9 dc,rel,479,Faivre et al._2014_2_incong
9 dc,rel,546,Faivre et al._2014_2_incong
9 dc,unrel,1179.3,Faivre et al._2014_2_incong
9 dc,unrel,532.2,Faivre et al._2014_2_cong
9 dc,unrel,682.4,Faivre et al._2014_2_cong
9 dc,rel,1710.6,Faivre et al._2014_2_incong
9 dc,rel,712.8,Faivre et al._2014_2_incong
9 dc,unrel,560.5,Faivre et al._2014_2_incong
9 dc,unrel,395.9,Faivre et al._2014_2_cong
9 dc,rel,999.1,Faivre et al._2014_2_cong
9 dc,rel,812.1,Faivre et al._2014_2_cong
9 dc,unrel,802.7,Faivre et al._2014_2_cong
9 dc,rel,1216,Faivre et al._2014_2_incong
9 dc,unrel,876.6,Faivre et al._2014_2_cong
9 dc,rel,734.6,Faivre et al._2014_2_cong
9 dc,rel,1117.5,Faivre et al._2014_2_incong
9 dc,unrel,610.3,Faivre et al._2014_2_incong
9 dc,unrel,470.9,Faivre et al._2014_2_incong
9 dc,unrel,627.3,Faivre et al._2014_2_incong
9 dc,unrel,627.3,Faivre et al._2014_2_cong
9 dc,unrel,1636.4,Faivre et al._2014_2_incong
9 dc,rel,519.7,Faivre et al._2014_2_cong
9 dc,unrel,391.4,Faivre et al._2014_2_cong
9 dc,rel,883.7,Faivre et al._2014_2_incong
9 dc,rel,417.2,Faivre et al._2014_2_cong
9 dc,rel,830.9,Faivre et al._2014_2_incong
9 dc,unrel,786.8,Faivre et al._2014_2_cong
9 dc,rel,947.6,Faivre et al._2014_2_cong
9 dc,unrel,1352,Faivre et al._2014_2_incong
9 dc,unrel,983,Faivre et al._2014_2_cong
9 dc,unrel,486.5,Faivre et al._2014_2_cong
9 dc,unrel,990.8,Faivre et al._2014_2_incong
9 dc,unrel,756.5,Faivre et al._2014_2_incong
9 dc,rel,848.2,Faivre et al._2014_2_cong
9 dc,unrel,913.5,Faivre et al._2014_2_cong
9 dc,rel,412.5,Faivre et al._2014_2_cong
9 dc,unrel,1291.7,Faivre et al._2014_2_incong
9 dc,rel,404.9,Faivre et al._2014_2_cong
9 dc,rel,346,Faivre et al._2014_2_cong
