idv,iv,dv,exp
11 jg,rel,1048,Faivre et al._2014_4_incong
11 jg,rel,748.9,Faivre et al._2014_4_cong
11 jg,unrel,828.3,Faivre et al._2014_4_incong
12 jh,unrel,509.7,Faivre et al._2014_4_incong
12 jh,unrel,420,Faivre et al._2014_4_incong
12 jh,unrel,430.5,Faivre et al._2014_4_incong
12 jh,unrel,404.8,Faivre et al._2014_4_cong
12 jh,unrel,490.6,Faivre et al._2014_4_cong
12 jh,rel,350.6,Faivre et al._2014_4_incong
12 jh,rel,366.8,Faivre et al._2014_4_cong
12 jh,rel,419.7,Faivre et al._2014_4_incong
12 jh,unrel,600.3,Faivre et al._2014_4_cong
12 jh,rel,324.5,Faivre et al._2014_4_incong
12 jh,rel,432.6,Faivre et al._2014_4_incong
12 jh,rel,419.3,Faivre et al._2014_4_incong
12 jh,rel,399.3,Faivre et al._2014_4_incong
12 jh,unrel,510.7,Faivre et al._2014_4_incong
12 jh,rel,395,Faivre et al._2014_4_cong
12 jh,rel,379.7,Faivre et al._2014_4_cong
12 jh,rel,440.9,Faivre et al._2014_4_incong
12 jh,unrel,436.1,Faivre et al._2014_4_cong
12 jh,unrel,448.9,Faivre et al._2014_4_cong
12 jh,rel,820.3,Faivre et al._2014_4_incong
12 jh,unrel,316,Faivre et al._2014_4_cong
12 jh,rel,548,Faivre et al._2014_4_cong
12 jh,rel,371,Faivre et al._2014_4_cong
12 jh,unrel,444,Faivre et al._2014_4_incong
12 jh,rel,568.6,Faivre et al._2014_4_cong
12 jh,unrel,343.7,Faivre et al._2014_4_cong
12 jh,rel,918.2,Faivre et al._2014_4_cong
12 jh,unrel,622.8,Faivre et al._2014_4_incong
12 jh,rel,482.5,Faivre et al._2014_4_incong
12 jh,rel,362.5,Faivre et al._2014_4_cong
12 jh,rel,354.5,Faivre et al._2014_4_cong
12 jh,unrel,462.4,Faivre et al._2014_4_incong
12 jh,unrel,755.4,Faivre et al._2014_4_incong
12 jh,rel,382.3,Faivre et al._2014_4_cong
12 jh,rel,308,Faivre et al._2014_4_cong
12 jh,unrel,378.5,Faivre et al._2014_4_incong
12 jh,unrel,374.7,Faivre et al._2014_4_cong
12 jh,unrel,512.6,Faivre et al._2014_4_incong
12 jh,unrel,356.9,Faivre et al._2014_4_cong
12 jh,rel,393.6,Faivre et al._2014_4_cong
12 jh,unrel,796.8,Faivre et al._2014_4_incong
12 jh,unrel,327.4,Faivre et al._2014_4_cong
12 jh,unrel,355.7,Faivre et al._2014_4_cong
12 jh,unrel,602,Faivre et al._2014_4_incong
12 jh,unrel,570.8,Faivre et al._2014_4_incong
12 jh,rel,544.5,Faivre et al._2014_4_cong
12 jh,unrel,308.2,Faivre et al._2014_4_incong
12 jh,unrel,458.6,Faivre et al._2014_4_cong
12 jh,rel,522.2,Faivre et al._2014_4_incong
12 jh,unrel,615.6,Faivre et al._2014_4_incong
12 jh,rel,411.9,Faivre et al._2014_4_incong
12 jh,unrel,622.3,Faivre et al._2014_4_incong
12 jh,rel,465.5,Faivre et al._2014_4_cong
12 jh,unrel,551,Faivre et al._2014_4_incong
12 jh,unrel,588.8,Faivre et al._2014_4_incong
12 jh,rel,358,Faivre et al._2014_4_incong
12 jh,unrel,596.9,Faivre et al._2014_4_incong
12 jh,rel,389.3,Faivre et al._2014_4_cong
12 jh,unrel,331.9,Faivre et al._2014_4_cong
12 jh,rel,308.1,Faivre et al._2014_4_incong
12 jh,unrel,477.6,Faivre et al._2014_4_cong
12 jh,rel,506.4,Faivre et al._2014_4_incong
12 jh,rel,311.1,Faivre et al._2014_4_cong
12 jh,rel,515.8,Faivre et al._2014_4_incong
12 jh,rel,472.3,Faivre et al._2014_4_incong
12 jh,unrel,315.6,Faivre et al._2014_4_cong
12 jh,rel,484.7,Faivre et al._2014_4_incong
12 jh,rel,716,Faivre et al._2014_4_cong
12 jh,unrel,362.8,Faivre et al._2014_4_cong
12 jh,unrel,640.8,Faivre et al._2014_4_incong
12 jh,unrel,1935.6,Faivre et al._2014_4_incong
12 jh,rel,351.5,Faivre et al._2014_4_cong
12 jh,rel,622.8,Faivre et al._2014_4_incong
12 jh,rel,327,Faivre et al._2014_4_cong
12 jh,rel,500.7,Faivre et al._2014_4_incong
12 jh,unrel,306,Faivre et al._2014_4_cong
12 jh,rel,497.1,Faivre et al._2014_4_incong
12 jh,unrel,1876.8,Faivre et al._2014_4_incong
12 jh,unrel,403.5,Faivre et al._2014_4_incong
12 jh,unrel,320.6,Faivre et al._2014_4_cong
12 jh,rel,483.5,Faivre et al._2014_4_incong
12 jh,unrel,349,Faivre et al._2014_4_incong
12 jh,unrel,453.2,Faivre et al._2014_4_incong
12 jh,rel,417.5,Faivre et al._2014_4_incong
12 jh,rel,390,Faivre et al._2014_4_cong
12 jh,unrel,427.3,Faivre et al._2014_4_incong
12 jh,unrel,525.3,Faivre et al._2014_4_incong
12 jh,rel,310.2,Faivre et al._2014_4_cong
12 jh,rel,524.2,Faivre et al._2014_4_incong
12 jh,unrel,476.9,Faivre et al._2014_4_cong
12 jh,rel,303.3,Faivre et al._2014_4_cong
12 jh,rel,382.4,Faivre et al._2014_4_incong
12 jh,unrel,446.4,Faivre et al._2014_4_incong
12 jh,rel,356.1,Faivre et al._2014_4_incong
12 jh,unrel,374.9,Faivre et al._2014_4_incong
12 jh,rel,372.5,Faivre et al._2014_4_incong
12 jh,rel,481.8,Faivre et al._2014_4_incong
12 jh,unrel,415.8,Faivre et al._2014_4_incong
12 jh,rel,479.7,Faivre et al._2014_4_cong
12 jh,unrel,331.8,Faivre et al._2014_4_cong
12 jh,unrel,503.9,Faivre et al._2014_4_cong
12 jh,rel,316,Faivre et al._2014_4_cong
12 jh,rel,493.3,Faivre et al._2014_4_incong
12 jh,rel,408.7,Faivre et al._2014_4_cong
12 jh,rel,467.5,Faivre et al._2014_4_incong
12 jh,unrel,341.7,Faivre et al._2014_4_cong
12 jh,rel,372.3,Faivre et al._2014_4_incong
12 jh,rel,519.7,Faivre et al._2014_4_incong
12 jh,unrel,358.2,Faivre et al._2014_4_cong
12 jh,unrel,530.5,Faivre et al._2014_4_incong
12 jh,unrel,346.2,Faivre et al._2014_4_incong
12 jh,unrel,422,Faivre et al._2014_4_incong
12 jh,rel,432.5,Faivre et al._2014_4_incong
12 jh,rel,414.8,Faivre et al._2014_4_incong
12 jh,unrel,355.9,Faivre et al._2014_4_incong
12 jh,unrel,517.4,Faivre et al._2014_4_incong
12 jh,rel,351.3,Faivre et al._2014_4_incong
12 jh,unrel,635.7,Faivre et al._2014_4_cong
12 jh,rel,886,Faivre et al._2014_4_incong
12 jh,rel,815,Faivre et al._2014_4_incong
12 jh,rel,351.6,Faivre et al._2014_4_cong
12 jh,unrel,438.4,Faivre et al._2014_4_cong
12 jh,rel,308.5,Faivre et al._2014_4_incong
12 jh,rel,394.4,Faivre et al._2014_4_incong
12 jh,unrel,409,Faivre et al._2014_4_cong
12 jh,rel,505,Faivre et al._2014_4_incong
12 jh,rel,567.4,Faivre et al._2014_4_cong
12 jh,rel,465,Faivre et al._2014_4_incong
12 jh,rel,305.8,Faivre et al._2014_4_incong
12 jh,unrel,367.3,Faivre et al._2014_4_incong
12 jh,rel,577.1,Faivre et al._2014_4_incong
12 jh,unrel,592.9,Faivre et al._2014_4_incong
12 jh,rel,535.9,Faivre et al._2014_4_incong
12 jh,rel,533,Faivre et al._2014_4_incong
12 jh,unrel,598.6,Faivre et al._2014_4_cong
12 jh,rel,370.6,Faivre et al._2014_4_cong
12 jh,unrel,477.3,Faivre et al._2014_4_incong
12 jh,unrel,348.5,Faivre et al._2014_4_incong
13 jl,rel,1235,Faivre et al._2014_4_incong
13 jl,unrel,946,Faivre et al._2014_4_incong
13 jl,unrel,725.3,Faivre et al._2014_4_cong
13 jl,unrel,570.3,Faivre et al._2014_4_cong
13 jl,rel,818.8,Faivre et al._2014_4_incong
13 jl,rel,763.7,Faivre et al._2014_4_incong
13 jl,rel,915.1,Faivre et al._2014_4_cong
13 jl,unrel,873.2,Faivre et al._2014_4_incong
13 jl,rel,649.1,Faivre et al._2014_4_incong
13 jl,unrel,1839.1,Faivre et al._2014_4_incong
13 jl,rel,985.1,Faivre et al._2014_4_cong
13 jl,rel,449.6,Faivre et al._2014_4_cong
13 jl,unrel,433.9,Faivre et al._2014_4_cong
13 jl,unrel,1330,Faivre et al._2014_4_incong
13 jl,unrel,1197.2,Faivre et al._2014_4_cong
13 jl,unrel,767.4,Faivre et al._2014_4_cong
13 jl,rel,718.7,Faivre et al._2014_4_incong
13 jl,rel,670.7,Faivre et al._2014_4_incong
13 jl,rel,332.8,Faivre et al._2014_4_cong
13 jl,rel,716,Faivre et al._2014_4_cong
13 jl,rel,799,Faivre et al._2014_4_incong
13 jl,rel,561.2,Faivre et al._2014_4_cong
13 jl,unrel,804.6,Faivre et al._2014_4_cong
13 jl,unrel,332.7,Faivre et al._2014_4_cong
13 jl,rel,529.2,Faivre et al._2014_4_incong
13 jl,rel,311.3,Faivre et al._2014_4_cong
13 jl,unrel,574.4,Faivre et al._2014_4_incong
13 jl,unrel,654.1,Faivre et al._2014_4_incong
13 jl,unrel,380.9,Faivre et al._2014_4_cong
13 jl,unrel,859.8,Faivre et al._2014_4_incong
13 jl,unrel,521.7,Faivre et al._2014_4_incong
13 jl,unrel,826.6,Faivre et al._2014_4_cong
13 jl,rel,364.4,Faivre et al._2014_4_cong
13 jl,rel,421.6,Faivre et al._2014_4_incong
13 jl,rel,443.4,Faivre et al._2014_4_incong
13 jl,rel,644.3,Faivre et al._2014_4_incong
13 jl,rel,682,Faivre et al._2014_4_incong
13 jl,unrel,754.3,Faivre et al._2014_4_incong
13 jl,unrel,902.6,Faivre et al._2014_4_cong
13 jl,rel,673.9,Faivre et al._2014_4_incong
13 jl,unrel,809.1,Faivre et al._2014_4_cong
13 jl,rel,392.6,Faivre et al._2014_4_cong
13 jl,rel,488.3,Faivre et al._2014_4_cong
13 jl,rel,509.4,Faivre et al._2014_4_incong
13 jl,rel,537.4,Faivre et al._2014_4_incong
13 jl,rel,507.9,Faivre et al._2014_4_cong
13 jl,rel,584.8,Faivre et al._2014_4_incong
13 jl,unrel,589.7,Faivre et al._2014_4_cong
13 jl,unrel,501.6,Faivre et al._2014_4_incong
13 jl,unrel,425.4,Faivre et al._2014_4_cong
13 jl,unrel,354.2,Faivre et al._2014_4_incong
13 jl,unrel,488.4,Faivre et al._2014_4_incong
13 jl,rel,523.5,Faivre et al._2014_4_incong
13 jl,rel,1123.6,Faivre et al._2014_4_cong
13 jl,rel,561.9,Faivre et al._2014_4_cong
13 jl,unrel,377.8,Faivre et al._2014_4_incong
13 jl,rel,445.8,Faivre et al._2014_4_incong
13 jl,unrel,406.7,Faivre et al._2014_4_incong
13 jl,unrel,628.7,Faivre et al._2014_4_cong
13 jl,unrel,692.4,Faivre et al._2014_4_cong
13 jl,unrel,1114.2,Faivre et al._2014_4_incong
13 jl,unrel,522.9,Faivre et al._2014_4_incong
13 jl,rel,826.4,Faivre et al._2014_4_cong
13 jl,unrel,929.4,Faivre et al._2014_4_incong
13 jl,unrel,888.6,Faivre et al._2014_4_incong
13 jl,unrel,903,Faivre et al._2014_4_cong
13 jl,rel,713.8,Faivre et al._2014_4_cong
13 jl,unrel,723.5,Faivre et al._2014_4_incong
13 jl,unrel,1098,Faivre et al._2014_4_incong
13 jl,unrel,532.7,Faivre et al._2014_4_cong
13 jl,rel,397.6,Faivre et al._2014_4_cong
13 jl,rel,619.7,Faivre et al._2014_4_incong
13 jl,unrel,484.8,Faivre et al._2014_4_incong
13 jl,unrel,586.9,Faivre et al._2014_4_cong
13 jl,unrel,575.7,Faivre et al._2014_4_incong
13 jl,rel,716.2,Faivre et al._2014_4_cong
13 jl,unrel,640,Faivre et al._2014_4_incong
13 jl,rel,477.1,Faivre et al._2014_4_incong
13 jl,rel,505.9,Faivre et al._2014_4_incong
13 jl,unrel,726.7,Faivre et al._2014_4_cong
13 jl,rel,562.1,Faivre et al._2014_4_incong
13 jl,rel,516.8,Faivre et al._2014_4_cong
13 jl,unrel,932,Faivre et al._2014_4_cong
13 jl,unrel,825.9,Faivre et al._2014_4_incong
13 jl,unrel,589.3,Faivre et al._2014_4_cong
13 jl,unrel,411.4,Faivre et al._2014_4_cong
13 jl,unrel,752.9,Faivre et al._2014_4_incong
13 jl,rel,701.6,Faivre et al._2014_4_incong
13 jl,rel,907.6,Faivre et al._2014_4_incong
13 jl,rel,655.2,Faivre et al._2014_4_cong
13 jl,rel,378.6,Faivre et al._2014_4_cong
13 jl,unrel,374.3,Faivre et al._2014_4_incong
13 jl,unrel,380.5,Faivre et al._2014_4_cong
13 jl,rel,321.1,Faivre et al._2014_4_cong
13 jl,unrel,448.2,Faivre et al._2014_4_incong
13 jl,rel,430.5,Faivre et al._2014_4_cong
13 jl,rel,416.5,Faivre et al._2014_4_cong
13 jl,unrel,1092.1,Faivre et al._2014_4_incong
13 jl,rel,464.6,Faivre et al._2014_4_incong
13 jl,rel,466.8,Faivre et al._2014_4_incong
13 jl,unrel,881.9,Faivre et al._2014_4_cong
13 jl,rel,509,Faivre et al._2014_4_incong
13 jl,unrel,991.6,Faivre et al._2014_4_cong
13 jl,unrel,572.1,Faivre et al._2014_4_incong
13 jl,rel,749,Faivre et al._2014_4_cong
13 jl,unrel,598.8,Faivre et al._2014_4_incong
13 jl,rel,614.4,Faivre et al._2014_4_incong
13 jl,unrel,414.4,Faivre et al._2014_4_incong
13 jl,unrel,383,Faivre et al._2014_4_cong
13 jl,rel,507.2,Faivre et al._2014_4_cong
13 jl,unrel,418.3,Faivre et al._2014_4_incong
13 jl,rel,325.9,Faivre et al._2014_4_cong
13 jl,rel,335.9,Faivre et al._2014_4_cong
13 jl,unrel,712.5,Faivre et al._2014_4_incong
13 jl,unrel,323.5,Faivre et al._2014_4_cong
13 jl,unrel,685.5,Faivre et al._2014_4_incong
13 jl,rel,614.2,Faivre et al._2014_4_cong
13 jl,rel,378.4,Faivre et al._2014_4_cong
13 jl,unrel,697.5,Faivre et al._2014_4_cong
13 jl,unrel,567.5,Faivre et al._2014_4_cong
13 jl,unrel,1739.4,Faivre et al._2014_4_incong
13 jl,rel,572.9,Faivre et al._2014_4_incong
13 jl,unrel,352,Faivre et al._2014_4_cong
13 jl,rel,440.6,Faivre et al._2014_4_incong
13 jl,unrel,459.7,Faivre et al._2014_4_incong
13 jl,rel,488.2,Faivre et al._2014_4_incong
13 jl,unrel,375.9,Faivre et al._2014_4_cong
13 jl,unrel,432.2,Faivre et al._2014_4_incong
13 jl,unrel,486,Faivre et al._2014_4_cong
13 jl,unrel,450.5,Faivre et al._2014_4_incong
13 jl,rel,1011.2,Faivre et al._2014_4_cong
13 jl,unrel,481.1,Faivre et al._2014_4_incong
13 jl,unrel,376.4,Faivre et al._2014_4_incong
13 jl,rel,907.4,Faivre et al._2014_4_cong
13 jl,rel,507.1,Faivre et al._2014_4_incong
13 jl,unrel,428.4,Faivre et al._2014_4_cong
13 jl,rel,593.9,Faivre et al._2014_4_incong
13 jl,rel,455,Faivre et al._2014_4_incong
13 jl,unrel,491.1,Faivre et al._2014_4_incong
13 jl,rel,378.4,Faivre et al._2014_4_incong
13 jl,unrel,301.8,Faivre et al._2014_4_incong
13 jl,unrel,323.2,Faivre et al._2014_4_incong
13 jl,rel,364,Faivre et al._2014_4_cong
13 jl,rel,439.9,Faivre et al._2014_4_incong
13 jl,rel,534.3,Faivre et al._2014_4_incong
13 jl,unrel,580.9,Faivre et al._2014_4_incong
13 jl,unrel,418.3,Faivre et al._2014_4_incong
13 jl,rel,347.4,Faivre et al._2014_4_cong
13 jl,rel,399.6,Faivre et al._2014_4_incong
13 jl,rel,456.2,Faivre et al._2014_4_incong
13 jl,rel,618,Faivre et al._2014_4_incong
13 jl,unrel,395.5,Faivre et al._2014_4_incong
13 jl,rel,348,Faivre et al._2014_4_cong
13 jl,rel,344.8,Faivre et al._2014_4_cong
13 jl,rel,481.7,Faivre et al._2014_4_incong
13 jl,unrel,552,Faivre et al._2014_4_incong
13 jl,rel,545.7,Faivre et al._2014_4_incong
13 jl,rel,337.9,Faivre et al._2014_4_incong
14 jl,rel,953.6,Faivre et al._2014_4_incong
14 jl,unrel,1208.6,Faivre et al._2014_4_incong
14 jl,unrel,2935.4,Faivre et al._2014_4_cong
14 jl,rel,913.7,Faivre et al._2014_4_incong
14 jl,rel,1521.4,Faivre et al._2014_4_incong
14 jl,rel,1204.9,Faivre et al._2014_4_incong
14 jl,rel,1427.8,Faivre et al._2014_4_incong
14 jl,unrel,860,Faivre et al._2014_4_incong
14 jl,rel,873.2,Faivre et al._2014_4_cong
14 jl,unrel,1319.7,Faivre et al._2014_4_cong
14 jl,rel,1821.9,Faivre et al._2014_4_cong
14 jl,rel,1091,Faivre et al._2014_4_cong
14 jl,unrel,2201.2,Faivre et al._2014_4_cong
14 jl,rel,840.9,Faivre et al._2014_4_incong
14 jl,unrel,2074,Faivre et al._2014_4_cong
14 jl,rel,1073.7,Faivre et al._2014_4_incong
14 jl,unrel,1175.2,Faivre et al._2014_4_incong
14 jl,rel,949.2,Faivre et al._2014_4_cong
14 jl,unrel,1709.9,Faivre et al._2014_4_cong
14 jl,unrel,1009.8,Faivre et al._2014_4_incong
14 jl,unrel,1316.2,Faivre et al._2014_4_incong
14 jl,rel,809.2,Faivre et al._2014_4_incong
14 jl,unrel,1169.9,Faivre et al._2014_4_incong
14 jl,rel,1248.6,Faivre et al._2014_4_cong
14 jl,rel,2822.2,Faivre et al._2014_4_cong
14 jl,rel,981.3,Faivre et al._2014_4_incong
14 jl,unrel,1150.1,Faivre et al._2014_4_incong
14 jl,rel,1703.5,Faivre et al._2014_4_incong
14 jl,rel,2022.1,Faivre et al._2014_4_cong
14 jl,unrel,1319,Faivre et al._2014_4_incong
14 jl,rel,2072.2,Faivre et al._2014_4_cong
14 jl,rel,2861.8,Faivre et al._2014_4_cong
14 jl,unrel,1667.8,Faivre et al._2014_4_cong
14 jl,rel,3166.5,Faivre et al._2014_4_incong
14 jl,unrel,1876.5,Faivre et al._2014_4_cong
14 jl,rel,753.2,Faivre et al._2014_4_incong
14 jl,rel,2579.4,Faivre et al._2014_4_cong
14 jl,rel,1336.5,Faivre et al._2014_4_cong
14 jl,unrel,1943.3,Faivre et al._2014_4_cong
14 jl,rel,1061.2,Faivre et al._2014_4_incong
14 jl,unrel,2829.5,Faivre et al._2014_4_incong
14 jl,unrel,1752.7,Faivre et al._2014_4_cong
14 jl,rel,1857,Faivre et al._2014_4_cong
14 jl,unrel,1297.8,Faivre et al._2014_4_cong
14 jl,unrel,1888.5,Faivre et al._2014_4_incong
14 jl,rel,3561.2,Faivre et al._2014_4_cong
14 jl,rel,3267.9,Faivre et al._2014_4_incong
14 jl,rel,2211.7,Faivre et al._2014_4_incong
14 jl,rel,1484.5,Faivre et al._2014_4_incong
14 jl,unrel,1211.4,Faivre et al._2014_4_incong
14 jl,rel,2217.5,Faivre et al._2014_4_cong
14 jl,unrel,848.8,Faivre et al._2014_4_cong
14 jl,unrel,967.1,Faivre et al._2014_4_incong
14 jl,unrel,1134.5,Faivre et al._2014_4_cong
14 jl,unrel,1347.6,Faivre et al._2014_4_cong
14 jl,unrel,1396,Faivre et al._2014_4_incong
14 jl,rel,1837.9,Faivre et al._2014_4_cong
14 jl,rel,828.1,Faivre et al._2014_4_incong
14 jl,rel,1350.5,Faivre et al._2014_4_cong
14 jl,unrel,1035.2,Faivre et al._2014_4_incong
14 jl,unrel,2136.2,Faivre et al._2014_4_cong
14 jl,rel,2057.7,Faivre et al._2014_4_cong
14 jl,rel,1353.7,Faivre et al._2014_4_cong
14 jl,unrel,2460.5,Faivre et al._2014_4_cong
14 jl,unrel,1289.1,Faivre et al._2014_4_cong
14 jl,unrel,1317.6,Faivre et al._2014_4_incong
14 jl,unrel,2268.8,Faivre et al._2014_4_cong
14 jl,unrel,1007.5,Faivre et al._2014_4_incong
14 jl,unrel,1533.4,Faivre et al._2014_4_cong
14 jl,rel,1319.5,Faivre et al._2014_4_incong
14 jl,rel,3562.4,Faivre et al._2014_4_cong
14 jl,unrel,1171.7,Faivre et al._2014_4_incong
14 jl,unrel,2719.1,Faivre et al._2014_4_cong
14 jl,unrel,2277.5,Faivre et al._2014_4_incong
14 jl,unrel,1253.4,Faivre et al._2014_4_cong
14 jl,unrel,2322.9,Faivre et al._2014_4_incong
14 jl,rel,2591.5,Faivre et al._2014_4_incong
14 jl,rel,1329.1,Faivre et al._2014_4_incong
14 jl,unrel,669.7,Faivre et al._2014_4_incong
14 jl,unrel,1582.1,Faivre et al._2014_4_incong
14 jl,unrel,2739.8,Faivre et al._2014_4_cong
14 jl,rel,3695.8,Faivre et al._2014_4_cong
14 jl,rel,1950.7,Faivre et al._2014_4_incong
14 jl,rel,1543.5,Faivre et al._2014_4_incong
14 jl,unrel,2520.2,Faivre et al._2014_4_cong
14 jl,rel,926.8,Faivre et al._2014_4_incong
14 jl,rel,3114.5,Faivre et al._2014_4_incong
14 jl,rel,1011.2,Faivre et al._2014_4_cong
14 jl,rel,744.2,Faivre et al._2014_4_incong
14 jl,rel,2219.9,Faivre et al._2014_4_incong
14 jl,unrel,986.4,Faivre et al._2014_4_cong
14 jl,unrel,749.1,Faivre et al._2014_4_incong
14 jl,unrel,605.5,Faivre et al._2014_4_cong
14 jl,unrel,733.6,Faivre et al._2014_4_incong
14 jl,rel,1366.1,Faivre et al._2014_4_incong
14 jl,rel,792.2,Faivre et al._2014_4_cong
14 jl,unrel,1953.6,Faivre et al._2014_4_cong
14 jl,rel,1785.1,Faivre et al._2014_4_cong
14 jl,rel,1514.2,Faivre et al._2014_4_cong
14 jl,unrel,1257.2,Faivre et al._2014_4_cong
14 jl,unrel,2572.5,Faivre et al._2014_4_incong
14 jl,unrel,1864.4,Faivre et al._2014_4_cong
14 jl,rel,2245.2,Faivre et al._2014_4_cong
14 jl,unrel,1070.3,Faivre et al._2014_4_incong
14 jl,rel,2192.8,Faivre et al._2014_4_incong
14 jl,rel,1627.7,Faivre et al._2014_4_incong
14 jl,unrel,2333.9,Faivre et al._2014_4_incong
14 jl,rel,2154.2,Faivre et al._2014_4_cong
14 jl,rel,1592.6,Faivre et al._2014_4_cong
14 jl,unrel,870.6,Faivre et al._2014_4_incong
14 jl,unrel,1909.8,Faivre et al._2014_4_incong
14 jl,unrel,2391.6,Faivre et al._2014_4_cong
14 jl,unrel,1234.1,Faivre et al._2014_4_incong
14 jl,unrel,2802,Faivre et al._2014_4_cong
14 jl,rel,844.2,Faivre et al._2014_4_incong
14 jl,rel,1141.7,Faivre et al._2014_4_cong
14 jl,unrel,1805.6,Faivre et al._2014_4_incong
14 jl,unrel,1213.6,Faivre et al._2014_4_cong
14 jl,rel,1572.2,Faivre et al._2014_4_incong
14 jl,rel,1008.8,Faivre et al._2014_4_cong
14 jl,unrel,1417.6,Faivre et al._2014_4_cong
14 jl,unrel,1232.4,Faivre et al._2014_4_cong
14 jl,unrel,1493.4,Faivre et al._2014_4_incong
14 jl,unrel,1035.5,Faivre et al._2014_4_incong
14 jl,rel,1781.1,Faivre et al._2014_4_incong
14 jl,rel,1681,Faivre et al._2014_4_cong
14 jl,unrel,1598.3,Faivre et al._2014_4_cong
14 jl,unrel,1029.4,Faivre et al._2014_4_cong
14 jl,unrel,1802.6,Faivre et al._2014_4_cong
14 jl,rel,1428.9,Faivre et al._2014_4_cong
14 jl,unrel,1378.1,Faivre et al._2014_4_cong
14 jl,rel,1209.5,Faivre et al._2014_4_cong
14 jl,unrel,2593.9,Faivre et al._2014_4_incong
14 jl,rel,2326,Faivre et al._2014_4_cong
14 jl,rel,1409.8,Faivre et al._2014_4_cong
14 jl,unrel,1589.6,Faivre et al._2014_4_cong
14 jl,rel,1410.8,Faivre et al._2014_4_cong
14 jl,unrel,2363.8,Faivre et al._2014_4_incong
14 jl,unrel,1286.3,Faivre et al._2014_4_cong
14 jl,rel,2632.5,Faivre et al._2014_4_cong
14 jl,rel,1577.7,Faivre et al._2014_4_incong
14 jl,rel,1121.4,Faivre et al._2014_4_cong
14 jl,rel,1402.1,Faivre et al._2014_4_cong
14 jl,unrel,1039.5,Faivre et al._2014_4_cong
14 jl,unrel,1375.6,Faivre et al._2014_4_incong
14 jl,unrel,1095.5,Faivre et al._2014_4_incong
14 jl,rel,1320.3,Faivre et al._2014_4_incong
14 jl,rel,2264.9,Faivre et al._2014_4_incong
14 jl,unrel,1835.2,Faivre et al._2014_4_incong
14 jl,rel,1494,Faivre et al._2014_4_cong
14 jl,unrel,1152.2,Faivre et al._2014_4_incong
14 jl,unrel,1446.7,Faivre et al._2014_4_incong
14 jl,rel,3855.8,Faivre et al._2014_4_incong
14 jl,unrel,2146.1,Faivre et al._2014_4_incong
14 jl,rel,1263,Faivre et al._2014_4_cong
14 jl,rel,1516.2,Faivre et al._2014_4_incong
14 jl,unrel,1415.8,Faivre et al._2014_4_cong
14 jl,rel,1953.2,Faivre et al._2014_4_incong
14 jl,rel,1214,Faivre et al._2014_4_cong
14 jl,rel,1678.9,Faivre et al._2014_4_incong
14 jl,unrel,2179.6,Faivre et al._2014_4_cong
14 jl,unrel,1953.8,Faivre et al._2014_4_incong
14 jl,unrel,2436.9,Faivre et al._2014_4_cong
14 jl,unrel,2071.9,Faivre et al._2014_4_incong
14 jl,unrel,1396.9,Faivre et al._2014_4_cong
14 jl,rel,1016.8,Faivre et al._2014_4_cong
14 jl,unrel,1111.8,Faivre et al._2014_4_cong
14 jl,unrel,1932.8,Faivre et al._2014_4_incong
14 jl,rel,2392,Faivre et al._2014_4_incong
14 jl,rel,1424.4,Faivre et al._2014_4_incong
14 jl,unrel,1930.6,Faivre et al._2014_4_incong
14 jl,rel,945.7,Faivre et al._2014_4_cong
15 jl,rel,1701.3,Faivre et al._2014_4_incong
15 jl,unrel,1161,Faivre et al._2014_4_incong
15 jl,rel,796.6,Faivre et al._2014_4_incong
15 jl,unrel,1098.1,Faivre et al._2014_4_cong
15 jl,rel,945,Faivre et al._2014_4_cong
15 jl,rel,907,Faivre et al._2014_4_cong
15 jl,unrel,618.1,Faivre et al._2014_4_cong
15 jl,unrel,615,Faivre et al._2014_4_cong
15 jl,unrel,787.5,Faivre et al._2014_4_cong
15 jl,unrel,571.2,Faivre et al._2014_4_cong
15 jl,unrel,522.8,Faivre et al._2014_4_cong
15 jl,unrel,948.5,Faivre et al._2014_4_incong
15 jl,rel,711.3,Faivre et al._2014_4_cong
15 jl,rel,1028,Faivre et al._2014_4_incong
15 jl,rel,579.5,Faivre et al._2014_4_cong
15 jl,unrel,495.8,Faivre et al._2014_4_cong
15 jl,rel,646,Faivre et al._2014_4_cong
15 jl,unrel,982.4,Faivre et al._2014_4_incong
15 jl,rel,599.4,Faivre et al._2014_4_cong
15 jl,unrel,2091,Faivre et al._2014_4_cong
15 jl,rel,600.7,Faivre et al._2014_4_incong
15 jl,unrel,603.7,Faivre et al._2014_4_incong
15 jl,rel,603.6,Faivre et al._2014_4_incong
15 jl,rel,525.4,Faivre et al._2014_4_incong
15 jl,unrel,1066.4,Faivre et al._2014_4_cong
15 jl,unrel,1017.9,Faivre et al._2014_4_cong
15 jl,unrel,507.5,Faivre et al._2014_4_incong
15 jl,rel,1087.1,Faivre et al._2014_4_incong
15 jl,rel,658.3,Faivre et al._2014_4_cong
15 jl,unrel,781.5,Faivre et al._2014_4_incong
15 jl,unrel,1046.8,Faivre et al._2014_4_incong
15 jl,rel,1101.2,Faivre et al._2014_4_cong
15 jl,rel,888.5,Faivre et al._2014_4_incong
15 jl,unrel,606.9,Faivre et al._2014_4_incong
15 jl,rel,885.7,Faivre et al._2014_4_cong
15 jl,unrel,620.1,Faivre et al._2014_4_incong
