idv,iv,dv,exp
15 na,unrel,617,Faivre et al._2014_1_incong
15 na,rel,1144.1,Faivre et al._2014_1_cong
15 na,rel,427.4,Faivre et al._2014_1_cong
15 na,unrel,824.3,Faivre et al._2014_1_cong
15 na,unrel,1090.7,Faivre et al._2014_1_incong
15 na,rel,2663.9,Faivre et al._2014_1_incong
15 na,unrel,685,Faivre et al._2014_1_incong
15 na,rel,1368.1,Faivre et al._2014_1_cong
15 na,unrel,518.5,Faivre et al._2014_1_incong
15 na,unrel,778.4,Faivre et al._2014_1_incong
15 na,unrel,862.9,Faivre et al._2014_1_incong
15 na,rel,756,Faivre et al._2014_1_cong
15 na,rel,508.9,Faivre et al._2014_1_incong
15 na,unrel,1146,Faivre et al._2014_1_incong
15 na,rel,865.9,Faivre et al._2014_1_incong
15 na,rel,986.7,Faivre et al._2014_1_cong
15 na,unrel,621.6,Faivre et al._2014_1_incong
15 na,rel,547.2,Faivre et al._2014_1_incong
15 na,unrel,784.3,Faivre et al._2014_1_cong
15 na,unrel,769.3,Faivre et al._2014_1_incong
15 na,unrel,432.1,Faivre et al._2014_1_incong
15 na,rel,598.5,Faivre et al._2014_1_cong
15 na,unrel,470.7,Faivre et al._2014_1_incong
15 na,unrel,780.9,Faivre et al._2014_1_incong
16 ya,rel,1300.4,Faivre et al._2014_1_cong
16 ya,unrel,2701.7,Faivre et al._2014_1_cong
16 ya,unrel,1849.2,Faivre et al._2014_1_incong
16 ya,rel,1366.6,Faivre et al._2014_1_incong
16 ya,rel,2416.2,Faivre et al._2014_1_cong
16 ya,rel,1736.1,Faivre et al._2014_1_incong
16 ya,unrel,1872.7,Faivre et al._2014_1_incong
16 ya,rel,792.4,Faivre et al._2014_1_cong
16 ya,unrel,1059.6,Faivre et al._2014_1_cong
16 ya,rel,1735,Faivre et al._2014_1_incong
16 ya,rel,728.6,Faivre et al._2014_1_cong
16 ya,unrel,1605,Faivre et al._2014_1_incong
16 ya,unrel,1269.2,Faivre et al._2014_1_cong
16 ya,rel,764.5,Faivre et al._2014_1_cong
16 ya,unrel,1825.9,Faivre et al._2014_1_incong
16 ya,rel,1530.7,Faivre et al._2014_1_cong
16 ya,unrel,726,Faivre et al._2014_1_cong
16 ya,rel,1055.9,Faivre et al._2014_1_incong
16 ya,unrel,1464.4,Faivre et al._2014_1_cong
16 ya,unrel,817.4,Faivre et al._2014_1_incong
16 ya,unrel,1440.6,Faivre et al._2014_1_incong
16 ya,unrel,896.1,Faivre et al._2014_1_cong
16 ya,rel,574.8,Faivre et al._2014_1_cong
16 ya,rel,1991.4,Faivre et al._2014_1_incong
16 ya,unrel,695.1,Faivre et al._2014_1_cong
16 ya,unrel,828.5,Faivre et al._2014_1_incong
16 ya,unrel,1503.7,Faivre et al._2014_1_cong
16 ya,unrel,929.1,Faivre et al._2014_1_incong
16 ya,unrel,702.8,Faivre et al._2014_1_cong
16 ya,unrel,476.4,Faivre et al._2014_1_cong
16 ya,unrel,717.2,Faivre et al._2014_1_cong
16 ya,unrel,605.7,Faivre et al._2014_1_incong
16 ya,rel,717.8,Faivre et al._2014_1_incong
16 ya,unrel,939.7,Faivre et al._2014_1_cong
16 ya,unrel,729.3,Faivre et al._2014_1_incong
16 ya,rel,725.1,Faivre et al._2014_1_incong
16 ya,unrel,647.4,Faivre et al._2014_1_cong
16 ya,unrel,793.1,Faivre et al._2014_1_incong
16 ya,unrel,523.4,Faivre et al._2014_1_cong
16 ya,unrel,647.1,Faivre et al._2014_1_incong
16 ya,unrel,1138.4,Faivre et al._2014_1_incong
16 ya,unrel,792.3,Faivre et al._2014_1_incong
16 ya,rel,656.2,Faivre et al._2014_1_cong
16 ya,rel,749.6,Faivre et al._2014_1_cong
16 ya,unrel,1111.2,Faivre et al._2014_1_cong
16 ya,rel,631.9,Faivre et al._2014_1_incong
16 ya,rel,956.5,Faivre et al._2014_1_cong
16 ya,unrel,621.6,Faivre et al._2014_1_incong
16 ya,rel,708.9,Faivre et al._2014_1_cong
16 ya,rel,749.4,Faivre et al._2014_1_incong
16 ya,rel,591.7,Faivre et al._2014_1_incong
16 ya,unrel,918.5,Faivre et al._2014_1_incong
16 ya,unrel,480.3,Faivre et al._2014_1_cong
16 ya,unrel,768.4,Faivre et al._2014_1_cong
16 ya,unrel,765.7,Faivre et al._2014_1_incong
16 ya,rel,616,Faivre et al._2014_1_cong
16 ya,unrel,708.8,Faivre et al._2014_1_incong
16 ya,unrel,592.6,Faivre et al._2014_1_incong
16 ya,unrel,682,Faivre et al._2014_1_cong
16 ya,unrel,664.2,Faivre et al._2014_1_cong
16 ya,rel,712.8,Faivre et al._2014_1_cong
16 ya,rel,1077.2,Faivre et al._2014_1_cong
16 ya,rel,593,Faivre et al._2014_1_incong
16 ya,rel,620.3,Faivre et al._2014_1_incong
16 ya,unrel,660.4,Faivre et al._2014_1_incong
16 ya,rel,693.9,Faivre et al._2014_1_cong
16 ya,rel,953.5,Faivre et al._2014_1_incong
16 ya,rel,698.8,Faivre et al._2014_1_incong
16 ya,rel,633.1,Faivre et al._2014_1_incong
16 ya,unrel,796.5,Faivre et al._2014_1_incong
16 ya,rel,549,Faivre et al._2014_1_cong
16 ya,unrel,743.6,Faivre et al._2014_1_incong
16 ya,unrel,746.6,Faivre et al._2014_1_cong
16 ya,rel,542.4,Faivre et al._2014_1_cong
16 ya,rel,1278.9,Faivre et al._2014_1_incong
16 ya,rel,533.6,Faivre et al._2014_1_cong
16 ya,rel,590.5,Faivre et al._2014_1_incong
17 ya,unrel,3857.7,Faivre et al._2014_1_cong
17 ya,rel,1675.7,Faivre et al._2014_1_incong
17 ya,rel,1509.3,Faivre et al._2014_1_cong
17 ya,unrel,2360.3,Faivre et al._2014_1_cong
17 ya,rel,1591.2,Faivre et al._2014_1_incong
17 ya,unrel,2891.2,Faivre et al._2014_1_cong
17 ya,rel,2610.4,Faivre et al._2014_1_cong
17 ya,unrel,1287.7,Faivre et al._2014_1_cong
17 ya,unrel,2628,Faivre et al._2014_1_incong
17 ya,unrel,1290.5,Faivre et al._2014_1_incong
17 ya,rel,1602,Faivre et al._2014_1_incong
17 ya,unrel,1485.1,Faivre et al._2014_1_cong
17 ya,rel,1531.9,Faivre et al._2014_1_incong
17 ya,rel,3260.6,Faivre et al._2014_1_incong
17 ya,rel,1318.4,Faivre et al._2014_1_incong
17 ya,unrel,1963.2,Faivre et al._2014_1_cong
17 ya,rel,1127,Faivre et al._2014_1_incong
17 ya,rel,2122.3,Faivre et al._2014_1_cong
17 ya,rel,1249.3,Faivre et al._2014_1_cong
17 ya,rel,2022.8,Faivre et al._2014_1_cong
17 ya,rel,818.8,Faivre et al._2014_1_incong
17 ya,rel,1921.8,Faivre et al._2014_1_cong
17 ya,unrel,1200.4,Faivre et al._2014_1_cong
17 ya,unrel,2638.9,Faivre et al._2014_1_cong
17 ya,unrel,1603.7,Faivre et al._2014_1_incong
17 ya,unrel,2092.5,Faivre et al._2014_1_incong
17 ya,rel,2396.1,Faivre et al._2014_1_cong
17 ya,unrel,2469.8,Faivre et al._2014_1_incong
17 ya,rel,960.8,Faivre et al._2014_1_incong
17 ya,unrel,1661.7,Faivre et al._2014_1_cong
17 ya,rel,1126.6,Faivre et al._2014_1_cong
17 ya,rel,1440.1,Faivre et al._2014_1_cong
17 ya,rel,1825.8,Faivre et al._2014_1_cong
17 ya,unrel,1761.9,Faivre et al._2014_1_cong
17 ya,rel,1886.4,Faivre et al._2014_1_incong
17 ya,rel,1453.9,Faivre et al._2014_1_cong
17 ya,rel,2629.4,Faivre et al._2014_1_incong
17 ya,rel,2400.5,Faivre et al._2014_1_cong
17 ya,rel,1783.1,Faivre et al._2014_1_incong
17 ya,rel,2600.9,Faivre et al._2014_1_incong
17 ya,unrel,1022.4,Faivre et al._2014_1_incong
17 ya,unrel,1561.1,Faivre et al._2014_1_incong
17 ya,unrel,830.8,Faivre et al._2014_1_incong
17 ya,rel,1276.2,Faivre et al._2014_1_cong
17 ya,unrel,1495.6,Faivre et al._2014_1_incong
17 ya,unrel,2730.3,Faivre et al._2014_1_cong
17 ya,rel,1694.9,Faivre et al._2014_1_incong
17 ya,unrel,1387.5,Faivre et al._2014_1_incong
17 ya,rel,1021.3,Faivre et al._2014_1_cong
17 ya,rel,2887.9,Faivre et al._2014_1_cong
17 ya,unrel,2478.5,Faivre et al._2014_1_cong
17 ya,rel,879.7,Faivre et al._2014_1_incong
17 ya,unrel,954.2,Faivre et al._2014_1_cong
17 ya,unrel,1867,Faivre et al._2014_1_incong
17 ya,rel,2125.9,Faivre et al._2014_1_incong
17 ya,unrel,997,Faivre et al._2014_1_cong
17 ya,rel,1681.8,Faivre et al._2014_1_incong
17 ya,unrel,1858.7,Faivre et al._2014_1_cong
17 ya,rel,1614.5,Faivre et al._2014_1_cong
17 ya,rel,1508.5,Faivre et al._2014_1_cong
17 ya,rel,2216.1,Faivre et al._2014_1_incong
17 ya,unrel,1920.5,Faivre et al._2014_1_cong
17 ya,rel,3249.2,Faivre et al._2014_1_incong
17 ya,unrel,2063.6,Faivre et al._2014_1_cong
17 ya,rel,3631.3,Faivre et al._2014_1_cong
17 ya,unrel,1787.2,Faivre et al._2014_1_cong
17 ya,rel,1423.3,Faivre et al._2014_1_incong
17 ya,unrel,1554.6,Faivre et al._2014_1_cong
17 ya,unrel,2822.2,Faivre et al._2014_1_incong
17 ya,rel,1344.3,Faivre et al._2014_1_cong
17 ya,rel,1325.9,Faivre et al._2014_1_cong
17 ya,unrel,1714.2,Faivre et al._2014_1_cong
17 ya,rel,1218.1,Faivre et al._2014_1_cong
17 ya,unrel,2025.8,Faivre et al._2014_1_cong
2 JC,rel,2323.6,Faivre et al._2014_1_incong
2 JC,rel,2321.6,Faivre et al._2014_1_cong
2 JC,rel,1584.5,Faivre et al._2014_1_incong
2 JC,rel,1015.5,Faivre et al._2014_1_incong
2 JC,unrel,1746.1,Faivre et al._2014_1_cong
2 JC,rel,1987.2,Faivre et al._2014_1_cong
2 JC,rel,3875.8,Faivre et al._2014_1_cong
2 JC,rel,1132.4,Faivre et al._2014_1_incong
2 JC,rel,1957.5,Faivre et al._2014_1_incong
2 JC,rel,569.9,Faivre et al._2014_1_cong
2 JC,unrel,1008.8,Faivre et al._2014_1_incong
2 JC,rel,714,Faivre et al._2014_1_cong
2 JC,rel,1494.7,Faivre et al._2014_1_incong
2 JC,unrel,713.1,Faivre et al._2014_1_cong
2 JC,unrel,1107.9,Faivre et al._2014_1_incong
2 JC,unrel,454.1,Faivre et al._2014_1_cong
2 JC,unrel,889.9,Faivre et al._2014_1_cong
2 JC,unrel,1303.8,Faivre et al._2014_1_incong
2 JC,unrel,853.2,Faivre et al._2014_1_cong
2 JC,rel,609.1,Faivre et al._2014_1_cong
2 JC,unrel,611.9,Faivre et al._2014_1_incong
2 JC,unrel,660.2,Faivre et al._2014_1_cong
2 JC,unrel,543.8,Faivre et al._2014_1_cong
2 JC,unrel,479,Faivre et al._2014_1_cong
2 JC,rel,849.2,Faivre et al._2014_1_incong
2 JC,unrel,670.9,Faivre et al._2014_1_incong
2 JC,rel,1124.2,Faivre et al._2014_1_cong
2 JC,rel,1199.8,Faivre et al._2014_1_incong
2 JC,rel,551.5,Faivre et al._2014_1_cong
2 JC,rel,1104.2,Faivre et al._2014_1_cong
2 JC,rel,2911.3,Faivre et al._2014_1_cong
2 JC,rel,3219.1,Faivre et al._2014_1_incong
2 JC,rel,655,Faivre et al._2014_1_cong
2 JC,rel,589.7,Faivre et al._2014_1_cong
2 JC,rel,604.7,Faivre et al._2014_1_incong
2 JC,unrel,701.5,Faivre et al._2014_1_incong
2 JC,unrel,446.5,Faivre et al._2014_1_cong
2 JC,unrel,1092.8,Faivre et al._2014_1_incong
2 JC,rel,2474.1,Faivre et al._2014_1_cong
2 JC,unrel,3068.1,Faivre et al._2014_1_incong
2 JC,rel,3529.7,Faivre et al._2014_1_incong
2 JC,unrel,1295.1,Faivre et al._2014_1_incong
2 JC,unrel,2367.8,Faivre et al._2014_1_incong
2 JC,rel,1049.1,Faivre et al._2014_1_cong
2 JC,rel,1532.1,Faivre et al._2014_1_incong
2 JC,unrel,1354.8,Faivre et al._2014_1_cong
2 JC,rel,696.2,Faivre et al._2014_1_incong
2 JC,rel,690.1,Faivre et al._2014_1_incong
2 JC,rel,543.5,Faivre et al._2014_1_incong
2 JC,rel,1319,Faivre et al._2014_1_incong
2 JC,unrel,654.2,Faivre et al._2014_1_cong
2 JC,rel,1199.9,Faivre et al._2014_1_incong
2 JC,rel,1013,Faivre et al._2014_1_incong
2 JC,unrel,2875.1,Faivre et al._2014_1_cong
2 JC,unrel,1002.3,Faivre et al._2014_1_incong
2 JC,unrel,745.8,Faivre et al._2014_1_incong
2 JC,unrel,2717.3,Faivre et al._2014_1_cong
2 JC,rel,568.1,Faivre et al._2014_1_incong
2 JC,unrel,2119.1,Faivre et al._2014_1_incong
2 JC,rel,2026.2,Faivre et al._2014_1_cong
2 JC,unrel,804.1,Faivre et al._2014_1_cong
2 JC,unrel,1351,Faivre et al._2014_1_cong
2 JC,unrel,3311.8,Faivre et al._2014_1_incong
2 JC,rel,534.3,Faivre et al._2014_1_cong
2 JC,unrel,1048.3,Faivre et al._2014_1_cong
2 JC,rel,552.3,Faivre et al._2014_1_cong
2 JC,rel,681.4,Faivre et al._2014_1_cong
2 JC,rel,613.2,Faivre et al._2014_1_cong
2 JC,rel,1150.7,Faivre et al._2014_1_incong
2 JC,unrel,572.4,Faivre et al._2014_1_cong
2 JC,rel,1215.2,Faivre et al._2014_1_incong
2 JC,rel,1518.4,Faivre et al._2014_1_incong
2 JC,rel,1755.6,Faivre et al._2014_1_incong
2 JC,rel,2682.9,Faivre et al._2014_1_incong
2 JC,rel,2061.6,Faivre et al._2014_1_incong
2 JC,unrel,1869.7,Faivre et al._2014_1_incong
2 JC,unrel,728.6,Faivre et al._2014_1_incong
2 JC,rel,1268.2,Faivre et al._2014_1_cong
2 JC,unrel,874.2,Faivre et al._2014_1_incong
2 JC,unrel,932.5,Faivre et al._2014_1_cong
2 JC,rel,1299.2,Faivre et al._2014_1_cong
2 JC,rel,2806.5,Faivre et al._2014_1_incong
2 JC,unrel,2383.8,Faivre et al._2014_1_cong
2 JC,rel,1069.2,Faivre et al._2014_1_cong
2 JC,rel,404.6,Faivre et al._2014_1_cong
3 JT,rel,744,Faivre et al._2014_1_cong
3 JT,unrel,976.5,Faivre et al._2014_1_incong
3 JT,rel,503,Faivre et al._2014_1_cong
3 JT,rel,641,Faivre et al._2014_1_incong
3 JT,unrel,494.9,Faivre et al._2014_1_cong
3 JT,rel,1020.1,Faivre et al._2014_1_cong
3 JT,rel,1078.3,Faivre et al._2014_1_cong
3 JT,rel,1802.7,Faivre et al._2014_1_incong
3 JT,unrel,930.6,Faivre et al._2014_1_incong
3 JT,rel,1046.5,Faivre et al._2014_1_incong
3 JT,unrel,1275.5,Faivre et al._2014_1_cong
3 JT,unrel,1478.8,Faivre et al._2014_1_incong
3 JT,rel,751.9,Faivre et al._2014_1_incong
3 JT,unrel,1785.2,Faivre et al._2014_1_cong
3 JT,rel,653.5,Faivre et al._2014_1_cong
3 JT,rel,975.5,Faivre et al._2014_1_cong
3 JT,unrel,1188.7,Faivre et al._2014_1_cong
3 JT,rel,937.6,Faivre et al._2014_1_cong
3 JT,unrel,2034.3,Faivre et al._2014_1_incong
3 JT,unrel,1634.1,Faivre et al._2014_1_incong
3 JT,rel,1399.3,Faivre et al._2014_1_cong
3 JT,rel,709.9,Faivre et al._2014_1_cong
3 JT,rel,2480.8,Faivre et al._2014_1_incong
3 JT,rel,965.5,Faivre et al._2014_1_cong
3 JT,rel,1115.3,Faivre et al._2014_1_cong
3 JT,rel,419.2,Faivre et al._2014_1_cong
3 JT,rel,919.7,Faivre et al._2014_1_incong
3 JT,rel,691.4,Faivre et al._2014_1_incong
3 JT,unrel,1468.5,Faivre et al._2014_1_incong
3 JT,unrel,988.8,Faivre et al._2014_1_cong
3 JT,rel,1781.6,Faivre et al._2014_1_incong
3 JT,unrel,1049.2,Faivre et al._2014_1_cong
3 JT,unrel,843,Faivre et al._2014_1_cong
3 JT,unrel,3730.6,Faivre et al._2014_1_cong
3 JT,unrel,747.7,Faivre et al._2014_1_incong
3 JT,unrel,1156.9,Faivre et al._2014_1_cong
3 JT,unrel,634,Faivre et al._2014_1_incong
3 JT,unrel,735.4,Faivre et al._2014_1_incong
3 JT,rel,878.4,Faivre et al._2014_1_incong
3 JT,unrel,711,Faivre et al._2014_1_incong
3 JT,unrel,1444.4,Faivre et al._2014_1_incong
3 JT,rel,1265,Faivre et al._2014_1_cong
3 JT,rel,682.4,Faivre et al._2014_1_incong
3 JT,unrel,1373.6,Faivre et al._2014_1_cong
3 JT,rel,876.6,Faivre et al._2014_1_incong
3 JT,unrel,908.2,Faivre et al._2014_1_cong
3 JT,rel,1500.4,Faivre et al._2014_1_incong
3 JT,rel,3077.8,Faivre et al._2014_1_incong
3 JT,rel,3216.2,Faivre et al._2014_1_incong
3 JT,rel,683.8,Faivre et al._2014_1_cong
3 JT,unrel,2807.1,Faivre et al._2014_1_incong
3 JT,rel,1579.7,Faivre et al._2014_1_cong
3 JT,rel,1218.5,Faivre et al._2014_1_cong
3 JT,rel,830.4,Faivre et al._2014_1_incong
3 JT,unrel,1144.5,Faivre et al._2014_1_cong
3 JT,unrel,2071.9,Faivre et al._2014_1_incong
3 JT,rel,1410.9,Faivre et al._2014_1_cong
3 JT,unrel,1663.7,Faivre et al._2014_1_cong
3 JT,unrel,900.7,Faivre et al._2014_1_cong
3 JT,unrel,2433.2,Faivre et al._2014_1_incong
3 JT,unrel,3607.6,Faivre et al._2014_1_cong
3 JT,rel,1963.1,Faivre et al._2014_1_cong
3 JT,unrel,633.4,Faivre et al._2014_1_cong
3 JT,unrel,1893.7,Faivre et al._2014_1_incong
3 JT,rel,1562.8,Faivre et al._2014_1_incong
3 JT,rel,689.8,Faivre et al._2014_1_incong
3 JT,rel,780.7,Faivre et al._2014_1_cong
3 JT,rel,1314.1,Faivre et al._2014_1_cong
3 JT,unrel,1058.7,Faivre et al._2014_1_incong
3 JT,unrel,1115.7,Faivre et al._2014_1_incong
3 JT,unrel,2069.8,Faivre et al._2014_1_cong
3 JT,unrel,2255.6,Faivre et al._2014_1_incong
3 JT,rel,2400.4,Faivre et al._2014_1_cong
3 JT,unrel,1649.9,Faivre et al._2014_1_incong
3 JT,rel,1427.2,Faivre et al._2014_1_incong
3 JT,rel,618.7,Faivre et al._2014_1_incong
3 JT,unrel,1532.3,Faivre et al._2014_1_cong
3 JT,unrel,1314.8,Faivre et al._2014_1_cong
4 KF,rel,1844.4,Faivre et al._2014_1_cong
4 KF,rel,721.2,Faivre et al._2014_1_incong
4 KF,rel,863.4,Faivre et al._2014_1_incong
4 KF,unrel,842.8,Faivre et al._2014_1_incong
4 KF,unrel,1436.9,Faivre et al._2014_1_incong
4 KF,unrel,716.6,Faivre et al._2014_1_cong
4 KF,rel,1333.2,Faivre et al._2014_1_incong
4 KF,rel,1142.6,Faivre et al._2014_1_cong
4 KF,rel,689.6,Faivre et al._2014_1_cong
4 KF,rel,1299.6,Faivre et al._2014_1_incong
4 KF,rel,597.2,Faivre et al._2014_1_cong
4 KF,rel,704,Faivre et al._2014_1_incong
4 KF,rel,584.3,Faivre et al._2014_1_incong
4 KF,rel,477.2,Faivre et al._2014_1_cong
4 KF,rel,603.7,Faivre et al._2014_1_incong
4 KF,unrel,596.5,Faivre et al._2014_1_cong
4 KF,unrel,510.5,Faivre et al._2014_1_incong
4 KF,unrel,740.9,Faivre et al._2014_1_incong
4 KF,rel,731.5,Faivre et al._2014_1_cong
4 KF,rel,643.7,Faivre et al._2014_1_cong
4 KF,rel,957,Faivre et al._2014_1_incong
4 KF,unrel,631.7,Faivre et al._2014_1_incong
4 KF,unrel,579.9,Faivre et al._2014_1_incong
4 KF,rel,527.4,Faivre et al._2014_1_cong
4 KF,unrel,1135.9,Faivre et al._2014_1_incong
4 KF,unrel,739.7,Faivre et al._2014_1_cong
4 KF,rel,1240.1,Faivre et al._2014_1_incong
4 KF,unrel,758.6,Faivre et al._2014_1_cong
4 KF,rel,412.6,Faivre et al._2014_1_cong
4 KF,rel,983,Faivre et al._2014_1_cong
4 KF,unrel,839.8,Faivre et al._2014_1_incong
4 KF,unrel,629.4,Faivre et al._2014_1_incong
4 KF,rel,590,Faivre et al._2014_1_cong
4 KF,unrel,1024.2,Faivre et al._2014_1_incong
4 KF,unrel,675.2,Faivre et al._2014_1_cong
4 KF,rel,531,Faivre et al._2014_1_cong
4 KF,unrel,1772.1,Faivre et al._2014_1_incong
4 KF,rel,646.8,Faivre et al._2014_1_incong
4 KF,rel,572.5,Faivre et al._2014_1_incong
4 KF,unrel,1140.1,Faivre et al._2014_1_cong
4 KF,unrel,704.5,Faivre et al._2014_1_cong
4 KF,rel,582.5,Faivre et al._2014_1_cong
4 KF,rel,540.9,Faivre et al._2014_1_cong
4 KF,unrel,590,Faivre et al._2014_1_incong
4 KF,unrel,610.6,Faivre et al._2014_1_incong
4 KF,unrel,489.9,Faivre et al._2014_1_incong
4 KF,unrel,582.7,Faivre et al._2014_1_cong
4 KF,unrel,487.1,Faivre et al._2014_1_incong
4 KF,rel,709.4,Faivre et al._2014_1_incong
4 KF,unrel,584.2,Faivre et al._2014_1_incong
4 KF,unrel,436,Faivre et al._2014_1_cong
4 KF,unrel,784.2,Faivre et al._2014_1_cong
4 KF,rel,1015,Faivre et al._2014_1_incong
4 KF,rel,414.8,Faivre et al._2014_1_incong
4 KF,unrel,456.5,Faivre et al._2014_1_cong
4 KF,unrel,614.3,Faivre et al._2014_1_cong
4 KF,unrel,449.9,Faivre et al._2014_1_cong
4 KF,rel,707.3,Faivre et al._2014_1_cong
4 KF,rel,525,Faivre et al._2014_1_cong
4 KF,rel,531.6,Faivre et al._2014_1_cong
4 KF,rel,635.4,Faivre et al._2014_1_incong
4 KF,unrel,555.9,Faivre et al._2014_1_incong
4 KF,rel,560.3,Faivre et al._2014_1_incong
4 KF,rel,961.4,Faivre et al._2014_1_incong
4 KF,unrel,443.5,Faivre et al._2014_1_incong
4 KF,unrel,469.8,Faivre et al._2014_1_incong
4 KF,unrel,604.5,Faivre et al._2014_1_incong
4 KF,rel,564.2,Faivre et al._2014_1_incong
4 KF,unrel,453.4,Faivre et al._2014_1_cong
4 KF,rel,388.1,Faivre et al._2014_1_incong
4 KF,unrel,462.8,Faivre et al._2014_1_incong
4 KF,unrel,424.6,Faivre et al._2014_1_incong
4 KF,unrel,412.2,Faivre et al._2014_1_incong
4 KF,unrel,412,Faivre et al._2014_1_incong
4 KF,rel,465.7,Faivre et al._2014_1_incong
4 KF,unrel,376.9,Faivre et al._2014_1_incong
4 KF,rel,496.4,Faivre et al._2014_1_incong
4 KF,rel,373.4,Faivre et al._2014_1_incong
4 KF,rel,415.3,Faivre et al._2014_1_incong
4 KF,unrel,527.7,Faivre et al._2014_1_cong
4 KF,rel,467,Faivre et al._2014_1_cong
4 KF,rel,407.3,Faivre et al._2014_1_cong
4 KF,rel,419.7,Faivre et al._2014_1_cong
4 KF,rel,488.8,Faivre et al._2014_1_cong
4 KF,rel,467,Faivre et al._2014_1_cong
5 LS,rel,851.3,Faivre et al._2014_1_incong
5 LS,rel,2191,Faivre et al._2014_1_incong
5 LS,rel,726.2,Faivre et al._2014_1_cong
5 LS,unrel,1205.7,Faivre et al._2014_1_cong
5 LS,unrel,778,Faivre et al._2014_1_incong
5 LS,unrel,1023.7,Faivre et al._2014_1_incong
5 LS,rel,1099.3,Faivre et al._2014_1_cong
5 LS,unrel,839.9,Faivre et al._2014_1_incong
5 LS,unrel,702.4,Faivre et al._2014_1_cong
5 LS,rel,891.9,Faivre et al._2014_1_cong
5 LS,unrel,1514.8,Faivre et al._2014_1_incong
5 LS,rel,1481.3,Faivre et al._2014_1_cong
5 LS,rel,888.5,Faivre et al._2014_1_cong
5 LS,rel,840.2,Faivre et al._2014_1_cong
5 LS,unrel,920.4,Faivre et al._2014_1_incong
5 LS,unrel,1592.5,Faivre et al._2014_1_incong
5 LS,rel,1095.5,Faivre et al._2014_1_incong
5 LS,unrel,2072.5,Faivre et al._2014_1_incong
5 LS,unrel,1359.1,Faivre et al._2014_1_incong
5 LS,unrel,1087.9,Faivre et al._2014_1_incong
5 LS,unrel,1044.8,Faivre et al._2014_1_cong
5 LS,rel,887.8,Faivre et al._2014_1_cong
5 LS,unrel,1385.8,Faivre et al._2014_1_incong
5 LS,rel,1038.1,Faivre et al._2014_1_incong
5 LS,unrel,699.4,Faivre et al._2014_1_cong
5 LS,rel,1208,Faivre et al._2014_1_cong
5 LS,unrel,934.9,Faivre et al._2014_1_incong
5 LS,rel,828.3,Faivre et al._2014_1_cong
5 LS,unrel,1067.5,Faivre et al._2014_1_incong
5 LS,unrel,2767.7,Faivre et al._2014_1_incong
5 LS,rel,811.9,Faivre et al._2014_1_cong
5 LS,rel,530.1,Faivre et al._2014_1_cong
5 LS,unrel,694.4,Faivre et al._2014_1_incong
5 LS,rel,782,Faivre et al._2014_1_cong
5 LS,unrel,1723.3,Faivre et al._2014_1_cong
5 LS,unrel,1113.5,Faivre et al._2014_1_incong
5 LS,unrel,742.9,Faivre et al._2014_1_cong
5 LS,unrel,1046.3,Faivre et al._2014_1_incong
5 LS,rel,943.9,Faivre et al._2014_1_incong
5 LS,rel,604.6,Faivre et al._2014_1_cong
5 LS,unrel,581.4,Faivre et al._2014_1_cong
5 LS,unrel,1856.3,Faivre et al._2014_1_incong
5 LS,rel,1547.8,Faivre et al._2014_1_incong
5 LS,unrel,752,Faivre et al._2014_1_incong
5 LS,rel,1330.9,Faivre et al._2014_1_cong
5 LS,unrel,1378.5,Faivre et al._2014_1_cong
5 LS,unrel,1135.6,Faivre et al._2014_1_incong
5 LS,rel,523.9,Faivre et al._2014_1_cong
5 LS,rel,1101.1,Faivre et al._2014_1_incong
5 LS,rel,882.8,Faivre et al._2014_1_incong
5 LS,unrel,908.3,Faivre et al._2014_1_incong
5 LS,unrel,1316.6,Faivre et al._2014_1_cong
5 LS,unrel,515.5,Faivre et al._2014_1_incong
5 LS,unrel,655.8,Faivre et al._2014_1_incong
5 LS,unrel,672.4,Faivre et al._2014_1_incong
5 LS,rel,762.1,Faivre et al._2014_1_cong
5 LS,unrel,754.9,Faivre et al._2014_1_cong
5 LS,unrel,1500.6,Faivre et al._2014_1_incong
5 LS,rel,1334.8,Faivre et al._2014_1_incong
5 LS,unrel,915.5,Faivre et al._2014_1_incong
5 LS,rel,938.5,Faivre et al._2014_1_incong
5 LS,unrel,628.3,Faivre et al._2014_1_cong
5 LS,rel,826.5,Faivre et al._2014_1_cong
5 LS,rel,843.5,Faivre et al._2014_1_cong
5 LS,unrel,767.6,Faivre et al._2014_1_incong
5 LS,rel,1025.4,Faivre et al._2014_1_incong
5 LS,unrel,876.8,Faivre et al._2014_1_cong
5 LS,rel,592.4,Faivre et al._2014_1_cong
5 LS,rel,1249.8,Faivre et al._2014_1_incong
6 MB,unrel,617,Faivre et al._2014_1_cong
6 MB,rel,662.5,Faivre et al._2014_1_incong
6 MB,rel,652.8,Faivre et al._2014_1_incong
6 MB,rel,534.7,Faivre et al._2014_1_incong
6 MB,rel,721.1,Faivre et al._2014_1_cong
6 MB,unrel,615.3,Faivre et al._2014_1_cong
6 MB,unrel,451.7,Faivre et al._2014_1_cong
6 MB,rel,737.1,Faivre et al._2014_1_cong
6 MB,unrel,419.3,Faivre et al._2014_1_incong
6 MB,unrel,801.4,Faivre et al._2014_1_incong
6 MB,unrel,653.3,Faivre et al._2014_1_incong
6 MB,rel,1953.7,Faivre et al._2014_1_cong
