Subject,ldtfreq,Procedure,word_NW,Target.ACC,Target.RT,border,z,,,
548,1,DegradedProc,1,1,2388,1,1.771725473,,,
548,1,DegradedProc,1,1,2421,1,1.824710586,,,
548,1,DegradedProc,1,1,2463,1,1.892146185,,,
548,1,DegradedProc,1,1,2488,1,1.932286422,,,
548,1,DegradedProc,1,1,2566,1,2.057523962,,,
548,1,CleanProc,1,1,2655,1,2.200423206,,,
548,1,DegradedProc,1,1,2774,1,2.391490734,,,
548,1,DegradedProc,1,1,2788,1,2.413969267,,,
549,1,CleanProc,1,1,621,0,-1.259499132,,,
549,1,CleanProc,1,1,622,1,-1.257666876,,,
549,1,CleanProc,1,1,648,1,-1.210028216,,,
549,1,CleanProc,1,1,659,1,-1.189873398,,,
549,1,CleanProc,1,1,660,1,-1.188041142,,,
549,1,CleanProc,1,1,679,1,-1.153228275,,,
549,1,CleanProc,1,1,680,1,-1.151396018,,,
549,1,CleanProc,1,1,687,1,-1.138570225,,,
549,1,CleanProc,1,1,691,1,-1.131241201,,,
549,1,CleanProc,1,1,694,1,-1.125744432,,,
549,1,CleanProc,1,1,714,1,-1.089099309,,,
549,1,CleanProc,1,1,717,1,-1.08360254,,,
549,1,CleanProc,1,1,720,1,-1.078105772,,,
549,1,CleanProc,1,1,722,1,-1.07444126,,,
549,1,CleanProc,1,1,723,1,-1.072609003,,,
549,1,CleanProc,1,1,724,1,-1.070776747,,,
549,1,CleanProc,1,1,725,1,-1.068944491,,,
549,1,CleanProc,1,1,730,1,-1.05978321,,,
549,1,CleanProc,1,1,732,1,-1.056118698,,,
549,1,CleanProc,1,1,735,1,-1.05062193,,,
549,1,DegradedProc,1,1,735,1,-1.05062193,,,
549,1,CleanProc,1,1,738,1,-1.045125161,,,
549,1,CleanProc,1,1,750,1,-1.023138087,,,
549,1,DegradedProc,1,1,761,1,-1.002983269,,,
549,1,CleanProc,1,1,776,1,-0.975499427,,,
549,1,CleanProc,1,1,778,1,-0.971834915,,,
549,1,CleanProc,1,1,779,1,-0.970002658,,,
549,1,CleanProc,1,1,812,1,-0.909538205,,,
549,1,DegradedProc,1,1,814,1,-0.905873693,,,
549,1,CleanProc,1,1,830,1,-0.876557594,,,
549,1,CleanProc,1,1,833,1,-0.871060826,,,
549,1,CleanProc,1,1,835,1,-0.867396313,,,
549,1,CleanProc,1,1,839,1,-0.860067289,,,
549,1,DegradedProc,1,1,871,1,-0.801435092,,,
549,1,CleanProc,1,1,874,1,-0.795938323,,,
549,1,CleanProc,1,1,893,1,-0.761125456,,,
549,1,CleanProc,1,1,902,1,-0.744635151,,,
549,1,CleanProc,1,1,939,1,-0.676841673,,,
549,1,CleanProc,1,1,948,1,-0.660351367,,,
549,1,DegradedProc,1,1,949,1,-0.658519111,,,
549,1,DegradedProc,1,1,982,1,-0.598054658,,,
549,1,CleanProc,1,1,1005,1,-0.555912766,,,
549,1,CleanProc,1,1,1008,1,-0.550415997,,,
549,1,CleanProc,1,1,1015,1,-0.537590204,,,
549,1,CleanProc,1,1,1033,1,-0.504609593,,,
549,1,DegradedProc,1,1,1044,1,-0.484454776,,,
549,1,CleanProc,1,1,1045,1,-0.482622519,,,
549,1,CleanProc,1,1,1054,1,-0.466132214,,,
549,1,CleanProc,1,1,1059,1,-0.456970933,,,
549,1,DegradedProc,1,1,1060,1,-0.455138677,,,
549,1,DegradedProc,1,1,1074,1,-0.429487091,,,
549,1,DegradedProc,1,1,1081,1,-0.416661298,,,
549,1,DegradedProc,1,1,1083,1,-0.412996785,,,
549,1,DegradedProc,1,1,1217,1,-0.16747446,,,
549,1,CleanProc,1,1,1224,1,-0.154648666,,,
549,1,DegradedProc,1,1,1262,1,-0.085022932,,,
549,1,DegradedProc,1,1,1279,1,-0.053874577,,,
549,1,DegradedProc,1,1,1309,1,0.001093107,,,
549,1,DegradedProc,1,1,1371,1,0.114692989,,,
549,1,DegradedProc,1,1,1440,1,0.241118665,,,
549,1,DegradedProc,1,1,1495,1,0.341892753,,,
549,1,DegradedProc,1,1,1513,1,0.374873364,,,
549,1,DegradedProc,1,1,1530,1,0.406021719,,,
549,1,CleanProc,1,1,1533,1,0.411518488,,,
549,1,DegradedProc,1,1,1619,1,0.569092518,,,
549,1,DegradedProc,1,1,1623,1,0.576421542,,,
549,1,CleanProc,1,1,1631,1,0.591079591,,,
549,1,CleanProc,1,1,1649,1,0.624060202,,,
549,1,DegradedProc,1,1,1651,1,0.627724715,,,
549,1,DegradedProc,1,1,1653,1,0.631389227,,,
549,1,DegradedProc,1,1,1662,1,0.647879533,,,
549,1,DegradedProc,1,1,1743,1,0.796292282,,,
549,1,DegradedProc,1,1,1743,1,0.796292282,,,
549,1,CleanProc,1,1,1808,1,0.915388932,,,
549,1,DegradedProc,1,1,1846,1,0.985014666,,,
549,1,DegradedProc,1,1,1870,1,1.028988814,,,
549,1,CleanProc,1,1,1874,1,1.036317839,,,
549,1,DegradedProc,1,1,1963,1,1.199388637,,,
549,1,DegradedProc,1,1,1991,1,1.25069181,,,
549,1,DegradedProc,1,1,2028,1,1.318485288,,,
549,1,DegradedProc,1,1,2037,1,1.334975593,,,
549,1,DegradedProc,1,1,2163,1,1.56583987,,,
549,1,DegradedProc,1,1,2188,1,1.611646274,,,
549,1,CleanProc,1,1,2241,1,1.70875585,,,
549,1,DegradedProc,1,1,2250,1,1.725246156,,,
549,1,DegradedProc,1,1,2493,1,2.170484403,,,
549,1,DegradedProc,1,1,2497,1,2.177813428,,,
549,1,DegradedProc,1,1,2505,1,2.192471477,,,
549,1,DegradedProc,1,1,2519,1,2.218123063,,,
550,1,CleanProc,1,1,496,0,-1.08468569,,,
550,1,CleanProc,1,1,546,1,-0.994214373,,,
550,1,CleanProc,1,1,546,1,-0.994214373,,,
550,1,CleanProc,1,1,551,1,-0.985167241,,,
550,1,CleanProc,1,1,567,1,-0.95621642,,,
550,1,CleanProc,1,1,577,1,-0.938122157,,,
550,1,CleanProc,1,1,584,1,-0.925456172,,,
550,1,CleanProc,1,1,586,1,-0.921837319,,,
550,1,CleanProc,1,1,590,1,-0.914599614,,,
550,1,CleanProc,1,1,596,1,-0.903743056,,,
550,1,CleanProc,1,1,612,1,-0.874792235,,,
550,1,CleanProc,1,1,614,1,-0.871173382,,,
550,1,CleanProc,1,1,614,1,-0.871173382,,,
550,1,CleanProc,1,1,615,1,-0.869363956,,,
550,1,CleanProc,1,1,621,1,-0.858507398,,,
550,1,CleanProc,1,1,623,1,-0.854888545,,,
550,1,CleanProc,1,1,627,1,-0.847650839,,,
550,1,CleanProc,1,1,637,1,-0.829556576,,,
550,1,CleanProc,1,1,638,1,-0.82774715,,,
550,1,CleanProc,1,1,651,1,-0.804224607,,,
550,1,CleanProc,1,1,658,1,-0.791558623,,,
550,1,CleanProc,1,1,665,1,-0.778892639,,,
550,1,CleanProc,1,1,666,1,-0.777083212,,,
550,1,CleanProc,1,1,668,1,-0.77346436,,,
550,1,CleanProc,1,1,669,1,-0.771654933,,,
550,1,DegradedProc,1,1,669,1,-0.771654933,,,
550,1,CleanProc,1,1,675,1,-0.760798375,,,
550,1,CleanProc,1,1,679,1,-0.75356067,,,
550,1,CleanProc,1,1,680,1,-0.751751243,,,
550,1,CleanProc,1,1,690,1,-0.73365698,,,
550,1,CleanProc,1,1,690,1,-0.73365698,,,
550,1,CleanProc,1,1,693,1,-0.728228701,,,
550,1,CleanProc,1,1,711,1,-0.695659027,,,
550,1,CleanProc,1,1,717,1,-0.684802469,,,
550,1,CleanProc,1,1,718,1,-0.682993043,,,
550,1,CleanProc,1,1,723,1,-0.673945911,,,
550,1,CleanProc,1,1,731,1,-0.6594705,,,
550,1,DegradedProc,1,1,732,1,-0.657661074,,,
550,1,CleanProc,1,1,738,1,-0.646804516,,,
550,1,CleanProc,1,1,747,1,-0.630519679,,,
550,1,DegradedProc,1,1,747,1,-0.630519679,,,
550,1,CleanProc,1,1,749,1,-0.626900826,,,
550,1,CleanProc,1,1,751,1,-0.623281973,,,
550,1,CleanProc,1,1,753,1,-0.619663121,,,
550,1,DegradedProc,1,1,755,1,-0.616044268,,,
550,1,CleanProc,1,1,766,1,-0.596140578,,,
550,1,DegradedProc,1,1,792,1,-0.549095493,,,
550,1,CleanProc,1,1,797,1,-0.540048362,,,
550,1,DegradedProc,1,1,798,1,-0.538238935,,,
550,1,CleanProc,1,1,848,1,-0.447767618,,,
550,1,DegradedProc,1,1,864,1,-0.418816797,,,
550,1,DegradedProc,1,1,931,1,-0.297585232,,,
550,1,DegradedProc,1,1,955,1,-0.254159,,,
550,1,DegradedProc,1,1,992,1,-0.187210225,,,
550,1,CleanProc,1,1,1002,1,-0.169115962,,,
550,1,CleanProc,1,1,1035,1,-0.109404893,,,
550,1,DegradedProc,1,1,1049,1,-0.084072924,,,
550,1,DegradedProc,1,1,1089,1,-0.01169587,,,
550,1,DegradedProc,1,1,1094,1,-0.002648739,,,
550,1,DegradedProc,1,1,1187,1,0.165627911,,,
550,1,CleanProc,1,1,1224,1,0.232576686,,,
550,1,DegradedProc,1,1,1253,1,0.28505005,,,
550,1,DegradedProc,1,1,1322,1,0.409900467,,,
550,1,DegradedProc,1,1,1343,1,0.44789842,,,
550,1,DegradedProc,1,1,1344,1,0.449707847,,,
550,1,DegradedProc,1,1,1365,1,0.4877058,,,
550,1,DegradedProc,1,1,1470,1,0.677695565,,,
550,1,DegradedProc,1,1,1493,1,0.719312371,,,
550,1,DegradedProc,1,1,1542,1,0.807974262,,,
550,1,DegradedProc,1,1,1657,1,1.016058291,,,
550,1,DegradedProc,1,1,1722,1,1.133671003,,,
550,1,DegradedProc,1,1,1729,1,1.146336988,,,
550,1,DegradedProc,1,1,1738,1,1.162621825,,,
550,1,DegradedProc,1,1,1797,1,1.269377979,,,
550,1,DegradedProc,1,1,1810,1,1.292900521,,,
550,1,CleanProc,1,1,1988,1,1.61497841,,,
550,1,DegradedProc,1,1,1988,1,1.61497841,,,
550,1,DegradedProc,1,1,2197,1,1.993148515,,,
550,1,DegradedProc,1,1,2268,1,2.121617785,,,
550,1,DegradedProc,1,1,2444,1,2.440076821,,,
551,1,CleanProc,1,1,575,0,-1.1356221,,,
551,1,CleanProc,1,1,624,1,-1.052450176,,,
551,1,DegradedProc,1,1,637,1,-1.030384155,,,
551,1,CleanProc,1,1,649,1,-1.01001552,,,
551,1,CleanProc,1,1,654,1,-1.001528589,,,
551,1,DegradedProc,1,1,663,1,-0.986252113,,,
551,1,DegradedProc,1,1,665,1,-0.982857341,,,
551,1,CleanProc,1,1,671,1,-0.972673024,,,
551,1,CleanProc,1,1,672,1,-0.970975637,,,
551,1,DegradedProc,1,1,672,1,-0.970975637,,,
551,1,CleanProc,1,1,673,1,-0.969278251,,,
551,1,CleanProc,1,1,676,1,-0.964186093,,,
551,1,CleanProc,1,1,695,1,-0.931935755,,,
551,1,CleanProc,1,1,697,1,-0.928540982,,,
551,1,CleanProc,1,1,703,1,-0.918356665,,,
551,1,CleanProc,1,1,704,1,-0.916659279,,,
551,1,CleanProc,1,1,707,1,-0.91156712,,,
551,1,CleanProc,1,1,725,1,-0.881014168,,,
551,1,CleanProc,1,1,728,1,-0.87592201,,,
551,1,CleanProc,1,1,735,1,-0.864040306,,,
551,1,CleanProc,1,1,736,1,-0.86234292,,,
551,1,CleanProc,1,1,739,1,-0.857250761,,,
551,1,CleanProc,1,1,740,1,-0.855553375,,,
551,1,CleanProc,1,1,757,1,-0.826697809,,,
551,1,CleanProc,1,1,767,1,-0.809723947,,,
551,1,CleanProc,1,1,767,1,-0.809723947,,,
551,1,CleanProc,1,1,777,1,-0.792750085,,,
551,1,DegradedProc,1,1,791,1,-0.768986678,,,
551,1,CleanProc,1,1,804,1,-0.746920657,,,
551,1,CleanProc,1,1,805,1,-0.745223271,,,
551,1,DegradedProc,1,1,806,1,-0.743525885,,,
551,1,CleanProc,1,1,812,1,-0.733341568,,,
551,1,DegradedProc,1,1,813,1,-0.731644182,,,
551,1,CleanProc,1,1,818,1,-0.723157251,,,
551,1,CleanProc,1,1,818,1,-0.723157251,,,
551,1,DegradedProc,1,1,831,1,-0.70109123,,,
551,1,DegradedProc,1,1,838,1,-0.689209526,,,
551,1,CleanProc,1,1,845,1,-0.677327823,,,
551,1,CleanProc,1,1,849,1,-0.670538278,,,
551,1,CleanProc,1,1,854,1,-0.662051347,,,
551,1,CleanProc,1,1,873,1,-0.629801009,,,
551,1,DegradedProc,1,1,884,1,-0.611129761,,,
551,1,CleanProc,1,1,907,1,-0.572089878,,,
551,1,DegradedProc,1,1,946,1,-0.505891815,,,
551,1,CleanProc,1,1,951,1,-0.497404884,,,
551,1,CleanProc,1,1,953,1,-0.494010112,,,
551,1,CleanProc,1,1,954,1,-0.492312726,,,
551,1,DegradedProc,1,1,962,1,-0.478733636,,,
551,1,DegradedProc,1,1,981,1,-0.446483298,,,
551,1,CleanProc,1,1,999,1,-0.415930346,,,
551,1,CleanProc,1,1,1003,1,-0.409140801,,,
551,1,DegradedProc,1,1,1013,1,-0.392166939,,,
551,1,CleanProc,1,1,1017,1,-0.385377394,,,
551,1,DegradedProc,1,1,1018,1,-0.383680008,,,
551,1,CleanProc,1,1,1021,1,-0.37858785,,,
551,1,CleanProc,1,1,1022,1,-0.376890463,,,
551,1,DegradedProc,1,1,1029,1,-0.36500876,,,
551,1,DegradedProc,1,1,1030,1,-0.363311374,,,
551,1,CleanProc,1,1,1038,1,-0.349732284,,,
551,1,DegradedProc,1,1,1054,1,-0.322574105,,,
551,1,CleanProc,1,1,1079,1,-0.280139449,,,
551,1,DegradedProc,1,1,1107,1,-0.232612635,,,
551,1,CleanProc,1,1,1138,1,-0.179993663,,,
551,1,DegradedProc,1,1,1172,1,-0.122282532,,,
551,1,CleanProc,1,1,1184,1,-0.101913897,,,
551,1,DegradedProc,1,1,1206,1,-0.0645714,,,
551,1,DegradedProc,1,1,1208,1,-0.061176628,,,
551,1,DegradedProc,1,1,1226,1,-0.030623676,,,
551,1,DegradedProc,1,1,1261,1,0.028784841,,,
551,1,DegradedProc,1,1,1267,1,0.038969158,,,
551,1,DegradedProc,1,1,1344,1,0.169667897,,,
551,1,DegradedProc,1,1,1349,1,0.178154828,,,
551,1,DegradedProc,1,1,1407,1,0.276603228,,,
551,1,CleanProc,1,1,1447,1,0.344498677,,,
551,1,DegradedProc,1,1,1447,1,0.344498677,,,
551,1,DegradedProc,1,1,1505,1,0.442947077,,,
551,1,DegradedProc,1,1,1540,1,0.502355594,,,
551,1,DegradedProc,1,1,1580,1,0.570251043,,,
551,1,CleanProc,1,1,1609,1,0.619475243,,,
551,1,CleanProc,1,1,1620,1,0.638146491,,,
551,1,DegradedProc,1,1,1656,1,0.699252395,,,
551,1,DegradedProc,1,1,1705,1,0.782424319,,,
551,1,DegradedProc,1,1,1713,1,0.796003409,,,
551,1,DegradedProc,1,1,1788,1,0.923307375,,,
551,1,DegradedProc,1,1,1822,1,0.981018506,,,
551,1,DegradedProc,1,1,2085,1,1.427431079,,,
551,1,DegradedProc,1,1,2096,1,1.446102328,,,
551,1,DegradedProc,1,1,2255,1,1.715986735,,,
551,1,DegradedProc,1,1,2332,1,1.846685474,,,
551,1,DegradedProc,1,1,2335,1,1.851777632,,,
551,1,DegradedProc,1,1,2380,1,1.928160012,,,
551,1,CleanProc,1,1,2386,1,1.938344329,,,
551,1,DegradedProc,1,1,2599,1,2.299887592,,,
552,1,CleanProc,1,1,388,0,-1.171216132,,,
552,1,CleanProc,1,1,389,1,-1.164898556,,,
552,1,CleanProc,1,1,394,1,-1.133310675,,,
552,1,CleanProc,1,1,403,1,-1.07645249,,,
552,1,CleanProc,1,1,405,1,-1.063817338,,,
552,1,CleanProc,1,1,409,1,-1.038547033,,,
552,1,CleanProc,1,1,418,1,-0.981688848,,,
552,1,CleanProc,1,1,418,1,-0.981688848,,,
552,1,CleanProc,1,1,424,1,-0.943783391,,,
552,1,DegradedProc,1,1,424,1,-0.943783391,,,
552,1,CleanProc,1,1,427,1,-0.924830663,,,
552,1,CleanProc,1,1,430,1,-0.905877935,,,
552,1,CleanProc,1,1,432,1,-0.893242782,,,
552,1,CleanProc,1,1,432,1,-0.893242782,,,
552,1,CleanProc,1,1,433,1,-0.886925206,,,
552,1,CleanProc,1,1,438,1,-0.855337326,,,
552,1,CleanProc,1,1,438,1,-0.855337326,,,
552,1,CleanProc,1,1,439,1,-0.849019749,,,
552,1,CleanProc,1,1,446,1,-0.804796717,,,
552,1,CleanProc,1,1,449,1,-0.785843988,,,
552,1,CleanProc,1,1,461,1,-0.710033075,,,
552,1,CleanProc,1,1,461,1,-0.710033075,,,
552,1,CleanProc,1,1,462,1,-0.703715499,,,
552,1,DegradedProc,1,1,467,1,-0.672127618,,,
552,1,DegradedProc,1,1,468,1,-0.665810042,,,
552,1,CleanProc,1,1,469,1,-0.659492466,,,
552,1,CleanProc,1,1,471,1,-0.646857313,,,
552,1,CleanProc,1,1,478,1,-0.602634281,,,
552,1,CleanProc,1,1,480,1,-0.589999128,,,
552,1,DegradedProc,1,1,481,1,-0.583681552,,,
552,1,CleanProc,1,1,483,1,-0.5710464,,,
552,1,DegradedProc,1,1,483,1,-0.5710464,,,
552,1,CleanProc,1,1,484,1,-0.564728824,,,
552,1,DegradedProc,1,1,484,1,-0.564728824,,,
552,1,CleanProc,1,1,490,1,-0.526823367,,,
552,1,CleanProc,1,1,492,1,-0.514188215,,,
552,1,DegradedProc,1,1,492,1,-0.514188215,,,
552,1,DegradedProc,1,1,494,1,-0.501553063,,,
552,1,CleanProc,1,1,497,1,-0.482600334,,,
552,1,CleanProc,1,1,503,1,-0.444694878,,,
552,1,DegradedProc,1,1,503,1,-0.444694878,,,
552,1,CleanProc,1,1,504,1,-0.438377301,,,
552,1,CleanProc,1,1,509,1,-0.406789421,,,
552,1,DegradedProc,1,1,509,1,-0.406789421,,,
552,1,DegradedProc,1,1,511,1,-0.394154269,,,
552,1,DegradedProc,1,1,514,1,-0.37520154,,,
552,1,DegradedProc,1,1,514,1,-0.37520154,,,
552,1,DegradedProc,1,1,515,1,-0.368883964,,,
552,1,DegradedProc,1,1,515,1,-0.368883964,,,
552,1,CleanProc,1,1,518,1,-0.349931236,,,
552,1,CleanProc,1,1,519,1,-0.34361366,,,
552,1,CleanProc,1,1,519,1,-0.34361366,,,
552,1,CleanProc,1,1,521,1,-0.330978507,,,
552,1,DegradedProc,1,1,521,1,-0.330978507,,,
552,1,CleanProc,1,1,522,1,-0.324660931,,,
552,1,DegradedProc,1,1,525,1,-0.305708203,,,
552,1,CleanProc,1,1,531,1,-0.267802746,,,
552,1,CleanProc,1,1,534,1,-0.248850018,,,
552,1,DegradedProc,1,1,536,1,-0.236214865,,,
552,1,CleanProc,1,1,538,1,-0.223579713,,,
552,1,CleanProc,1,1,538,1,-0.223579713,,,
552,1,CleanProc,1,1,539,1,-0.217262137,,,
552,1,DegradedProc,1,1,539,1,-0.217262137,,,
552,1,CleanProc,1,1,542,1,-0.198309409,,,
552,1,DegradedProc,1,1,548,1,-0.160403952,,,
552,1,DegradedProc,1,1,548,1,-0.160403952,,,
552,1,DegradedProc,1,1,549,1,-0.154086376,,,
552,1,DegradedProc,1,1,551,1,-0.141451224,,,
552,1,DegradedProc,1,1,551,1,-0.141451224,,,
552,1,DegradedProc,1,1,552,1,-0.135133648,,,
552,1,DegradedProc,1,1,556,1,-0.109863343,,,
552,1,DegradedProc,1,1,561,1,-0.078275462,,,
552,1,DegradedProc,1,1,563,1,-0.06564031,,,
552,1,DegradedProc,1,1,567,1,-0.040370006,,,
552,1,DegradedProc,1,1,568,1,-0.03405243,,,
552,1,DegradedProc,1,1,571,1,-0.015099701,,,
552,1,DegradedProc,1,1,575,1,0.010170603,,,
552,1,DegradedProc,1,1,582,1,0.054393636,,,
552,1,DegradedProc,1,1,591,1,0.111251821,,,
552,1,CleanProc,1,1,601,1,0.174427583,,,
552,1,DegradedProc,1,1,626,1,0.332366986,,,
552,1,DegradedProc,1,1,629,1,0.351319714,,,
552,1,DegradedProc,1,1,644,1,0.446083356,,,
552,1,DegradedProc,1,1,645,1,0.452400932,,,
552,1,DegradedProc,1,1,661,1,0.55348215,,,
552,1,DegradedProc,1,1,664,1,0.572434878,,,
552,1,CleanProc,1,1,671,1,0.616657911,,,
552,1,DegradedProc,1,1,671,1,0.616657911,,,
552,1,DegradedProc,1,1,678,1,0.660880944,,,
552,1,CleanProc,1,1,685,1,0.705103977,,,
552,1,DegradedProc,1,1,712,1,0.875678532,,,
552,1,DegradedProc,1,1,769,1,1.235780371,,,
552,1,DegradedProc,1,1,783,1,1.324226437,,,
552,1,DegradedProc,1,1,869,1,1.867537984,,,
553,1,CleanProc,1,1,441,0,-1.362405725,,,
553,1,CleanProc,1,1,460,1,-1.258030258,,,
553,1,CleanProc,1,1,463,1,-1.241549921,,,
553,1,CleanProc,1,1,477,1,-1.164641683,,,
553,1,CleanProc,1,1,477,1,-1.164641683,,,
553,1,DegradedProc,1,1,501,1,-1.032798988,,,
553,1,CleanProc,1,1,504,1,-1.016318651,,,
553,1,CleanProc,1,1,505,1,-1.010825206,,,
553,1,DegradedProc,1,1,505,1,-1.010825206,,,
553,1,CleanProc,1,1,513,1,-0.966877641,,,
553,1,CleanProc,1,1,514,1,-0.961384195,,,
553,1,CleanProc,1,1,514,1,-0.961384195,,,
553,1,CleanProc,1,1,519,1,-0.933916967,,,
553,1,CleanProc,1,1,521,1,-0.922930076,,,
553,1,DegradedProc,1,1,524,1,-0.906449739,,,
553,1,CleanProc,1,1,527,1,-0.889969402,,,
553,1,CleanProc,1,1,529,1,-0.878982511,,,
553,1,DegradedProc,1,1,533,1,-0.857008729,,,
553,1,CleanProc,1,1,535,1,-0.846021837,,,
553,1,DegradedProc,1,1,546,1,-0.785593936,,,
553,1,DegradedProc,1,1,546,1,-0.785593936,,,
553,1,CleanProc,1,1,549,1,-0.769113599,,,
553,1,CleanProc,1,1,549,1,-0.769113599,,,
553,1,CleanProc,1,1,550,1,-0.763620153,,,
553,1,CleanProc,1,1,551,1,-0.758126707,,,
553,1,CleanProc,1,1,553,1,-0.747139816,,,
553,1,CleanProc,1,1,554,1,-0.741646371,,,
553,1,DegradedProc,1,1,555,1,-0.736152925,,,
553,1,CleanProc,1,1,559,1,-0.714179143,,,
553,1,DegradedProc,1,1,560,1,-0.708685697,,,
553,1,CleanProc,1,1,562,1,-0.697698806,,,
553,1,DegradedProc,1,1,572,1,-0.64276435,,,
553,1,DegradedProc,1,1,573,1,-0.637270904,,,
553,1,CleanProc,1,1,575,1,-0.626284013,,,
553,1,DegradedProc,1,1,575,1,-0.626284013,,,
553,1,CleanProc,1,1,576,1,-0.620790567,,,
553,1,CleanProc,1,1,582,1,-0.587829893,,,
553,1,DegradedProc,1,1,582,1,-0.587829893,,,
553,1,CleanProc,1,1,584,1,-0.576843002,,,
553,1,DegradedProc,1,1,586,1,-0.565856111,,,
553,1,CleanProc,1,1,587,1,-0.560362665,,,
553,1,CleanProc,1,1,587,1,-0.560362665,,,
553,1,DegradedProc,1,1,588,1,-0.55486922,,,
553,1,CleanProc,1,1,589,1,-0.549375774,,,
553,1,DegradedProc,1,1,589,1,-0.549375774,,,
553,1,CleanProc,1,1,590,1,-0.543882329,,,
553,1,DegradedProc,1,1,590,1,-0.543882329,,,
553,1,DegradedProc,1,1,595,1,-0.5164151,,,
553,1,DegradedProc,1,1,600,1,-0.488947872,,,
553,1,CleanProc,1,1,602,1,-0.477960981,,,
553,1,CleanProc,1,1,603,1,-0.472467536,,,
553,1,CleanProc,1,1,604,1,-0.46697409,,,
553,1,CleanProc,1,1,608,1,-0.445000307,,,
553,1,DegradedProc,1,1,610,1,-0.434013416,,,
553,1,DegradedProc,1,1,616,1,-0.401052743,,,
553,1,CleanProc,1,1,618,1,-0.390065851,,,
553,1,DegradedProc,1,1,618,1,-0.390065851,,,
553,1,CleanProc,1,1,619,1,-0.384572406,,,
553,1,DegradedProc,1,1,625,1,-0.351611732,,,
553,1,DegradedProc,1,1,627,1,-0.340624841,,,
553,1,DegradedProc,1,1,627,1,-0.340624841,,,
553,1,DegradedProc,1,1,629,1,-0.32963795,,,
553,1,DegradedProc,1,1,630,1,-0.324144504,,,
553,1,DegradedProc,1,1,632,1,-0.313157613,,,
553,1,DegradedProc,1,1,639,1,-0.274703493,,,
553,1,DegradedProc,1,1,640,1,-0.269210048,,,
553,1,CleanProc,1,1,641,1,-0.263716602,,,
553,1,DegradedProc,1,1,643,1,-0.252729711,,,
553,1,DegradedProc,1,1,650,1,-0.214275592,,,
553,1,DegradedProc,1,1,660,1,-0.159341136,,,
553,1,CleanProc,1,1,661,1,-0.15384769,,,
553,1,DegradedProc,1,1,666,1,-0.126380462,,,
553,1,CleanProc,1,1,671,1,-0.098913234,,,
553,1,CleanProc,1,1,673,1,-0.087926343,,,
553,1,DegradedProc,1,1,673,1,-0.087926343,,,
553,1,CleanProc,1,1,682,1,-0.038485332,,,
553,1,CleanProc,1,1,684,1,-0.027498441,,,
553,1,CleanProc,1,1,715,1,0.142798373,,,
553,1,DegradedProc,1,1,716,1,0.148291819,,,
553,1,DegradedProc,1,1,732,1,0.236186949,,,
553,1,DegradedProc,1,1,751,1,0.340562415,,,
553,1,DegradedProc,1,1,754,1,0.357042752,,,
553,1,DegradedProc,1,1,759,1,0.38450998,,,
553,1,DegradedProc,1,1,791,1,0.56030024,,,
553,1,CleanProc,1,1,811,1,0.670169152,,,
553,1,DegradedProc,1,1,814,1,0.686649489,,,
553,1,CleanProc,1,1,887,1,1.087671019,,,
553,1,DegradedProc,1,1,919,1,1.263461278,,,
553,1,DegradedProc,1,1,926,1,1.301915398,,,
553,1,CleanProc,1,1,944,1,1.400797419,,,
553,1,DegradedProc,1,1,1008,1,1.752377938,,,
553,1,DegradedProc,1,1,1093,1,2.219320815,,,
554,1,CleanProc,1,1,534,0,-1.147038395,,,
554,1,CleanProc,1,1,538,1,-1.140269552,,,
554,1,CleanProc,1,1,582,1,-1.065812288,,,
554,1,DegradedProc,1,1,594,1,-1.045505761,,,
554,1,CleanProc,1,1,598,1,-1.038736919,,,
554,1,CleanProc,1,1,610,1,-1.018430392,,,
554,1,CleanProc,1,1,614,1,-1.01166155,,,
554,1,CleanProc,1,1,618,1,-1.004892707,,,
554,1,CleanProc,1,1,618,1,-1.004892707,,,
554,1,CleanProc,1,1,620,1,-1.001508286,,,
554,1,DegradedProc,1,1,622,1,-0.998123865,,,
554,1,CleanProc,1,1,628,1,-0.987970602,,,
554,1,CleanProc,1,1,634,1,-0.977817338,,,
554,1,CleanProc,1,1,636,1,-0.974432917,,,
554,1,CleanProc,1,1,641,1,-0.965971864,,,
554,1,CleanProc,1,1,647,1,-0.955818601,,,
554,1,CleanProc,1,1,647,1,-0.955818601,,,
554,1,CleanProc,1,1,648,1,-0.954126391,,,
554,1,CleanProc,1,1,669,1,-0.918589969,,,
554,1,CleanProc,1,1,670,1,-0.916897758,,,
554,1,CleanProc,1,1,687,1,-0.888130179,,,
554,1,CleanProc,1,1,688,1,-0.886437968,,,
554,1,DegradedProc,1,1,692,1,-0.879669126,,,
554,1,CleanProc,1,1,693,1,-0.877976915,,,
554,1,CleanProc,1,1,695,1,-0.874592494,,,
554,1,CleanProc,1,1,704,1,-0.859362599,,,
554,1,CleanProc,1,1,708,1,-0.852593757,,,
554,1,DegradedProc,1,1,708,1,-0.852593757,,,
554,1,CleanProc,1,1,711,1,-0.847517125,,,
554,1,DegradedProc,1,1,717,1,-0.837363862,,,
554,1,CleanProc,1,1,720,1,-0.83228723,,,
554,1,CleanProc,1,1,733,1,-0.810288493,,,
554,1,CleanProc,1,1,741,1,-0.796750808,,,
554,1,CleanProc,1,1,747,1,-0.786597545,,,
