S#    Block   Trial       SOA   FlkPos  FlkCol  TarCol  OnLine    RT      MT    Distance
28E   	2   	3   	  50 	below 	green 	red 	Good 	0.550 	0.070 	10.882 	
28E   	2   	4   	  50 	below 	red 	red 	Good 	0.475 	0.091 	11.029 	
28E   	2   	5   	  350 	below 	green 	red 	Good 	0.383 	0.076 	11.471 	
28E   	2   	6   	  350 	above 	red 	red 	Good 	0.621 	0.102 	13.676 	
28E   	2   	7   	  50 	above 	green 	red 	Good 	0.403 	0.075 	9.706 	
28E   	2   	8   	  950 	above 	red 	green 	Good 	0.361 	0.101 	9.118 	
28E   	2   	9   	  50 	above 	red 	green 	Good 	0.736 	0.096 	9.265 	
28E   	2   	10   	  650 	below 	green 	red 	Good 	0.368 	0.081 	11.324 	
28E   	2   	11   	  350 	below 	green 	green 	Good 	0.427 	0.109 	11.029 	
28E   	2   	12   	  950 	below 	green 	red 	Good 	0.645 	0.082 	10.294 	
28E   	2   	13   	  650 	below 	red 	red 	Good 	0.435 	0.065 	12.059 	
28E   	2   	14   	  50 	above 	red 	red 	Good 	0.377 	0.098 	11.324 	
28E   	2   	15   	  650 	above 	green 	red 	Good 	0.391 	0.075 	10.147 	
28E   	2   	16   	  350 	above 	green 	green 	Good 	0.357 	0.099 	10.735 	
28E   	2   	17   	  650 	below 	red 	green 	Good 	0.338 	0.106 	10.882 	
28E   	2   	18   	  50 	above 	green 	green 	Good 	0.676 	0.117 	10.441 	
28E   	2   	19   	  950 	above 	green 	green 	Good 	0.388 	0.110 	11.029 	
28E   	2   	20   	  950 	below 	red 	red 	Good 	0.737 	0.083 	8.088 	
28E   	2   	21   	  50 	below 	red 	green 	Good 	0.653 	0.099 	9.118 	
28E   	2   	22   	  950 	above 	green 	red 	Good 	0.367 	0.078 	10.588 	
28E   	2   	23   	  650 	above 	red 	green 	Good 	0.407 	0.094 	9.853 	
28E   	2   	25   	  950 	below 	green 	green 	Good 	0.524 	0.106 	7.353 	
28E   	2   	26   	  950 	above 	red 	red 	Good 	0.350 	0.059 	2.941 	
28E   	2   	27   	  50 	below 	green 	green 	Good 	0.459 	0.109 	7.794 	
28E   	2   	28   	  350 	above 	green 	red 	Good 	0.474 	0.079 	11.471 	
28E   	2   	29   	  650 	above 	green 	green 	Good 	0.369 	0.112 	11.324 	
28E   	2   	30   	  650 	below 	green 	green 	Good 	0.407 	0.106 	10.735 	
