S#    Block   Trial       SOA   FlkPos  FlkCol  TarCol  OnLine    RT      MT    Distance
31E   	2   	1   	  350 	above 	green 	green 	Good 	0.624 	0.116 	11.912 	
31E   	2   	2   	  350 	above 	red 	red 	Good 	0.339 	0.081 	11.176 	
31E   	2   	4   	  650 	above 	red 	red 	Good 	0.315 	0.097 	14.412 	
31E   	2   	5   	  350 	below 	green 	red 	Good 	0.465 	0.089 	11.912 	
31E   	2   	6   	  50 	above 	green 	green 	Good 	0.592 	0.123 	12.500 	
31E   	2   	7   	  650 	above 	green 	green 	Good 	0.335 	0.094 	10.882 	
31E   	2   	8   	  350 	below 	red 	red 	Good 	0.395 	0.080 	11.912 	
31E   	2   	9   	  650 	below 	green 	red 	Good 	0.570 	0.096 	12.941 	
31E   	2   	11   	  650 	above 	green 	red 	Good 	0.369 	0.095 	14.265 	
31E   	2   	14   	  350 	above 	green 	red 	Good 	0.532 	0.096 	13.382 	
31E   	2   	15   	  950 	above 	red 	green 	Good 	0.463 	0.100 	8.676 	
31E   	2   	17   	  50 	below 	green 	red 	Good 	0.797 	0.076 	8.088 	
31E   	2   	18   	  950 	above 	green 	red 	Good 	0.615 	0.066 	6.912 	
31E   	2   	20   	  950 	below 	green 	red 	Good 	0.494 	0.082 	11.029 	
31E   	2   	22   	  50 	above 	green 	red 	Good 	0.588 	0.094 	12.059 	
31E   	2   	23   	  350 	below 	green 	green 	Good 	0.600 	0.109 	8.088 	
31E   	2   	26   	  50 	above 	red 	red 	Good 	0.507 	0.082 	10.294 	
31E   	2   	27   	  650 	above 	red 	green 	Good 	0.416 	0.108 	8.824 	
31E   	2   	29   	  650 	below 	red 	green 	Good 	0.490 	0.103 	6.471 	
31E   	2   	30   	  350 	above 	red 	green 	Good 	0.494 	0.062 	2.647 	
31E   	2   	31   	  950 	below 	green 	green 	Good 	0.457 	0.117 	9.559 	
31E   	2   	32   	  50 	below 	green 	green 	Good 	0.479 	0.106 	9.412 	
31E   	3   	1   	  50 	below 	red 	red 	Good 	0.652 	0.073 	9.853 	
