S#    Block   Trial       SOA   FlkPos  FlkCol  TarCol  OnLine    RT      MT    Distance
35E   	2   	3   	  950 	below 	green 	green 	Good 	0.442 	0.110 	11.029 	
35E   	2   	4   	  350 	below 	red 	green 	Good 	0.540 	0.105 	12.353 	
35E   	2   	5   	  350 	below 	red 	red 	Good 	0.458 	0.063 	8.088 	
35E   	2   	6   	  650 	below 	red 	red 	Good 	0.355 	0.069 	9.706 	
35E   	2   	7   	  350 	above 	red 	green 	Good 	0.836 	0.082 	18.235 	
35E   	2   	8   	  950 	above 	red 	red 	Good 	0.573 	0.068 	10.441 	
35E   	2   	9   	  350 	above 	green 	red 	Good 	0.580 	0.075 	9.706 	
35E   	2   	10   	  650 	below 	green 	green 	Good 	0.552 	0.095 	10.588 	
35E   	2   	11   	  50 	above 	red 	red 	Good 	0.707 	0.072 	11.029 	
35E   	2   	13   	  50 	above 	green 	green 	Good 	0.394 	0.112 	11.176 	
35E   	2   	14   	  950 	above 	green 	red 	Good 	0.304 	0.079 	9.853 	
35E   	2   	15   	  650 	above 	green 	red 	Good 	0.544 	0.068 	9.853 	
35E   	2   	16   	  350 	below 	green 	red 	Good 	0.595 	0.082 	9.265 	
35E   	2   	17   	  650 	above 	red 	green 	Good 	0.354 	0.112 	12.794 	
35E   	2   	18   	  50 	below 	red 	green 	Good 	0.659 	0.123 	12.794 	
35E   	2   	19   	  350 	above 	green 	green 	Good 	0.359 	0.107 	13.088 	
35E   	2   	20   	  650 	below 	red 	green 	Good 	0.408 	0.116 	13.235 	
35E   	2   	22   	  950 	below 	red 	green 	Good 	0.428 	0.100 	12.794 	
35E   	2   	23   	  350 	below 	green 	green 	Good 	0.549 	0.093 	9.559 	
35E   	2   	24   	  950 	below 	red 	red 	Good 	0.446 	0.081 	10.294 	
35E   	2   	25   	  50 	below 	red 	red 	Good 	0.430 	0.064 	8.824 	
35E   	2   	26   	  50 	above 	green 	red 	Good 	0.559 	0.073 	9.265 	
35E   	2   	27   	  950 	above 	red 	green 	Good 	0.545 	0.081 	17.353 	
35E   	2   	29   	  950 	above 	green 	green 	Good 	0.474 	0.115 	10.882 	
35E   	2   	32   	  650 	above 	green 	green 	Good 	0.682 	0.068 	17.500 	
35E   	3   	1   	  950 	below 	red 	green 	Good 	0.523 	0.096 	11.176 	
35E   	3   	2   	  350 	above 	red 	red 	Good 	0.476 	0.070 	10.441 	
35E   	3   	4   	  650 	below 	green 	green 	Good 	0.454 	0.088 	8.529 	
35E   	3   	5   	  50 	above 	green 	green 	Good 	0.940 	0.066 	18.088 	
35E   	3   	6   	  350 	above 	green 	red 	Good 	0.498 	0.066 	8.382 	
35E   	3   	7   	  350 	above 	green 	green 	Good 	0.382 	0.097 	11.618 	
35E   	3   	8   	  50 	below 	red 	red 	Good 	0.570 	0.079 	9.706 	
35E   	3   	10   	  350 	above 	red 	green 	Good 	0.542 	0.075 	18.824 	
35E   	3   	11   	  350 	below 	red 	red 	Good 	0.443 	0.083 	10.294 	
