"","subNum","cong","rt","Exp"
"1",1,"absent",1.27309489250183,"2b_Constant_Homogeneous"
"2",1,"absent",1.23060894012451,"2b_Constant_Homogeneous"
"3",1,"absent",1.84756398200989,"2b_Constant_Homogeneous"
"4",1,"present",1.01281714439392,"2b_Constant_Homogeneous"
"5",1,"absent",0.741487979888916,"2b_Constant_Homogeneous"
"6",1,"absent",0.916567087173462,"2b_Constant_Homogeneous"
"7",1,"present",0.839704990386963,"2b_Constant_Homogeneous"
"8",1,"absent",0.760913133621216,"2b_Constant_Homogeneous"
"9",1,"present",0.803952932357788,"2b_Constant_Homogeneous"
"10",1,"absent",0.944376945495605,"2b_Constant_Homogeneous"
"11",1,"present",0.575231075286865,"2b_Constant_Homogeneous"
"12",1,"present",0.683148145675659,"2b_Constant_Homogeneous"
"13",1,"present",1.04523491859436,"2b_Constant_Homogeneous"
"14",1,"absent",0.758507013320923,"2b_Constant_Homogeneous"
"15",1,"absent",1.22571802139282,"2b_Constant_Homogeneous"
"16",1,"absent",0.766532897949219,"2b_Constant_Homogeneous"
"17",1,"present",1.44648694992065,"2b_Constant_Homogeneous"
"18",1,"absent",0.931461095809937,"2b_Constant_Homogeneous"
"19",1,"present",1.0462110042572,"2b_Constant_Homogeneous"
"20",1,"present",0.931561946868896,"2b_Constant_Homogeneous"
"21",1,"present",1.04644012451172,"2b_Constant_Homogeneous"
"22",1,"absent",0.643869161605835,"2b_Constant_Homogeneous"
"23",1,"present",0.716737031936646,"2b_Constant_Homogeneous"
"24",1,"absent",0.939224004745483,"2b_Constant_Homogeneous"
"25",1,"absent",0.750521183013916,"2b_Constant_Homogeneous"
"26",1,"present",0.653625965118408,"2b_Constant_Homogeneous"
"27",1,"present",0.506737947463989,"2b_Constant_Homogeneous"
"28",1,"absent",0.644999027252197,"2b_Constant_Homogeneous"
"29",1,"absent",0.590173006057739,"2b_Constant_Homogeneous"
"30",1,"present",0.430100917816162,"2b_Constant_Homogeneous"
"31",1,"absent",1.42041397094727,"2b_Constant_Homogeneous"
"32",1,"absent",1.46120810508728,"2b_Constant_Homogeneous"
"33",1,"present",0.710521936416626,"2b_Constant_Homogeneous"
"34",1,"present",0.560899972915649,"2b_Constant_Homogeneous"
"35",1,"present",0.836509943008423,"2b_Constant_Homogeneous"
"36",1,"present",1.70140886306763,"2b_Constant_Homogeneous"
"37",1,"absent",0.763688087463379,"2b_Constant_Homogeneous"
"38",1,"present",0.787220001220703,"2b_Constant_Homogeneous"
"39",1,"absent",0.651170969009399,"2b_Constant_Homogeneous"
"40",1,"absent",0.712729930877686,"2b_Constant_Homogeneous"
"41",1,"absent",0.603134870529175,"2b_Constant_Homogeneous"
"42",1,"present",1.19946599006653,"2b_Constant_Homogeneous"
"43",1,"present",1.29975891113281,"2b_Constant_Homogeneous"
"44",1,"present",1.89785218238831,"2b_Constant_Homogeneous"
"45",1,"absent",0.576170206069946,"2b_Constant_Homogeneous"
"46",1,"absent",0.540156126022339,"2b_Constant_Homogeneous"
"47",1,"present",0.779270887374878,"2b_Constant_Homogeneous"
