RED = LEFT     GREEN = RIGHT
S#  respmap  flkonset  SOA  flkpos  tarcolor  flkcolor    resp        rt     ?
3	1	0	 50	1	1	 0	   64	      406    *
3	1	3	955	0	1	 0	   64	      330    *
3	1	1	352	1	0	 1	  128	      349    *
3	1	1	352	0	0	 0	  128	      321    *
3	1	0	 50	0	0	 0	  128	      411    *
3	1	1	352	1	1	 0	   64	      292    *
3	1	1	352	1	0	 0	  128	      457    *
3	1	3	956	0	1	 1	   64	      366    *
3	1	1	352	0	1	 1	   64	      332    *
3	1	2	654	0	0	 1	  128	      325    *
3	1	0	 50	0	1	 1	   64	      470    *
3	1	2	654	1	1	 0	   64	      314    *
3	1	2	654	1	0	 0	  128	      377    *
3	1	1	352	0	0	 1	  128	      340    *
3	1	2	654	1	0	 1	  128	      366    *
3	1	0	 51	1	0	 0	  128	      406    *
3	1	0	 50	0	1	 0	   64	      384    *
3	1	3	956	1	0	 1	  128	      304    *
3	1	3	956	1	1	 1	   64	      351    *
3	1	0	 50	1	1	 1	   64	      384    *
3	1	2	654	0	1	 0	   64	      358    *
3	1	3	956	1	0	 0	  128	      311    *
3	1	0	 51	0	0	 1	  128	      828    *
3	1	3	955	1	1	 0	   64	      302    *
3	1	3	955	0	0	 0	  128	      332    *
3	1	2	653	0	1	 1	   64	      381    *
3	1	1	352	0	1	 0	   64	      384    *
3	1	2	653	1	1	 1	   64	      317    *
3	1	1	352	1	1	 1	   64	      309    *
3	1	2	654	0	0	 0	  128	      352    *
3	1	3	955	0	0	 1	  128	      358    *
3	1	0	 50	1	0	 1	  128	      477    *
3	1	0	 51	0	1	 1	   64	      305    *
3	1	0	 50	1	1	 1	   64	      337    *
3	1	1	352	0	1	 1	   64	      344    *
3	1	3	956	0	1	 1	   64	      403    *
3	1	0	 50	0	0	 1	  128	      409    *
3	1	2	654	0	0	 0	  128	      278    *
3	1	1	352	0	1	 0	   64	      366    *
3	1	1	352	1	1	 1	   64	      405    *
3	1	3	955	0	1	 0	   64	      437    *
3	1	0	 50	0	1	 0	   64	      608    *
3	1	2	653	0	1	 1	   64	      352    *
3	1	3	956	0	0	 0	  128	      372    *
3	1	3	956	1	0	 0	  128	      334    *
3	1	1	352	0	0	 1	  128	      432    *
3	1	3	955	1	0	 1	  128	      292    *
3	1	1	352	1	0	 0	  128	      349    *
3	1	2	654	1	1	 0	   64	      286    *
