"","idv","iv","iv2","exp","dv"
"23981",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"23982",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"23983",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"23984",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"23985",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"23986",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"23987",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"23988",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"23989",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"23990",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"23991",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"23992",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"23993",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"23994",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"23995",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"23996",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"23997",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"23998",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"23999",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24000",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24001",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24002",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24003",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24004",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24005",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24006",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24007",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24008",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24009",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24010",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24011",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24012",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24013",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24014",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24015",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24016",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24017",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24018",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24019",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24020",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24021",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24022",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24023",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24024",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24025",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24026",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24027",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24028",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24029",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24030",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24031",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24032",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24033",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24034",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24035",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24036",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24037",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24038",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24039",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24040",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24041",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24042",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24043",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24044",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24045",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24046",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24047",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24048",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24049",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24050",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24051",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24052",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24053",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24054",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24055",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24056",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24057",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24058",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24059",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24060",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24061",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24062",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24063",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24064",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24065",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24066",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24067",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24068",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24069",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24070",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24071",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24072",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24073",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24074",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24075",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24076",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24077",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24078",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24079",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24080",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24081",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24082",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24083",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24084",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24085",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24086",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24087",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24088",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24089",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24090",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24091",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24092",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24093",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24094",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24095",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24096",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24097",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24098",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24099",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24100",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24101",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24102",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24103",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24104",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24105",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24106",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24107",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24108",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24109",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24110",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24111",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24112",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24113",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24114",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24115",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24116",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24117",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24118",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24119",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24120",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24121",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24122",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24123",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24124",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24125",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24126",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24127",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24128",84,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24129",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24130",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24131",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24132",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24133",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24134",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24135",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24136",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24137",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24138",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24139",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24140",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24141",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24142",84,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24143",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24144",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24145",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24146",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24147",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24148",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24149",84,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24150",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24151",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24152",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24153",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24154",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24155",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24156",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24157",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24158",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24159",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24160",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24161",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24162",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24163",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24164",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24165",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24166",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24167",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24168",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24169",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24170",84,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24171",84,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24172",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24173",84,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24174",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24175",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24176",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24177",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24178",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24179",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24180",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24181",84,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24182",84,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24183",84,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24184",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24185",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24186",84,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24187",84,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24188",84,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24189",84,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24190",84,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24191",84,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24192",84,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24193",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24194",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24195",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24196",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24197",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24198",85,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24199",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24200",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24201",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24202",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24203",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24204",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24205",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24206",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24207",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24208",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24209",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24210",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24211",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24212",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24213",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24214",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24215",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24216",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24217",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24218",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24219",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24220",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24221",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24222",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24223",85,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24224",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24225",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24226",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24227",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24228",85,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24229",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24230",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24231",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24232",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24233",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24234",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24235",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24236",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24237",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24238",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24239",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24240",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24241",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24242",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24243",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24244",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24245",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24246",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24247",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24248",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24249",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24250",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24251",85,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24252",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24253",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24254",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24255",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24256",85,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24257",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24258",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24259",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24260",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24261",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24262",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24263",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24264",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24265",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24266",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24267",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24268",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24269",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24270",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24271",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24272",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24273",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24274",85,0,0,"Stein & van Peelen_2020_3_LOC_2",1
"24275",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24276",85,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24277",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24278",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24279",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24280",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24281",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24282",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24283",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24284",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24285",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24286",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24287",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24288",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24289",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24290",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24291",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24292",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24293",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24294",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24295",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24296",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24297",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24298",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24299",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24300",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24301",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24302",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24303",85,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24304",85,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24305",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24306",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24307",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24308",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24309",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24310",85,0,1,"Stein & van Peelen_2020_3_LOC_2",0
"24311",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24312",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24313",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24314",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24315",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24316",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24317",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24318",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24319",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24320",85,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24321",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24322",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24323",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24324",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24325",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24326",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24327",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24328",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24329",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24330",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24331",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24332",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24333",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24334",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24335",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24336",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24337",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24338",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24339",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24340",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24341",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24342",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24343",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24344",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24345",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24346",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24347",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24348",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24349",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24350",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24351",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24352",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24353",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24354",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24355",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24356",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24357",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24358",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24359",85,1,0,"Stein & van Peelen_2020_3_LOC_2",0
"24360",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24361",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24362",85,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24363",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24364",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24365",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24366",85,0,1,"Stein & van Peelen_2020_3_LOC_1",1
"24367",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24368",85,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24369",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24370",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24371",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24372",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24373",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24374",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
"24375",85,1,0,"Stein & van Peelen_2020_3_LOC_2",1
"24376",85,1,1,"Stein & van Peelen_2020_3_LOC_2",0
"24377",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24378",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24379",85,0,1,"Stein & van Peelen_2020_3_LOC_2",1
"24380",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24381",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24382",85,0,1,"Stein & van Peelen_2020_3_LOC_1",0
"24383",85,1,0,"Stein & van Peelen_2020_3_LOC_1",1
"24384",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24385",85,0,0,"Stein & van Peelen_2020_3_LOC_1",1
"24386",85,0,0,"Stein & van Peelen_2020_3_LOC_2",0
"24387",85,1,1,"Stein & van Peelen_2020_3_LOC_1",0
"24388",85,1,1,"Stein & van Peelen_2020_3_LOC_2",1
"24389",85,1,1,"Stein & van Peelen_2020_3_LOC_1",1
"24390",85,1,0,"Stein & van Peelen_2020_3_LOC_1",0
"24391",85,0,0,"Stein & van Peelen_2020_3_LOC_1",0
