"","exp","non_directional.statistic","non_directional.p","non_directional.ci_low","non_directional.ci_high","directional_effect.statistic","directional_effect.p","directional_effect.ci_low","directional_effect.ci_high","quid_bf","pbt.low","pbt.high","pbt.MAP"
"1","Stein & van Peelen_2020_3_LOC_1",0.526957446808511,0.117,0.467339893617021,0.587425531914894,0.04374403321418,0.3924,-0.0589993403979,0.144621013238852,-99999,0,0.0785485386648632,0.0145576707726764
"2","Stein & van Peelen_2020_3_LOC_2",0.502,0.5281,0.439340425531915,0.565127659574468,0.224857353818014,0,0.119787613021136,0.332465064144451,-99999,0.0138795837138073,0.148262040667254,0.070548712206047
"3","Stein & van Peelen_2020_3_PAS_1",0.446574468085106,0.9815,0.390573936170213,0.503043085106383,-0.0105485442248206,0.8362,-0.100987718126381,0.0800042432264176,-99999,0,0.041961405335132,0
"4","Stein & van Peelen_2020_3_PAS_2",0.593297872340426,7e-04,0.534276595744681,0.651148936170213,-0.27250773351548,0,-0.383140353799285,-0.160871628306541,-99999,0.0138795837138073,0.148262040667254,0.070548712206047
"5","Stein & van Peelen_2020_4b_1",0.48924,0.5694,0.41328,0.56652,0.0205708383273483,0.7194,-0.0864889797091806,0.133636296345995,-99999,0,0.107831138031885,0.0105263157894737
