"","idv","iv","dv","exp"
"3530","2 MF","unrel",599.6,"Faivre et al._3_cong"
"3531","2 MF","rel",570,"Faivre et al._3_cong"
"3532","2 MF","rel",350.8,"Faivre et al._3_cong"
"3533","2 MF","rel",508.5,"Faivre et al._3_cong"
"3534","2 MF","unrel",365.7,"Faivre et al._3_cong"
"3535","2 MF","rel",331.7,"Faivre et al._3_cong"
"3536","2 MF","unrel",606.1,"Faivre et al._3_cong"
"3537","2 MF","unrel",577.3,"Faivre et al._3_cong"
"3538","2 MF","unrel",907.4,"Faivre et al._3_cong"
"3539","2 MF","rel",520,"Faivre et al._3_cong"
"3540","2 MF","rel",369.9,"Faivre et al._3_cong"
"3541","2 MF","unrel",422.5,"Faivre et al._3_cong"
"3542","2 MF","rel",319.4,"Faivre et al._3_cong"
"3543","2 MF","unrel",650.3,"Faivre et al._3_cong"
"3544","2 MF","rel",404.9,"Faivre et al._3_cong"
"3545","2 MF","unrel",509.7,"Faivre et al._3_cong"
"3546","2 MF","unrel",1380.8,"Faivre et al._3_cong"
"3547","2 MF","unrel",875.3,"Faivre et al._3_cong"
"3548","2 MF","rel",300.1,"Faivre et al._3_cong"
"3549","2 MF","rel",307.5,"Faivre et al._3_cong"
"3550","2 MF","unrel",331.6,"Faivre et al._3_cong"
"3551","2 MF","rel",327.7,"Faivre et al._3_cong"
"3552","2 MF","unrel",1439.7,"Faivre et al._3_cong"
"3553","20 whc","rel",1584.7,"Faivre et al._3_cong"
"3554","20 whc","rel",2083.8,"Faivre et al._3_cong"
"3555","20 whc","rel",1426.9,"Faivre et al._3_cong"
"3556","20 whc","unrel",3521.4,"Faivre et al._3_cong"
"3557","20 whc","rel",2007.4,"Faivre et al._3_cong"
"3558","20 whc","rel",3098.2,"Faivre et al._3_cong"
"3559","20 whc","rel",1440.4,"Faivre et al._3_cong"
"3560","20 whc","rel",1185.7,"Faivre et al._3_cong"
"3561","20 whc","unrel",1606.8,"Faivre et al._3_cong"
"3562","20 whc","unrel",1289.7,"Faivre et al._3_cong"
"3563","20 whc","unrel",2510.4,"Faivre et al._3_cong"
"3564","20 whc","unrel",1611.8,"Faivre et al._3_cong"
"3565","20 whc","unrel",1843.3,"Faivre et al._3_cong"
"3566","20 whc","rel",1226.3,"Faivre et al._3_cong"
"3567","20 whc","rel",2676.1,"Faivre et al._3_cong"
"3568","20 whc","rel",1257.2,"Faivre et al._3_cong"
"3569","20 whc","unrel",2768.3,"Faivre et al._3_cong"
"3570","20 whc","rel",1559.6,"Faivre et al._3_cong"
"3571","20 whc","rel",1105.7,"Faivre et al._3_cong"
"3572","20 whc","rel",3489.7,"Faivre et al._3_cong"
"3573","20 whc","unrel",1875.9,"Faivre et al._3_cong"
"3574","20 whc","unrel",1216.5,"Faivre et al._3_cong"
"3575","20 whc","unrel",1147.9,"Faivre et al._3_cong"
"3576","20 whc","rel",2729.4,"Faivre et al._3_cong"
"3577","20 whc","rel",757.2,"Faivre et al._3_cong"
"3578","20 whc","rel",2024.4,"Faivre et al._3_cong"
"3579","20 whc","unrel",1399.6,"Faivre et al._3_cong"
"3580","20 whc","rel",1405.2,"Faivre et al._3_cong"
"3581","20 whc","unrel",2671.4,"Faivre et al._3_cong"
"3582","20 whc","rel",1067.1,"Faivre et al._3_cong"
"3583","20 whc","rel",843.8,"Faivre et al._3_cong"
"3584","20 whc","rel",2162.3,"Faivre et al._3_cong"
"3585","20 whc","rel",469.1,"Faivre et al._3_cong"
"3586","20 whc","unrel",1310.4,"Faivre et al._3_cong"
"3587","20 whc","unrel",970.6,"Faivre et al._3_cong"
"3588","20 whc","rel",1744.9,"Faivre et al._3_cong"
"3589","20 whc","rel",2200.7,"Faivre et al._3_cong"
"3590","20 whc","unrel",849.8,"Faivre et al._3_cong"
"3591","20 whc","rel",893.4,"Faivre et al._3_cong"
"3592","20 whc","unrel",2829.5,"Faivre et al._3_cong"
"3593","20 whc","rel",734.6,"Faivre et al._3_cong"
"3594","20 whc","rel",891.9,"Faivre et al._3_cong"
"3595","20 whc","unrel",2556.4,"Faivre et al._3_cong"
"3596","21 yb","rel",351.4,"Faivre et al._3_cong"
"3597","21 yb","rel",438,"Faivre et al._3_cong"
"3598","21 yb","rel",470.7,"Faivre et al._3_cong"
"3599","21 yb","unrel",438,"Faivre et al._3_cong"
"3600","21 yb","unrel",485.8,"Faivre et al._3_cong"
"3601","21 yb","rel",533.4,"Faivre et al._3_cong"
"3602","21 yb","unrel",394.3,"Faivre et al._3_cong"
"3603","21 yb","unrel",532.1,"Faivre et al._3_cong"
"3604","21 yb","unrel",727.8,"Faivre et al._3_cong"
"3605","21 yb","rel",559.7,"Faivre et al._3_cong"
"3606","21 yb","unrel",456.3,"Faivre et al._3_cong"
"3607","21 yb","unrel",354,"Faivre et al._3_cong"
"3608","21 yb","unrel",309.1,"Faivre et al._3_cong"
"3609","21 yb","rel",363.6,"Faivre et al._3_cong"
"3610","21 yb","rel",421.2,"Faivre et al._3_cong"
"3611","21 yb","rel",380.7,"Faivre et al._3_cong"
"3612","21 yb","rel",383,"Faivre et al._3_cong"
"3613","21 yb","rel",383.3,"Faivre et al._3_cong"
"3614","21 yb","unrel",406.8,"Faivre et al._3_cong"
"3615","21 yb","rel",654.2,"Faivre et al._3_cong"
"3616","21 yb","unrel",500.4,"Faivre et al._3_cong"
"3617","21 yb","unrel",464.6,"Faivre et al._3_cong"
"3618","21 yb","unrel",540,"Faivre et al._3_cong"
"3619","21 yb","rel",498.5,"Faivre et al._3_cong"
"3620","21 yb","rel",369.7,"Faivre et al._3_cong"
"3621","21 yb","unrel",979.6,"Faivre et al._3_cong"
"3622","21 yb","unrel",521.3,"Faivre et al._3_cong"
"3623","21 yb","unrel",438,"Faivre et al._3_cong"
"3624","21 yb","unrel",490.7,"Faivre et al._3_cong"
"3625","21 yb","rel",574.5,"Faivre et al._3_cong"
"3626","21 yb","rel",376.1,"Faivre et al._3_cong"
"3627","21 yb","unrel",354.1,"Faivre et al._3_cong"
"3628","21 yb","rel",624,"Faivre et al._3_cong"
"3629","3 NF","unrel",383.6,"Faivre et al._3_cong"
"3630","3 NF","rel",720,"Faivre et al._3_cong"
"3631","3 NF","unrel",352.5,"Faivre et al._3_cong"
"3632","3 NF","unrel",516,"Faivre et al._3_cong"
"3633","3 NF","unrel",613.6,"Faivre et al._3_cong"
"3634","3 NF","rel",444.8,"Faivre et al._3_cong"
"3635","3 NF","rel",793.3,"Faivre et al._3_cong"
"3636","3 NF","rel",541.1,"Faivre et al._3_cong"
"3637","3 NF","rel",426.9,"Faivre et al._3_cong"
"3638","3 NF","unrel",395,"Faivre et al._3_cong"
"3639","3 NF","rel",488.8,"Faivre et al._3_cong"
"3640","3 NF","rel",402.2,"Faivre et al._3_cong"
"3641","3 NF","unrel",525.6,"Faivre et al._3_cong"
"3642","3 NF","unrel",656.5,"Faivre et al._3_cong"
"3643","3 NF","rel",1065.2,"Faivre et al._3_cong"
"3644","3 NF","unrel",1102.4,"Faivre et al._3_cong"
"3645","3 NF","unrel",587.7,"Faivre et al._3_cong"
"3646","3 NF","unrel",651.8,"Faivre et al._3_cong"
"3647","3 NF","rel",459.9,"Faivre et al._3_cong"
"3648","3 NF","rel",450.1,"Faivre et al._3_cong"
"3649","3 NF","rel",542.9,"Faivre et al._3_cong"
"3650","3 NF","rel",478.9,"Faivre et al._3_cong"
"3651","3 NF","rel",610.6,"Faivre et al._3_cong"
"3652","3 NF","rel",452.4,"Faivre et al._3_cong"
"3653","3 NF","rel",378.9,"Faivre et al._3_cong"
"3654","3 NF","rel",502.9,"Faivre et al._3_cong"
"3655","3 NF","rel",471.9,"Faivre et al._3_cong"
"3656","3 NF","rel",404.3,"Faivre et al._3_cong"
"3657","3 NF","unrel",724.9,"Faivre et al._3_cong"
"3658","3 NF","unrel",574.5,"Faivre et al._3_cong"
"3659","3 NF","unrel",592,"Faivre et al._3_cong"
"3660","3 NF","unrel",596.5,"Faivre et al._3_cong"
"3661","3 NF","rel",383.4,"Faivre et al._3_cong"
"3662","3 NF","rel",745.3,"Faivre et al._3_cong"
"3663","3 NF","unrel",323.4,"Faivre et al._3_cong"
"3664","3 NF","rel",388.6,"Faivre et al._3_cong"
"3665","3 NF","unrel",752.9,"Faivre et al._3_cong"
"3666","3 NF","rel",326.2,"Faivre et al._3_cong"
"3667","3 NF","rel",366.7,"Faivre et al._3_cong"
"3668","3 NF","unrel",444.9,"Faivre et al._3_cong"
"3669","3 NF","unrel",351.8,"Faivre et al._3_cong"
"3670","3 NF","rel",651.2,"Faivre et al._3_cong"
"3671","3 NF","unrel",476.8,"Faivre et al._3_cong"
"3672","4 ag","rel",1190.6,"Faivre et al._3_cong"
"3673","4 ag","rel",945.7,"Faivre et al._3_cong"
"3674","4 ag","unrel",2288.7,"Faivre et al._3_cong"
"3675","4 ag","unrel",2269.6,"Faivre et al._3_cong"
"3676","4 ag","unrel",1885.3,"Faivre et al._3_cong"
"3677","4 ag","rel",1776.5,"Faivre et al._3_cong"
"3678","4 ag","rel",1150,"Faivre et al._3_cong"
"3679","4 ag","rel",459.1,"Faivre et al._3_cong"
"3680","4 ag","unrel",821.9,"Faivre et al._3_cong"
"3681","4 ag","rel",1096,"Faivre et al._3_cong"
"3682","4 ag","unrel",2370.5,"Faivre et al._3_cong"
"3683","4 ag","rel",1121.9,"Faivre et al._3_cong"
"3684","4 ag","rel",636.7,"Faivre et al._3_cong"
"3685","4 ag","rel",817.2,"Faivre et al._3_cong"
"3686","4 ag","rel",769,"Faivre et al._3_cong"
"3687","4 ag","unrel",839,"Faivre et al._3_cong"
"3688","4 ag","rel",691.6,"Faivre et al._3_cong"
"3689","4 ag","unrel",499.7,"Faivre et al._3_cong"
"3690","4 ag","rel",518.8,"Faivre et al._3_cong"
"3691","4 ag","rel",507.7,"Faivre et al._3_cong"
"3692","4 ag","rel",585.7,"Faivre et al._3_cong"
"3693","4 ag","rel",880,"Faivre et al._3_cong"
"3694","5 be","unrel",772.8,"Faivre et al._3_cong"
"3695","5 be","rel",450.5,"Faivre et al._3_cong"
"3696","5 be","unrel",454.5,"Faivre et al._3_cong"
"3697","5 be","rel",438.4,"Faivre et al._3_cong"
"3698","5 be","rel",543,"Faivre et al._3_cong"
"3699","5 be","unrel",301.8,"Faivre et al._3_cong"
"3700","5 be","unrel",504.1,"Faivre et al._3_cong"
"3701","5 be","rel",354.2,"Faivre et al._3_cong"
"3702","5 be","rel",523.9,"Faivre et al._3_cong"
"3703","5 be","unrel",352.1,"Faivre et al._3_cong"
"3704","5 be","rel",326.1,"Faivre et al._3_cong"
"3705","5 be","rel",499.7,"Faivre et al._3_cong"
"3706","5 be","unrel",401.8,"Faivre et al._3_cong"
"3707","5 be","rel",330,"Faivre et al._3_cong"
"3708","5 be","unrel",380.5,"Faivre et al._3_cong"
"3709","5 be","unrel",428.5,"Faivre et al._3_cong"
"3710","5 be","rel",444.5,"Faivre et al._3_cong"
"3711","5 be","unrel",356.3,"Faivre et al._3_cong"
"3712","5 be","unrel",385.5,"Faivre et al._3_cong"
"3713","5 be","unrel",333,"Faivre et al._3_cong"
"3714","5 be","rel",313.2,"Faivre et al._3_cong"
"3715","5 be","unrel",430.4,"Faivre et al._3_cong"
"3716","5 be","unrel",518.7,"Faivre et al._3_cong"
"3717","5 be","unrel",375.9,"Faivre et al._3_cong"
"3718","5 be","unrel",361.4,"Faivre et al._3_cong"
"3719","5 be","rel",332.2,"Faivre et al._3_cong"
"3720","5 be","rel",347.3,"Faivre et al._3_cong"
"3721","5 be","unrel",415.4,"Faivre et al._3_cong"
"3722","5 be","unrel",375.2,"Faivre et al._3_cong"
"3723","5 be","rel",394.9,"Faivre et al._3_cong"
"3724","5 be","rel",318,"Faivre et al._3_cong"
"3725","5 be","unrel",354.2,"Faivre et al._3_cong"
"3726","5 be","rel",306.3,"Faivre et al._3_cong"
"3727","5 be","unrel",351.9,"Faivre et al._3_cong"
"3728","5 be","rel",361,"Faivre et al._3_cong"
"3729","6 cl","rel",856.6,"Faivre et al._3_cong"
"3730","6 cl","rel",2177.3,"Faivre et al._3_cong"
"3731","6 cl","rel",1158,"Faivre et al._3_cong"
"3732","6 cl","rel",1042.8,"Faivre et al._3_cong"
"3733","6 cl","unrel",624.5,"Faivre et al._3_cong"
"3734","6 cl","unrel",626.9,"Faivre et al._3_cong"
"3735","6 cl","rel",519.6,"Faivre et al._3_cong"
"3736","6 cl","rel",1273.9,"Faivre et al._3_cong"
"3737","6 cl","unrel",685.9,"Faivre et al._3_cong"
"3738","6 cl","unrel",632.4,"Faivre et al._3_cong"
"3739","6 cl","unrel",489.6,"Faivre et al._3_cong"
"3740","6 cl","unrel",992,"Faivre et al._3_cong"
"3741","6 cl","unrel",583.9,"Faivre et al._3_cong"
"3742","6 cl","rel",1129.8,"Faivre et al._3_cong"
"3743","6 cl","unrel",761.1,"Faivre et al._3_cong"
"3744","6 cl","rel",1663.1,"Faivre et al._3_cong"
"3745","6 cl","rel",1365.3,"Faivre et al._3_cong"
"3746","6 cl","unrel",919.6,"Faivre et al._3_cong"
"3747","6 cl","unrel",1851.7,"Faivre et al._3_cong"
"3748","6 cl","unrel",705.5,"Faivre et al._3_cong"
"3749","6 cl","unrel",1817.8,"Faivre et al._3_cong"
"3750","6 cl","rel",1194.1,"Faivre et al._3_cong"
"3751","6 cl","rel",713.4,"Faivre et al._3_cong"
"3752","6 cl","rel",454.1,"Faivre et al._3_cong"
"3753","6 cl","unrel",694.8,"Faivre et al._3_cong"
"3754","6 cl","unrel",1971.9,"Faivre et al._3_cong"
"3755","6 cl","unrel",556,"Faivre et al._3_cong"
"3756","6 cl","rel",693,"Faivre et al._3_cong"
"3757","6 cl","rel",1034.5,"Faivre et al._3_cong"
"3758","6 cl","rel",495.8,"Faivre et al._3_cong"
"3759","6 cl","rel",1030.8,"Faivre et al._3_cong"
"3760","6 cl","unrel",1235.3,"Faivre et al._3_cong"
"3761","6 cl","rel",1147.1,"Faivre et al._3_cong"
"3762","6 cl","rel",870.4,"Faivre et al._3_cong"
"3763","6 cl","unrel",1573.7,"Faivre et al._3_cong"
"3764","6 cl","rel",1638.2,"Faivre et al._3_cong"
"3765","6 cl","unrel",947.1,"Faivre et al._3_cong"
"3766","7 dv","unrel",690.7,"Faivre et al._3_cong"
"3767","7 dv","unrel",910.6,"Faivre et al._3_cong"
"3768","7 dv","rel",2065.2,"Faivre et al._3_cong"
"3769","7 dv","unrel",711.8,"Faivre et al._3_cong"
"3770","7 dv","rel",911.1,"Faivre et al._3_cong"
"3771","7 dv","rel",580.7,"Faivre et al._3_cong"
"3772","7 dv","rel",508.8,"Faivre et al._3_cong"
"3773","7 dv","rel",614.6,"Faivre et al._3_cong"
"3774","7 dv","unrel",509.4,"Faivre et al._3_cong"
"3775","7 dv","unrel",591.7,"Faivre et al._3_cong"
"3776","7 dv","unrel",1312,"Faivre et al._3_cong"
"3777","7 dv","unrel",2037.8,"Faivre et al._3_cong"
"3778","7 dv","rel",2657.3,"Faivre et al._3_cong"
"3779","7 dv","rel",417.9,"Faivre et al._3_cong"
"3780","7 dv","unrel",1135.6,"Faivre et al._3_cong"
"3781","7 dv","unrel",545.1,"Faivre et al._3_cong"
"3782","7 dv","unrel",961.7,"Faivre et al._3_cong"
"3783","7 dv","unrel",1203.7,"Faivre et al._3_cong"
"3784","7 dv","rel",1122.9,"Faivre et al._3_cong"
"3785","7 dv","unrel",1047.1,"Faivre et al._3_cong"
"3786","7 dv","rel",1265.6,"Faivre et al._3_cong"
"3787","7 dv","rel",1785.7,"Faivre et al._3_cong"
"3788","7 dv","unrel",1027.8,"Faivre et al._3_cong"
"3789","7 dv","unrel",842.4,"Faivre et al._3_cong"
"3790","7 dv","rel",796,"Faivre et al._3_cong"
"3791","7 dv","unrel",1325.6,"Faivre et al._3_cong"
"3792","7 dv","rel",2059,"Faivre et al._3_cong"
"3793","7 dv","rel",1625.5,"Faivre et al._3_cong"
"3794","7 dv","unrel",1453,"Faivre et al._3_cong"
"3795","7 dv","unrel",1051.6,"Faivre et al._3_cong"
"3796","7 dv","rel",633.2,"Faivre et al._3_cong"
"3797","7 dv","rel",475.3,"Faivre et al._3_cong"
"3798","7 dv","rel",549.9,"Faivre et al._3_cong"
"3799","7 dv","rel",429.9,"Faivre et al._3_cong"
"3800","7 dv","rel",669,"Faivre et al._3_cong"
"3801","7 dv","rel",511.9,"Faivre et al._3_cong"
"3802","7 dv","unrel",546.8,"Faivre et al._3_cong"
"3803","7 dv","unrel",599.5,"Faivre et al._3_cong"
"3804","7 dv","rel",790.4,"Faivre et al._3_cong"
"3805","8 gs","rel",645,"Faivre et al._3_cong"
"3806","8 gs","unrel",716.2,"Faivre et al._3_cong"
"3807","8 gs","rel",502.6,"Faivre et al._3_cong"
"3808","8 gs","unrel",452.2,"Faivre et al._3_cong"
"3809","8 gs","rel",476.4,"Faivre et al._3_cong"
"3810","8 gs","unrel",1051.4,"Faivre et al._3_cong"
"3811","8 gs","unrel",774.9,"Faivre et al._3_cong"
"3812","8 gs","rel",697,"Faivre et al._3_cong"
"3813","8 gs","rel",1088.9,"Faivre et al._3_cong"
"3814","8 gs","rel",689.7,"Faivre et al._3_cong"
"3815","8 gs","rel",707.2,"Faivre et al._3_cong"
"3816","8 gs","unrel",870.2,"Faivre et al._3_cong"
"3817","8 gs","rel",597.1,"Faivre et al._3_cong"
"3818","8 gs","unrel",699.7,"Faivre et al._3_cong"
"3819","8 gs","unrel",483.1,"Faivre et al._3_cong"
"3820","8 gs","unrel",527.1,"Faivre et al._3_cong"
"3821","8 gs","unrel",404,"Faivre et al._3_cong"
"3822","8 gs","unrel",523.2,"Faivre et al._3_cong"
"3823","8 gs","unrel",685,"Faivre et al._3_cong"
"3824","8 gs","unrel",542.2,"Faivre et al._3_cong"
"3825","8 gs","rel",370.6,"Faivre et al._3_cong"
"3826","8 gs","unrel",622.6,"Faivre et al._3_cong"
"3827","8 gs","unrel",630.7,"Faivre et al._3_cong"
"3828","8 gs","unrel",531.3,"Faivre et al._3_cong"
"3829","8 gs","rel",490.6,"Faivre et al._3_cong"
"3830","8 gs","unrel",532.4,"Faivre et al._3_cong"
"3831","8 gs","rel",403.7,"Faivre et al._3_cong"
"3832","8 gs","rel",535.5,"Faivre et al._3_cong"
"3833","8 gs","rel",451.7,"Faivre et al._3_cong"
"3834","8 gs","rel",473.6,"Faivre et al._3_cong"
"3835","8 gs","rel",428.6,"Faivre et al._3_cong"
"3836","8 gs","unrel",415.8,"Faivre et al._3_cong"
"3837","8 gs","unrel",408.8,"Faivre et al._3_cong"
"3838","8 gs","unrel",370.8,"Faivre et al._3_cong"
"3839","8 gs","unrel",465.7,"Faivre et al._3_cong"
"3840","8 gs","unrel",462,"Faivre et al._3_cong"
"3841","8 gs","rel",458.9,"Faivre et al._3_cong"
"3842","8 gs","unrel",351.3,"Faivre et al._3_cong"
"3843","8 gs","rel",406.3,"Faivre et al._3_cong"
"3844","8 gs","unrel",392.5,"Faivre et al._3_cong"
"3845","8 gs","unrel",483.1,"Faivre et al._3_cong"
"3846","8 gs","unrel",440.2,"Faivre et al._3_cong"
"3847","8 gs","rel",390.5,"Faivre et al._3_cong"
"3848","9 jrg","unrel",548.6,"Faivre et al._3_cong"
"3849","9 jrg","rel",696.5,"Faivre et al._3_cong"
"3850","9 jrg","rel",702.5,"Faivre et al._3_cong"
"3851","9 jrg","unrel",446.6,"Faivre et al._3_cong"
"3852","9 jrg","unrel",786.7,"Faivre et al._3_cong"
"3853","9 jrg","unrel",592.1,"Faivre et al._3_cong"
"3854","9 jrg","rel",534.6,"Faivre et al._3_cong"
"3855","9 jrg","unrel",1491.8,"Faivre et al._3_cong"
"3856","9 jrg","rel",634.5,"Faivre et al._3_cong"
"3857","9 jrg","unrel",940.4,"Faivre et al._3_cong"
"3858","9 jrg","rel",541.8,"Faivre et al._3_cong"
"3859","9 jrg","rel",442.5,"Faivre et al._3_cong"
"3860","9 jrg","unrel",431.1,"Faivre et al._3_cong"
"3861","9 jrg","unrel",394.5,"Faivre et al._3_cong"
"3862","9 jrg","unrel",399.7,"Faivre et al._3_cong"
"3863","9 jrg","unrel",393.3,"Faivre et al._3_cong"
"3864","9 jrg","unrel",805.9,"Faivre et al._3_cong"
"3865","9 jrg","rel",395.4,"Faivre et al._3_cong"
"3866","9 jrg","rel",764.6,"Faivre et al._3_cong"
"3867","9 jrg","unrel",611.8,"Faivre et al._3_cong"
"3868","9 jrg","unrel",670,"Faivre et al._3_cong"
"3869","9 jrg","unrel",406.9,"Faivre et al._3_cong"
"3870","9 jrg","rel",310.7,"Faivre et al._3_cong"
"3871","9 jrg","rel",802.1,"Faivre et al._3_cong"
"3872","9 jrg","rel",387.9,"Faivre et al._3_cong"
"3873","9 jrg","unrel",455.4,"Faivre et al._3_cong"
"3874","9 jrg","rel",633.6,"Faivre et al._3_cong"
"3875","9 jrg","rel",1456.4,"Faivre et al._3_cong"
"3876","9 jrg","rel",409,"Faivre et al._3_cong"
"3877","9 jrg","rel",433.1,"Faivre et al._3_cong"
"3878","9 jrg","unrel",377.5,"Faivre et al._3_cong"
"3879","9 jrg","unrel",1129.9,"Faivre et al._3_cong"
"3880","9 jrg","unrel",462.6,"Faivre et al._3_cong"
"3881","9 jrg","unrel",828.8,"Faivre et al._3_cong"
"3882","9 jrg","rel",534.1,"Faivre et al._3_cong"
"3883","9 jrg","unrel",716,"Faivre et al._3_cong"
"3884","9 jrg","rel",547,"Faivre et al._3_cong"
"3885","9 jrg","unrel",419.2,"Faivre et al._3_cong"
"3886","9 jrg","rel",363.4,"Faivre et al._3_cong"
"3887","9 jrg","rel",507.5,"Faivre et al._3_cong"
"3888","9 jrg","unrel",320.7,"Faivre et al._3_cong"
"3889","9 jrg","unrel",869.1,"Faivre et al._3_cong"
"3890","1 AM","rel",568.5,"Faivre et al._3_incong"
"3891","1 AM","unrel",693.6,"Faivre et al._3_incong"
"3892","1 AM","unrel",927,"Faivre et al._3_incong"
"3893","1 AM","rel",925.7,"Faivre et al._3_incong"
"3894","1 AM","unrel",1272.1,"Faivre et al._3_incong"
"3895","1 AM","unrel",1060.9,"Faivre et al._3_incong"
"3896","1 AM","unrel",913,"Faivre et al._3_incong"
"3897","1 AM","rel",580,"Faivre et al._3_incong"
"3898","1 AM","rel",751.2,"Faivre et al._3_incong"
"3899","1 AM","rel",996,"Faivre et al._3_incong"
"3900","1 AM","rel",1139.4,"Faivre et al._3_incong"
"3901","1 AM","rel",679.3,"Faivre et al._3_incong"
"3902","1 AM","unrel",1295,"Faivre et al._3_incong"
"3903","1 AM","unrel",677.7,"Faivre et al._3_incong"
"3904","1 AM","unrel",713.7,"Faivre et al._3_incong"
"3905","1 AM","unrel",1614.5,"Faivre et al._3_incong"
"3906","1 AM","rel",979.3,"Faivre et al._3_incong"
"3907","1 AM","rel",1676.5,"Faivre et al._3_incong"
"3908","1 AM","unrel",942.5,"Faivre et al._3_incong"
"3909","1 AM","unrel",657.6,"Faivre et al._3_incong"
"3910","1 AM","rel",846.6,"Faivre et al._3_incong"
"3911","1 AM","unrel",897.2,"Faivre et al._3_incong"
"3912","1 AM","rel",595.5,"Faivre et al._3_incong"
"3913","1 AM","unrel",1060.5,"Faivre et al._3_incong"
"3914","1 AM","unrel",986.8,"Faivre et al._3_incong"
"3915","1 AM","unrel",976.9,"Faivre et al._3_incong"
"3916","1 AM","unrel",587.9,"Faivre et al._3_incong"
"3917","1 AM","rel",1155.8,"Faivre et al._3_incong"
"3918","1 AM","unrel",720.5,"Faivre et al._3_incong"
"3919","1 AM","unrel",693.7,"Faivre et al._3_incong"
"3920","1 AM","unrel",764.3,"Faivre et al._3_incong"
"3921","1 AM","unrel",985.6,"Faivre et al._3_incong"
"3922","1 AM","rel",927.5,"Faivre et al._3_incong"
"3923","1 AM","unrel",697,"Faivre et al._3_incong"
"3924","1 AM","unrel",671.7,"Faivre et al._3_incong"
"3925","1 AM","unrel",974,"Faivre et al._3_incong"
"3926","1 AM","unrel",806.4,"Faivre et al._3_incong"
"3927","1 AM","rel",1927.5,"Faivre et al._3_incong"
"3928","1 AM","rel",1776.9,"Faivre et al._3_incong"
"3929","1 AM","rel",1380.6,"Faivre et al._3_incong"
"3930","1 AM","unrel",1245.9,"Faivre et al._3_incong"
"3931","10 ld","unrel",973.4,"Faivre et al._3_incong"
"3932","10 ld","rel",1601.6,"Faivre et al._3_incong"
"3933","10 ld","unrel",1143.1,"Faivre et al._3_incong"
"3934","10 ld","rel",1496.4,"Faivre et al._3_incong"
"3935","10 ld","unrel",1181,"Faivre et al._3_incong"
"3936","10 ld","unrel",764.5,"Faivre et al._3_incong"
"3937","10 ld","rel",857.2,"Faivre et al._3_incong"
"3938","10 ld","unrel",1101.9,"Faivre et al._3_incong"
"3939","10 ld","unrel",716.8,"Faivre et al._3_incong"
"3940","10 ld","rel",814.5,"Faivre et al._3_incong"
"3941","10 ld","unrel",1292.2,"Faivre et al._3_incong"
"3942","10 ld","rel",832.1,"Faivre et al._3_incong"
"3943","10 ld","unrel",1467.6,"Faivre et al._3_incong"
"3944","10 ld","unrel",1339.9,"Faivre et al._3_incong"
"3945","10 ld","rel",1033.6,"Faivre et al._3_incong"
"3946","10 ld","unrel",980.5,"Faivre et al._3_incong"
"3947","10 ld","unrel",830.7,"Faivre et al._3_incong"
"3948","10 ld","rel",1126.2,"Faivre et al._3_incong"
"3949","10 ld","rel",1638.3,"Faivre et al._3_incong"
"3950","10 ld","rel",979.9,"Faivre et al._3_incong"
"3951","10 ld","unrel",719.1,"Faivre et al._3_incong"
"3952","10 ld","unrel",868.3,"Faivre et al._3_incong"
"3953","10 ld","rel",1272.6,"Faivre et al._3_incong"
"3954","10 ld","unrel",830.1,"Faivre et al._3_incong"
"3955","10 ld","rel",1309.7,"Faivre et al._3_incong"
"3956","10 ld","unrel",1549.4,"Faivre et al._3_incong"
"3957","10 ld","rel",1020.8,"Faivre et al._3_incong"
"3958","10 ld","rel",959.4,"Faivre et al._3_incong"
"3959","10 ld","rel",868.6,"Faivre et al._3_incong"
"3960","10 ld","unrel",1231.3,"Faivre et al._3_incong"
"3961","10 ld","rel",1237.1,"Faivre et al._3_incong"
"3962","10 ld","unrel",798.8,"Faivre et al._3_incong"
"3963","10 ld","unrel",690.5,"Faivre et al._3_incong"
"3964","10 ld","unrel",1372.8,"Faivre et al._3_incong"
"3965","10 ld","rel",838.6,"Faivre et al._3_incong"
"3966","10 ld","rel",934.4,"Faivre et al._3_incong"
"3967","10 ld","unrel",1236.9,"Faivre et al._3_incong"
"3968","10 ld","unrel",923.9,"Faivre et al._3_incong"
"3969","10 ld","rel",1139.6,"Faivre et al._3_incong"
"3970","11 lq","unrel",1102.6,"Faivre et al._3_incong"
"3971","11 lq","unrel",913.7,"Faivre et al._3_incong"
"3972","11 lq","rel",905.9,"Faivre et al._3_incong"
"3973","11 lq","unrel",888.9,"Faivre et al._3_incong"
"3974","11 lq","unrel",886.7,"Faivre et al._3_incong"
"3975","11 lq","unrel",1255.6,"Faivre et al._3_incong"
"3976","11 lq","unrel",1538.8,"Faivre et al._3_incong"
"3977","11 lq","rel",874,"Faivre et al._3_incong"
"3978","11 lq","unrel",1117.1,"Faivre et al._3_incong"
"3979","11 lq","unrel",744.5,"Faivre et al._3_incong"
"3980","11 lq","rel",1256,"Faivre et al._3_incong"
"3981","11 lq","rel",871.7,"Faivre et al._3_incong"
"3982","11 lq","rel",775.6,"Faivre et al._3_incong"
"3983","11 lq","unrel",590.8,"Faivre et al._3_incong"
"3984","11 lq","rel",688.3,"Faivre et al._3_incong"
"3985","11 lq","unrel",1081.3,"Faivre et al._3_incong"
"3986","11 lq","unrel",822.5,"Faivre et al._3_incong"
