"","idv","iv","dv","exp"
"2459","15 kr","unrel",322.9,"Faivre et al._2_incong"
"2460","15 kr","unrel",417.3,"Faivre et al._2_incong"
"2461","15 kr","unrel",420.7,"Faivre et al._2_incong"
"2462","15 kr","rel",806.7,"Faivre et al._2_incong"
"2463","15 kr","rel",478.5,"Faivre et al._2_incong"
"2464","15 kr","unrel",492.6,"Faivre et al._2_incong"
"2465","15 kr","unrel",395.2,"Faivre et al._2_incong"
"2466","15 kr","rel",448.7,"Faivre et al._2_incong"
"2467","15 kr","unrel",431.1,"Faivre et al._2_incong"
"2468","15 kr","unrel",314,"Faivre et al._2_incong"
"2469","15 kr","unrel",486.9,"Faivre et al._2_incong"
"2470","15 kr","rel",321.4,"Faivre et al._2_incong"
"2471","15 kr","unrel",2023.5,"Faivre et al._2_incong"
"2472","15 kr","unrel",535.7,"Faivre et al._2_incong"
"2473","15 kr","unrel",442.8,"Faivre et al._2_incong"
"2474","15 kr","unrel",480.5,"Faivre et al._2_incong"
"2475","15 kr","unrel",2586.2,"Faivre et al._2_incong"
"2476","15 kr","rel",571.1,"Faivre et al._2_incong"
"2477","15 kr","unrel",337.3,"Faivre et al._2_incong"
"2478","15 kr","unrel",702.2,"Faivre et al._2_incong"
"2479","15 kr","unrel",494.2,"Faivre et al._2_incong"
"2480","15 kr","rel",732.4,"Faivre et al._2_incong"
"2481","15 kr","unrel",933.5,"Faivre et al._2_incong"
"2482","15 kr","rel",1611.5,"Faivre et al._2_incong"
"2483","15 kr","unrel",454.2,"Faivre et al._2_incong"
"2484","15 kr","rel",455.7,"Faivre et al._2_incong"
"2485","15 kr","rel",355.1,"Faivre et al._2_incong"
"2486","15 kr","unrel",413.6,"Faivre et al._2_incong"
"2487","15 kr","rel",346.4,"Faivre et al._2_incong"
"2488","15 kr","unrel",952.2,"Faivre et al._2_incong"
"2489","15 kr","unrel",451.6,"Faivre et al._2_incong"
"2490","15 kr","rel",1459,"Faivre et al._2_incong"
"2491","15 kr","unrel",898.7,"Faivre et al._2_incong"
"2492","15 kr","unrel",638.1,"Faivre et al._2_incong"
"2493","15 kr","rel",335.2,"Faivre et al._2_incong"
"2494","15 kr","unrel",685.2,"Faivre et al._2_incong"
"2495","15 kr","unrel",900.4,"Faivre et al._2_incong"
"2496","15 kr","unrel",1291,"Faivre et al._2_incong"
"2497","15 kr","unrel",1356.5,"Faivre et al._2_incong"
"2498","15 kr","rel",707.7,"Faivre et al._2_incong"
"2499","15 kr","unrel",759.6,"Faivre et al._2_incong"
"2500","15 kr","unrel",565.4,"Faivre et al._2_incong"
"2501","15 kr","rel",761.7,"Faivre et al._2_incong"
"2502","16 ks","unrel",508.8,"Faivre et al._2_incong"
"2503","16 ks","unrel",656.3,"Faivre et al._2_incong"
"2504","16 ks","rel",323.9,"Faivre et al._2_incong"
"2505","16 ks","unrel",933.6,"Faivre et al._2_incong"
"2506","16 ks","unrel",609.1,"Faivre et al._2_incong"
"2507","16 ks","unrel",708,"Faivre et al._2_incong"
"2508","16 ks","rel",589.1,"Faivre et al._2_incong"
"2509","16 ks","unrel",1105.5,"Faivre et al._2_incong"
"2510","16 ks","rel",667.7,"Faivre et al._2_incong"
"2511","16 ks","rel",1145.8,"Faivre et al._2_incong"
"2512","16 ks","unrel",937.6,"Faivre et al._2_incong"
"2513","16 ks","rel",544.5,"Faivre et al._2_incong"
"2514","16 ks","rel",429.1,"Faivre et al._2_incong"
"2515","16 ks","rel",804.8,"Faivre et al._2_incong"
"2516","16 ks","rel",753.7,"Faivre et al._2_incong"
"2517","16 ks","rel",935.2,"Faivre et al._2_incong"
"2518","16 ks","rel",428.2,"Faivre et al._2_incong"
"2519","16 ks","rel",465.4,"Faivre et al._2_incong"
"2520","16 ks","rel",644.6,"Faivre et al._2_incong"
"2521","16 ks","unrel",513.3,"Faivre et al._2_incong"
"2522","16 ks","unrel",691.1,"Faivre et al._2_incong"
"2523","16 ks","unrel",670.5,"Faivre et al._2_incong"
"2524","16 ks","unrel",416.6,"Faivre et al._2_incong"
"2525","16 ks","rel",707.2,"Faivre et al._2_incong"
"2526","16 ks","rel",415.9,"Faivre et al._2_incong"
"2527","16 ks","rel",786.1,"Faivre et al._2_incong"
"2528","16 ks","rel",1124.8,"Faivre et al._2_incong"
"2529","16 ks","rel",864.4,"Faivre et al._2_incong"
"2530","16 ks","rel",355.6,"Faivre et al._2_incong"
"2531","16 ks","rel",644.8,"Faivre et al._2_incong"
"2532","16 ks","rel",404.4,"Faivre et al._2_incong"
"2533","16 ks","rel",434,"Faivre et al._2_incong"
"2534","16 ks","unrel",413.8,"Faivre et al._2_incong"
"2535","16 ks","unrel",368.9,"Faivre et al._2_incong"
"2536","16 ks","unrel",503.7,"Faivre et al._2_incong"
"2537","16 ks","rel",401.3,"Faivre et al._2_incong"
"2538","16 ks","rel",358,"Faivre et al._2_incong"
"2539","16 ks","unrel",355.6,"Faivre et al._2_incong"
"2540","17 lo","unrel",1019.2,"Faivre et al._2_incong"
"2541","17 lo","rel",2317.8,"Faivre et al._2_incong"
"2542","17 lo","rel",604.4,"Faivre et al._2_incong"
"2543","17 lo","rel",1256.3,"Faivre et al._2_incong"
"2544","17 lo","unrel",1190.4,"Faivre et al._2_incong"
"2545","17 lo","rel",1530.2,"Faivre et al._2_incong"
"2546","17 lo","unrel",1368,"Faivre et al._2_incong"
"2547","17 lo","unrel",1482.1,"Faivre et al._2_incong"
"2548","17 lo","unrel",725.1,"Faivre et al._2_incong"
"2549","17 lo","rel",2076.9,"Faivre et al._2_incong"
"2550","17 lo","rel",1202.1,"Faivre et al._2_incong"
"2551","17 lo","rel",1395,"Faivre et al._2_incong"
"2552","17 lo","rel",915.2,"Faivre et al._2_incong"
"2553","17 lo","rel",2249.2,"Faivre et al._2_incong"
"2554","17 lo","rel",686.2,"Faivre et al._2_incong"
"2555","17 lo","unrel",969.8,"Faivre et al._2_incong"
"2556","17 lo","rel",593.2,"Faivre et al._2_incong"
"2557","17 lo","unrel",2178.8,"Faivre et al._2_incong"
"2558","17 lo","unrel",478.6,"Faivre et al._2_incong"
"2559","17 lo","rel",734.8,"Faivre et al._2_incong"
"2560","17 lo","unrel",643,"Faivre et al._2_incong"
"2561","17 lo","unrel",645.9,"Faivre et al._2_incong"
"2562","17 lo","unrel",1244.6,"Faivre et al._2_incong"
"2563","17 lo","rel",979.9,"Faivre et al._2_incong"
"2564","17 lo","unrel",663.9,"Faivre et al._2_incong"
"2565","17 lo","rel",1606,"Faivre et al._2_incong"
"2566","17 lo","rel",1181,"Faivre et al._2_incong"
"2567","17 lo","unrel",1368,"Faivre et al._2_incong"
"2568","17 lo","unrel",768.8,"Faivre et al._2_incong"
"2569","17 lo","unrel",1660.3,"Faivre et al._2_incong"
"2570","17 lo","rel",1326.5,"Faivre et al._2_incong"
"2571","17 lo","rel",573.8,"Faivre et al._2_incong"
"2572","17 lo","rel",799.7,"Faivre et al._2_incong"
"2573","17 lo","rel",507.8,"Faivre et al._2_incong"
"2574","17 lo","unrel",807,"Faivre et al._2_incong"
"2575","17 lo","rel",758,"Faivre et al._2_incong"
"2576","17 lo","rel",549,"Faivre et al._2_incong"
"2577","17 lo","rel",1005.7,"Faivre et al._2_incong"
"2578","17 lo","rel",771.1,"Faivre et al._2_incong"
"2579","17 lo","unrel",1230.3,"Faivre et al._2_incong"
"2580","18 lu","unrel",805.1,"Faivre et al._2_incong"
"2581","18 lu","rel",935.5,"Faivre et al._2_incong"
"2582","18 lu","unrel",646.4,"Faivre et al._2_incong"
"2583","18 lu","rel",874.6,"Faivre et al._2_incong"
"2584","18 lu","unrel",746.9,"Faivre et al._2_incong"
"2585","18 lu","rel",634.7,"Faivre et al._2_incong"
"2586","18 lu","unrel",648.7,"Faivre et al._2_incong"
"2587","18 lu","rel",523.3,"Faivre et al._2_incong"
"2588","18 lu","rel",748.9,"Faivre et al._2_incong"
"2589","18 lu","rel",644.3,"Faivre et al._2_incong"
"2590","18 lu","rel",586.1,"Faivre et al._2_incong"
"2591","18 lu","unrel",768.7,"Faivre et al._2_incong"
"2592","18 lu","rel",523.1,"Faivre et al._2_incong"
"2593","18 lu","rel",485.1,"Faivre et al._2_incong"
"2594","18 lu","unrel",669.4,"Faivre et al._2_incong"
"2595","18 lu","unrel",506.1,"Faivre et al._2_incong"
"2596","18 lu","unrel",630.4,"Faivre et al._2_incong"
"2597","18 lu","rel",683.8,"Faivre et al._2_incong"
"2598","18 lu","rel",600.3,"Faivre et al._2_incong"
"2599","18 lu","unrel",701.6,"Faivre et al._2_incong"
"2600","18 lu","rel",837.9,"Faivre et al._2_incong"
"2601","18 lu","unrel",847,"Faivre et al._2_incong"
"2602","18 lu","unrel",718.1,"Faivre et al._2_incong"
"2603","18 lu","rel",676.5,"Faivre et al._2_incong"
"2604","18 lu","unrel",1332.7,"Faivre et al._2_incong"
"2605","18 lu","rel",742.7,"Faivre et al._2_incong"
"2606","18 lu","unrel",585.9,"Faivre et al._2_incong"
"2607","18 lu","unrel",763,"Faivre et al._2_incong"
"2608","18 lu","rel",440.7,"Faivre et al._2_incong"
"2609","18 lu","rel",802.4,"Faivre et al._2_incong"
"2610","18 lu","rel",870.6,"Faivre et al._2_incong"
"2611","18 lu","rel",1005.3,"Faivre et al._2_incong"
"2612","18 lu","rel",551.1,"Faivre et al._2_incong"
"2613","18 lu","unrel",889.1,"Faivre et al._2_incong"
"2614","18 lu","unrel",642.9,"Faivre et al._2_incong"
"2615","18 lu","unrel",674.5,"Faivre et al._2_incong"
"2616","18 lu","unrel",1694.7,"Faivre et al._2_incong"
"2617","18 lu","unrel",427,"Faivre et al._2_incong"
"2618","18 lu","rel",338.3,"Faivre et al._2_incong"
"2619","18 lu","rel",855.3,"Faivre et al._2_incong"
"2620","18 lu","rel",698.6,"Faivre et al._2_incong"
"2621","19 nu","rel",1873.1,"Faivre et al._2_incong"
"2622","19 nu","unrel",2427.2,"Faivre et al._2_incong"
"2623","19 nu","unrel",1818.5,"Faivre et al._2_incong"
"2624","19 nu","unrel",1091.1,"Faivre et al._2_incong"
"2625","19 nu","unrel",546.5,"Faivre et al._2_incong"
"2626","19 nu","unrel",1740.2,"Faivre et al._2_incong"
"2627","19 nu","unrel",868.3,"Faivre et al._2_incong"
"2628","19 nu","unrel",1018.1,"Faivre et al._2_incong"
"2629","19 nu","rel",1829.6,"Faivre et al._2_incong"
"2630","19 nu","unrel",778.9,"Faivre et al._2_incong"
"2631","19 nu","rel",955,"Faivre et al._2_incong"
"2632","19 nu","rel",664.9,"Faivre et al._2_incong"
"2633","19 nu","rel",662,"Faivre et al._2_incong"
"2634","19 nu","unrel",669.6,"Faivre et al._2_incong"
"2635","19 nu","rel",1737.3,"Faivre et al._2_incong"
"2636","19 nu","rel",904.5,"Faivre et al._2_incong"
"2637","19 nu","unrel",1604.6,"Faivre et al._2_incong"
"2638","19 nu","unrel",2255.6,"Faivre et al._2_incong"
"2639","19 nu","rel",1487.5,"Faivre et al._2_incong"
"2640","19 nu","unrel",1459.5,"Faivre et al._2_incong"
"2641","19 nu","rel",1979.5,"Faivre et al._2_incong"
"2642","19 nu","rel",2131.4,"Faivre et al._2_incong"
"2643","19 nu","unrel",2437.6,"Faivre et al._2_incong"
"2644","19 nu","unrel",1516.3,"Faivre et al._2_incong"
"2645","19 nu","unrel",907.2,"Faivre et al._2_incong"
"2646","19 nu","unrel",974.9,"Faivre et al._2_incong"
"2647","19 nu","rel",919.4,"Faivre et al._2_incong"
"2648","19 nu","unrel",1384.5,"Faivre et al._2_incong"
"2649","19 nu","rel",889.4,"Faivre et al._2_incong"
"2650","19 nu","rel",923.9,"Faivre et al._2_incong"
"2651","19 nu","unrel",567.1,"Faivre et al._2_incong"
"2652","2 DB","rel",1113.9,"Faivre et al._2_incong"
"2653","2 DB","unrel",941.1,"Faivre et al._2_incong"
"2654","2 DB","unrel",1434.6,"Faivre et al._2_incong"
"2655","2 DB","rel",1271.6,"Faivre et al._2_incong"
"2656","2 DB","unrel",1421.2,"Faivre et al._2_incong"
"2657","2 DB","unrel",662.2,"Faivre et al._2_incong"
"2658","2 DB","rel",1209.5,"Faivre et al._2_incong"
"2659","2 DB","unrel",1228.8,"Faivre et al._2_incong"
"2660","2 DB","unrel",604.6,"Faivre et al._2_incong"
"2661","2 DB","rel",1433.6,"Faivre et al._2_incong"
"2662","2 DB","unrel",2031.1,"Faivre et al._2_incong"
"2663","2 DB","unrel",1452.5,"Faivre et al._2_incong"
"2664","2 DB","rel",963.6,"Faivre et al._2_incong"
"2665","2 DB","rel",745.7,"Faivre et al._2_incong"
"2666","2 DB","rel",754.2,"Faivre et al._2_incong"
"2667","2 DB","rel",1025.6,"Faivre et al._2_incong"
"2668","2 DB","unrel",1100.8,"Faivre et al._2_incong"
"2669","2 DB","rel",643,"Faivre et al._2_incong"
"2670","2 DB","rel",1752.9,"Faivre et al._2_incong"
"2671","2 DB","unrel",610.9,"Faivre et al._2_incong"
"2672","2 DB","unrel",633.8,"Faivre et al._2_incong"
"2673","2 DB","rel",381.3,"Faivre et al._2_incong"
"2674","2 DB","rel",398.6,"Faivre et al._2_incong"
"2675","2 DB","unrel",534.4,"Faivre et al._2_incong"
"2676","2 DB","rel",453.4,"Faivre et al._2_incong"
"2677","2 DB","unrel",506.7,"Faivre et al._2_incong"
"2678","2 DB","rel",668.2,"Faivre et al._2_incong"
"2679","2 DB","rel",452.8,"Faivre et al._2_incong"
"2680","2 DB","rel",485.9,"Faivre et al._2_incong"
"2681","2 DB","rel",847.5,"Faivre et al._2_incong"
"2682","2 DB","unrel",556.6,"Faivre et al._2_incong"
"2683","2 DB","rel",2220.1,"Faivre et al._2_incong"
"2684","2 DB","rel",1291.9,"Faivre et al._2_incong"
"2685","2 DB","unrel",480.5,"Faivre et al._2_incong"
"2686","2 DB","rel",439.2,"Faivre et al._2_incong"
"2687","2 DB","rel",787.2,"Faivre et al._2_incong"
"2688","2 DB","unrel",688,"Faivre et al._2_incong"
"2689","2 DB","rel",682.3,"Faivre et al._2_incong"
"2690","20 tw","unrel",1220.6,"Faivre et al._2_incong"
"2691","20 tw","rel",504,"Faivre et al._2_incong"
"2692","20 tw","rel",552.8,"Faivre et al._2_incong"
"2693","20 tw","unrel",657.2,"Faivre et al._2_incong"
"2694","20 tw","rel",577,"Faivre et al._2_incong"
"2695","20 tw","unrel",711.5,"Faivre et al._2_incong"
"2696","20 tw","unrel",871,"Faivre et al._2_incong"
"2697","20 tw","rel",994.4,"Faivre et al._2_incong"
"2698","20 tw","unrel",579.1,"Faivre et al._2_incong"
"2699","20 tw","unrel",1010.8,"Faivre et al._2_incong"
"2700","20 tw","unrel",1041.6,"Faivre et al._2_incong"
"2701","20 tw","rel",843.4,"Faivre et al._2_incong"
"2702","20 tw","rel",883.4,"Faivre et al._2_incong"
"2703","20 tw","unrel",590.6,"Faivre et al._2_incong"
"2704","20 tw","unrel",709.2,"Faivre et al._2_incong"
"2705","20 tw","rel",694.5,"Faivre et al._2_incong"
"2706","20 tw","unrel",543.3,"Faivre et al._2_incong"
"2707","20 tw","unrel",473,"Faivre et al._2_incong"
"2708","20 tw","rel",668.3,"Faivre et al._2_incong"
"2709","20 tw","unrel",852.5,"Faivre et al._2_incong"
"2710","20 tw","unrel",490.1,"Faivre et al._2_incong"
"2711","20 tw","unrel",669.6,"Faivre et al._2_incong"
"2712","20 tw","rel",514.5,"Faivre et al._2_incong"
"2713","20 tw","unrel",512.5,"Faivre et al._2_incong"
"2714","20 tw","rel",563.8,"Faivre et al._2_incong"
"2715","20 tw","unrel",749.4,"Faivre et al._2_incong"
"2716","20 tw","unrel",600.9,"Faivre et al._2_incong"
"2717","20 tw","rel",734.5,"Faivre et al._2_incong"
"2718","20 tw","unrel",723,"Faivre et al._2_incong"
"2719","20 tw","rel",882.5,"Faivre et al._2_incong"
"2720","20 tw","unrel",617.7,"Faivre et al._2_incong"
"2721","20 tw","rel",488.8,"Faivre et al._2_incong"
"2722","20 tw","rel",728.1,"Faivre et al._2_incong"
"2723","20 tw","unrel",561.2,"Faivre et al._2_incong"
"2724","20 tw","unrel",787.9,"Faivre et al._2_incong"
"2725","20 tw","unrel",581.6,"Faivre et al._2_incong"
"2726","20 tw","rel",595.2,"Faivre et al._2_incong"
"2727","20 tw","unrel",533.5,"Faivre et al._2_incong"
"2728","20 tw","rel",455.7,"Faivre et al._2_incong"
"2729","20 tw","rel",537.8,"Faivre et al._2_incong"
"2730","20 tw","unrel",799,"Faivre et al._2_incong"
"2731","20 tw","rel",546.9,"Faivre et al._2_incong"
"2732","20 tw","unrel",708.5,"Faivre et al._2_incong"
"2733","20 tw","unrel",697.1,"Faivre et al._2_incong"
"2734","20 tw","rel",682.6,"Faivre et al._2_incong"
"2735","20 tw","rel",663.7,"Faivre et al._2_incong"
"2736","20 tw","rel",702.8,"Faivre et al._2_incong"
"2737","20 tw","rel",882.5,"Faivre et al._2_incong"
"2738","20 tw","unrel",549.9,"Faivre et al._2_incong"
"2739","21 vs","unrel",1149.9,"Faivre et al._2_incong"
"2740","21 vs","rel",684.2,"Faivre et al._2_incong"
"2741","21 vs","unrel",909.6,"Faivre et al._2_incong"
"2742","21 vs","rel",2142.2,"Faivre et al._2_incong"
"2743","21 vs","rel",586.6,"Faivre et al._2_incong"
"2744","21 vs","unrel",739,"Faivre et al._2_incong"
"2745","21 vs","rel",664.3,"Faivre et al._2_incong"
"2746","21 vs","unrel",1670.8,"Faivre et al._2_incong"
"2747","21 vs","rel",1390.6,"Faivre et al._2_incong"
"2748","21 vs","rel",948.2,"Faivre et al._2_incong"
"2749","21 vs","rel",1462.9,"Faivre et al._2_incong"
"2750","21 vs","unrel",569.3,"Faivre et al._2_incong"
"2751","21 vs","unrel",1632.2,"Faivre et al._2_incong"
"2752","21 vs","unrel",1358.8,"Faivre et al._2_incong"
"2753","21 vs","rel",676.4,"Faivre et al._2_incong"
"2754","21 vs","rel",457.1,"Faivre et al._2_incong"
"2755","21 vs","unrel",2090,"Faivre et al._2_incong"
"2756","21 vs","rel",862.3,"Faivre et al._2_incong"
"2757","21 vs","unrel",497.7,"Faivre et al._2_incong"
"2758","21 vs","rel",862.9,"Faivre et al._2_incong"
"2759","21 vs","unrel",741.8,"Faivre et al._2_incong"
"2760","21 vs","unrel",767.6,"Faivre et al._2_incong"
"2761","21 vs","rel",1591.1,"Faivre et al._2_incong"
"2762","21 vs","unrel",587.2,"Faivre et al._2_incong"
"2763","21 vs","unrel",632.4,"Faivre et al._2_incong"
"2764","21 vs","unrel",579,"Faivre et al._2_incong"
"2765","21 vs","rel",996.9,"Faivre et al._2_incong"
"2766","21 vs","unrel",399.3,"Faivre et al._2_incong"
"2767","21 vs","rel",1500.2,"Faivre et al._2_incong"
"2768","21 vs","unrel",496.1,"Faivre et al._2_incong"
"2769","21 vs","rel",1262.8,"Faivre et al._2_incong"
"2770","21 vs","unrel",1143.7,"Faivre et al._2_incong"
"2771","21 vs","unrel",1212.4,"Faivre et al._2_incong"
"2772","21 vs","rel",997.6,"Faivre et al._2_incong"
"2773","21 vs","rel",572.6,"Faivre et al._2_incong"
"2774","21 vs","rel",1036.2,"Faivre et al._2_incong"
"2775","21 vs","rel",933.6,"Faivre et al._2_incong"
"2776","21 vs","unrel",1087.3,"Faivre et al._2_incong"
"2777","21 vs","rel",445.8,"Faivre et al._2_incong"
"2778","21 vs","rel",514.4,"Faivre et al._2_incong"
"2779","21 vs","rel",638.4,"Faivre et al._2_incong"
"2780","21 vs","rel",512.4,"Faivre et al._2_incong"
"2781","21 vs","unrel",485.3,"Faivre et al._2_incong"
"2782","21 vs","unrel",787,"Faivre et al._2_incong"
"2783","21 vs","rel",466.1,"Faivre et al._2_incong"
"2784","21 vs","unrel",551.1,"Faivre et al._2_incong"
"2785","22 ya","unrel",2724.1,"Faivre et al._2_incong"
"2786","22 ya","rel",1139.9,"Faivre et al._2_incong"
"2787","22 ya","rel",1386.7,"Faivre et al._2_incong"
"2788","22 ya","rel",1317.6,"Faivre et al._2_incong"
"2789","22 ya","rel",1322.6,"Faivre et al._2_incong"
"2790","22 ya","unrel",2366,"Faivre et al._2_incong"
"2791","22 ya","unrel",2416.3,"Faivre et al._2_incong"
"2792","22 ya","unrel",2338.7,"Faivre et al._2_incong"
"2793","22 ya","rel",2716.5,"Faivre et al._2_incong"
"2794","22 ya","unrel",1989.5,"Faivre et al._2_incong"
"2795","22 ya","unrel",2043.4,"Faivre et al._2_incong"
"2796","22 ya","rel",1031.5,"Faivre et al._2_incong"
"2797","22 ya","rel",1039.8,"Faivre et al._2_incong"
"2798","22 ya","unrel",678.9,"Faivre et al._2_incong"
"2799","22 ya","rel",1735.3,"Faivre et al._2_incong"
"2800","22 ya","unrel",1564.5,"Faivre et al._2_incong"
"2801","22 ya","unrel",2307.5,"Faivre et al._2_incong"
"2802","22 ya","unrel",1241.7,"Faivre et al._2_incong"
"2803","22 ya","unrel",2471.4,"Faivre et al._2_incong"
"2804","22 ya","rel",691.5,"Faivre et al._2_incong"
"2805","22 ya","unrel",1646.7,"Faivre et al._2_incong"
"2806","22 ya","rel",1788.2,"Faivre et al._2_incong"
"2807","22 ya","rel",1305.9,"Faivre et al._2_incong"
"2808","22 ya","unrel",851.8,"Faivre et al._2_incong"
"2809","22 ya","unrel",818.1,"Faivre et al._2_incong"
"2810","22 ya","rel",1290.3,"Faivre et al._2_incong"
"2811","22 ya","rel",1785.6,"Faivre et al._2_incong"
"2812","22 ya","rel",1397.7,"Faivre et al._2_incong"
"2813","22 ya","unrel",928.7,"Faivre et al._2_incong"
"2814","22 ya","rel",1535.9,"Faivre et al._2_incong"
"2815","22 ya","rel",865.4,"Faivre et al._2_incong"
"2816","22 ya","rel",1582,"Faivre et al._2_incong"
"2817","3 JL","rel",1097.2,"Faivre et al._2_incong"
"2818","3 JL","rel",1162.3,"Faivre et al._2_incong"
"2819","3 JL","rel",765.5,"Faivre et al._2_incong"
"2820","3 JL","rel",1005.5,"Faivre et al._2_incong"
"2821","3 JL","rel",715.6,"Faivre et al._2_incong"
"2822","3 JL","unrel",1007.7,"Faivre et al._2_incong"
"2823","3 JL","rel",945.4,"Faivre et al._2_incong"
"2824","3 JL","rel",1503.7,"Faivre et al._2_incong"
"2825","3 JL","unrel",1070.4,"Faivre et al._2_incong"
"2826","3 JL","unrel",684.5,"Faivre et al._2_incong"
"2827","3 JL","rel",824.7,"Faivre et al._2_incong"
"2828","3 JL","unrel",1481.3,"Faivre et al._2_incong"
"2829","3 JL","unrel",807.2,"Faivre et al._2_incong"
"2830","3 JL","unrel",751.5,"Faivre et al._2_incong"
"2831","3 JL","rel",822.3,"Faivre et al._2_incong"
"2832","3 JL","rel",1093.2,"Faivre et al._2_incong"
"2833","3 JL","unrel",780.5,"Faivre et al._2_incong"
"2834","3 JL","rel",1568.6,"Faivre et al._2_incong"
"2835","3 JL","rel",684.7,"Faivre et al._2_incong"
"2836","3 JL","unrel",1941.7,"Faivre et al._2_incong"
"2837","3 JL","unrel",792.5,"Faivre et al._2_incong"
"2838","3 JL","rel",712.4,"Faivre et al._2_incong"
"2839","3 JL","rel",932.2,"Faivre et al._2_incong"
"2840","3 JL","rel",1570.8,"Faivre et al._2_incong"
"2841","3 JL","rel",1145,"Faivre et al._2_incong"
"2842","3 JL","rel",1272.9,"Faivre et al._2_incong"
"2843","3 JL","unrel",566.6,"Faivre et al._2_incong"
"2844","3 JL","unrel",832.5,"Faivre et al._2_incong"
"2845","3 JL","unrel",838.2,"Faivre et al._2_incong"
"2846","3 JL","rel",1416.7,"Faivre et al._2_incong"
"2847","3 JL","unrel",1479.9,"Faivre et al._2_incong"
"2848","3 JL","rel",803.9,"Faivre et al._2_incong"
"2849","3 JL","unrel",767.3,"Faivre et al._2_incong"
"2850","3 JL","unrel",869.2,"Faivre et al._2_incong"
"2851","3 JL","rel",1470.9,"Faivre et al._2_incong"
"2852","3 JL","unrel",1208.2,"Faivre et al._2_incong"
"2853","3 JL","unrel",1089.1,"Faivre et al._2_incong"
"2854","3 JL","rel",904.3,"Faivre et al._2_incong"
"2855","3 JL","unrel",1106.5,"Faivre et al._2_incong"
"2856","3 JL","rel",951.7,"Faivre et al._2_incong"
"2857","3 JL","unrel",898.9,"Faivre et al._2_incong"
"2858","3 JL","unrel",1579.3,"Faivre et al._2_incong"
"2859","3 JL","unrel",1597.1,"Faivre et al._2_incong"
"2860","3 JL","rel",980,"Faivre et al._2_incong"
"2861","3 JL","rel",815.1,"Faivre et al._2_incong"
"2862","3 JL","rel",570.9,"Faivre et al._2_incong"
"2863","3 JL","unrel",829.7,"Faivre et al._2_incong"
"2864","3 JL","unrel",1105.4,"Faivre et al._2_incong"
"2865","3 JL","rel",1226.6,"Faivre et al._2_incong"
"2866","3 JL","unrel",2271.5,"Faivre et al._2_incong"
"2867","4 MB","rel",461.7,"Faivre et al._2_incong"
"2868","4 MB","rel",888.5,"Faivre et al._2_incong"
"2869","4 MB","rel",904.3,"Faivre et al._2_incong"
"2870","4 MB","unrel",1187.1,"Faivre et al._2_incong"
"2871","4 MB","unrel",705.6,"Faivre et al._2_incong"
"2872","4 MB","rel",1031.6,"Faivre et al._2_incong"
"2873","4 MB","rel",519.8,"Faivre et al._2_incong"
"2874","4 MB","unrel",644.9,"Faivre et al._2_incong"
"2875","4 MB","rel",477.5,"Faivre et al._2_incong"
"2876","4 MB","rel",463,"Faivre et al._2_incong"
"2877","4 MB","unrel",500,"Faivre et al._2_incong"
"2878","4 MB","unrel",643.7,"Faivre et al._2_incong"
"2879","4 MB","unrel",543.8,"Faivre et al._2_incong"
"2880","4 MB","unrel",479.2,"Faivre et al._2_incong"
"2881","4 MB","unrel",399.4,"Faivre et al._2_incong"
"2882","4 MB","unrel",458.2,"Faivre et al._2_incong"
"2883","4 MB","rel",481.8,"Faivre et al._2_incong"
"2884","4 MB","unrel",335.2,"Faivre et al._2_incong"
"2885","4 MB","unrel",382.3,"Faivre et al._2_incong"
"2886","4 MB","rel",557.4,"Faivre et al._2_incong"
"2887","4 MB","rel",436.2,"Faivre et al._2_incong"
"2888","4 MB","rel",471.1,"Faivre et al._2_incong"
"2889","4 MB","rel",416.7,"Faivre et al._2_incong"
"2890","4 MB","unrel",564.6,"Faivre et al._2_incong"
"2891","4 MB","unrel",981.8,"Faivre et al._2_incong"
"2892","4 MB","unrel",368.2,"Faivre et al._2_incong"
"2893","4 MB","rel",532,"Faivre et al._2_incong"
"2894","4 MB","rel",427.2,"Faivre et al._2_incong"
"2895","4 MB","rel",364.1,"Faivre et al._2_incong"
"2896","4 MB","unrel",389.7,"Faivre et al._2_incong"
"2897","4 MB","rel",430.6,"Faivre et al._2_incong"
"2898","4 MB","unrel",975,"Faivre et al._2_incong"
"2899","4 MB","rel",517.8,"Faivre et al._2_incong"
"2900","4 MB","rel",533.6,"Faivre et al._2_incong"
"2901","4 MB","rel",356.2,"Faivre et al._2_incong"
"2902","4 MB","rel",347,"Faivre et al._2_incong"
"2903","4 MB","rel",350,"Faivre et al._2_incong"
"2904","4 MB","unrel",785,"Faivre et al._2_incong"
"2905","5 NJ","unrel",1204.1,"Faivre et al._2_incong"
"2906","5 NJ","rel",1119.7,"Faivre et al._2_incong"
"2907","5 NJ","rel",1189,"Faivre et al._2_incong"
"2908","5 NJ","rel",744.3,"Faivre et al._2_incong"
"2909","5 NJ","unrel",1428.9,"Faivre et al._2_incong"
"2910","5 NJ","rel",982.1,"Faivre et al._2_incong"
"2911","5 NJ","rel",2270.9,"Faivre et al._2_incong"
"2912","5 NJ","unrel",1337.5,"Faivre et al._2_incong"
"2913","5 NJ","unrel",940.6,"Faivre et al._2_incong"
"2914","5 NJ","unrel",1683.8,"Faivre et al._2_incong"
