"","no.","idv","word","scene","condition","acc","dv","visibility","exp","iv"
"7131",18,"s32",2,9,1,1,0.738485539,2,"2B",1
"7132",18,"s32",9,5,4,1,0.74218902,2,"2B",0
"7133",18,"s32",7,11,3,1,1.018986324,2,"2B",1
"7134",18,"s32",10,2,4,1,1.344786606,2,"2B",0
"7135",18,"s32",1,20,2,1,1.061355443,2,"2B",0
"7136",18,"s32",9,17,3,1,0.730545809,2,"2B",1
"7137",18,"s32",9,12,3,1,1.360622999,2,"2B",1
"7138",18,"s32",8,16,3,1,1.016655875,2,"2B",1
"7139",18,"s32",1,6,1,1,0.882055421,2,"2B",1
"7140",18,"s32",10,3,4,1,0.683669087,2,"2B",0
"7141",18,"s32",11,10,4,1,0.720618963,2,"2B",0
"7142",18,"s32",11,17,3,1,0.64567867,2,"2B",1
"7143",18,"s32",5,8,1,1,0.615891206,2,"2B",1
"7144",18,"s32",10,8,4,1,0.695969751,2,"2B",0
"7145",18,"s32",6,5,1,1,0.961650288,2,"2B",1
"7146",18,"s32",7,4,4,1,0.920450309,2,"2B",0
"7147",18,"s32",11,19,3,1,0.834435112,2,"2B",1
"7148",18,"s32",5,6,1,1,0.767541162,2,"2B",1
"7149",18,"s32",2,19,2,1,0.938371697,2,"2B",0
"7150",18,"s32",5,11,2,1,0.813107798,2,"2B",0
"7151",18,"s32",5,5,1,1,0.842856713,2,"2B",1
"7152",18,"s32",2,11,2,1,0.829820895,2,"2B",0
"7153",18,"s32",3,4,1,1,0.824905508,2,"2B",1
"7154",18,"s32",8,14,3,1,1.050874445,2,"2B",1
"7155",18,"s32",4,11,2,1,0.60765121,2,"2B",0
"7156",18,"s32",8,15,3,1,0.834479383,2,"2B",1
"7157",18,"s32",10,16,3,1,0.932175437,2,"2B",1
"7158",18,"s32",10,12,3,1,0.881014881,2,"2B",1
"7159",18,"s32",5,18,2,1,0.723993567,2,"2B",0
"7160",18,"s32",9,14,3,1,0.655099552,2,"2B",1
"7161",19,"s33",9,1,4,1,0.814247423,2,"2B",0
"7162",19,"s33",5,6,1,1,1.131967028,2,"2B",1
"7163",19,"s33",11,4,4,1,0.836331877,2,"2B",0
"7164",19,"s33",2,4,1,1,0.591481724,2,"2B",1
"7165",19,"s33",11,7,4,1,0.660868753,2,"2B",0
"7166",19,"s33",9,7,4,1,0.50730095,2,"2B",0
"7167",19,"s33",1,20,2,1,0.930418114,2,"2B",0
"7168",19,"s33",7,4,4,1,0.689087125,2,"2B",0
"7169",19,"s33",6,15,2,1,0.885185776,2,"2B",0
"7170",19,"s33",4,10,1,1,1.020386461,2,"2B",1
"7171",19,"s33",7,11,3,1,1.501077885,2,"2B",1
"7172",19,"s33",7,13,3,1,1.087904132,2,"2B",1
"7173",19,"s33",3,6,1,1,0.69173832,2,"2B",1
"7174",19,"s33",6,5,1,1,1.126699574,2,"2B",1
"7175",19,"s33",3,10,1,1,1.113474923,2,"2B",1
"7176",19,"s33",12,13,3,1,0.983489891,2,"2B",1
"7177",19,"s33",1,5,1,1,0.848964429,2,"2B",1
"7178",19,"s33",6,8,1,1,0.771082915,2,"2B",1
"7179",19,"s33",12,10,4,1,0.735778026,2,"2B",0
"7180",19,"s33",3,18,2,1,0.763199504,2,"2B",0
"7181",19,"s33",3,17,2,1,1.056966501,2,"2B",0
"7182",19,"s33",6,12,2,1,1.266061517,2,"2B",0
"7183",19,"s33",10,12,3,1,0.625473212,2,"2B",1
"7184",19,"s33",1,12,2,1,0.593897102,2,"2B",0
"7185",19,"s33",10,5,4,1,0.707731622,2,"2B",0
"7186",19,"s33",3,19,2,1,1.559738464,2,"2B",0
"7187",19,"s33",7,14,3,1,0.935045582,2,"2B",1
"7188",19,"s33",12,2,4,1,0.747497131,2,"2B",0
"7189",19,"s33",4,17,2,1,1.026904972,2,"2B",0
"7190",19,"s33",8,4,4,1,0.708716446,2,"2B",0
"7191",19,"s33",10,19,3,1,0.652502869,2,"2B",1
"7192",19,"s33",5,11,2,1,0.727500685,2,"2B",0
"7193",19,"s33",6,18,2,1,0.676850009,2,"2B",0
"7194",19,"s33",3,15,2,1,0.89560383,2,"2B",0
"7195",19,"s33",4,15,2,1,0.874676469,2,"2B",0
"7196",19,"s33",9,15,3,1,0.626496586,2,"2B",1
"7197",19,"s33",4,3,1,1,0.937466984,2,"2B",1
"7198",19,"s33",4,16,2,1,0.867517972,2,"2B",0
"7199",19,"s33",6,9,1,1,0.779635525,2,"2B",1
"7200",19,"s33",5,14,2,1,1.022055542,2,"2B",0
"7201",19,"s33",10,14,3,1,1.237832002,2,"2B",1
"7202",19,"s33",11,16,3,1,0.671948175,2,"2B",1
"7203",19,"s33",12,15,3,1,0.66961893,2,"2B",1
"7204",19,"s33",2,1,1,1,0.659003611,2,"2B",1
"7205",19,"s33",9,6,4,1,0.695448125,2,"2B",0
"7206",19,"s33",5,20,2,1,1.074965591,2,"2B",0
"7207",19,"s33",1,14,2,1,1.285294499,2,"2B",0
"7208",19,"s33",5,19,2,1,0.782027111,2,"2B",0
"7209",19,"s33",10,17,3,1,1.047517009,2,"2B",1
"7210",19,"s33",4,9,1,1,0.666170841,2,"2B",1
"7211",19,"s33",7,5,4,1,0.695894759,2,"2B",0
"7212",19,"s33",12,4,4,1,1.261890922,2,"2B",0
"7213",19,"s33",3,20,2,1,0.747985929,2,"2B",0
"7214",19,"s33",12,6,4,1,0.759463497,2,"2B",0
"7215",19,"s33",11,17,3,1,1.34883854,2,"2B",1
"7216",19,"s33",1,11,2,1,1.145836182,2,"2B",0
"7217",19,"s33",8,20,3,1,0.631238198,2,"2B",1
"7218",19,"s33",10,16,3,1,0.925278958,2,"2B",1
"7219",19,"s33",5,10,1,1,0.633726159,2,"2B",1
"7220",19,"s33",4,13,2,1,0.826438461,2,"2B",0
"7221",19,"s33",1,8,1,1,1.173197727,2,"2B",1
"7222",19,"s33",12,3,4,1,0.718590286,2,"2B",0
"7223",19,"s33",10,10,4,1,0.630694286,2,"2B",0
"7224",19,"s33",2,19,2,1,0.78296164,2,"2B",0
"7225",19,"s33",10,20,3,1,0.618427655,2,"2B",1
"7226",19,"s33",8,5,4,1,1.60355651,2,"2B",0
"7227",19,"s33",2,2,1,1,0.886784685,2,"2B",1
"7228",19,"s33",9,19,3,1,0.720930373,2,"2B",1
"7229",19,"s33",10,1,4,1,0.826307452,2,"2B",0
"7230",19,"s33",7,8,4,1,0.775291758,2,"2B",0
"7231",19,"s33",9,8,4,1,0.790773373,2,"2B",0
"7232",19,"s33",3,14,2,1,0.96023961,2,"2B",0
"7233",19,"s33",12,16,3,1,1.403006273,2,"2B",1
"7234",19,"s33",11,5,4,1,0.615975834,2,"2B",0
"7235",19,"s33",3,3,1,1,0.940509699,2,"2B",1
"7236",19,"s33",1,7,1,1,1.511154714,2,"2B",1
"7237",19,"s33",9,18,3,1,0.687894494,2,"2B",1
"7238",19,"s33",12,1,4,1,0.600325263,2,"2B",0
"7239",19,"s33",3,1,1,1,1.524082111,2,"2B",1
"7240",19,"s33",1,3,1,1,0.649748674,2,"2B",1
"7241",19,"s33",4,11,2,1,1.07549836,2,"2B",0
"7242",19,"s33",11,19,3,1,0.710506597,2,"2B",1
"7243",19,"s33",9,20,3,1,0.666377745,2,"2B",1
"7244",19,"s33",3,8,1,1,0.921863396,2,"2B",1
"7245",19,"s33",1,17,2,1,0.924421529,2,"2B",0
"7246",19,"s33",10,18,3,1,0.695738452,2,"2B",1
"7247",19,"s33",2,13,2,1,1.198018606,2,"2B",0
"7248",19,"s33",8,6,4,1,0.679764425,2,"2B",0
"7249",19,"s33",11,14,3,1,0.999120886,2,"2B",1
"7250",19,"s33",9,16,3,1,0.871952391,2,"2B",1
"7251",19,"s33",6,4,1,1,0.812525637,2,"2B",1
"7252",19,"s33",11,2,4,1,1.496972946,2,"2B",0
"7253",19,"s33",3,5,1,1,0.593724231,2,"2B",1
"7254",19,"s33",8,9,4,1,0.954855905,2,"2B",0
"7255",19,"s33",9,4,4,1,1.120935493,2,"2B",0
"7256",19,"s33",5,16,2,1,0.665047781,2,"2B",0
"7257",19,"s33",8,13,3,1,1.084608435,2,"2B",1
"7258",19,"s33",6,1,1,1,0.51539006,2,"2B",1
"7259",19,"s33",12,5,4,1,0.620740034,2,"2B",0
"7260",19,"s33",3,9,1,1,1.313207485,2,"2B",1
"7261",19,"s33",10,3,4,1,0.611248679,2,"2B",0
"7262",19,"s33",1,9,1,1,0.544663127,2,"2B",1
"7263",19,"s33",11,15,3,1,0.684454838,2,"2B",1
"7264",19,"s33",5,15,2,1,0.642236605,2,"2B",0
"7265",19,"s33",7,15,3,1,0.713376742,2,"2B",1
"7266",19,"s33",7,16,3,1,1.030612368,2,"2B",1
"7267",19,"s33",7,2,4,1,0.908572186,2,"2B",0
"7268",19,"s33",11,18,3,1,0.663351594,2,"2B",1
"7269",19,"s33",9,17,3,1,0.853287114,2,"2B",1
"7270",19,"s33",1,15,2,1,1.118989336,2,"2B",0
"7271",19,"s33",12,18,3,1,0.608765235,2,"2B",1
"7272",19,"s33",3,16,2,1,0.53439596,2,"2B",0
"7273",19,"s33",3,12,2,1,0.622086562,2,"2B",0
"7274",19,"s33",10,6,4,1,0.763492843,2,"2B",0
"7275",19,"s33",10,15,3,1,0.714669361,2,"2B",1
"7276",19,"s33",4,2,1,1,1.185630905,2,"2B",1
"7277",19,"s33",4,12,2,1,1.193377886,2,"2B",0
"7278",19,"s33",9,14,3,1,0.95913974,2,"2B",1
"7279",19,"s33",12,12,3,1,0.553143456,2,"2B",1
"7280",19,"s33",9,13,3,1,1.20258825,2,"2B",1
"7281",19,"s33",7,20,3,1,0.684693666,2,"2B",1
"7282",19,"s33",5,9,1,1,1.025847265,2,"2B",1
"7283",19,"s33",3,13,2,1,0.821304726,2,"2B",0
"7284",19,"s33",10,4,4,1,0.661023856,2,"2B",0
"7285",19,"s33",2,7,1,1,0.824442008,2,"2B",1
"7286",19,"s33",1,4,1,1,1.404892196,2,"2B",1
"7287",19,"s33",7,3,4,1,0.55655691,2,"2B",0
"7288",19,"s33",8,19,3,1,1.076392532,2,"2B",1
"7289",19,"s33",2,9,1,1,1.041479766,2,"2B",1
"7290",19,"s33",2,18,2,1,0.733515039,2,"2B",0
"7291",19,"s33",6,11,2,1,1.058222076,2,"2B",0
"7292",19,"s33",8,12,3,1,1.559592698,2,"2B",1
"7293",19,"s33",2,12,2,1,1.095406865,2,"2B",0
"7294",19,"s33",12,14,3,1,1.490142423,2,"2B",1
"7295",19,"s33",12,17,3,1,0.658496141,2,"2B",1
"7296",19,"s33",3,2,1,1,0.827037185,2,"2B",1
"7297",19,"s33",10,7,4,1,1.06972705,2,"2B",0
"7298",19,"s33",2,20,2,1,0.918791467,2,"2B",0
"7299",19,"s33",6,19,2,1,0.873583525,2,"2B",0
"7300",19,"s33",4,4,1,1,0.716941986,2,"2B",1
"7301",19,"s33",10,13,3,1,0.965760649,2,"2B",1
"7302",19,"s33",6,14,2,1,0.661612642,2,"2B",0
"7303",19,"s33",11,11,3,1,0.638020233,2,"2B",1
"7304",19,"s33",10,9,4,1,0.635185325,2,"2B",0
"7305",19,"s33",9,9,4,1,0.901568792,2,"2B",0
"7306",19,"s33",7,18,3,1,1.352939865,2,"2B",1
"7307",19,"s33",2,8,1,1,0.651540331,2,"2B",1
"7308",19,"s33",1,13,2,1,0.650792829,2,"2B",0
"7309",19,"s33",8,16,3,1,0.814817235,2,"2B",1
"7310",19,"s33",2,14,2,1,0.638196116,2,"2B",0
"7311",19,"s33",5,3,1,1,0.58638413,2,"2B",1
"7312",19,"s33",4,20,2,1,0.688763067,2,"2B",0
"7313",19,"s33",1,1,1,1,1.29338391,2,"2B",1
"7314",19,"s33",3,11,2,1,0.699433199,2,"2B",0
"7315",19,"s33",6,7,1,1,0.714530823,2,"2B",1
"7316",19,"s33",9,5,4,1,0.979319297,2,"2B",0
"7317",19,"s33",1,6,1,1,1.026335159,2,"2B",1
"7318",19,"s33",10,11,3,1,1.458390129,2,"2B",1
"7319",19,"s33",3,7,1,1,0.854993841,2,"2B",1
"7320",19,"s33",4,14,2,1,1.209060381,2,"2B",0
"7321",19,"s33",5,4,1,1,0.606097175,2,"2B",1
"7322",19,"s33",6,2,1,1,0.689054298,2,"2B",1
"7323",19,"s33",5,5,1,1,0.523783953,2,"2B",1
"7324",19,"s33",5,8,1,1,0.783254979,2,"2B",1
"7325",19,"s33",12,7,4,1,0.694734956,2,"2B",0
"7326",19,"s33",11,8,4,1,0.585493873,2,"2B",0
"7327",19,"s33",5,2,1,1,0.528301194,2,"2B",1
"7328",19,"s33",4,6,1,1,0.57258304,2,"2B",1
"7329",19,"s33",1,10,1,1,0.736795979,2,"2B",1
"7330",19,"s33",10,2,4,1,0.528542129,2,"2B",0
"7331",19,"s33",4,8,1,1,0.883349245,2,"2B",1
"7332",19,"s33",2,16,2,1,1.019089324,2,"2B",0
"7333",19,"s33",4,7,1,1,0.717156117,2,"2B",1
"7334",19,"s33",6,20,2,1,0.765233301,2,"2B",0
"7335",19,"s33",2,17,2,1,0.854716765,2,"2B",0
"7336",19,"s33",11,9,4,1,0.675064977,2,"2B",0
"7337",19,"s33",12,9,4,1,1.129487801,2,"2B",0
"7338",19,"s33",11,20,3,1,1.114231461,2,"2B",1
"7339",19,"s33",11,12,3,1,0.527721141,2,"2B",1
"7340",19,"s33",11,6,4,1,0.681163357,2,"2B",0
"7341",19,"s33",1,19,2,1,0.652951912,2,"2B",0
"7342",19,"s33",11,3,4,1,0.567059291,2,"2B",0
"7343",19,"s33",6,13,2,1,1.285820943,2,"2B",0
"7344",19,"s33",7,12,3,1,0.578692262,2,"2B",1
"7345",19,"s33",7,1,4,1,0.727749451,2,"2B",0
"7346",19,"s33",7,10,4,1,0.61216333,2,"2B",0
"7347",19,"s33",6,10,1,1,0.640314843,2,"2B",1
"7348",19,"s33",11,13,3,1,1.30764097,2,"2B",1
"7349",19,"s33",1,18,2,1,0.800534877,2,"2B",0
"7350",19,"s33",10,8,4,1,0.568735299,2,"2B",0
"7351",19,"s33",5,18,2,1,0.732387461,2,"2B",0
"7352",19,"s33",8,7,4,1,0.65111508,2,"2B",0
"7353",19,"s33",2,5,1,1,0.635632862,2,"2B",1
"7354",19,"s33",9,3,4,1,0.945382621,2,"2B",0
"7355",19,"s33",9,2,4,1,0.580136671,2,"2B",0
"7356",19,"s33",7,19,3,1,1.163596144,2,"2B",1
"7357",19,"s33",4,1,1,1,0.569277103,2,"2B",1
"7358",19,"s33",9,11,3,1,0.750059782,2,"2B",1
"7359",19,"s33",5,7,1,1,0.56388105,2,"2B",1
"7360",19,"s33",12,8,4,1,0.895927888,2,"2B",0
"7361",19,"s33",2,6,1,1,1.497710209,2,"2B",1
"7362",19,"s33",6,6,1,1,0.599440427,2,"2B",1
"7363",19,"s33",5,17,2,1,0.679237981,2,"2B",0
"7364",19,"s33",4,5,1,1,0.632966911,2,"2B",1
"7365",19,"s33",2,3,1,1,0.736747491,2,"2B",1
"7366",19,"s33",8,2,4,1,0.777509268,2,"2B",0
"7367",19,"s33",5,1,1,1,0.825294017,2,"2B",1
"7368",19,"s33",7,6,4,1,0.647707046,2,"2B",0
"7369",19,"s33",1,2,1,1,0.76815856,2,"2B",1
"7370",21,"s35",8,7,4,1,0.790441484,2,"2B",0
"7371",21,"s35",5,2,1,1,0.697215086,2,"2B",1
"7372",21,"s35",10,2,4,1,0.735994868,2,"2B",0
"7373",21,"s35",4,4,1,1,0.616500772,2,"2B",1
"7374",21,"s35",2,14,2,1,0.771557558,2,"2B",0
"7375",21,"s35",4,2,1,1,0.649960396,2,"2B",1
"7376",21,"s35",5,6,1,1,0.846329196,2,"2B",1
"7377",21,"s35",2,4,1,1,0.568483522,2,"2B",1
"7378",21,"s35",11,7,4,1,0.705522544,2,"2B",0
"7379",21,"s35",11,17,3,1,0.811406491,2,"2B",1
"7380",21,"s35",6,11,2,1,0.732120022,2,"2B",0
"7381",21,"s35",12,1,4,1,0.729211328,2,"2B",0
"7382",21,"s35",1,14,2,1,0.706916959,2,"2B",0
"7383",21,"s35",7,2,4,1,0.678716054,2,"2B",0
"7384",21,"s35",1,1,1,1,1.170794093,2,"2B",1
"7385",21,"s35",2,17,2,1,0.653437699,2,"2B",0
"7386",21,"s35",1,2,1,1,0.763921708,2,"2B",1
"7387",21,"s35",3,10,1,1,0.744750165,2,"2B",1
"7388",21,"s35",3,11,2,1,0.704131141,2,"2B",0
"7389",21,"s35",5,10,1,1,0.717584681,2,"2B",1
"7390",21,"s35",12,4,4,1,0.619937417,2,"2B",0
"7391",21,"s35",4,1,1,1,0.545453998,2,"2B",1
"7392",21,"s35",6,10,1,1,0.633141288,2,"2B",1
"7393",21,"s35",2,5,1,1,0.693632977,2,"2B",1
"7394",21,"s35",8,8,4,1,0.573773262,2,"2B",0
"7395",21,"s35",6,4,1,1,0.764894786,2,"2B",1
"7396",21,"s35",8,4,4,1,0.531976364,2,"2B",0
"7397",21,"s35",6,17,2,1,0.612087134,2,"2B",0
"7398",21,"s35",2,8,1,1,0.616850129,2,"2B",1
"7399",21,"s35",12,17,3,1,0.69292312,2,"2B",1
"7400",21,"s35",8,3,4,1,0.708739034,2,"2B",0
"7401",21,"s35",7,7,4,1,0.844817326,2,"2B",0
"7402",21,"s35",7,14,3,1,0.575557088,2,"2B",1
"7403",21,"s35",5,17,2,1,0.651996904,2,"2B",0
"7404",21,"s35",3,3,1,1,0.650740124,2,"2B",1
"7405",21,"s35",7,3,4,1,0.632574186,2,"2B",0
"7406",21,"s35",11,20,3,1,0.645646144,2,"2B",1
"7407",21,"s35",12,18,3,1,0.945364249,2,"2B",1
"7408",21,"s35",9,6,4,1,0.659473737,2,"2B",0
"7409",21,"s35",11,18,3,1,0.6468195,2,"2B",1
"7410",21,"s35",10,1,4,1,1.120334057,2,"2B",0
"7411",21,"s35",3,16,2,1,0.673404931,2,"2B",0
"7412",21,"s35",10,17,3,1,0.53325784,2,"2B",1
"7413",21,"s35",6,3,1,1,0.669995091,2,"2B",1
"7414",21,"s35",3,19,2,1,0.654405958,2,"2B",0
"7415",21,"s35",11,1,4,1,0.624547719,2,"2B",0
"7416",21,"s35",6,9,1,1,0.944920627,2,"2B",1
"7417",21,"s35",12,9,4,1,0.514157373,2,"2B",0
"7418",21,"s35",11,15,3,1,0.546495743,2,"2B",1
"7419",21,"s35",3,9,1,1,0.532354934,2,"2B",1
"7420",21,"s35",11,16,3,1,0.615303624,2,"2B",1
"7421",21,"s35",4,16,2,1,0.696799472,2,"2B",0
"7422",21,"s35",4,17,2,1,0.648181388,2,"2B",0
"7423",21,"s35",5,19,2,1,0.635374459,2,"2B",0
"7424",21,"s35",5,13,2,1,0.727403709,2,"2B",0
"7425",21,"s35",3,14,2,1,0.628881246,2,"2B",0
"7426",21,"s35",11,11,3,1,0.533536121,2,"2B",1
"7427",21,"s35",5,9,1,1,0.48308271,2,"2B",1
"7428",21,"s35",7,13,3,1,0.718546617,2,"2B",1
"7429",21,"s35",12,8,4,1,0.73633278,2,"2B",0
"7430",21,"s35",11,19,3,1,0.600340321,2,"2B",1
"7431",21,"s35",7,17,3,1,0.855470592,2,"2B",1
"7432",21,"s35",11,6,4,1,0.764618012,2,"2B",0
"7433",21,"s35",11,8,4,1,0.614011306,2,"2B",0
"7434",21,"s35",4,6,1,1,0.711124296,2,"2B",1
"7435",21,"s35",3,2,1,1,0.641625231,2,"2B",1
"7436",21,"s35",4,14,2,1,0.638354832,2,"2B",0
"7437",21,"s35",9,1,4,1,0.616063173,2,"2B",0
"7438",21,"s35",8,2,4,1,0.658293755,2,"2B",0
"7439",21,"s35",11,14,3,1,0.626985083,2,"2B",1
"7440",21,"s35",10,8,4,1,0.605103617,2,"2B",0
"7441",21,"s35",6,13,2,1,1.137861817,2,"2B",0
"7442",21,"s35",2,3,1,1,1.051654775,2,"2B",1
"7443",21,"s35",10,6,4,1,0.663353401,2,"2B",0
"7444",21,"s35",8,16,3,1,0.602494888,2,"2B",1
"7445",21,"s35",10,7,4,1,0.817250082,2,"2B",0
"7446",21,"s35",12,3,4,1,0.728043995,2,"2B",0
"7447",21,"s35",12,19,3,1,1.161348215,2,"2B",1
"7448",21,"s35",8,6,4,1,0.554898069,2,"2B",0
"7449",21,"s35",11,4,4,1,0.57136481,2,"2B",0
"7450",21,"s35",9,19,3,1,0.642137219,2,"2B",1
"7451",21,"s35",6,16,2,1,0.574237665,2,"2B",0
"7452",21,"s35",8,13,3,1,0.660716663,2,"2B",1
"7453",21,"s35",10,10,4,1,0.594129605,2,"2B",0
"7454",21,"s35",1,17,2,1,0.510615319,2,"2B",0
"7455",21,"s35",4,13,2,1,0.591657908,2,"2B",0
"7456",21,"s35",7,9,4,1,0.596738335,2,"2B",0
"7457",21,"s35",9,17,3,1,0.560513976,2,"2B",1
"7458",21,"s35",6,5,1,1,0.773626592,2,"2B",1
"7459",21,"s35",8,14,3,1,0.572738142,2,"2B",1
"7460",21,"s35",6,18,2,1,0.74282509,2,"2B",0
"7461",21,"s35",3,7,1,1,0.566630125,2,"2B",1
"7462",21,"s35",11,5,4,1,0.752368246,2,"2B",0
"7463",21,"s35",1,10,1,1,0.704812386,2,"2B",1
"7464",21,"s35",8,19,3,1,0.754567084,2,"2B",1
"7465",21,"s35",3,12,2,1,0.646374974,2,"2B",0
"7466",21,"s35",9,7,4,1,0.593791091,2,"2B",0
"7467",21,"s35",7,5,4,1,0.673263382,2,"2B",0
"7468",21,"s35",6,19,2,1,0.552396556,2,"2B",0
"7469",21,"s35",12,10,4,1,0.541091559,2,"2B",0
"7470",21,"s35",7,6,4,1,0.566263903,2,"2B",0
"7471",21,"s35",1,12,2,1,0.563701252,2,"2B",0
"7472",21,"s35",2,10,1,1,0.590255964,2,"2B",1
"7473",21,"s35",8,17,3,1,0.533995103,2,"2B",1
"7474",21,"s35",3,1,1,1,0.729443228,2,"2B",1
"7475",21,"s35",6,15,2,1,0.744205349,2,"2B",0
"7476",21,"s35",4,10,1,1,0.580706784,2,"2B",1
"7477",21,"s35",12,12,3,1,0.621755577,2,"2B",1
"7478",21,"s35",4,7,1,1,0.611165556,2,"2B",1
"7479",21,"s35",7,19,3,1,0.569351793,2,"2B",1
"7480",21,"s35",1,5,1,1,0.576828626,2,"2B",1
"7481",21,"s35",7,4,4,1,0.546562,2,"2B",0
"7482",21,"s35",2,2,1,1,0.80418234,2,"2B",1
"7483",21,"s35",1,6,1,1,0.461154864,2,"2B",1
"7484",21,"s35",4,5,1,1,0.5885655,2,"2B",1
"7485",21,"s35",8,12,3,1,0.708087002,2,"2B",1
"7486",21,"s35",4,3,1,1,0.575839886,2,"2B",1
"7487",21,"s35",11,10,4,1,0.553915052,2,"2B",0
"7488",21,"s35",5,14,2,1,1.07267309,2,"2B",0
"7489",21,"s35",10,18,3,1,0.712158512,2,"2B",1
"7490",21,"s35",2,15,2,1,0.511646825,2,"2B",0
"7491",21,"s35",2,18,2,1,0.562039399,2,"2B",0
"7492",21,"s35",5,1,1,1,0.633108761,2,"2B",1
"7493",21,"s35",10,14,3,1,0.58231774,2,"2B",1
"7494",21,"s35",8,15,3,1,0.538711416,2,"2B",1
"7495",21,"s35",10,20,3,1,0.711117369,2,"2B",1
"7496",21,"s35",12,14,3,1,0.675914877,2,"2B",1
"7497",21,"s35",7,10,4,1,0.58662115,2,"2B",0
"7498",21,"s35",2,12,2,1,0.652417337,2,"2B",0
"7499",21,"s35",2,13,2,1,0.862794431,2,"2B",0
"7500",21,"s35",2,6,1,1,0.640242562,2,"2B",1
"7501",21,"s35",7,8,4,1,0.922009764,2,"2B",0
"7502",21,"s35",7,18,3,1,1.085033686,2,"2B",1
"7503",21,"s35",10,19,3,1,0.955857896,2,"2B",1
"7504",21,"s35",3,8,1,1,0.645535012,2,"2B",1
"7505",21,"s35",10,15,3,1,0.551666521,2,"2B",1
"7506",21,"s35",12,11,3,1,0.696816639,2,"2B",1
"7507",21,"s35",4,19,2,1,0.528169884,2,"2B",0
"7508",21,"s35",3,13,2,1,1.088303482,2,"2B",0
"7509",21,"s35",4,9,1,1,0.48539027,2,"2B",1
"7510",21,"s35",1,18,2,1,0.498246893,2,"2B",0
"7511",21,"s35",8,11,3,1,0.465680236,2,"2B",1
"7512",21,"s35",8,5,4,1,0.492436431,2,"2B",0
"7513",21,"s35",6,7,1,1,0.920836709,2,"2B",1
"7514",21,"s35",8,1,4,1,0.507646692,2,"2B",0
"7515",21,"s35",7,20,3,1,0.646709573,2,"2B",1
"7516",21,"s35",9,5,4,1,0.611933839,2,"2B",0
"7517",21,"s35",2,20,2,1,0.55730351,2,"2B",0
"7518",21,"s35",11,13,3,1,0.999138655,2,"2B",1
"7519",21,"s35",12,15,3,1,0.680946214,2,"2B",1
"7520",21,"s35",4,11,2,1,0.698356217,2,"2B",0
"7521",21,"s35",10,16,3,1,0.59750963,2,"2B",1
"7522",21,"s35",6,6,1,1,0.583652222,2,"2B",1
"7523",21,"s35",9,15,3,1,0.558765988,2,"2B",1
"7524",21,"s35",8,9,4,1,0.531132789,2,"2B",0
"7525",21,"s35",7,11,3,1,0.612313614,2,"2B",1
"7526",21,"s35",10,11,3,1,0.512679836,2,"2B",1
"7527",21,"s35",5,5,1,1,0.573460045,2,"2B",1
"7528",21,"s35",7,12,3,1,0.53897253,2,"2B",1
"7529",21,"s35",7,1,4,1,0.654122558,2,"2B",0
"7530",21,"s35",6,14,2,1,0.619201058,2,"2B",0
"7531",21,"s35",6,2,1,1,0.55269893,2,"2B",1
"7532",21,"s35",12,2,4,1,0.616465536,2,"2B",0
"7533",21,"s35",9,9,4,1,0.669313846,2,"2B",0
"7534",21,"s35",9,4,4,1,0.765647409,2,"2B",0
"7535",21,"s35",9,18,3,1,0.632784703,2,"2B",1
"7536",21,"s35",12,7,4,1,0.590498706,2,"2B",0
"7537",21,"s35",9,10,4,1,0.661256358,2,"2B",0
"7538",21,"s35",10,9,4,1,0.490713139,2,"2B",0
"7539",21,"s35",10,4,4,1,0.725244023,2,"2B",0
"7540",21,"s35",1,3,1,1,0.60954677,2,"2B",1
"7541",21,"s35",2,7,1,1,0.548991233,2,"2B",1
"7542",21,"s35",1,11,2,1,0.681424471,2,"2B",0
"7543",21,"s35",12,16,3,1,0.756537636,2,"2B",1
"7544",21,"s35",9,12,3,1,0.62434202,2,"2B",1
"7545",21,"s35",9,11,3,1,0.498648653,2,"2B",1
"7546",21,"s35",1,20,2,1,0.647752824,2,"2B",0
"7547",21,"s35",9,8,4,1,0.554572505,2,"2B",0
"7548",21,"s35",5,8,1,1,0.521664624,2,"2B",1
"7549",21,"s35",12,5,4,1,0.633403305,2,"2B",0
"7550",21,"s35",4,8,1,1,0.45950566,2,"2B",1
"7551",21,"s35",5,20,2,1,0.580320986,2,"2B",0
"7552",21,"s35",11,3,4,1,0.669764997,2,"2B",0
"7553",21,"s35",11,2,4,1,0.735801517,2,"2B",0
"7554",21,"s35",9,20,3,1,0.501240818,2,"2B",1
"7555",21,"s35",12,20,3,1,0.582357193,2,"2B",1
"7556",21,"s35",8,10,4,1,0.562515849,2,"2B",0
"7557",21,"s35",9,13,3,1,1.145714811,2,"2B",1
"7558",21,"s35",10,3,4,1,0.658705152,2,"2B",0
"7559",21,"s35",5,11,2,1,0.431433055,2,"2B",0
"7560",21,"s35",3,4,1,1,0.730938835,2,"2B",1
"7561",21,"s35",2,19,2,1,0.627598866,2,"2B",0
"7562",21,"s35",5,3,1,1,0.597777972,2,"2B",1
"7563",21,"s35",4,15,2,1,0.484799075,2,"2B",0
"7564",21,"s35",9,3,4,1,0.471705131,2,"2B",0
"7565",21,"s35",1,4,1,1,0.645843109,2,"2B",1
"7566",21,"s35",2,9,1,1,1.115990893,2,"2B",1
