"","no.","idv","word","scene","condition","acc","dv","visibility","exp","iv"
"3461",32,"s32",9,17,3,1,0.841373879,2,"2A",1
"3462",32,"s32",6,15,2,1,0.738162198,2,"2A",0
"3463",32,"s32",1,11,2,1,0.59494606,2,"2A",0
"3464",32,"s32",10,3,4,1,0.793401358,2,"2A",0
"3465",32,"s32",6,18,2,1,0.73882387,2,"2A",0
"3466",32,"s32",6,19,2,1,0.604796138,2,"2A",0
"3467",32,"s32",4,1,1,1,0.85590836,2,"2A",1
"3468",32,"s32",4,6,1,1,0.924092724,2,"2A",1
"3469",32,"s32",9,12,3,1,1.133878954,2,"2A",1
"3470",32,"s32",9,4,4,1,0.70384203,2,"2A",0
"3471",32,"s32",2,10,1,1,0.930267018,2,"2A",1
"3472",32,"s32",2,5,1,1,0.978737675,2,"2A",1
"3473",32,"s32",2,20,2,1,0.649947295,2,"2A",0
"3474",32,"s32",1,5,1,1,0.699861763,2,"2A",1
"3475",32,"s32",11,19,3,1,0.589363266,2,"2A",1
"3476",32,"s32",8,5,4,1,0.759830802,2,"2A",0
"3477",32,"s32",11,11,3,1,0.62917648,2,"2A",1
"3478",32,"s32",2,14,2,1,0.805330113,2,"2A",0
"3479",32,"s32",4,17,2,1,0.923404851,2,"2A",0
"3480",32,"s32",1,13,2,1,0.860750276,2,"2A",0
"3481",32,"s32",11,6,4,1,0.880270933,2,"2A",0
"3482",32,"s32",10,12,3,1,1.017376324,2,"2A",1
"3483",32,"s32",12,7,4,1,0.715718382,2,"2A",0
"3484",32,"s32",11,14,3,1,0.810762322,2,"2A",1
"3485",32,"s32",4,18,2,1,1.656469741,2,"2A",0
"3486",32,"s32",8,13,3,1,0.615906312,2,"2A",1
"3487",32,"s32",12,19,3,1,0.873298237,2,"2A",1
"3488",32,"s32",1,20,2,1,1.081054879,2,"2A",0
"3489",32,"s32",2,12,2,1,0.891796421,2,"2A",0
"3490",32,"s32",6,3,1,1,0.884439432,2,"2A",1
"3491",32,"s32",11,1,4,1,0.96436191,2,"2A",0
"3492",32,"s32",9,2,4,1,0.475299213,2,"2A",0
"3493",32,"s32",10,14,3,1,1.147083466,2,"2A",1
"3494",32,"s32",4,11,2,1,0.667093224,2,"2A",0
"3495",33,"s33",10,11,3,1,0.76393214,2,"2A",1
"3496",33,"s33",1,11,2,1,0.577099308,2,"2A",0
"3497",33,"s33",12,16,3,1,0.859834718,2,"2A",1
"3498",33,"s33",8,15,3,1,1.122646805,2,"2A",1
"3499",33,"s33",7,16,3,1,0.548909161,2,"2A",1
"3500",33,"s33",1,10,1,1,0.885885049,2,"2A",1
"3501",33,"s33",2,17,2,1,0.862670538,2,"2A",0
"3502",33,"s33",1,5,1,1,0.708751408,2,"2A",1
"3503",33,"s33",12,1,4,1,0.802134695,2,"2A",0
"3504",33,"s33",11,12,3,1,0.780091134,2,"2A",1
"3505",33,"s33",12,4,4,1,1.309609141,2,"2A",0
"3506",33,"s33",4,15,2,1,0.748962167,2,"2A",0
"3507",33,"s33",2,2,1,1,1.081176251,2,"2A",1
"3508",33,"s33",2,6,1,1,0.839573181,2,"2A",1
"3509",33,"s33",7,1,4,1,0.914617002,2,"2A",0
"3510",33,"s33",5,4,1,1,0.999497347,2,"2A",1
"3511",33,"s33",9,5,4,1,0.872856119,2,"2A",0
"3512",33,"s33",11,19,3,1,0.850604449,2,"2A",1
"3513",33,"s33",6,17,2,1,0.92819105,2,"2A",0
"3514",33,"s33",12,6,4,1,1.068948434,2,"2A",0
"3515",33,"s33",7,15,3,1,1.14070498,2,"2A",1
"3516",33,"s33",5,12,2,1,1.091134147,2,"2A",0
"3517",33,"s33",4,11,2,1,1.303289383,2,"2A",0
"3518",33,"s33",3,7,1,1,1.401584156,2,"2A",1
"3519",33,"s33",2,11,2,1,0.925461544,2,"2A",0
"3520",33,"s33",7,7,4,1,1.212129033,2,"2A",0
"3521",33,"s33",3,13,2,1,1.048774538,2,"2A",0
"3522",33,"s33",6,7,1,1,1.293951897,2,"2A",1
"3523",33,"s33",5,15,2,1,1.731710226,2,"2A",0
"3524",33,"s33",3,5,1,1,0.862482607,2,"2A",1
"3525",33,"s33",10,10,4,1,1.493579349,2,"2A",0
"3526",33,"s33",4,8,1,1,0.723833718,2,"2A",1
"3527",33,"s33",5,18,2,1,0.738814232,2,"2A",0
"3528",33,"s33",1,13,2,1,0.974324927,2,"2A",0
"3529",33,"s33",4,4,1,1,1.062584403,2,"2A",1
"3530",33,"s33",2,3,1,1,1.18989453,2,"2A",1
"3531",33,"s33",9,9,4,1,1.216550816,2,"2A",0
"3532",33,"s33",4,2,1,1,1.156867889,2,"2A",1
"3533",33,"s33",12,19,3,1,0.730328456,2,"2A",1
"3534",33,"s33",4,3,1,1,1.429324354,2,"2A",1
"3535",33,"s33",10,18,3,1,1.266004192,2,"2A",1
"3536",33,"s33",11,17,3,1,1.356254405,2,"2A",1
"3537",33,"s33",4,18,2,1,0.680794668,2,"2A",0
"3538",33,"s33",3,17,2,1,0.842037357,2,"2A",0
"3539",33,"s33",6,14,2,1,0.825541053,2,"2A",0
"3540",33,"s33",11,1,4,1,0.859173348,2,"2A",0
"3541",33,"s33",5,3,1,1,0.844822882,2,"2A",1
"3542",33,"s33",12,3,4,1,0.766705317,2,"2A",0
"3543",33,"s33",4,10,1,1,1.11867226,2,"2A",1
"3544",33,"s33",12,7,4,1,0.831040122,2,"2A",0
"3545",33,"s33",4,20,2,1,0.807582265,2,"2A",0
"3546",33,"s33",4,6,1,1,1.154465754,2,"2A",1
"3547",33,"s33",3,19,2,1,0.820112758,2,"2A",0
"3548",33,"s33",11,16,3,1,1.181737331,2,"2A",1
"3549",33,"s33",2,15,2,1,0.978906631,2,"2A",0
"3550",33,"s33",8,8,4,1,0.868624675,2,"2A",0
"3551",33,"s33",10,16,3,1,0.82701739,2,"2A",1
"3552",33,"s33",5,1,1,1,0.635701034,2,"2A",1
"3553",33,"s33",1,7,1,1,0.86804161,2,"2A",1
"3554",33,"s33",1,17,2,1,0.830398027,2,"2A",0
"3555",33,"s33",8,20,3,1,0.819469157,2,"2A",1
"3556",33,"s33",11,7,4,1,0.725245303,2,"2A",0
"3557",33,"s33",7,12,3,1,0.763969184,2,"2A",1
"3558",33,"s33",8,13,3,1,0.692727037,2,"2A",1
"3559",33,"s33",10,17,3,1,0.691409417,2,"2A",1
"3560",33,"s33",3,12,2,1,0.665826201,2,"2A",0
"3561",33,"s33",6,3,1,1,0.923649402,2,"2A",1
"3562",33,"s33",9,14,3,1,0.74671634,2,"2A",1
"3563",33,"s33",12,15,3,1,0.78676537,2,"2A",1
"3564",33,"s33",11,3,4,1,0.84408381,2,"2A",0
"3565",33,"s33",10,6,4,1,1.430103181,2,"2A",0
"3566",33,"s33",9,8,4,1,0.903345099,2,"2A",0
"3567",33,"s33",7,14,3,1,0.736442214,2,"2A",1
"3568",33,"s33",7,10,4,1,0.874481836,2,"2A",0
"3569",33,"s33",2,5,1,1,0.675557617,2,"2A",1
"3570",33,"s33",3,18,2,1,0.730643782,2,"2A",0
"3571",33,"s33",4,9,1,1,0.699766894,2,"2A",1
"3572",33,"s33",2,9,1,1,0.701527536,2,"2A",1
"3573",33,"s33",9,12,3,1,0.680875081,2,"2A",1
"3574",33,"s33",12,18,3,1,0.985964257,2,"2A",1
"3575",33,"s33",6,8,1,1,0.802926171,2,"2A",1
"3576",33,"s33",8,2,4,1,0.683677169,2,"2A",0
"3577",33,"s33",7,8,4,1,0.685149591,2,"2A",0
"3578",33,"s33",9,11,3,1,0.806170378,2,"2A",1
"3579",33,"s33",8,19,3,1,0.618949638,2,"2A",1
"3580",33,"s33",1,20,2,1,1.102676802,2,"2A",0
"3581",33,"s33",5,14,2,1,0.670874418,2,"2A",0
"3582",33,"s33",8,12,3,1,0.74022913,2,"2A",1
"3583",33,"s33",12,11,3,1,0.601364302,2,"2A",1
"3584",33,"s33",11,10,4,1,0.581759618,2,"2A",0
"3585",33,"s33",2,7,1,1,1.226462031,2,"2A",1
"3586",33,"s33",4,7,1,1,0.524115011,2,"2A",1
"3587",33,"s33",5,17,2,1,0.675997627,2,"2A",0
"3588",33,"s33",8,10,4,1,1.080863937,2,"2A",0
"3589",33,"s33",9,13,3,1,0.594138322,2,"2A",1
"3590",33,"s33",5,16,2,1,1.085577554,2,"2A",0
"3591",33,"s33",8,9,4,1,0.669022522,2,"2A",0
"3592",33,"s33",2,14,2,1,1.729749306,2,"2A",0
"3593",33,"s33",12,5,4,1,0.608413194,2,"2A",0
"3594",33,"s33",4,17,2,1,0.889571977,2,"2A",0
"3595",33,"s33",12,13,3,1,0.716637855,2,"2A",1
"3596",33,"s33",12,8,4,1,0.821920081,2,"2A",0
"3597",33,"s33",11,20,3,1,1.236296147,2,"2A",1
"3598",33,"s33",8,18,3,1,0.999386516,2,"2A",1
"3599",33,"s33",7,3,4,1,0.741979532,2,"2A",0
"3600",33,"s33",1,6,1,1,1.005855956,2,"2A",1
"3601",33,"s33",10,9,4,1,0.84352544,2,"2A",0
"3602",33,"s33",12,10,4,1,0.79419464,2,"2A",0
"3603",33,"s33",8,5,4,1,0.648225504,2,"2A",0
"3604",33,"s33",5,19,2,1,0.569809781,2,"2A",0
"3605",33,"s33",10,3,4,1,0.724995332,2,"2A",0
"3606",33,"s33",4,14,2,1,0.71091622,2,"2A",0
"3607",33,"s33",6,10,1,1,0.771946886,2,"2A",1
"3608",33,"s33",5,11,2,1,0.955690915,2,"2A",0
"3609",33,"s33",5,7,1,1,0.671550244,2,"2A",1
"3610",33,"s33",10,14,3,1,1.384261139,2,"2A",1
"3611",33,"s33",2,20,2,1,0.58767882,2,"2A",0
"3612",33,"s33",8,6,4,1,0.830442299,2,"2A",0
"3613",33,"s33",12,14,3,1,0.518441564,2,"2A",1
"3614",33,"s33",8,3,4,1,0.668529807,2,"2A",0
"3615",33,"s33",1,4,1,1,0.642369247,2,"2A",1
"3616",33,"s33",9,7,4,1,0.74167776,2,"2A",0
"3617",33,"s33",6,11,2,1,0.753691746,2,"2A",0
"3618",33,"s33",12,12,3,1,0.584656575,2,"2A",1
"3619",33,"s33",1,3,1,1,0.644568393,2,"2A",1
"3620",33,"s33",2,13,2,1,0.525958776,2,"2A",0
"3621",33,"s33",11,5,4,1,0.676784886,2,"2A",0
"3622",33,"s33",9,10,4,1,0.710443684,2,"2A",0
"3623",33,"s33",1,2,1,1,0.801566387,2,"2A",1
"3624",33,"s33",10,7,4,1,0.667168818,2,"2A",0
"3625",33,"s33",1,8,1,1,0.968511737,2,"2A",1
"3626",33,"s33",6,4,1,1,1.21609364,2,"2A",1
"3627",33,"s33",4,16,2,1,1.47814708,2,"2A",0
"3628",33,"s33",11,13,3,1,0.645519489,2,"2A",1
"3629",33,"s33",9,17,3,1,0.597265674,2,"2A",1
"3630",33,"s33",7,2,4,1,0.721370747,2,"2A",0
"3631",33,"s33",2,1,1,1,1.065045266,2,"2A",1
"3632",33,"s33",6,12,2,1,0.704429915,2,"2A",0
"3633",33,"s33",5,20,2,1,0.717940115,2,"2A",0
"3634",33,"s33",7,19,3,1,0.527601058,2,"2A",1
"3635",33,"s33",9,2,4,1,0.852645179,2,"2A",0
"3636",33,"s33",1,19,2,1,1.335018582,2,"2A",0
"3637",33,"s33",3,16,2,1,0.534771321,2,"2A",0
"3638",33,"s33",7,17,3,1,0.502083798,2,"2A",1
"3639",33,"s33",10,19,3,1,0.647437643,2,"2A",1
"3640",33,"s33",5,8,1,1,1.652485258,2,"2A",1
"3641",33,"s33",6,9,1,1,0.775444678,2,"2A",1
"3642",33,"s33",8,4,4,1,0.602937314,2,"2A",0
"3643",33,"s33",4,19,2,1,0.718446684,2,"2A",0
"3644",33,"s33",11,6,4,1,1.266198447,2,"2A",0
"3645",33,"s33",8,11,3,1,1.143609466,2,"2A",1
"3646",33,"s33",1,14,2,1,0.733461833,2,"2A",0
"3647",33,"s33",6,5,1,1,0.652903583,2,"2A",1
"3648",33,"s33",9,19,3,1,0.700042164,2,"2A",1
"3649",33,"s33",6,15,2,1,0.586761455,2,"2A",0
"3650",33,"s33",4,1,1,1,0.834153621,2,"2A",1
"3651",33,"s33",2,10,1,1,0.931866232,2,"2A",1
"3652",33,"s33",7,9,4,1,1.586102494,2,"2A",0
"3653",33,"s33",2,8,1,1,0.613490022,2,"2A",1
"3654",33,"s33",8,7,4,1,0.717270011,2,"2A",0
"3655",33,"s33",1,1,1,1,1.081522597,2,"2A",1
"3656",33,"s33",10,8,4,1,0.980916341,2,"2A",0
"3657",33,"s33",7,13,3,1,0.697062987,2,"2A",1
"3658",33,"s33",7,6,4,1,1.308714063,2,"2A",0
"3659",33,"s33",12,9,4,1,0.930138117,2,"2A",0
"3660",33,"s33",3,11,2,1,0.602416892,2,"2A",0
"3661",33,"s33",8,14,3,1,1.164236624,2,"2A",1
"3662",33,"s33",10,2,4,1,1.067970232,2,"2A",0
"3663",33,"s33",12,2,4,1,0.962535613,2,"2A",0
"3664",33,"s33",9,15,3,1,0.701866654,2,"2A",1
"3665",33,"s33",8,1,4,1,0.871494227,2,"2A",0
"3666",33,"s33",7,11,3,1,0.642033141,2,"2A",1
"3667",33,"s33",11,18,3,1,1.574311675,2,"2A",1
"3668",33,"s33",4,12,2,1,0.929040652,2,"2A",0
"3669",33,"s33",2,12,2,1,0.579190635,2,"2A",0
"3670",33,"s33",7,5,4,1,0.637400538,2,"2A",0
"3671",33,"s33",5,10,1,1,0.59719249,2,"2A",1
"3672",33,"s33",3,14,2,1,0.965631645,2,"2A",0
"3673",33,"s33",12,17,3,1,1.208514688,2,"2A",1
"3674",33,"s33",3,1,1,1,1.395939923,2,"2A",1
"3675",33,"s33",12,20,3,1,0.817365181,2,"2A",1
"3676",33,"s33",8,17,3,1,1.168214481,2,"2A",1
"3677",33,"s33",1,9,1,1,0.673387082,2,"2A",1
"3678",33,"s33",3,6,1,1,1.052915931,2,"2A",1
"3679",33,"s33",3,3,1,1,0.716673092,2,"2A",1
"3680",33,"s33",1,12,2,1,0.662722339,2,"2A",0
"3681",33,"s33",5,6,1,1,1.304010987,2,"2A",1
"3682",33,"s33",5,9,1,1,0.914298363,2,"2A",1
"3683",33,"s33",7,4,4,1,0.726706281,2,"2A",0
"3684",33,"s33",4,5,1,1,0.652407857,2,"2A",1
"3685",33,"s33",3,2,1,1,0.709363687,2,"2A",1
"3686",33,"s33",6,16,2,1,0.609869955,2,"2A",0
"3687",33,"s33",1,15,2,1,1.141238352,2,"2A",0
"3688",33,"s33",6,13,2,1,1.237404454,2,"2A",0
"3689",33,"s33",11,9,4,1,1.224505027,2,"2A",0
"3690",33,"s33",5,5,1,1,0.817348918,2,"2A",1
"3691",33,"s33",2,16,2,1,1.017558231,2,"2A",0
"3692",35,"s35",4,14,2,1,1.179971268,2,"2A",0
"3693",35,"s35",6,17,2,1,0.910495787,2,"2A",0
"3694",35,"s35",4,12,2,1,0.962802751,2,"2A",0
"3695",35,"s35",10,7,4,1,1.291236846,2,"2A",0
"3696",35,"s35",11,15,3,1,0.991944898,2,"2A",1
"3697",35,"s35",2,17,2,1,0.832183365,2,"2A",0
"3698",35,"s35",12,1,4,1,1.158042754,2,"2A",0
"3699",35,"s35",9,5,4,1,1.491894602,2,"2A",0
"3700",35,"s35",8,3,4,1,0.978941266,2,"2A",0
"3701",35,"s35",10,3,4,1,0.855011776,2,"2A",0
"3702",35,"s35",8,2,4,1,1.000114746,2,"2A",0
"3703",35,"s35",11,19,3,1,0.811586927,2,"2A",1
"3704",35,"s35",8,4,4,1,1.612615725,2,"2A",0
"3705",35,"s35",12,2,4,1,1.634326794,2,"2A",0
"3706",35,"s35",7,18,3,1,1.508065944,2,"2A",1
"3707",35,"s35",11,4,4,1,0.927068287,2,"2A",0
"3708",35,"s35",8,6,4,1,0.932510134,2,"2A",0
"3709",35,"s35",5,7,1,1,1.666931797,2,"2A",1
"3710",35,"s35",3,16,2,1,1.57626085,2,"2A",0
"3711",35,"s35",7,17,3,1,0.745029786,2,"2A",1
"3712",35,"s35",3,10,1,1,1.312141984,2,"2A",1
"3713",35,"s35",6,10,1,1,0.988514869,2,"2A",1
"3714",35,"s35",10,2,4,1,0.833891603,2,"2A",0
"3715",35,"s35",6,16,2,1,1.252968937,2,"2A",0
"3716",35,"s35",5,6,1,1,1.160365079,2,"2A",1
"3717",35,"s35",6,9,1,1,1.120802739,2,"2A",1
"3718",35,"s35",1,7,1,1,0.673607539,2,"2A",1
"3719",35,"s35",7,5,4,1,0.667019438,2,"2A",0
"3720",35,"s35",1,13,2,1,1.069092995,2,"2A",0
"3721",35,"s35",3,9,1,1,1.301144447,2,"2A",1
"3722",35,"s35",12,8,4,1,1.288593474,2,"2A",0
"3723",35,"s35",1,6,1,1,0.76262747,2,"2A",1
"3724",35,"s35",12,13,3,1,0.775421789,2,"2A",1
"3725",35,"s35",4,2,1,1,0.836193147,2,"2A",1
"3726",35,"s35",3,6,1,1,0.864600136,2,"2A",1
"3727",35,"s35",9,1,4,1,1.18761196,2,"2A",0
"3728",35,"s35",3,3,1,1,1.036050091,2,"2A",1
"3729",35,"s35",7,13,3,1,1.451162216,2,"2A",1
"3730",35,"s35",11,1,4,1,0.862525675,2,"2A",0
"3731",35,"s35",11,20,3,1,0.840913691,2,"2A",1
"3732",35,"s35",3,7,1,1,0.69202531,2,"2A",1
"3733",35,"s35",8,9,4,1,1.25983261,2,"2A",0
"3734",35,"s35",2,1,1,1,0.764822701,2,"2A",1
"3735",35,"s35",12,11,3,1,0.768474693,2,"2A",1
"3736",35,"s35",4,19,2,1,0.654216385,2,"2A",0
"3737",35,"s35",2,2,1,1,0.801964835,2,"2A",1
"3738",35,"s35",11,6,4,1,1.291810877,2,"2A",0
"3739",35,"s35",1,11,2,1,0.752465682,2,"2A",0
"3740",35,"s35",1,4,1,1,0.706314036,2,"2A",1
"3741",35,"s35",6,3,1,1,0.764069474,2,"2A",1
"3742",35,"s35",12,9,4,1,0.814828724,2,"2A",0
"3743",35,"s35",4,17,2,1,0.706241153,2,"2A",0
"3744",35,"s35",10,19,3,1,1.236419928,2,"2A",1
"3745",35,"s35",7,19,3,1,0.962021817,2,"2A",1
"3746",35,"s35",4,16,2,1,0.665520814,2,"2A",0
"3747",35,"s35",4,6,1,1,0.808998368,2,"2A",1
"3748",35,"s35",11,3,4,1,0.63044531,2,"2A",0
"3749",35,"s35",4,20,2,1,0.645053277,2,"2A",0
"3750",35,"s35",6,15,2,1,0.614502858,2,"2A",0
"3751",35,"s35",3,13,2,1,0.592708967,2,"2A",0
"3752",35,"s35",9,15,3,1,0.646443781,2,"2A",1
"3753",35,"s35",1,12,2,1,0.817149242,2,"2A",0
"3754",35,"s35",6,7,1,1,1.209293816,2,"2A",1
"3755",35,"s35",3,12,2,1,0.814369138,2,"2A",0
"3756",35,"s35",11,14,3,1,0.691480192,2,"2A",1
"3757",35,"s35",4,10,1,1,1.342432493,2,"2A",1
"3758",35,"s35",5,8,1,1,0.994865046,2,"2A",1
"3759",35,"s35",2,14,2,1,0.617291997,2,"2A",0
"3760",35,"s35",9,9,4,1,0.735816382,2,"2A",0
"3761",35,"s35",1,19,2,1,0.786260609,2,"2A",0
"3762",35,"s35",8,16,3,1,1.208970961,2,"2A",1
"3763",35,"s35",5,2,1,1,0.608427349,2,"2A",1
"3764",35,"s35",5,14,2,1,0.751191129,2,"2A",0
"3765",35,"s35",1,18,2,1,0.620642216,2,"2A",0
"3766",35,"s35",6,14,2,1,0.473335883,2,"2A",0
"3767",35,"s35",9,8,4,1,0.703894735,2,"2A",0
"3768",35,"s35",12,19,3,1,0.85896042,2,"2A",1
"3769",35,"s35",10,12,3,1,0.812239563,2,"2A",1
"3770",35,"s35",12,4,4,1,0.617726586,2,"2A",0
"3771",35,"s35",11,12,3,1,1.463181925,2,"2A",1
"3772",35,"s35",8,10,4,1,1.635198682,2,"2A",0
"3773",35,"s35",5,16,2,1,0.657903613,2,"2A",0
"3774",35,"s35",6,18,2,1,0.966717364,2,"2A",0
"3775",35,"s35",2,8,1,1,0.958086725,2,"2A",1
"3776",35,"s35",4,18,2,1,0.766866443,2,"2A",0
"3777",35,"s35",10,4,4,1,0.727304706,2,"2A",0
"3778",35,"s35",4,4,1,1,0.688526916,2,"2A",1
"3779",35,"s35",11,17,3,1,0.843900999,2,"2A",1
"3780",35,"s35",4,9,1,1,1.376264464,2,"2A",1
"3781",35,"s35",9,17,3,1,0.687706528,2,"2A",1
"3782",35,"s35",3,19,2,1,0.666228865,2,"2A",0
"3783",35,"s35",7,15,3,1,0.559626308,2,"2A",1
"3784",35,"s35",11,18,3,1,0.545722779,2,"2A",1
"3785",35,"s35",2,15,2,1,0.700505665,2,"2A",0
"3786",35,"s35",12,20,3,1,0.641680169,2,"2A",1
"3787",35,"s35",2,6,1,1,0.912065486,2,"2A",1
"3788",35,"s35",6,11,2,1,0.649196779,2,"2A",0
"3789",35,"s35",5,3,1,1,1.277654064,2,"2A",1
"3790",35,"s35",5,4,1,1,0.629692686,2,"2A",1
"3791",35,"s35",8,18,3,1,0.539553304,2,"2A",1
"3792",35,"s35",5,10,1,1,1.419586614,2,"2A",1
"3793",35,"s35",7,6,4,1,1.359718767,2,"2A",0
"3794",35,"s35",11,2,4,1,1.153326125,2,"2A",0
"3795",35,"s35",3,18,2,1,0.763492733,2,"2A",0
"3796",35,"s35",6,19,2,1,0.557536788,2,"2A",0
"3797",35,"s35",11,9,4,1,0.839338871,2,"2A",0
"3798",35,"s35",4,13,2,1,0.675472687,2,"2A",0
"3799",35,"s35",5,19,2,1,0.685492624,2,"2A",0
"3800",35,"s35",5,5,1,1,0.700649624,2,"2A",1
"3801",35,"s35",9,10,4,1,0.650942362,2,"2A",0
"3802",35,"s35",10,16,3,1,0.743777821,2,"2A",1
"3803",35,"s35",9,16,3,1,0.631255459,2,"2A",1
"3804",35,"s35",3,2,1,1,0.669358326,2,"2A",1
"3805",35,"s35",2,5,1,1,0.876727965,2,"2A",1
"3806",35,"s35",4,11,2,1,0.601810335,2,"2A",0
"3807",35,"s35",8,8,4,1,0.705842102,2,"2A",0
"3808",35,"s35",7,11,3,1,0.827013776,2,"2A",1
"3809",35,"s35",12,18,3,1,1.719383625,2,"2A",1
"3810",35,"s35",10,17,3,1,0.608452647,2,"2A",1
"3811",35,"s35",1,8,1,1,1.044873177,2,"2A",1
"3812",35,"s35",10,15,3,1,0.597873135,2,"2A",1
"3813",35,"s35",9,14,3,1,0.742355393,2,"2A",1
"3814",35,"s35",8,1,4,1,1.542900511,2,"2A",0
"3815",35,"s35",1,9,1,1,0.766780911,2,"2A",1
"3816",35,"s35",8,17,3,1,1.469838091,2,"2A",1
"3817",35,"s35",7,14,3,1,1.115055807,2,"2A",1
"3818",35,"s35",2,12,2,1,1.602911715,2,"2A",0
"3819",35,"s35",3,11,2,1,0.76201489,2,"2A",0
"3820",35,"s35",10,9,4,1,0.850739072,2,"2A",0
"3821",35,"s35",7,7,4,1,0.813518935,2,"2A",0
"3822",35,"s35",2,9,1,1,0.78763003,2,"2A",1
"3823",35,"s35",2,13,2,1,0.652052777,2,"2A",0
"3824",35,"s35",8,20,3,1,0.691398876,2,"2A",1
"3825",35,"s35",10,18,3,1,0.552218421,2,"2A",1
"3826",35,"s35",4,15,2,1,0.648589017,2,"2A",0
"3827",35,"s35",4,3,1,1,1.155186153,2,"2A",1
"3828",35,"s35",2,18,2,1,1.13264807,2,"2A",0
"3829",35,"s35",2,10,1,1,1.013074407,2,"2A",1
"3830",35,"s35",7,2,4,1,1.183866304,2,"2A",0
"3831",35,"s35",8,7,4,1,0.751290816,2,"2A",0
"3832",35,"s35",9,2,4,1,0.609419103,2,"2A",0
"3833",35,"s35",4,8,1,1,0.680462477,2,"2A",1
"3834",35,"s35",7,3,4,1,0.930526626,2,"2A",0
"3835",35,"s35",6,2,1,1,0.738384462,2,"2A",1
"3836",35,"s35",5,15,2,1,0.847478,2,"2A",0
"3837",35,"s35",5,17,2,1,0.618173522,2,"2A",0
"3838",35,"s35",3,15,2,1,0.730314904,2,"2A",0
"3839",35,"s35",12,16,3,1,0.580405857,2,"2A",1
"3840",35,"s35",5,12,2,1,0.572088737,2,"2A",0
"3841",35,"s35",3,4,1,1,0.890584511,2,"2A",1
"3842",35,"s35",1,3,1,1,0.815353363,2,"2A",1
"3843",35,"s35",6,4,1,1,1.01542715,2,"2A",1
"3844",35,"s35",9,4,4,1,0.553143917,2,"2A",0
"3845",35,"s35",9,7,4,1,1.506335118,2,"2A",0
"3846",35,"s35",10,1,4,1,0.698742915,2,"2A",0
"3847",35,"s35",9,11,3,1,0.868819533,2,"2A",1
"3848",35,"s35",1,16,2,1,0.558940543,2,"2A",0
"3849",35,"s35",9,13,3,1,0.498049621,2,"2A",1
"3850",35,"s35",1,10,1,1,0.966981189,2,"2A",1
"3851",35,"s35",2,16,2,1,0.718606003,2,"2A",0
"3852",35,"s35",10,11,3,1,0.64919467,2,"2A",1
"3853",35,"s35",9,20,3,1,0.652584343,2,"2A",1
"3854",35,"s35",10,6,4,1,0.737437884,2,"2A",0
"3855",35,"s35",7,16,3,1,1.276552684,2,"2A",1
"3856",35,"s35",5,1,1,1,0.687893554,2,"2A",1
"3857",35,"s35",3,20,2,1,0.816691463,2,"2A",0
"3858",35,"s35",8,11,3,1,0.588474211,2,"2A",1
"3859",35,"s35",7,1,4,1,1.059898867,2,"2A",0
"3860",35,"s35",3,1,1,1,0.687316813,2,"2A",1
"3861",35,"s35",8,19,3,1,0.88875701,2,"2A",1
"3862",35,"s35",6,12,2,1,0.541874123,2,"2A",0
"3863",35,"s35",9,18,3,1,0.655990881,2,"2A",1
"3864",35,"s35",10,20,3,1,0.632130961,2,"2A",1
"3865",35,"s35",9,6,4,1,0.977804649,2,"2A",0
"3866",35,"s35",1,17,2,1,1.090958866,2,"2A",0
"3867",35,"s35",2,11,2,1,0.556019492,2,"2A",0
"3868",35,"s35",12,12,3,1,0.797850246,2,"2A",1
"3869",35,"s35",11,10,4,1,0.693896783,2,"2A",0
"3870",35,"s35",5,9,1,1,0.743409489,2,"2A",1
"3871",35,"s35",10,8,4,1,0.665848487,2,"2A",0
"3872",35,"s35",8,5,4,1,0.700273162,2,"2A",0
"3873",35,"s35",12,3,4,1,0.662994597,2,"2A",0
"3874",35,"s35",6,8,1,1,0.603231558,2,"2A",1
"3875",35,"s35",6,6,1,1,0.692392136,2,"2A",1
"3876",35,"s35",9,19,3,1,1.025726573,2,"2A",1
"3877",35,"s35",10,13,3,1,0.545434258,2,"2A",1
"3878",35,"s35",7,12,3,1,0.626618038,2,"2A",1
"3879",35,"s35",1,14,2,1,0.680778706,2,"2A",0
"3880",35,"s35",8,15,3,1,1.204832579,2,"2A",1
"3881",35,"s35",4,5,1,1,0.765191936,2,"2A",1
"3882",35,"s35",1,20,2,1,0.563422259,2,"2A",0
"3883",35,"s35",2,19,2,1,1.053830586,2,"2A",0
"3884",35,"s35",1,5,1,1,1.436599425,2,"2A",1
"3885",35,"s35",1,2,1,1,0.626346081,2,"2A",1
"3886",35,"s35",1,15,2,1,0.951395623,2,"2A",0
"3887",35,"s35",7,10,4,1,0.897535523,2,"2A",0
"3888",35,"s35",8,12,3,1,0.997932767,2,"2A",1
"3889",35,"s35",3,17,2,1,0.778318144,2,"2A",0
"3890",35,"s35",1,1,1,1,0.641485613,2,"2A",1
"3891",35,"s35",12,15,3,1,0.60697119,2,"2A",1
"3892",35,"s35",12,6,4,1,0.663613803,2,"2A",0
"3893",35,"s35",12,10,4,1,0.724877574,2,"2A",0
"3894",35,"s35",7,8,4,1,0.998924521,2,"2A",0
"3895",35,"s35",7,9,4,1,0.66830935,2,"2A",0
"3896",35,"s35",4,1,1,1,0.618099133,2,"2A",1
