experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item1_shape,item2_shape,item3_shape,item4_shape,item1_line,item2_line,item3_line,item4_line
2a,14,100265,1,1,1,23,M,NA,variable,heterogeneous,4,present,NaN,0,horizontal,none,0,3,red,2,1,980.31222920257,419.68777079743,980.31222920257,780.31222920257,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,0,4,5,3,vertical,horizontal,horizontal,horizontal
2a,14,100265,1,2,2,23,M,NA,variable,heterogeneous,4,present,1.85603499412537,0,horizontal,vertical,1,5,green,2,3,980.31222920257,419.68777079743,619.68777079743,419.68777079743,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,3,4,6,0,horizontal,horizontal,horizontal,horizontal
2a,14,100265,1,3,3,23,M,NA,variable,heterogeneous,4,present,NaN,0,vertical,none,0,8,red,1,4,980.31222920257,780.31222920257,619.68777079743,780.31222920257,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,4,6,5,3,vertical,horizontal,vertical,vertical
2a,14,100265,1,4,4,23,M,NA,variable,heterogeneous,4,absent,1.40175008773804,1,horizontal,horizontal,1,3,red,1,NaN,980.31222920257,780.31222920257,NaN,NaN,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,4,3,6,0,horizontal,horizontal,horizontal,horizontal
2a,14,100265,1,5,5,23,M,NA,variable,heterogeneous,4,absent,NaN,0,vertical,none,0,5,green,1,NaN,980.31222920257,780.31222920257,NaN,NaN,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,4,0,6,3,vertical,horizontal,vertical,horizontal
2a,14,100265,1,6,6,23,M,NA,variable,heterogeneous,4,absent,1.89011216163635,1,horizontal,horizontal,1,2,green,2,NaN,980.31222920257,419.68777079743,NaN,NaN,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,6,4,0,3,vertical,horizontal,horizontal,horizontal
2a,14,100265,1,7,7,23,M,NA,variable,heterogeneous,4,present,NaN,0,vertical,none,0,2,red,2,4,980.31222920257,419.68777079743,619.68777079743,780.31222920257,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,6,4,5,0,horizontal,vertical,horizontal,vertical
2a,14,100265,1,8,8,23,M,NA,variable,heterogeneous,4,absent,1.9762499332428,0,vertical,horizontal,1,3,red,1,NaN,980.31222920257,780.31222920257,NaN,NaN,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,4,6,3,0,vertical,horizontal,horizontal,vertical
2a,14,100265,1,9,9,23,M,NA,variable,heterogeneous,4,absent,1.77224206924438,1,horizontal,horizontal,1,5,green,4,NaN,619.68777079743,780.31222920257,NaN,NaN,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,5,0,6,4,horizontal,vertical,horizontal,horizontal
2a,14,100265,1,10,10,23,M,NA,variable,heterogeneous,4,present,NaN,0,vertical,none,0,5,red,3,1,619.68777079743,419.68777079743,980.31222920257,780.31222920257,980.31222920257,780.31222920257,980.31222920257,419.68777079743,619.68777079743,419.68777079743,619.68777079743,780.31222920257,0,6,4,5,horizontal,horizontal,vertical,vertical
