experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1b,23,100219,1,1,1,20,F,NA,constant,heterogeneous,4,absent,1.44676208496094,1,vertical,vertical,1,0.917641973495483,green,4,NaN,601.827779828472,439.523300282291,NaN,NaN,639.523300282292,798.172220171528,998.172220171528,760.476699717708,960.476699717708,401.827779828472,601.827779828472,439.523300282291,0,0,0,0,5,3,0,4,NaN,NaN,horizontal,horizontal,vertical,vertical,none,none
1b,23,100219,1,2,2,20,F,NA,constant,heterogeneous,6,absent,NaN,0,horizontal,none,0,0.635293552610609,green,3,NaN,1049.42763818712,546.982518841471,NaN,NaN,721.200666434388,842.519411655264,970.628304621509,789.501930496736,1049.42763818712,546.982518841471,878.799333565612,357.480588344736,629.371695378491,410.498069503264,550.57236181288,653.017481158529,5,3,4,0,0,3,horizontal,horizontal,horizontal,horizontal,vertical,horizontal
1b,23,100219,1,3,3,20,F,NA,constant,heterogeneous,3,present,1.02987504005432,1,horizontal,horizontal,1,1.04705166640105,green,1,2,777.775285599347,854.029648013395,1031.10848569435,492.232343256122,777.775285599347,854.029648013395,1031.10848569435,492.232343256122,591.116228706307,453.738008730483,0,0,0,0,0,0,4,0,5,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1b,23,100219,1,4,4,20,F,NA,constant,heterogeneous,5,present,0.934998989105225,1,horizontal,horizontal,1,0.835290350737395,green,4,5,684.232422566416,372.793336331966,548.13947314824,639.890788585259,760.109211414741,851.86052685176,1027.20666366803,715.767577433584,980.31222920257,419.68777079743,684.232422566416,372.793336331966,548.13947314824,639.890788585259,0,0,0,3,0,4,6,NaN,vertical,vertical,vertical,horizontal,horizontal,none
1b,23,100219,1,5,5,20,F,NA,constant,heterogeneous,3,absent,0.981371879577637,1,vertical,vertical,1,0.964700043642962,green,3,NaN,560.378381699593,687.215136548046,NaN,NaN,995.341332995339,763.910840470068,844.280285305067,348.874022981887,560.378381699593,687.215136548046,0,0,0,0,0,0,6,6,4,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1b,23,100219,1,6,6,20,F,NA,constant,heterogeneous,4,present,1.48245191574097,0,horizontal,vertical,1,0.670587105221218,green,2,4,1039.62161830041,687.215136548046,560.378381699593,512.784863451954,712.784863451954,839.621618300407,1039.62161830041,687.215136548046,887.215136548046,360.378381699593,560.378381699593,512.784863451954,0,0,0,0,5,4,6,6,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1b,23,100219,1,7,7,20,F,NA,constant,heterogeneous,5,absent,1.95232701301575,1,vertical,vertical,1,1.01175811379044,green,1,NaN,899.636437764765,834.728737630372,NaN,NaN,899.636437764765,834.728737630372,1054.0296480134,577.775285599347,857.362518857686,351.535633479765,581.422338320961,468.665290897936,607.549057043193,767.295052392579,0,0,4,5,3,5,6,NaN,vertical,horizontal,vertical,horizontal,vertical,none
1b,23,100219,1,8,8,20,F,NA,constant,heterogeneous,6,absent,NaN,0,horizontal,none,0,1.01175811379044,green,2,NaN,1051.86052685176,639.890788585259,NaN,NaN,891.383827134052,838.063008756786,1051.86052685176,639.890788585259,960.476699717708,401.827779828472,708.616172865948,361.936991243214,548.13947314824,560.109211414741,639.523300282292,798.172220171528,0,4,6,0,3,3,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
1b,23,100219,1,9,9,20,F,NA,constant,heterogeneous,4,absent,2.00030088424683,1,horizontal,horizontal,1,0.788232280589916,green,4,NaN,604.658667004661,436.089159529932,NaN,NaN,636.089159529932,795.341332995339,995.341332995339,763.910840470068,963.910840470068,404.658667004661,604.658667004661,436.089159529932,0,0,0,0,3,0,3,4,NaN,NaN,vertical,horizontal,horizontal,horizontal,none,none
1b,23,100219,1,10,10,20,F,NA,constant,heterogeneous,4,present,1.7710919380188,0,vertical,horizontal,1,0.729409692905567,green,4,3,546.39691668109,626.654758133252,773.345241866748,346.39691668109,826.654758133252,853.60308331891,1053.60308331891,573.345241866748,773.345241866748,346.39691668109,546.39691668109,626.654758133252,0,0,0,0,6,6,5,4,NaN,NaN,horizontal,vertical,horizontal,vertical,none,none
1b,23,100219,1,11,11,20,F,NA,constant,heterogeneous,3,absent,1.22246599197388,1,horizontal,horizontal,1,0.788232280589916,green,3,NaN,721.200666434388,357.480588344736,NaN,NaN,629.371695378491,789.501930496736,1049.42763818712,653.017481158529,721.200666434388,357.480588344736,0,0,0,0,0,0,0,6,4,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1b,23,100219,1,12,12,20,F,NA,constant,heterogeneous,6,absent,NaN,0,vertical,none,0,0.682351622758088,green,3,NaN,1041.10723677783,516.980120613425,NaN,NaN,751.343706178981,850.314931779154,992.450942956807,767.295052392579,1041.10723677783,516.980120613425,848.656293821019,349.685068220846,607.549057043193,432.704947607421,558.892763222174,683.019879386575,3,0,4,6,0,6,horizontal,vertical,vertical,horizontal,vertical,vertical
1b,23,100219,1,13,13,20,F,NA,constant,heterogeneous,3,present,0.841717958450317,1,vertical,vertical,1,0.835290350737395,green,1,3,619.68777079743,780.31222920257,734.001143498857,353.688914296288,619.68777079743,780.31222920257,1046.31108570371,665.998856501143,734.001143498857,353.688914296288,0,0,0,0,0,0,4,0,3,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
