experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1b,7,100190,1,1,1,18,F,NA,constant,heterogeneous,3,present,0.806829929351807,0,vertical,horizontal,1,0.611764535903931,red,1,3,865.998856501143,846.311085703712,553.688914296288,534.001143498857,865.998856501143,846.311085703712,980.31222920257,419.68777079743,553.688914296288,534.001143498857,0,0,0,0,0,0,4,5,3,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1b,7,100190,1,2,2,18,F,NA,constant,heterogeneous,5,absent,NaN,0,horizontal,none,0,0.6,red,4,NaN,601.827779828472,439.523300282291,NaN,NaN,865.998856501143,846.311085703712,1054.65053136242,613.345668841951,891.383827134052,361.936991243214,601.827779828472,439.523300282291,586.139005173917,738.882953928832,0,0,5,6,3,4,0,NaN,vertical,vertical,horizontal,horizontal,vertical,none
1b,7,100190,1,3,3,18,F,NA,constant,heterogeneous,4,absent,1.44905996322632,1,horizontal,horizontal,1,0.694116287231445,red,2,NaN,1023.02802532055,723.626453162816,NaN,NaN,676.373546837184,823.028025320546,1023.02802532055,723.626453162816,923.626453162816,376.971974679454,576.971974679454,476.373546837184,0,0,0,0,3,4,6,0,NaN,NaN,vertical,horizontal,horizontal,horizontal,none,none
1b,7,100190,1,4,4,18,F,NA,constant,heterogeneous,6,present,1.04127287864685,1,vertical,vertical,1,0.741174430847168,red,2,6,1054.0296480134,622.224714400653,653.738008730483,808.883771293693,907.767656743878,831.108485694346,1054.0296480134,622.224714400653,946.261991269517,391.116228706307,692.232343256122,368.891514305654,545.970351986605,577.775285599347,653.738008730483,808.883771293693,5,4,0,6,3,0,vertical,vertical,horizontal,vertical,vertical,vertical
1b,7,100190,1,5,5,18,F,NA,constant,heterogeneous,4,absent,0.993434906005859,1,horizontal,horizontal,1,0.77646803855896,red,4,NaN,546.900731331463,631.076682568313,NaN,NaN,831.076682568313,853.099268668537,1053.09926866854,568.923317431687,768.923317431687,346.900731331463,546.900731331463,631.076682568313,0,0,0,0,5,3,0,4,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1b,7,100190,1,6,6,18,F,NA,constant,heterogeneous,3,present,0.819813966751099,1,horizontal,horizontal,1,0.917642469406128,red,1,3,777.775285599347,854.029648013395,591.116228706307,453.738008730483,777.775285599347,854.029648013395,1031.10848569435,492.232343256122,591.116228706307,453.738008730483,0,0,0,0,0,0,4,5,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1b,7,100190,1,7,7,18,F,NA,constant,heterogeneous,3,present,0.882998943328857,1,vertical,vertical,1,0.729409894943237,red,1,3,616.568350913644,777.137884467044,738.309916622085,352.574589799621,616.568350913644,777.137884467044,1045.12173246427,670.287525733335,738.309916622085,352.574589799621,0,0,0,0,0,0,4,5,5,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1b,7,100190,1,8,8,18,F,NA,constant,heterogeneous,5,absent,0.843389987945557,1,horizontal,horizontal,1,0.729409894943237,red,3,NaN,953.462830903772,396.34794493794,NaN,NaN,795.549636358493,854.96116226488,1041.10723677783,683.019879386575,953.462830903772,396.34794493794,653.738008730483,391.116228706307,556.142287229426,674.554784704298,0,0,3,6,4,6,0,NaN,horizontal,vertical,horizontal,horizontal,horizontal,none
1b,7,100190,1,9,9,18,F,NA,constant,heterogeneous,4,absent,0.809256792068481,1,vertical,vertical,1,0.858819789886475,red,4,NaN,565.271262369628,699.636437764765,NaN,NaN,899.636437764765,834.728737630372,1034.72873763037,500.363562235235,700.363562235235,365.271262369628,565.271262369628,699.636437764765,0,0,0,0,3,0,0,4,NaN,NaN,vertical,vertical,vertical,vertical,none,none
1b,7,100190,1,10,10,18,F,NA,constant,heterogeneous,3,present,0.790171146392822,1,vertical,vertical,1,0.623529071807861,red,2,1,949.885239334581,393.700666434388,903.717843984329,832.954091698863,903.717843984329,832.954091698863,949.885239334581,393.700666434388,546.39691668109,573.345241866748,0,0,0,0,0,0,5,4,6,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
