experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1b,24,100236,1,1,1,22,M,NA,constant,heterogeneous,5,absent,NaN,0,horizontal,none,0,0.611764440536499,red,2,NaN,1020.83647796503,727.5,NaN,NaN,746.982518841471,849.42763818712,1020.83647796503,727.5,989.501930496736,429.371695378491,696.282156015671,367.045908301137,546.39691668109,626.654758133252,0,0,3,4,0,5,6,NaN,horizontal,horizontal,vertical,horizontal,vertical,none
1b,24,100236,1,2,2,22,M,NA,constant,heterogeneous,6,absent,NaN,0,horizontal,none,0,1.01175541877747,red,2,NaN,1027.20666366803,715.767577433584,NaN,NaN,813.345668841951,854.650531362416,1027.20666366803,715.767577433584,1013.86099482608,461.117046071168,786.654331158049,345.349468637584,572.793336331966,484.232422566416,586.139005173917,738.882953928832,3,4,0,3,5,5,horizontal,horizontal,horizontal,horizontal,horizontal,vertical
1b,24,100236,1,3,3,22,M,NA,constant,heterogeneous,3,present,1.10918092727661,1,vertical,vertical,1,0.952933216094971,red,2,1,804.450363641507,345.03883773512,1018.57766167904,731.334709102064,1018.57766167904,731.334709102064,804.450363641507,345.03883773512,576.971974679454,723.626453162816,0,0,0,0,0,0,5,4,6,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1b,24,100236,1,4,4,22,M,NA,constant,heterogeneous,6,absent,NaN,0,vertical,none,0,0.929404335021973,red,6,NaN,558.892763222174,683.019879386575,NaN,NaN,751.343706178981,850.314931779154,992.450942956807,767.295052392579,1041.10723677783,516.980120613425,848.656293821019,349.685068220846,607.549057043193,432.704947607421,558.892763222174,683.019879386575,0,0,5,3,3,4,horizontal,vertical,horizontal,horizontal,vertical,vertical
1b,24,100236,1,5,5,22,M,NA,constant,heterogeneous,4,absent,1.41656899452209,1,vertical,vertical,1,0.929404335021973,red,1,NaN,791.100628340862,854.844660889869,NaN,NaN,791.100628340862,854.844660889869,1054.84466088987,608.899371659138,808.899371659138,345.155339110131,545.155339110131,591.100628340862,0,0,0,0,4,5,0,5,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1b,24,100236,1,6,6,22,M,NA,constant,heterogeneous,3,present,0.770586967468262,1,vertical,vertical,1,0.694115524291992,red,3,2,572.793336331966,715.767577433584,813.345668841951,345.349468637584,1013.86099482608,738.882953928832,813.345668841951,345.349468637584,572.793336331966,715.767577433584,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1b,24,100236,1,7,7,22,M,NA,constant,heterogeneous,3,present,1.18441605567932,1,horizontal,horizontal,1,0.905875453948975,red,3,2,622.862115532956,416.568350913644,1047.42541020038,538.309916622085,729.712474266665,845.121732464271,1047.42541020038,538.309916622085,622.862115532956,416.568350913644,0,0,0,0,0,0,3,5,4,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1b,24,100236,1,8,8,22,M,NA,constant,heterogeneous,4,absent,1.24896597862244,1,horizontal,horizontal,1,0.635293321609497,red,1,NaN,777.775285599347,854.029648013395,NaN,NaN,777.775285599347,854.029648013395,1054.0296480134,622.224714400653,822.224714400653,345.970351986605,545.970351986605,577.775285599347,0,0,0,0,4,0,6,5,NaN,NaN,horizontal,vertical,vertical,horizontal,none,none
1b,24,100236,1,9,9,22,M,NA,constant,heterogeneous,4,present,0.911733865737915,1,horizontal,horizontal,1,0.694115524291992,red,1,4,942.594190385041,811.404581001536,588.595418998464,742.594190385041,942.594190385041,811.404581001536,1011.40458100154,457.40580961496,657.405809614959,388.595418998464,588.595418998464,742.594190385041,0,0,0,0,4,0,5,3,NaN,NaN,horizontal,vertical,vertical,vertical,none,none
1b,24,100236,1,10,10,22,M,NA,constant,heterogeneous,6,absent,1.04167604446411,1,vertical,vertical,1,0.776466608047485,red,4,NaN,857.362518857686,351.535633479765,NaN,NaN,742.637481142314,848.464366520235,986.495193912888,773.909581815937,1043.85771277057,525.445215295702,857.362518857686,351.535633479765,613.504806087112,426.090418184063,556.142287229426,674.554784704298,5,6,3,4,0,3,horizontal,horizontal,horizontal,vertical,horizontal,vertical
